t,z_spreads,z_equities,z_liquidity,z_goldcurrency,z_roro
09apr2024,-.091131143,.21582182,.47143966,-.37682053,.24464948
10apr2024,-1.1668454,.40299898,-1.1811728,1.8606598,.048395894
11apr2024,.81487912,.11643507,1.1513666,-.75052452,.57393008
12apr2024,1.9900944,.96678716,.11605814,1.3795762,1.7395809
15apr2024,.19196187,.44136977,-.4831751,-.77646691,.35011297
16apr2024,1.278697,.82369435,.17710347,.4275724,1.4638484
17apr2024,.47024804,-.005772471,.0087737655,.38875738,.2208693
18apr2024,-.61839813,-.27165601,-.083409905,-.67650914,-.54006153
19apr2024,-.36846253,.50282139,.100561,-.23111038,.3326872
22apr2024,-.49962834,-.86381435,.21092051,1.5766903,-.85065883
23apr2024,-.87646216,-1.0963451,-.27597961,-.33456045,-1.4189625
24apr2024,.053087633,.048990142,-.10470611,.393089,.095213465
25apr2024,.30248839,.42637995,-.10748319,-.67850924,.52198374
26apr2024,-.76208067,-.76290262,.27375135,.27760515,-.90888172
29apr2024,-.13435797,-.20147671,-.078480862,-.40410328,-.27630922
30apr2024,-.2723923,.61635619,-.080462642,1.9061376,.61346889
01may2024,.056402918,.15991642,.033486817,-.67968732,.20978162
02may2024,.45785108,-.2030943,.40252692,-.43560991,-.069627069
03may2024,.016612997,-.85449946,-.19363107,-.57052755,-.87873268
06may2024,-.45640296,-.4425185,-.23458602,-.56902534,-.61204374
07may2024,-.48723084,-.58489329,.049583308,.63939309,-.63034338
08may2024,.28761071,-.040265761,.087019093,.38223252,.14092241
09may2024,.25155744,-.29217091,.013767215,-1.0451388,-.21554187
10may2024,-.20551257,-.33731067,-.2369983,-.42425802,-.43447566
13may2024,.28665733,.10655529,.03537057,.50845993,.22359085
14may2024,-.086322874,-.21029279,.3370156,-.69590616,-.22933459
15may2024,.3977187,-.73505199,.002040772,-1.2660947,-.59660089
16may2024,-.96398693,-.018942442,-.14173348,.13461284,-.37041637
17may2024,-.1175693,-.13078238,-.0053879493,-.77551907,-.175459
20may2024,-.3684611,-.06298282,-.016107766,-.11054746,-.19253165
21may2024,.26696995,.055125721,.068752132,.26126924,.22368199
22may2024,-.17384622,.37278572,-.068527482,1.2254055,.41551435
23may2024,-.62610513,.13941619,-.0722562,1.4057093,-.022130536
24may2024,.45345935,-.11250076,.20845389,-.36461881,.11632666
27may2024,.41740465,-.09728644,.00069424999,-.38543761,.05644298
28may2024,-.61839813,.33497849,.1146749,-.58377451,.042787258
29may2024,.66059095,1.0358882,.048430666,1.3684748,1.3757609
30may2024,.24289425,-.048146322,.014396329,-.57215291,.0083531886
31may2024,.35395703,-.58274919,.079571724,.33642021,-.32023925
03jun2024,-.48284113,-.19636513,-.17710508,-1.1271183,-.5054161
04jun2024,.85478586,.2984803,.12878253,.69388127,.69119561
05jun2024,.57318389,-.60328037,.0080159558,-.34826398,-.34864503
06jun2024,-.82896322,-.39323336,.038093913,-.69633788,-.6984868
07jun2024,-1.2264363,.18872455,-.46695107,2.7733557,-.043276299
10jun2024,.2943629,.43010661,.43184707,-.05096652,.58783984
11jun2024,1.1124299,.56145853,.15153985,.074583426,1.0355226
12jun2024,-.4284752,-.94919223,-.081338421,-1.3932614,-1.2229471
13jun2024,1.5021973,.88803113,-.098562419,1.4045894,1.6202468
14jun2024,2.3621166,1.0774459,.19404858,-.26205257,2.0134804
17jun2024,-.30116001,-.096658707,-.12103694,.33626217,-.16549815
18jun2024,-.39585403,-.60950017,.42966941,-.51419473,-.72853857
19jun2024,-.1497705,.041152552,.00069424999,.055830974,.0020469194
20jun2024,.17998289,-.24488007,.01794605,-.43432066,-.19996387
21jun2024,.33812457,.35564587,.087520942,1.125499,.57735384
24jun2024,-.46796343,-.32768038,-.17156436,-.60520416,-.54264969
25jun2024,.3664723,-.028985107,.1126483,.52701551,.18138359
26jun2024,-.14591701,.27778661,-.24835218,.96343201,.31937352
27jun2024,.40969768,.10298006,.13678007,-.85876143,.25180674
28jun2024,-.20165767,.034543466,-.063822299,.030444035,-.037366454
01jul2024,-.35167384,-.58898216,-.43000743,.087218784,-.65115482
02jul2024,.38615826,-.073511176,.1142913,-.14012304,.10338297
03jul2024,-.45598441,-.65344071,.015849268,-1.3325461,-.85623705
04jul2024,-.27666727,-.30921596,.00069424999,.013053877,-.39863119
05jul2024,.83895338,-.00077518472,-.12331177,-1.1113522,.24814916
08jul2024,-.82938182,-.11343542,-.065616481,.76200676,-.36858407
09jul2024,.29917115,.47643572,-.073811539,.13874735,.59477383
10jul2024,-.070908919,-.6344316,.12690477,-.29976299,-.64141977
11jul2024,.74330801,-.24777173,.64212865,-1.7022574,-.05950946
12jul2024,-.090177879,-.52435064,-.47704765,-.16588506,-.56562775
15jul2024,-.25354484,.4633567,.40421817,-.15972574,.37494075
16jul2024,-.39295715,.10989559,-.23285264,-.70492184,-.039112724
17jul2024,.10016652,.6084249,-.0066071609,-.37338635,.50099283
18jul2024,.26697192,.73525292,.0059640496,.5712918,.82594913
19jul2024,-.086322874,.67962724,.21161896,1.4047121,.73038298
22jul2024,-.35209391,-.76978403,.074946173,.29723182,-.77127403
23jul2024,.15163516,-.084772967,.25168124,-.2053373,.0022604938
24jul2024,1.6853696,1.3764555,.25334832,.031104052,1.8149523
25jul2024,-.12333234,.78139269,-.20089462,.92952245,.79825848
26jul2024,.71205813,-.87768149,-.16427428,-.40198585,-.50927436
29jul2024,.38230616,.12631094,.045354649,.43594202,.33491775
30jul2024,.29478142,.093091697,.12056889,-.56741351,.18478158
31jul2024,1.3984215,-1.0000461,-.23236768,-1.4372804,-.47981593
01aug2024,1.3791561,1.6102959,1.1308559,.34310353,2.1487575
02aug2024,4.9176145,3.0409994,1.8320881,-1.0798922,4.6883631
05aug2024,3.5660994,4.918766,-2.5554121,.12695482,5.3409786
06aug2024,-3.220557,-2.9418929,-3.3147268,.75318229,-3.8399138
07aug2024,-1.1811864,-1.1741273,2.0073535,.34694761,-1.4453882
08aug2024,-.75822717,-.72924453,-.46139011,-.98710346,-.89403886
09aug2024,-.062783428,-.9745881,.14144999,-.27643731,-.80738133
12aug2024,.12851425,-.1130217,.50806803,-.7757417,-.03427792
13aug2024,.67600346,-1.1927434,.62675226,-.13838068,-.73102379
14aug2024,-1.667671,-.95297939,-1.2372745,-.090526871,-1.5585551
15aug2024,-2.5289667,-1.016578,-.26193464,.31252503,-1.8330092
16aug2024,-.16945603,-.5219658,1.2385093,-1.3504359,-.54147357
19aug2024,-.72602791,-.40861961,.0165557,-.79310822,-.76577562
20aug2024,.63224369,.30845419,.63219202,-.66559756,.49048263
21aug2024,.28665593,-.13765869,.18085323,-.45437437,-.038433302
22aug2024,-.40783301,.29985595,-1.5234637,.95775038,.00063721382
23aug2024,-.015168267,-.8264066,1.385137,-1.4835207,-.73820472
26aug2024,-.070908919,.2229404,-.45416498,-.14708993,.12324724
27aug2024,-.18487041,-.19352342,.3321262,-.31933776,-.21012567
28aug2024,.096313037,.28596002,.27398348,.70142776,.34007972
29aug2024,-.6505993,-.40646347,-1.2102702,-.032101814,-.62057453
30aug2024,-.20551115,-.34762287,.22875693,.87492615,-.25228778
02sep2024,-.29207972,.092554517,.00069424999,.11121219,-.0081641506
03sep2024,1.8439283,1.708475,.39898741,.46315897,2.2364452
04sep2024,.97687286,1.0403817,.27481484,-.53654158,1.3705074
05sep2024,-.38044009,.17732553,-1.1145006,-.68888468,-.073127136
06sep2024,.95375341,1.385322,-.31707057,.53531575,1.6535201
09sep2024,-.13821147,-1.0174724,.16956252,.26978952,-.83605772
10sep2024,.92636049,.065248683,1.5311637,-.044146299,.64027953
11sep2024,.84570712,-.25213093,-1.9184719,.197138,.034475211
12sep2024,-1.1817213,-1.0432228,2.5747313,-1.1702648,-1.2653456
13sep2024,-.53141248,-.66052216,1.281399,-.98961949,-.7823354
16sep2024,-.58329821,.19895908,-.89836937,-.32132965,-.11663868
17sep2024,-1.0197266,-.11652735,-1.5277466,.48310509,-.5877949
18sep2024,-.61454463,.4070338,2.9102783,.25865915,.41769752
19sep2024,-.99565041,-1.471364,-.79485661,-.87773585,-1.8929101
20sep2024,.21164925,.55403841,-1.0669228,-.67199111,.54247135
23sep2024,.09535826,-.12993719,-.022423811,-.27692789,-.049731128
24sep2024,.68798244,-.45647562,.4117516,-.82070994,-.13963151
25sep2024,-.43190873,.0688987,-.44238853,.22772811,-.084722765
26sep2024,-.25739834,-.67851138,-.94339436,-.66147757,-.90203005
27sep2024,.20352232,-.091814294,.17193121,.32622918,-.023783572
30sep2024,-1.4210526,.80045128,-.86294085,.69427395,.25229195
01oct2024,.79519171,1.1287931,1.1162152,.0020936956,1.4069752
02oct2024,-.30886698,-.080582783,.010412124,.48648158,-.075535975
03oct2024,-.46796343,.68297309,-.14558008,.7395612,.53153592
04oct2024,-2.2391198,-.51775312,-1.9374497,.77785885,-1.3438631
07oct2024,-.21760982,.40247095,.92848349,.21475452,.31176475
08oct2024,.56879413,.044286612,1.7151544,.67752087,.54682702
09oct2024,-.48379588,-.54290974,-.88453847,.62801594,-.67021626
10oct2024,.33854309,.12424968,.38638508,-.17229238,.33854616
11oct2024,-.20936464,-.491579,.022356279,-.56885129,-.53764582
14oct2024,-.3362599,-.50261259,-.0014169215,.19387776,-.54115456
15oct2024,-.17041123,.7304849,.43152645,.12956966,.69044977
16oct2024,-.27376705,.054567982,-.24253091,.047601115,.029024258
17oct2024,-.010359995,-.37324905,-.99244392,-.097299904,-.40267804
18oct2024,.1078735,-.48019871,.85650545,-.68942952,-.32874823
21oct2024,-.24061108,.61022907,-.3045471,.52406764,.50738347
22oct2024,.63224179,.21319076,.6391896,-.48103285,.52460086
23oct2024,.18330012,.57829386,-.3953436,1.1140287,.69891781
24oct2024,-.2141729,-.084927194,.43381622,-.60341203,-.13077565
25oct2024,-.61454463,.1104068,-.48624873,-.16963775,-.18691923
28oct2024,-.37658805,-.36283571,-.11959151,.287377,-.45636624
29oct2024,-.42378321,.17750438,.16972955,-.45678094,.092024893
30oct2024,-1.5162829,.62342429,-.21355116,-.65589529,-.053321246
31oct2024,1.1604666,1.4237089,.32868561,1.1227946,1.8113539
01nov2024,-.13050449,-.55890411,.66517508,.16357355,-.46914783
04nov2024,.27894896,.081014283,-.97067738,-.3978157,.10155758
05nov2024,-.24541934,-.6441558,-.16680662,-.55795175,-.66836864
06nov2024,-1.4258612,-.77549738,-.21559078,3.5671146,-.7123391
07nov2024,.69622761,-.93269432,.4838967,-1.8293791,-.71752274
08nov2024,-1.4696231,.25516903,-.42920882,1.2150567,-.15724228
11nov2024,.16746764,-.18652926,.00069424999,1.3963776,-.013158731
12nov2024,-.40451723,.99020821,-.10356054,1.6922909,1.0342726
13nov2024,.84376305,.070564613,1.4965448,.95492375,.59407371
14nov2024,-.58715314,-.28962088,-2.059375,.44094205,-.64434791
15nov2024,1.0181558,.83083326,.19199947,.21235566,1.1912537
18nov2024,.1400747,-.08127673,.83576351,-1.4259834,-.017186983
19nov2024,.11558047,.30953881,.10704104,-.58242393,.28974217
20nov2024,.020886427,.41927892,-.44009566,.18380864,.40126345
21nov2024,.00024424729,-.37479028,.2410105,-.22119315,-.30115449
22nov2024,.5481534,-.6545186,-.15148723,-.28847042,-.29772505
25nov2024,.056406286,-.48595598,.25720042,1.3455858,-.30541751
26nov2024,.44189888,.23040868,.41674492,-.066049375,.49347755
27nov2024,.22706178,.10542971,-.18644068,-1.1645784,.045211032
28nov2024,.29436442,-.29586452,.00069424999,-.015580899,-.13451113
29nov2024,.50920194,-.43329039,-.89944386,-.016254447,-.23296541
02dec2024,-1.2576861,-.18076715,.36586913,.64562523,-.51246905
03dec2024,-.68569922,-.46756107,.60221916,-.35205033,-.6931054
04dec2024,-.56651098,-.27766109,-.60338795,-.079285368,-.5016377
05dec2024,-.36750785,-.28170991,-.30146444,-.020584598,-.47683415
06dec2024,.23572354,-.19181673,1.0751104,.32565513,.080412962
09dec2024,-.086322874,.20663355,-.90521276,-.59759861,.0010603623
10dec2024,-.058929935,.50808436,.041579239,-.036389392,.55321681
11dec2024,.024739908,-.44275573,.9797188,-.51603985,-.34352922
12dec2024,.23187198,.13037014,-.56822932,.9737559,.21329826
13dec2024,-.35648403,.19768895,-.49976406,1.2887747,.18924198
16dec2024,.16361415,.20324895,-.050101168,-.21483411,.25623968
17dec2024,.099630281,.42866153,.025584044,.31732064,.52080709
18dec2024,-.34106818,2.0830414,.14636526,1.708557,1.5695279
19dec2024,1.8559086,.95069879,-.18538776,1.203542,1.9543794
20dec2024,.48524058,-.80121046,-.25320965,-1.3372389,-.51134282
23dec2024,-.24541934,-.43619379,-.19462955,.69688296,-.32540634
24dec2024,-.38868332,-.59529901,-.43830308,.094042934,-.56886601
27dec2024,-.0425612,-.18049775,1.3499932,-.13764936,-.19445749
30dec2024,1.1888126,.79246569,-1.0071936,.44587553,1.1505369
31dec2024,-.1146706,-.021609876,-.11205281,-.054161388,-.03251322
01jan2025,.040572383,.014068884,.00069424999,.024666505,.056630827
02jan2025,.16415237,.075505346,-.10491168,.12393756,.14001301
03jan2025,-.92022371,-.34682301,.1013297,.18580997,-.58918715
06jan2025,-.38429359,-.6904186,-.40800661,-.91910332,-.97319347
07jan2025,.70820469,.2643286,-.20836534,-.018716624,.44313574
08jan2025,.88217878,.27865806,.20396608,.40559241,.74009323
09jan2025,-.15072529,-.042273711,.11828746,.11997616,-.035465516
10jan2025,-.67082351,1.1454353,-.49902061,.164207,.84415174
13jan2025,1.0489857,.36736539,.27958429,.74360633,.893426
14jan2025,-.57463646,-.3656871,.30881268,-.92893392,-.63568634
15jan2025,-.62652516,-1.3803183,.15870959,-.5878917,-1.5000384
16jan2025,.23572354,-.35769981,-.24300145,-.54179335,-.33518067
17jan2025,-.49577487,-.47710162,-.0015404056,.66597652,-.56823355
20jan2025,-.022875246,-.19888183,.00069424999,-.077791832,-.19253699
21jan2025,-.2016591,-.56955153,-.28160632,-2.1248553,-.78339964
22jan2025,-.82125819,-.40183276,.19176635,.011787453,-.62073976
23jan2025,.032865409,-.2336504,.17275485,-.040614255,-.16076221
24jan2025,-.20936464,-.20438938,.1424779,-1.1655083,-.38275903
27jan2025,1.2316215,1.0072169,.065025114,.78310597,1.3815285
28jan2025,-.27666575,-.3953146,-.21525604,.20333156,-.34727839
29jan2025,-.030582221,-.16888429,-.1907538,.26732919,-.15856537
30jan2025,.044425871,-.64718866,.10840698,-.86070204,-.5987938
31jan2025,.41740465,.24246512,.29753417,.24742389,.44463369
03feb2025,1.2628661,1.4545683,-.2798945,.70237398,1.9416327
04feb2025,-.45930317,-.68634003,.009821034,-2.1031301,-.99664962
05feb2025,-.55880398,-.54878604,.0063556219,-1.1165433,-.77045977
06feb2025,-.68184578,-.54361963,-.087110341,.74617565,-.69802392
07feb2025,.19966884,.64834446,-.25458649,.18168995,.68257368
10feb2025,.17132112,-.34733585,.43213353,-.73362112,-.20937556
11feb2025,-.24061108,-.1617416,-.039211739,.024756042,-.26570433
12feb2025,.19871406,-.12135816,-.04113555,-.21349111,-.019406373
13feb2025,-.18582518,-.83237451,.39962536,-1.1293749,-.91096795
14feb2025,-.1295497,-.15886852,.031358775,.039707951,-.25355235
17feb2025,-.1497705,-.027143834,.00069424999,-.24712758,-.10567966
18feb2025,-1.1101482,-.13421386,-.19769603,-.46008003,-.53836346
19feb2025,.59714329,.59571159,.37949294,.56934953,.92773324
20feb2025,.21122932,.23840034,.19753546,-.96842259,.19231285
21feb2025,1.3353925,.37472653,-.035083596,.18331473,.82637435
24feb2025,-.058929935,.25465858,.095353566,-.32823914,.19484116
25feb2025,.72403711,.21584979,.0019524207,.71285355,.5168376
26feb2025,-.038707718,-.51550055,-.27894485,-.013760489,-.52324224
27feb2025,.20352232,1.0276155,.25617826,1.78624,1.171802
28feb2025,1.7839191,-.22964688,.12042236,.70102978,.6249302
03mar2025,.53850245,.051832922,-.12508768,-1.568856,-.084144592
04mar2025,.97302091,1.6591982,-.26002026,-.57835269,1.9059716
05mar2025,-2.2819266,-1.4422449,-.56548399,-1.933215,-2.4814169
06mar2025,1.5295889,.55754781,.77481228,-.56339431,1.0145735
07mar2025,.69141889,.12665901,-.52863693,-.042051792,.38903657
10mar2025,2.042398,1.8442405,.76456892,.70968539,2.5485125
11mar2025,1.3037275,.61815619,-.44213343,-.94421041,1.0219771
12mar2025,-.50401813,-1.0785103,-.59600562,-.41406712,-1.1408358
13mar2025,2.6816847,.53286922,.59569198,-.62052161,1.6060463
14mar2025,-1.4143007,-1.4868411,-.29058939,.083746061,-1.8163388
17mar2025,-.70248652,-.90412062,-.16605513,-.92222852,-1.1875527
18mar2025,-.042144202,.044822048,.27140963,-.53942657,-.0084769251
19mar2025,-.09830185,-.45884874,.14320841,.2306799,-.33085117
20mar2025,-.26895878,.31216258,.08113344,.15704186,.23186104
21mar2025,1.1845392,.30179137,-.067192905,.88366878,.84073907
24mar2025,-1.5012875,-.57637596,-.22688724,.28079334,-.99681079
25mar2025,.54140121,-.45105845,.29526106,-.35136127,-.20924529
26mar2025,.69996285,.81109434,.0057417201,.20985208,1.0778232
27mar2025,1.6045984,.33541918,-.13165757,-.70557165,.91592646
28mar2025,2.4278941,1.2452278,.24457844,-.76665592,2.0130033
31mar2025,1.069623,1.049355,-.48147091,-.15447842,1.4440074
01apr2025,-.68280053,-.71347535,-.03926836,-.1094188,-.92271012
02apr2025,-.43618074,-.01087222,-.25263011,-.77866834,-.25135589
03apr2025,7.4962335,3.3331769,1.2342817,-2.0955362,5.5868387
04apr2025,5.3174491,6.6015363,.43728191,2.3610482,8.1413774
07apr2025,4.8355889,4.4000564,-1.8071059,2.2191546,6.1162181
08apr2025,-1.5388662,-1.8166908,1.3444191,-.25232923,-2.4141934
09apr2025,.82422495,-1.5306772,-2.5979187,-2.8932643,-.83633703
10apr2025,-2.6334262,-1.9139092,1.4580587,-3.4997201,-3.3090799
11apr2025,-.97497571,-.42479438,.045818791,-2.4329691,-.83693147
14apr2025,-1.1821412,-3.5355124,.085338555,.031726073,-3.6194212
15apr2025,-1.0187684,-1.0785578,.45590729,.19581747,-1.3075066
16apr2025,.72018224,.7923736,-.20692785,-2.7553537,.69012517
17apr2025,-1.0475377,-.38803199,-.36943302,.33186781,-.68946743
18apr2025,.040572383,-.0442812,.00069424999,-.19723158,-.029226149
21apr2025,1.526692,1.0741222,.46753815,-2.7080262,1.3241324
22apr2025,-1.5248274,-1.3045008,-.18669571,1.0020008,-1.6845903
23apr2025,-4.3068733,-1.3626487,-.055725861,2.9007466,-2.6348457
24apr2025,.048279364,-1.010748,.39862195,-1.1740582,-.87106842
25apr2025,-1.0235782,-.76700181,.12962772,.45954677,-.99409533
28apr2025,.69664419,-.13411459,.036175348,-.64996189,.072338186
29apr2025,.3265641,-.48562291,.033589251,.36980304,-.25408024
30apr2025,3.6781168,-.047847595,-.15388414,.71264142,1.3962175
01may2025,-1.0758853,-.018779535,-.30220547,1.8498819,-.28500503
02may2025,-2.1641135,-1.639052,-.93869585,-.65957272,-2.4805636
05may2025,.20352232,.22202799,1.0905057,-1.5453331,.2584686
06may2025,.9230451,.44881573,.44172591,-2.108057,.60681951
07may2025,.036717378,.015276079,-.49604291,1.1954924,.14311297
08may2025,-2.3347702,-.38561353,-.16694421,2.295022,-.97467345
09may2025,-.22092511,-.27241963,.37050986,-.44865662,-.32306293
12may2025,-4.7605057,-1.5557017,-1.4347658,3.2257071,-2.9699068
13may2025,-.57078439,-.59542972,.83475393,-.93342853,-.81474918
14may2025,-.4795258,.12229118,-.0003289906,.98492038,.0039871344
15may2025,1.6963958,-.36475006,.27798066,-1.0114226,.33782172
16may2025,-.23385885,-.33900809,.084524274,1.0501646,-.27539334
19may2025,.79133826,-.068649136,-.3954109,-1.3858912,.055759173
20may2025,-.59871215,-.28390777,.30305526,-1.159923,-.53799284
21may2025,.70049769,.58468902,.29045507,-1.5002869,.56701642
22may2025,1.1008694,.59762484,-.06216719,.91944593,1.135597
23may2025,1.3782023,1.1595948,.11871277,-2.032722,1.4198976
26may2025,-.022875246,-1.0757264,.00069424999,.25202122,-.93550432
27may2025,-1.8185271,-.84484607,-.092486687,1.2229813,-1.3048155
28may2025,-.4357622,.5924449,.10312817,.70843971,.49172834
29may2025,-.66216171,-.2637789,-.077112578,-1.1730831,-.57888991
30may2025,.93887615,-.074167028,-.17813779,.51214498,.34643951
02jun2025,-.19780418,-.022139912,-.14682364,-2.4551673,-.29995829
03jun2025,-1.1153754,-.33989221,.067394666,1.1199428,-.56323659
04jun2025,-.32813439,-.31524742,-.036959697,-.95968109,-.49406162
05jun2025,-1.380726,.061660737,-.15490143,.37168542,-.46427685
06jun2025,-1.0841285,-.46687418,-.44087416,1.2003957,-.68814331
09jun2025,-.070490398,.033508021,.50653625,-.54637986,.019743813
10jun2025,-.058929935,-.15290976,-.11136727,.23274335,-.092114799
11jun2025,.40252697,.017722361,.058388755,-1.0376281,.055335071
12jun2025,.49283269,.28908458,-.083659142,-1.2862726,.36807919
13jun2025,.67985845,1.3846816,-.17494768,-.69566613,1.4249309
16jun2025,-.59913212,-.90789026,.084223397,.59947848,-1.0006305
17jun2025,.39428365,1.1880307,.4689264,.53038299,1.3430827
18jun2025,.66017246,-.013981658,.1658536,.71565497,.36404586
19jun2025,.48470581,1.0527278,.00069424999,-.00052502035,1.1536852
20jun2025,-.42805523,-.56583196,.33044803,.42077154,-.53910428
23jun2025,.27082202,-.16911308,.34717783,.018148955,.029351357
24jun2025,-.66162354,-1.6188351,-.49443248,-.20948742,-1.833331
25jun2025,.084334061,.21056107,.34278679,-.011871167,.3232218
26jun2025,.58420807,-.45821327,-.3921074,-1.097726,-.34464443
27jun2025,-.30501348,-.80473119,-.10629714,1.0751524,-.78737462
30jun2025,-1.5398225,.088825457,-.26760957,-.95909441,-.57408029
01jul2025,-.74624813,.11502563,.23868752,-.57886356,-.15084973
02jul2025,-.78134805,-.18938369,-.0050557684,-.32788038,-.45607889
03jul2025,-1.1153768,-.39081511,-1.3808361,.66545224,-.82851034
04jul2025,.23091526,.53503859,.00069424999,-.16050936,.57355052
07jul2025,.85959613,.084089965,1.2836133,.5470674,.57081527
08jul2025,.14434814,-.32722983,.31106198,.97761333,-.074801877
09jul2025,.29531768,-.64565998,.28513747,-.17527242,-.44641039
10jul2025,-1.0115992,-.26000795,-.15963043,-.084769927,-.59640265
11jul2025,.72789067,.63202685,-.10020975,-.40897325,.86525249
14jul2025,.27467692,.20806465,-.22293763,.55115974,.32472542
15jul2025,-.38482979,.34269789,.15913075,.88078314,.32361561
16jul2025,1.144631,.38188538,.48728743,-.5130583,.83217168
17jul2025,-.88512236,-.79571956,-.13041827,.56010312,-1.0107533
18jul2025,.35876527,-.069093563,.44809806,-.62214756,.050424926
21jul2025,-.0074612903,-.033143848,-.53969002,-1.3678217,-.18062712
22jul2025,.16361415,.26098776,.11767927,-1.1537923,.24840184
23jul2025,-.89283079,-.97599548,-.0028890809,.6906749,-1.1852307
24jul2025,-1.3961419,-.37696442,-.097449563,.43645,-.84455419
25jul2025,.068922043,.12080642,.017610077,1.1432384,.30519786
28jul2025,-.26895878,.23774867,.073957965,1.243977,.28817278
29jul2025,.31500363,.28512451,.047055427,.50600821,.46798471
30jul2025,-.070488974,.0097749373,-.99379665,1.5369159,.097533725
31jul2025,-.40066567,.70875049,.17426181,.3028602,.58432466
01aug2025,3.5242474,1.8789847,2.8757229,-2.435431,3.0501842
04aug2025,-.71446693,-1.2121651,-1.5436649,-.33448967,-1.4737729
05aug2025,-.58715171,-.086058021,-.55691588,-.14161597,-.3479504
06aug2025,.4659746,-.49512008,.27557218,-.36811706,-.29721311
07aug2025,-.68184578,-.4118695,-.074649163,-.4202328,-.66699749
08aug2025,-.14591701,-.60765773,-.12513916,-.083290413,-.57972395
11aug2025,-.41222277,.37132987,-.075061053,1.4301461,.30727249
12aug2025,.017032938,-.84239995,.64733845,-.66733897,-.73684335
13aug2025,-.4006623,-.52208364,.20487157,-.48593247,-.64914107
14aug2025,-.3362599,-.014340802,-1.3011506,1.011313,-.14863712
15aug2025,-.53526604,-.13850296,.12747206,-.45901915,-.37173766
18aug2025,.33041909,.12307809,-.0035590816,.45832795,.32151359
19aug2025,.51305348,-.13467297,.79889154,.51459187,.16552906
20aug2025,1.0489823,.15273882,-.36218858,-.43824005,.50749427
21aug2025,-.062783428,.32635903,-.81351882,.68900788,.3025884
22aug2025,.10360148,-1.1590778,1.9530879,-1.6364803,-.97741383
25aug2025,-.86158431,.62140805,-.85775286,.43937376,.23807722
26aug2025,.86302912,.52150029,.67605138,-.41007155,.86055321
27aug2025,.55681515,.082339816,.0091109592,.27709141,.33087492
28aug2025,-.59100521,-.33815449,-.62649328,-.99628359,-.64327699
29aug2025,1.3359288,.51725912,.49791968,-.69653958,.94652969
01sep2025,.35010356,.078035094,.00069424999,-.43075281,.1924987
02sep2025,.93406892,1.1429745,-.091609344,-.20257337,1.4624137
03sep2025,-.49631113,-.49345911,.30108419,-.61672276,-.58734661
04sep2025,.064646676,-.68560523,-.057064224,.62595326,-.54134434
05sep2025,-.28147402,-.081736073,1.855739,-1.6538831,-.18435061
08sep2025,-.28918102,-.40318927,-1.7042034,-.68029636,-.59766412
09sep2025,-.13393803,-.025139485,-.79152489,.36309284,-.061057005
10sep2025,-.13821004,-.029176245,.52003932,-.1358785,-.032960396
11sep2025,-.73373443,-.57298964,.063197762,-.083179139,-.77539682
12sep2025,-.74197614,-.040802196,-.70250511,.17668626,-.27710763
15sep2025,-.58715361,-.13959974,.38532701,-1.1823323,-.44655341
16sep2025,.3784532,.54156411,.40691036,-.85740304,.59382272
17sep2025,.20352232,.026819898,.2783944,.51578158,.19374487
18sep2025,-1.1427683,-.46354121,-.35960105,1.0836798,-.75532842
19sep2025,-.153624,.0025883443,.40616143,-.43128213,.013014143
22sep2025,-.23771237,.16206734,.0301222,-.93676835,.0039944164
23sep2025,.35876724,.022885134,.068627454,-.35690433,.11103109
24sep2025,-.18197365,.19734418,-.26207715,1.1046876,.25817582
25sep2025,.42553017,.5629642,-.58750296,.56494653,.79401922
26sep2025,-.21802641,-.66211665,.85042828,-.28192395,-.57516783
29sep2025,-.11852408,-.039845537,-.19963656,-1.5344238,-.21229495
30sep2025,.69664419,-.234311,.042157613,-.4079769,.032240368
01oct2025,.61641127,-.41607502,-.083071262,-.041606177,-.15398552
02oct2025,-.31272241,-.0983252,-.73174238,.4560945,-.20489183
03oct2025,-.34492165,-.39129397,-.080048226,-.88772935,-.55570364
06oct2025,-.17041123,-.00079657958,.23450916,-.5619837,-.025500244
07oct2025,.97782767,.41705191,.18784213,.0594621,.81622869
08oct2025,.83029163,-.5250988,-.18210827,-.14165412,-.090742081
09oct2025,1.0494057,.1992542,-.47036421,1.5101662,.7617901
10oct2025,2.7883556,2.0891581,.40264884,-1.0161453,2.879926
13oct2025,.42125815,-.68281293,.00069424999,-1.2606668,-.40751338
14oct2025,-.53953797,.56087935,-.27687293,-.27013186,.24099244
