cot_source_report_date,Market_and_Exchange_Names,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,dealer_net_all,dealer_net_ratio_all,asset_mgr_net_all,asset_mgr_net_ratio_all,lev_money_net_all,lev_money_net_ratio_all,other_rept_net_all,other_rept_net_ratio_all,nonrept_net_all,nonrept_net_ratio_all
2020-04-07,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,5448,36,0,221,204,2452,3652,671,934,3683,5093,1765,355,36,0.006607929515418502,17,0.003120411160058737,-1200,-0.22026431718061673,-263,-0.04827459618208517,1410,0.2588105726872247
2020-04-14,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,5538,38,0,203,283,2260,3198,868,1394,3635,5141,1903,397,38,0.006861682918020947,-80,-0.01444564824846515,-938,-0.1693752257132539,-526,-0.09498013723365836,1506,0.27193932827735645
2020-04-21,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,5648,38,0,218,316,2394,3026,759,1600,3675,5208,1973,440,38,0.006728045325779037,-98,-0.017351274787535412,-632,-0.11189801699716714,-841,-0.14890226628895184,1533,0.27142351274787535
2020-04-28,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,6111,53,30,324,35,2024,3379,1233,1784,4100,5694,2011,417,23,0.0037637047946326298,289,0.047291768941253476,-1355,-0.221731304205531,-551,-0.09016527573228604,1594,0.26084110620193096
2020-05-05,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,7784,48,160,316,0,3312,4269,1330,2302,5713,7438,2071,346,-112,-0.014388489208633094,316,0.040596094552929084,-957,-0.12294450154162384,-972,-0.1248715313463515,1725,0.22160842754367935
2020-05-12,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,9939,43,300,282,113,4923,6477,1389,2047,7294,9594,2645,345,-257,-0.025857732166213905,169,0.017003722708521983,-1554,-0.15635375792333234,-658,-0.06620384344501459,2300,0.23141161082603884
2020-05-19,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,10878,41,342,342,193,5458,6815,1535,2576,7982,10532,2896,346,-301,-0.027670527670527672,149,0.013697370840227983,-1357,-0.1247471961757676,-1041,-0.09569773855488141,2550,0.2344180915609487
2020-05-26,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,8722,36,307,363,93,3880,4783,1755,2501,6436,8086,2286,636,-271,-0.0310708553084155,270,0.030956202705801423,-903,-0.10353130016051364,-746,-0.08553084155010318,1650,0.18917679431323092
2020-06-02,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,8824,36,394,423,214,3684,5752,1806,1706,6227,8344,2597,480,-358,-0.04057116953762466,209,0.02368540344514959,-2068,-0.23436083408884859,100,0.011332728921124207,2117,0.23991387126019945
2020-06-09,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,9565,36,532,435,214,4203,6198,2175,1816,7092,9003,2473,562,-496,-0.05185572399372713,221,0.023105070569785675,-1995,-0.20857292211186618,359,0.03753267119707266,1911,0.19979090433873498
2020-06-16,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,8784,31,495,406,294,3776,5710,2169,1447,6591,8155,2193,629,-464,-0.052823315118397086,112,0.012750455373406194,-1934,-0.22017304189435338,722,0.08219489981785064,1564,0.17805100182149364
2020-06-23,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,9330,31,493,642,297,3847,6230,2120,1417,7022,8819,2308,511,-462,-0.049517684887459806,345,0.03697749196141479,-2383,-0.25541264737406216,703,0.07534833869239015,1797,0.19260450160771705
2020-06-30,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,7675,0,493,362,80,3079,5332,2255,1017,5801,7027,1874,648,-493,-0.06423452768729641,282,0.036742671009771986,-2253,-0.2935504885993485,1238,0.16130293159609121,1226,0.15973941368078176
2020-07-07,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,8165,0,523,626,203,3262,5731,2132,1048,6105,7590,2060,575,-523,-0.06405388854868341,423,0.051806491120636865,-2469,-0.3023882424984691,1084,0.13276178812002448,1485,0.18187385180649113
2020-07-14,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,8322,0,533,444,255,3573,5460,2306,1385,6426,7736,1896,586,-533,-0.06404710406152367,189,0.022710886806056235,-1887,-0.22674837779379955,921,0.1106705118961788,1310,0.1574140831530882
2020-07-21,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,9230,0,533,485,278,4122,6062,2217,1651,6953,8653,2277,577,-533,-0.057746478873239436,207,0.022426868905742144,-1940,-0.21018418201516792,566,0.06132177681473456,1700,0.18418201516793067
2020-07-28,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,13068,0,580,646,684,5982,7942,2292,2847,9383,12516,3685,552,-580,-0.04438322620140802,-38,-0.0029078665442301807,-1960,-0.1499846954392409,-555,-0.04247015610651974,3133,0.23974594429139884
2020-08-04,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,12703,0,580,451,584,6312,7702,2131,3106,9189,12267,3514,436,-580,-0.04565850586475636,-133,-0.010469967724159647,-1390,-0.10942297095174368,-975,-0.07675352278989216,3078,0.24230496733055185
2020-08-11,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,13090,0,580,206,495,6444,7785,1943,2677,9662,12606,3428,484,-580,-0.04430863254392666,-289,-0.02207792207792208,-1341,-0.10244461420932009,-734,-0.0560733384262796,2944,0.22490450725744843
2020-08-18,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,14454,0,580,296,585,5760,8590,2776,2427,10569,13919,3885,535,-580,-0.040127300401273006,-289,-0.01999446519994465,-2830,-0.19579355195793552,349,0.02414556524145565,3350,0.23176975231769753
2020-08-25,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,11615,0,580,296,1,4839,6148,1957,2345,8418,10400,3197,1215,-580,-0.04993542832544124,295,0.025398191993112353,-1309,-0.11269909599655618,-388,-0.03340507963839862,1982,0.1706414119672837
2020-09-01,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,10617,0,540,745,182,4271,6842,1947,1775,7802,10178,2815,439,-540,-0.050861825374399545,563,0.053028162381086937,-2571,-0.24215880192144673,172,0.016200433267401337,2376,0.223792031647358
2020-09-08,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,8198,0,229,256,35,2758,4661,1729,2028,5474,7684,2724,514,-229,-0.02793364235179312,221,0.02695779458404489,-1903,-0.23212978775311052,-299,-0.03647231031959015,2210,0.26957794584044886
2020-09-15,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,9383,0,0,717,12,2819,5224,1653,2766,5968,8781,3415,602,0,0.0,705,0.07513588404561442,-2405,-0.25631461153149315,-1113,-0.1186187786422253,2813,0.299797506128104
2020-09-22,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,8426,0,0,285,12,2280,4480,1580,2062,5420,7829,3006,597,0,0.0,273,0.03239971516733919,-2200,-0.26109660574412535,-482,-0.05720389271303109,2409,0.2859007832898172
2020-09-29,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,7324,0,0,525,28,2004,4730,1590,1482,4675,6796,2649,528,0,0.0,497,0.0678590933915893,-2726,-0.372200983069361,108,0.01474604041507373,2121,0.289595849262698
2020-10-06,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,7511,0,0,703,64,2153,4854,1604,1747,4815,7020,2696,491,0,0.0,639,0.08507522300625749,-2701,-0.35960591133004927,-143,-0.01903874317667421,2205,0.293569431500466
2020-10-13,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,9353,0,0,702,0,3487,6314,1713,2063,6392,8867,2961,486,0,0.0,702,0.075056131722442,-2827,-0.3022559606543355,-350,-0.037421148294664815,2475,0.2646209772265583
2020-10-20,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,10896,0,0,874,0,4558,7741,1926,2320,7824,10527,3072,369,0,0.0,874,0.0802129221732746,-3183,-0.29212555066079293,-394,-0.03616005873715125,2703,0.2480726872246696
2020-10-27,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,12665,0,285,770,0,5462,9010,2579,2578,9125,12187,3540,478,-285,-0.02250296091590999,770,0.06079747335175681,-3548,-0.28014212396367943,1,7.895775759968417e-05,3062,0.24176865377023293
2020-11-03,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,11278,0,661,800,0,4379,8007,2539,2030,7873,10853,3405,425,-661,-0.058609682567831174,800,0.07093456286575633,-3628,-0.321688242596205,509,0.04513211562333747,2980,0.26423124667494235
2020-11-10,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,11311,0,732,832,7,5097,7881,2250,1803,8472,10716,2839,595,-732,-0.06471576341614357,825,0.0729378481124569,-2784,-0.24613208381221818,447,0.0395190522500221,2244,0.19839094686588277
2020-11-17,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,11509,0,732,845,4,5305,8097,1933,1663,8399,10812,3110,697,-732,-0.06360239812320792,841,0.07307324702406812,-2792,-0.242592753497263,270,0.02345990094708489,2413,0.20966200364931792
2020-11-24,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,12336,0,643,668,0,5441,9864,2381,300,9232,11549,3104,787,-643,-0.052123865110246435,668,0.05415045395590143,-4423,-0.35854409857328146,2081,0.16869325551232167,2317,0.1878242542153048
2020-12-01,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,11812,28,643,626,0,4509,9375,2442,460,8478,11351,3334,461,-615,-0.052065695902472064,626,0.05299695225194717,-4866,-0.41195394514053507,1982,0.167795462241788,2873,0.24322722654927192
2020-12-08,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,11750,316,643,544,11,4365,9354,2063,177,8347,11244,3403,506,-327,-0.027829787234042554,533,0.045361702127659574,-4989,-0.42459574468085104,1886,0.16051063829787235,2897,0.2465531914893617
2020-12-15,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,11370,437,618,492,26,3946,8702,2027,84,8236,10764,3134,606,-181,-0.015919085312225155,466,0.04098504837291117,-4756,-0.4182937554969217,1943,0.1708883025505717,2528,0.22233948988566402
2020-12-21,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,12603,525,618,573,30,4357,10320,2418,120,8725,11940,3878,663,-93,-0.007379195429659605,543,0.04308497976672221,-5963,-0.47314131555978733,2298,0.18233753868126637,3215,0.2550979925414584
2020-12-29,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,10653,504,628,620,32,3679,8466,2123,245,7488,9933,3165,720,-124,-0.011639913639350418,588,0.0551957195156294,-4787,-0.44935698864169715,1878,0.17628836947338777,2445,0.2295128132920304
2021-01-05,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,11296,436,663,793,32,3544,9058,2672,261,7953,10522,3343,774,-227,-0.020095609065155808,761,0.06736898016997167,-5514,-0.4881373937677054,2411,0.21343838526912182,2569,0.2274256373937677
2021-01-12,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,12039,324,754,733,0,4107,9602,2522,373,8363,11406,3676,633,-430,-0.03571725226347703,733,0.0608854556026248,-5495,-0.4564332585762937,2149,0.17850319794002825,3043,0.2527618572971177
2021-01-19,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,11945,413,709,639,123,3911,9119,2879,674,8416,11199,3529,746,-296,-0.02478024277940561,516,0.043197990791126,-5208,-0.43599832565927166,2205,0.1845960652992884,2783,0.23298451234826287
2021-01-26,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,10787,428,605,308,225,3605,7991,2424,364,7611,10031,3176,756,-177,-0.01640864002966534,83,0.007694447019560582,-4386,-0.4066005376842496,2060,0.19097061277463614,2420,0.22434411791971817
2021-02-02,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,9469,422,446,308,357,3031,7224,2008,161,6399,8818,3070,651,-24,-0.002534586545569754,-49,-0.0051747808638715805,-4193,-0.44281339106558243,1847,0.195057556236139,2419,0.2554652022388848
2021-02-09,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,11055,387,564,348,265,3149,8481,2822,64,7632,10300,3423,755,-177,-0.016010854816824967,83,0.007507914970601538,-5332,-0.48231569425599274,2758,0.24947987336047037,2668,0.24133876074174582
2021-02-16,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,11426,368,564,338,339,3301,8750,3030,132,7918,10666,3508,760,-196,-0.017153859618414143,-1,-8.751969193068441e-05,-5449,-0.4768948013302993,2898,0.2536320672151234,2748,0.24050411342552075
2021-02-23,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,10572,332,464,314,551,2633,7639,3650,259,7680,9664,2892,908,-132,-0.012485811577752554,-237,-0.022417707150964812,-5006,-0.47351494513810066,3391,0.32075293227393115,1984,0.18766553159288688
2021-03-02,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,8068,376,137,323,643,1757,5563,2419,168,5603,7239,2465,829,239,0.029623202776400594,-320,-0.03966286564204264,-3806,-0.47174020823004464,2251,0.2790034705007437,1636,0.20277640059494298
2021-03-09,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,8785,395,164,331,619,2055,6148,2573,186,6150,7913,2635,872,231,0.026294820717131476,-288,-0.0327831531018782,-4093,-0.46590779738190097,2387,0.27171314741035857,1763,0.20068298235628912
2021-03-16,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,9335,468,203,357,516,2099,6756,2352,139,6280,8618,3055,717,265,0.028387787895018748,-159,-0.01703267273701125,-4657,-0.49887520085698983,2213,0.23706480985538297,2338,0.25045527584359933
2021-03-23,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,9897,502,132,358,463,2606,7198,2608,315,7069,9103,2828,794,370,0.037385066181671214,-105,-0.010609275538041831,-4592,-0.4639789835303627,2293,0.2316863696069516,2034,0.20551682327978174
2021-03-30,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,9322,493,243,354,534,2335,7144,2992,173,6726,8646,2596,676,250,0.026818279339197598,-180,-0.01930916112422227,-4809,-0.515876421368805,2819,0.3024029178287921,1920,0.20596438532503755
2021-04-06,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,9865,501,264,355,519,2481,7477,3105,174,7123,9115,2742,750,237,0.02402432843385707,-164,-0.016624429802331475,-4996,-0.5064368981246832,2931,0.29711099847947287,1992,0.20192600101368474
2021-04-13,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,9653,556,311,366,340,2979,7634,2433,174,6833,8958,2820,695,245,0.025380710659898477,26,0.002693463172070859,-4655,-0.48223350253807107,2259,0.2340205117580027,2125,0.22013881694809903
2021-04-20,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,8817,516,87,372,554,2616,6709,2173,268,6165,8106,2652,711,429,0.04865600544402858,-182,-0.02064194170352728,-4093,-0.46421685380514915,1905,0.21605988431439266,1941,0.2201429057502552
2021-04-27,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,8429,489,41,369,869,1991,5464,2040,169,5744,7398,2685,1031,448,0.05314983983865227,-500,-0.059319017677067265,-3473,-0.41202989678490926,1871,0.2219717641475857,1654,0.19622731047573852
2021-05-04,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,11271,500,93,370,994,4281,7437,2630,578,8516,9837,2755,1434,407,0.036110371750510156,-624,-0.05536332179930796,-3156,-0.2800106467926537,2052,0.1820601543784935,1321,0.11720344246295804
2021-05-11,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,13462,541,411,377,910,3369,8221,3699,748,9730,12034,3732,1428,130,0.009656811766453721,-533,-0.03959292824246026,-4852,-0.3604219283910266,2951,0.21920962709849948,2304,0.17114841776853365
2021-05-18,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,42025,572,9625,356,1085,30708,25467,4352,1248,37218,38655,4807,3370,-9053,-0.21541939321832243,-729,-0.017346817370612732,5241,0.12471148126115407,3104,0.07386079714455682,1437,0.03419393218322427
2021-05-25,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,45942,381,8878,564,651,30894,28214,5618,2645,39480,42411,6462,3531,-8497,-0.1849505898741892,-87,-0.0018936920464934048,2680,0.05833442166209569,2973,0.06471202820948152,2931,0.0637978320491054
2021-06-01,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,20368,228,173,617,619,5456,11942,4417,3087,13525,18628,6843,1740,55,0.0027003142183817754,-2,-9.819324430479184e-05,-6486,-0.3184406912804399,1330,0.06529850746268656,5103,0.25054006284367636
2021-06-08,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,28710,235,1122,592,739,8399,13974,4479,3227,21500,26857,7210,1853,-887,-0.030895158481365377,-147,-0.005120167189132706,-5575,-0.19418321142459075,1252,0.04360849878091257,5357,0.18659003831417625
2021-06-15,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,25758,227,714,727,629,4596,10789,4417,2124,19534,23823,6224,1935,-487,-0.018906747418277817,98,0.003804643217641121,-6193,-0.2404301576209333,2293,0.08902088671480705,4289,0.16651137510676295
2021-06-22,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,36634,469,1418,479,739,12079,15842,4480,5349,28852,34693,7782,1941,-949,-0.025904897090134847,-260,-0.007097232079488999,-3763,-0.10271878582737348,-869,-0.023721133373369,5841,0.15944204837036632
2021-06-29,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,22269,248,244,542,613,10386,17331,3517,832,16208,20535,6061,1734,4,0.0001796218959091113,-71,-0.003188288652386726,-6945,-0.3118685167721945,2685,0.12057119762899098,4327,0.19430598589968118
2021-07-06,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,23117,410,660,504,497,10860,18350,3867,564,16993,21423,6124,1694,-250,-0.010814552061253624,7,0.00030280745771510143,-7490,-0.32400397975515854,3303,0.14288186183328286,4430,0.1916338625254142
2021-07-13,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,25088,405,174,546,496,11928,20192,4780,892,18975,23070,6113,2018,231,0.009207589285714286,50,0.001992984693877551,-8264,-0.3294005102040816,3888,0.15497448979591838,4095,0.16322544642857142
2021-07-20,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,28002,441,5673,560,602,14208,16554,4492,1216,21335,25679,6667,2323,-5232,-0.18684379687165203,-42,-0.0014998928647953717,-2346,-0.08377973001928433,3276,0.116991643454039,4344,0.15513177630169273
2021-07-27,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,27308,195,1426,494,165,11371,18562,4714,844,21312,25535,5996,1773,-1231,-0.045078365314193646,329,0.012047751574630144,-7191,-0.2633294272740589,3870,0.14171671305112055,4223,0.15464332796250183
2021-08-03,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,20480,301,158,682,234,5191,16085,7117,696,15084,18966,5396,1514,143,0.006982421875,448,0.021875,-10894,-0.53193359375,6421,0.313525390625,3882,0.18955078125
2021-08-10,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,26208,627,51,665,275,6831,19616,8417,711,20187,24300,6021,1908,576,0.02197802197802198,390,0.01488095238095238,-12785,-0.48782814407814407,7706,0.29403235653235654,4113,0.15693681318681318
2021-08-17,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,31430,528,52,744,311,7823,21374,8696,637,25111,29694,6319,1736,476,0.015144766146993319,433,0.013776646516067451,-13551,-0.4311485841552657,8059,0.25641107222398984,4583,0.1458160992682151
2021-08-24,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,29800,956,110,748,311,6797,20628,8438,752,23047,27909,6753,1891,846,0.02838926174496644,437,0.014664429530201343,-13831,-0.4641275167785235,7686,0.25791946308724834,4862,0.1631543624161074
2021-08-31,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,20999,326,370,780,370,6171,15730,4698,559,14609,19663,6390,1336,-44,-0.0020953378732320588,410,0.01952473927329873,-9559,-0.4552121529596648,4139,0.1971046240297157,5054,0.24067812752988238
2021-09-07,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,29199,2162,161,700,378,10736,23941,6021,1134,21896,27891,7303,1308,2001,0.06852974416932087,322,0.01102777492379876,-13205,-0.45224151512038085,4887,0.16736874550498304,5995,0.20531525052227817
2021-09-14,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,32102,3753,195,593,451,10288,24784,6253,1037,24977,30557,7125,1545,3558,0.11083421593670176,142,0.004423400411189334,-14496,-0.4515606504267647,5216,0.16248208834340538,5580,0.1738209457354682
2021-09-21,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,32963,2892,145,559,471,9010,26387,10285,774,26089,31120,6874,1843,2747,0.08333586142038042,88,0.002669659921730425,-17377,-0.5271668234080635,9511,0.2885356308588417,5031,0.152625671207111
2021-09-28,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,33462,701,144,684,413,6231,28708,18437,743,27495,31450,5967,2012,557,0.016645747414978183,271,0.008098738867969637,-22477,-0.6717171717171717,17694,0.5287789133942981,3955,0.11819377203992588
2021-10-05,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,45028,3698,533,592,399,16724,34703,11369,1109,38763,43124,6265,1904,3165,0.07028959758372569,193,0.00428622190636937,-17979,-0.3992848894021498,10260,0.2278582215510349,4361,0.09685084836101981
2021-10-12,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,61855,4150,1010,813,320,28970,50027,14044,1318,55112,59810,6743,2045,3140,0.05076388327540215,493,0.007970253011074287,-21057,-0.340425187939536,12726,0.20573922884164578,4698,0.07595182281141379
2021-10-19,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,75209,2780,1264,1001,354,38603,61662,15571,1665,65402,72392,9807,2817,1516,0.020157162041776915,647,0.008602693826536717,-23059,-0.3065989442752862,13906,0.18489808400590355,6990,0.09294100440106902
2021-10-26,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,82327,1993,1485,1952,514,43676,66701,14918,2114,71757,80032,10570,2295,508,0.006170515140840794,1438,0.017466930654584767,-23025,-0.27967738409027415,12804,0.15552613358922346,8275,0.10051380470562513
2021-11-02,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,34937,612,1492,4972,691,12563,23185,5498,4418,26986,33127,7951,1810,-880,-0.025188195895468987,4281,0.12253484844148038,-10622,-0.30403297363826315,1080,0.030912785871711937,6141,0.17577353522053982
2021-11-09,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,37930,1081,1601,5196,750,14309,22577,5271,7692,29177,35940,8753,1990,-520,-0.013709464803585552,4446,0.11721592407065647,-8268,-0.21798049037701028,-2421,-0.06382810440284735,6763,0.1783021355127867
2021-11-16,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,42400,1274,1218,5392,779,18075,23144,5396,11405,33828,40237,8572,2163,56,0.0013207547169811322,4613,0.10879716981132076,-5069,-0.11955188679245284,-6009,-0.14172169811320753,6409,0.1511556603773585
2021-11-23,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,53968,1799,1775,5639,750,22521,18463,5791,19846,45030,50114,8938,3854,24,0.0004447079750963534,4889,0.09059072042691965,4058,0.07519270678920842,-14055,-0.26043210791580196,5084,0.09420397272457753
2021-11-30,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,30014,925,1532,5978,702,4658,13608,5381,6781,22551,28232,7463,1782,-607,-0.020223895515426134,5276,0.17578463383754248,-8950,-0.2981941760511761,-1400,-0.046644899047111346,5681,0.18927833677617112
2021-12-07,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,50117,2327,1123,5968,788,16828,31968,5449,2484,42402,48193,7715,1924,1204,0.024023784344633557,5180,0.10335814194784206,-15140,-0.3020931021409901,2965,0.05916156194504859,5791,0.1155496139034659
2021-12-14,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,54783,1899,959,5793,778,20599,34585,5789,2549,47638,52429,7145,2354,940,0.01715860759724732,5015,0.0915429969151014,-13986,-0.25529817644159686,3240,0.05914243469689502,4791,0.0874541372323531
2021-12-21,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,55270,2016,877,5726,751,25167,36582,4734,4719,47861,53147,7409,2123,1139,0.02060792473312828,4975,0.09001266509860684,-11415,-0.20653157228152705,15,0.00027139497014655326,5286,0.09563958747964538
2021-12-28,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,53749,2037,647,5630,859,25581,35741,4631,6166,46261,51795,7488,1954,1390,0.025860946250162792,4771,0.0887644421291559,-10160,-0.18902677259111797,-1535,-0.028558670858992725,5534,0.10296005507079202
2022-01-04,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,27384,929,746,5724,900,5768,12160,4613,7749,21013,25534,6371,1850,183,0.00668273444347064,4824,0.1761612620508326,-6392,-0.2334209757522641,-3136,-0.11451942740286299,4521,0.16509640666082384
2022-01-11,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,40997,1584,351,5603,968,20006,25338,4813,10154,34099,38904,6898,2093,1233,0.03007537136863673,4635,0.11305705295509427,-5332,-0.13005829694855722,-5341,-0.13027782520672243,4805,0.11720369783154864
2022-01-18,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,42246,1364,1262,5581,1043,21365,26789,4923,8429,35623,39913,6623,2333,102,0.002414429768498793,4538,0.10741845381811296,-5424,-0.1283908535719358,-3506,-0.08299010557212518,4290,0.10154807555744923
2022-01-25,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,43462,1555,1494,5658,1004,22369,23651,4624,12053,36853,40849,6609,2613,61,0.0014035249183194515,4654,0.10708204868620864,-1282,-0.029497031889926834,-7429,-0.1709309281671345,3996,0.09194238645253325
2022-02-01,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,22101,488,1086,5723,703,3092,15468,6903,1882,17073,20006,5028,2095,-598,-0.027057599203655944,5020,0.22713904348219538,-12376,-0.55997466178001,5021,0.22718429030360618,2933,0.13270892719786434
2022-02-08,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,22815,928,280,6092,733,4035,14553,4099,3169,17083,20664,5732,2151,648,0.028402366863905324,5359,0.2348893271970195,-10518,-0.46101249178172254,930,0.04076265614727153,3581,0.1569581415735262
2022-02-15,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,27309,513,691,6300,809,7493,16261,4413,4767,21225,25034,6084,2275,-178,-0.006517997729686184,5491,0.20106924457138672,-8768,-0.32106631513420486,-354,-0.012962759529825332,3809,0.13947782782232965
2022-02-22,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,27630,1132,1315,6187,913,6343,15726,4806,3850,22028,25364,5602,2266,-183,-0.006623235613463626,5274,0.19087947882736156,-9383,-0.33959464350343826,956,0.03460007238508867,3336,0.12073832790445169
2022-03-01,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,22344,1236,694,6038,1097,4568,13557,4360,4323,17086,20555,5258,1789,542,0.024257071249552453,4941,0.22113319011815252,-8989,-0.4023003938417472,37,0.0016559255281059792,3469,0.15525420694593628
2022-03-08,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,21622,810,729,6068,1188,3289,12983,4584,2469,16931,19549,4691,2073,81,0.003746184441772269,4880,0.2256960503191194,-9694,-0.448339654056054,2115,0.09781703820183146,2618,0.12108038109333087
2022-03-15,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,25776,1654,1287,6184,1163,7037,14876,3495,3872,20969,23797,4807,1979,367,0.014238050900062074,5021,0.19479360645561763,-7839,-0.30412011173184356,-377,-0.0146260086902545,2828,0.10971446306641837
