cot_source_report_date,Market_and_Exchange_Names,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,dealer_net_all,dealer_net_ratio_all,asset_mgr_net_all,asset_mgr_net_ratio_all,lev_money_net_all,lev_money_net_ratio_all,other_rept_net_all,other_rept_net_ratio_all,nonrept_net_all,nonrept_net_ratio_all
2018-11-06,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,2913,0,0,72,108,1877,1965,299,552,2248,2625,665,288,0,0.0,-36,-0.012358393408856848,-88,-0.030209406110538965,-253,-0.08685204256779952,377,0.12941984208719534
2018-11-13,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3530,31,0,0,250,2462,2353,399,619,2893,3223,637,307,31,0.008781869688385268,-250,-0.0708215297450425,109,0.030878186968838525,-220,-0.06232294617563739,330,0.09348441926345609
2018-11-20,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3729,0,0,0,166,2152,1912,315,672,3066,3349,663,380,0,0.0,-166,-0.0445159560203808,240,0.06436041834271923,-357,-0.09573612228479485,283,0.07589165996245642
2018-11-27,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3791,0,0,0,238,2416,2089,261,674,3057,3381,734,410,0,0.0,-238,-0.06278026905829596,327,0.08625692429438143,-413,-0.10894223160116065,324,0.08546557636507518
2018-12-04,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3301,0,0,34,123,2409,2317,195,465,2716,2983,585,318,0,0.0,-89,-0.02696152681005756,92,0.027870342320508938,-270,-0.08179339594062406,267,0.08088458043017267
2018-12-11,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3970,0,0,27,256,2905,2699,159,545,3219,3628,751,342,0,0.0,-229,-0.05768261964735517,206,0.05188916876574307,-386,-0.09722921914357682,409,0.10302267002518892
2018-12-18,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4359,0,0,138,110,3091,3213,178,605,3559,4080,800,279,0,0.0,28,0.006423491626519844,-122,-0.02798807065840789,-427,-0.09795824730442762,521,0.11952282633631567
2018-12-24,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3857,0,0,101,140,2690,2577,160,673,3137,3576,720,281,0,0.0,-39,-0.01011148561057817,113,0.02929738138449572,-513,-0.1330049261083744,439,0.11381903033445682
2018-12-31,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3708,49,0,80,140,2452,2389,105,674,2913,3430,795,278,49,0.013214670981661273,-60,-0.016181229773462782,63,0.01699029126213592,-569,-0.1534519956850054,517,0.13942826321467097
2019-01-08,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3764,0,0,165,140,2610,2648,201,602,3044,3458,720,306,0,0.0,25,0.0066418703506907545,-38,-0.010095642933049946,-401,-0.1065356004250797,414,0.1099893730074389
2019-01-15,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4473,0,1,27,337,3417,2923,110,608,3767,4082,706,391,-1,-0.000223563603845294,-310,-0.06930471719204113,494,0.11044042029957522,-498,-0.11133467471495641,315,0.07042253521126761
2019-01-22,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4976,0,1,27,344,3341,2863,111,610,4293,4632,683,344,-1,-0.00020096463022508038,-317,-0.06370578778135048,478,0.09606109324758842,-499,-0.10028135048231511,339,0.06812700964630225
2019-01-29,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4047,0,97,30,360,2760,2572,227,347,3358,3717,689,330,-97,-0.023968371633308623,-330,-0.08154188287620459,188,0.04645416357795898,-120,-0.029651593773165306,359,0.08870768470471954
2019-02-05,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3881,0,97,32,291,2532,2429,245,354,3186,3548,695,333,-97,-0.0249935583612471,-259,-0.06673537748003092,103,0.026539551661942797,-109,-0.028085544962638494,362,0.09327492914197372
2019-02-12,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3361,0,97,134,205,1697,2090,510,462,2599,3112,762,249,-97,-0.02886045819696519,-71,-0.021124665278191016,-393,-0.11692948527224041,48,0.01428146385004463,513,0.15263314489735197
2019-02-19,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3964,0,97,170,165,1834,2259,704,761,3106,3680,858,284,-97,-0.02447023208879919,5,0.0012613521695257316,-425,-0.10721493440968718,-57,-0.01437941473259334,574,0.144803229061554
2019-02-26,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3324,0,124,54,283,1575,1885,739,624,2500,3048,824,276,-124,-0.03730445246690734,-229,-0.06889290012033694,-310,-0.09326113116726835,115,0.034596871239470514,548,0.1648616125150421
2019-03-05,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3226,0,124,33,228,1347,1812,823,559,2368,2888,858,338,-124,-0.038437693738375696,-195,-0.060446373217606944,-465,-0.14414135151890886,264,0.08183508989460632,520,0.16119032858028517
2019-03-12,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3480,0,124,97,195,1459,2257,751,343,2638,3250,842,230,-124,-0.035632183908045977,-98,-0.028160919540229885,-798,-0.2293103448275862,408,0.11724137931034483,612,0.17586206896551723
2019-03-19,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3681,0,124,156,177,1460,2528,767,285,2678,3409,1003,272,-124,-0.033686498234175494,-21,-0.0057049714751426246,-1068,-0.29013854930725347,482,0.13094267861994024,731,0.19858734039663134
2019-03-26,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3428,0,124,35,241,1238,2105,687,88,2498,3096,930,332,-124,-0.03617269544924154,-206,-0.060093348891481914,-867,-0.2529171528588098,599,0.17473745624270712,598,0.17444574095682613
2019-04-02,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4000,0,158,315,89,1517,2598,598,440,2901,3756,1099,244,-158,-0.0395,226,0.0565,-1081,-0.27025,158,0.0395,855,0.21375
2019-04-09,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4443,0,158,244,80,1968,2714,634,804,3267,4177,1176,266,-158,-0.035561557506189514,164,0.03691199639882962,-746,-0.1679045689849201,-170,-0.03826243529146973,910,0.20481656538374973
2019-04-16,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4324,0,158,163,201,2272,2541,532,975,3160,4068,1164,256,-158,-0.03654024051803885,-38,-0.008788159111933395,-269,-0.0622109158186864,-443,-0.10245143385753931,908,0.20999074930619796
2019-04-23,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4313,0,158,245,132,2025,2458,501,1173,2927,4077,1386,236,-158,-0.03663343380477626,113,0.026199860885694412,-433,-0.10039415719916532,-672,-0.15580802225828888,1150,0.26663575237653603
2019-04-30,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3817,0,123,254,72,1789,2375,458,942,2599,3610,1218,207,-123,-0.03222425988996594,182,0.047681425203039036,-586,-0.15352370971967513,-484,-0.12680115273775217,1011,0.2648676971443542
2019-05-07,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4388,0,123,286,0,1941,2692,719,1216,3054,4139,1334,249,-123,-0.028030993618960803,286,0.06517775752051048,-751,-0.1711485870556062,-497,-0.11326344576116681,1085,0.24726526891522332
2019-05-14,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4447,0,123,199,0,2289,2455,317,1218,3094,4085,1353,362,-123,-0.027659096019788623,199,0.04474926917022712,-166,-0.037328536091747244,-901,-0.20260850011243536,991,0.2228468630537441
2019-05-21,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4650,0,123,223,0,2354,2498,268,1251,3229,4256,1421,394,-123,-0.026451612903225806,223,0.04795698924731183,-144,-0.03096774193548387,-983,-0.2113978494623656,1027,0.22086021505376344
2019-05-28,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,5190,0,123,319,0,2709,2763,238,1577,3637,4834,1553,356,-123,-0.023699421965317918,319,0.061464354527938345,-54,-0.010404624277456647,-1339,-0.25799614643545277,1197,0.230635838150289
2019-06-04,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4436,0,0,300,56,2321,2698,213,1043,3045,4008,1391,428,0,0.0,244,0.05500450856627592,-377,-0.08498647430117223,-830,-0.18710550045085664,963,0.21708746618575292
2019-06-11,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4434,0,0,359,0,2073,3044,362,751,3074,4075,1360,359,0,0.0,359,0.08096526838069464,-971,-0.2189896256202075,-389,-0.08773116824537663,1001,0.2257555254848895
2019-06-18,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,5391,0,0,354,0,2564,2911,482,1621,3891,5023,1500,368,0,0.0,354,0.06566499721758487,-347,-0.06436653682062697,-1139,-0.21127805601929142,1132,0.2099795956223335
2019-06-25,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,6021,0,0,310,0,3093,3246,490,1967,4284,5604,1737,417,0,0.0,310,0.05148646404251785,-153,-0.025411061285500747,-1477,-0.24530808835741572,1320,0.2192326856003986
2019-07-02,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,5839,36,0,188,146,3253,3326,605,1812,4304,5506,1535,333,36,0.006165439287549238,42,0.007193012502140777,-73,-0.0125021407775304,-1207,-0.20671347833533138,1202,0.20585716732317177
2019-07-09,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,6075,57,0,249,109,3233,3730,625,1711,4345,5731,1730,344,57,0.009382716049382716,140,0.023045267489711935,-497,-0.08181069958847736,-1086,-0.17876543209876544,1386,0.22814814814814816
2019-07-16,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,5322,39,0,211,151,2566,3394,506,1157,3533,4913,1789,409,39,0.007328072153325817,60,0.011273957158962795,-828,-0.1555806087936866,-651,-0.12232243517474634,1380,0.2593010146561443
2019-07-23,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4928,40,0,102,111,2208,2799,682,1370,3216,4464,1712,464,40,0.008116883116883116,-9,-0.0018262987012987013,-591,-0.11992694805194805,-688,-0.1396103896103896,1248,0.2532467532467532
2019-07-30,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4302,60,0,251,147,1843,2288,533,1280,2779,3807,1523,495,60,0.01394700139470014,104,0.02417480241748024,-445,-0.10344026034402604,-747,-0.17364016736401675,1028,0.2389586238958624
2019-08-06,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4692,0,0,260,224,1847,2264,713,1586,2892,4146,1800,546,0,0.0,36,0.0076726342710997444,-417,-0.08887468030690537,-873,-0.1860613810741688,1254,0.2672634271099744
2019-08-13,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4729,0,50,222,224,2002,2480,647,1346,2981,4210,1748,519,-50,-0.010573059843518714,-2,-0.00042292239374074856,-478,-0.10107845210403892,-699,-0.14781137661239163,1229,0.25988581095369
2019-08-20,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4485,0,50,266,224,1836,2209,463,1350,2789,4057,1696,428,-50,-0.011148272017837236,42,0.009364548494983277,-373,-0.08316610925306578,-887,-0.19777034559643256,1268,0.2827201783723523
2019-08-27,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4091,0,50,237,222,1739,2093,309,1131,2366,3577,1725,514,-50,-0.012221950623319482,15,0.0036665851869958446,-354,-0.08653141041310193,-822,-0.20092886824737227,1211,0.29601564409679787
2019-09-03,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4493,31,50,324,163,1979,2467,421,1221,2909,4055,1584,438,-19,-0.0042288003561095034,161,0.035833518807033164,-488,-0.10861339862007567,-800,-0.17805475183618963,1146,0.25506343200534165
2019-09-10,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4128,31,50,244,190,1692,2233,480,951,2700,3677,1428,451,-19,-0.004602713178294574,54,0.01308139534883721,-541,-0.1310562015503876,-471,-0.11409883720930232,977,0.2366763565891473
2019-09-17,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4174,31,50,262,201,1688,2254,521,1093,2721,3817,1453,357,-19,-0.004551988500239578,61,0.014614278869190225,-566,-0.13560134163871587,-572,-0.1370388116914231,1096,0.2625778629611883
2019-09-24,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4178,72,50,42,100,1651,2510,488,687,2550,3644,1628,534,22,0.005265677357587362,-58,-0.013882240306366683,-859,-0.20560076591670656,-199,-0.047630445189085685,1094,0.26184777405457155
2019-10-01,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3348,59,0,70,31,1298,2063,374,572,1938,2803,1410,545,59,0.01762246117084827,39,0.011648745519713262,-765,-0.22849462365591397,-198,-0.05913978494623656,865,0.258363201911589
2019-10-08,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3335,59,0,140,138,1211,2048,395,526,1940,2847,1395,488,59,0.017691154422788607,2,0.0005997001499250374,-837,-0.2509745127436282,-131,-0.039280359820089955,907,0.2719640179910045
2019-10-15,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3444,59,0,210,149,1186,2031,370,511,2026,2892,1418,552,59,0.01713124274099884,61,0.017711962833914054,-845,-0.2453542392566783,-141,-0.040940766550522645,866,0.251451800232288
2019-10-22,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3093,59,0,163,31,950,1714,321,518,1709,2479,1384,614,59,0.019075331393469123,132,0.04267701260911736,-764,-0.24700937601034595,-197,-0.06369220821209182,770,0.24894924021985126
2019-10-29,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3155,33,0,260,86,956,2016,569,445,1970,2699,1185,456,33,0.010459587955625991,174,0.05515055467511886,-1060,-0.3359746434231379,124,0.0393026941362916,729,0.23106180665610143
2019-11-05,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3520,32,0,188,149,1221,2345,595,457,2223,3138,1297,382,32,0.00909090909090909,39,0.011079545454545455,-1124,-0.31931818181818183,138,0.03920454545454546,915,0.2599431818181818
2019-11-12,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3091,32,0,99,143,912,2043,636,358,1817,2682,1274,409,32,0.01035263668715626,-44,-0.014234875444839857,-1131,-0.36590100291167904,278,0.08993853121967,865,0.27984471044969267
2019-11-19,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3157,38,0,67,292,1059,1914,466,334,1755,2665,1402,492,38,0.012036743744060817,-225,-0.07127019322141273,-855,-0.2708267342413684,132,0.041811846689895474,910,0.28824833702882485
2019-11-26,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3554,38,0,56,298,1155,1669,334,626,1885,2895,1669,659,38,0.010692177827799663,-242,-0.06809229037703995,-514,-0.144625773776027,-292,-0.08216094541361846,1010,0.28418683173888576
2019-12-03,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,2983,131,0,93,256,894,1257,307,638,1497,2223,1486,760,131,0.04391552128729467,-163,-0.0546429768689239,-363,-0.1216895742541066,-331,-0.11096211867247738,726,0.2433791485082132
2019-12-10,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3232,131,0,56,285,1069,1766,310,396,1688,2569,1544,663,131,0.040532178217821783,-229,-0.0708539603960396,-697,-0.2156559405940594,-86,-0.026608910891089108,881,0.27258663366336633
2019-12-17,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3840,134,0,38,444,1578,2446,295,331,2182,3358,1658,482,134,0.034895833333333334,-406,-0.10572916666666667,-868,-0.22604166666666667,-36,-0.009375,1176,0.30625
2019-12-24,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3541,137,0,133,283,1179,2256,276,514,1851,3179,1690,362,137,0.038689635696131035,-150,-0.04236091499576391,-1077,-0.30415136966958484,-238,-0.06721265179327873,1328,0.37503530076249647
2019-12-31,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3186,137,0,159,437,1037,1840,366,451,1832,2861,1354,325,137,0.043000627746390456,-278,-0.08725674827369742,-803,-0.25204017576898935,-85,-0.026679221594475833,1029,0.3229755178907721
2020-01-07,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,5400,66,42,338,331,2517,3661,464,786,3643,5078,1757,322,24,0.0044444444444444444,7,0.0012962962962962963,-1144,-0.21185185185185185,-322,-0.05962962962962963,1435,0.2657407407407407
2020-01-14,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,5405,66,46,272,300,2688,3339,342,1043,3631,4991,1774,414,20,0.0037002775208140612,-28,-0.005180388529139685,-651,-0.12044403330249769,-701,-0.12969472710453284,1360,0.25161887141535616
2020-01-21,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,5139,66,46,185,445,2304,3035,437,864,3337,4735,1802,404,20,0.003891807744697412,-260,-0.050593500681066356,-731,-0.1422455730686904,-427,-0.08309009534928974,1398,0.2720373613543491
2020-01-28,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4917,66,46,391,438,1747,2907,419,765,2950,4483,1967,434,20,0.004067520846044336,-47,-0.009558673988204189,-1160,-0.23591620907057148,-346,-0.07036811063656702,1533,0.31177547284929835
2020-02-04,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4367,71,50,132,434,1436,3136,678,168,2516,3987,1851,380,21,0.004808793221891459,-302,-0.06915502633386765,-1700,-0.38928326081978476,510,0.11678497824593542,1471,0.3368445156858255
2020-02-11,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,6106,76,50,367,148,2237,4553,924,533,3994,5674,2112,432,26,0.004258106780216181,219,0.03586636095643629,-2316,-0.3792990501146413,391,0.06403537504094334,1680,0.27513920733704555
2020-02-18,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,6463,78,158,260,177,2452,5258,1576,181,4641,6049,1822,414,-80,-0.012378152560730311,83,0.012842333281757698,-2806,-0.43416370106761565,1395,0.2158440352777348,1408,0.21785548506885347
2020-02-25,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,5632,71,178,164,189,1774,4511,1741,38,4039,5205,1593,427,-107,-0.018998579545454544,-25,-0.004438920454545455,-2737,-0.48597301136363635,1703,0.30237926136363635,1166,0.20703125
2020-03-03,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4837,66,159,163,196,764,3454,1234,0,2848,4430,1989,407,-93,-0.019226793467025015,-33,-0.006822410585073393,-2690,-0.5561298325408311,1234,0.25511680793880503,1582,0.32706222865412443
2020-03-10,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4368,65,41,115,362,1421,3002,783,25,2878,3924,1490,444,24,0.005494505494505495,-247,-0.05654761904761905,-1581,-0.36195054945054944,758,0.17353479853479853,1046,0.23946886446886448
2020-03-17,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,4474,336,0,101,465,1869,2907,584,504,2993,3979,1481,495,336,0.07510058113544926,-364,-0.0813589628967367,-1038,-0.2320071524362986,80,0.017881090746535537,986,0.22038444345105052
2020-03-24,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3909,36,0,125,297,1136,2291,969,550,2406,3278,1503,631,36,0.00920951650038373,-172,-0.044001023279611154,-1155,-0.29547198772064465,419,0.10718853926835507,872,0.22307495523151702
2020-03-31,CME BITCOIN MAIN_PLUS_MICRO AGGREGATE,3947,36,0,173,248,1489,2602,900,453,2688,3393,1259,554,36,0.009120851279452748,-75,-0.019001773498859894,-1113,-0.28198631872308083,447,0.11325057005320496,705,0.178616670889283
