Date,Market_and_Exchange_Names,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Dealer_Net_All,Dealer_Net_Ratio_All,Asset_Mgr_Net_All,Asset_Mgr_Net_Ratio_All,Lev_Money_Net_All,Lev_Money_Net_Ratio_All,Other_Rept_Net_All,Other_Rept_Net_Ratio_All,NonRept_Net_All,NonRept_Net_Ratio_All
2021-01-05,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11296,436,663,793,32,3544,9058,2672,261,7953,10522,3343,774,-227,-0.020095609065155808,761,0.06736898016997167,-5514,-0.4881373937677054,2411,0.21343838526912182,2569,0.2274256373937677
2021-01-12,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12039,324,754,733,0,4107,9602,2522,373,8363,11406,3676,633,-430,-0.03571725226347703,733,0.0608854556026248,-5495,-0.4564332585762937,2149,0.17850319794002825,3043,0.2527618572971177
2021-01-19,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11945,413,709,639,123,3911,9119,2879,674,8416,11199,3529,746,-296,-0.02478024277940561,516,0.043197990791126,-5208,-0.43599832565927166,2205,0.1845960652992884,2783,0.23298451234826287
2021-01-26,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10787,428,605,308,225,3605,7991,2424,364,7611,10031,3176,756,-177,-0.01640864002966534,83,0.007694447019560582,-4386,-0.4066005376842496,2060,0.19097061277463614,2420,0.22434411791971817
2021-02-02,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9469,422,446,308,357,3031,7224,2008,161,6399,8818,3070,651,-24,-0.002534586545569754,-49,-0.0051747808638715805,-4193,-0.44281339106558243,1847,0.195057556236139,2419,0.2554652022388848
2021-02-09,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11055,387,564,348,265,3149,8481,2822,64,7632,10300,3423,755,-177,-0.016010854816824967,83,0.007507914970601538,-5332,-0.48231569425599274,2758,0.24947987336047037,2668,0.24133876074174582
2021-02-16,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11426,368,564,338,339,3301,8750,3030,132,7918,10666,3508,760,-196,-0.017153859618414143,-1,-8.751969193068441e-05,-5449,-0.4768948013302993,2898,0.2536320672151234,2748,0.24050411342552075
2021-02-23,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10572,332,464,314,551,2633,7639,3650,259,7680,9664,2892,908,-132,-0.012485811577752554,-237,-0.022417707150964812,-5006,-0.47351494513810066,3391,0.32075293227393115,1984,0.18766553159288688
2021-03-02,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8068,376,137,323,643,1757,5563,2419,168,5603,7239,2465,829,239,0.029623202776400594,-320,-0.03966286564204264,-3806,-0.47174020823004464,2251,0.2790034705007437,1636,0.20277640059494298
2021-03-09,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8785,395,164,331,619,2055,6148,2573,186,6150,7913,2635,872,231,0.026294820717131476,-288,-0.0327831531018782,-4093,-0.46590779738190097,2387,0.27171314741035857,1763,0.20068298235628912
2021-03-16,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9335,468,203,357,516,2099,6756,2352,139,6280,8618,3055,717,265,0.028387787895018748,-159,-0.01703267273701125,-4657,-0.49887520085698983,2213,0.23706480985538297,2338,0.25045527584359933
2021-03-23,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9897,502,132,358,463,2606,7198,2608,315,7069,9103,2828,794,370,0.037385066181671214,-105,-0.010609275538041831,-4592,-0.4639789835303627,2293,0.2316863696069516,2034,0.20551682327978174
2021-03-30,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9322,493,243,354,534,2335,7144,2992,173,6726,8646,2596,676,250,0.026818279339197598,-180,-0.01930916112422227,-4809,-0.515876421368805,2819,0.3024029178287921,1920,0.20596438532503755
2021-04-06,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9865,501,264,355,519,2481,7477,3105,174,7123,9115,2742,750,237,0.02402432843385707,-164,-0.016624429802331475,-4996,-0.5064368981246832,2931,0.29711099847947287,1992,0.20192600101368474
2021-04-13,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9653,556,311,366,340,2979,7634,2433,174,6833,8958,2820,695,245,0.025380710659898477,26,0.002693463172070859,-4655,-0.48223350253807107,2259,0.2340205117580027,2125,0.22013881694809903
2021-04-20,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8817,516,87,372,554,2616,6709,2173,268,6165,8106,2652,711,429,0.04865600544402858,-182,-0.02064194170352728,-4093,-0.46421685380514915,1905,0.21605988431439266,1941,0.2201429057502552
2021-04-27,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8429,489,41,369,869,1991,5464,2040,169,5744,7398,2685,1031,448,0.05314983983865227,-500,-0.059319017677067265,-3473,-0.41202989678490926,1871,0.2219717641475857,1654,0.19622731047573852
2021-05-04,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8306,500,93,370,994,2544,5507,2020,258,6020,7438,2286,868,407,0.04900072236937154,-624,-0.07512641464001926,-2963,-0.3567300746448351,1762,0.21213580544184926,1418,0.17071996147363352
2021-05-04,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,2965,0,0,0,0,1737,1930,610,320,2496,2399,469,566,0,0.0,0,0.0,-193,-0.06509274873524452,290,0.09780775716694773,-97,-0.032715008431703205
2021-05-11,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8259,516,113,377,910,2327,5409,2152,271,6107,7438,2152,821,403,0.048795253662671026,-533,-0.06453565806998426,-3082,-0.3731686644872261,1881,0.22775154377043225,1331,0.16115752512410703
2021-05-11,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,5203,25,298,0,0,1042,2812,1547,477,3623,4596,1580,607,-273,-0.05246972900249856,0,0.0,-1770,-0.3401883528733423,1070,0.20565058620026908,973,0.1870074956755718
2021-05-18,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,32865,0,9529,0,0,27406,19344,1950,946,29877,30340,2988,2525,-9529,-0.2899437091130382,0,0.0,8062,0.24530655712764338,1004,0.030549216491708504,463,0.014087935493686293
2021-05-18,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9160,572,96,356,1085,3302,6123,2402,302,7341,8315,1819,845,476,0.051965065502183404,-729,-0.07958515283842794,-2821,-0.3079694323144105,2100,0.2292576419213974,974,0.10633187772925765
2021-05-25,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,37049,0,8746,160,0,28633,22466,3054,2309,32658,34332,4391,2717,-8746,-0.23606575076250372,160,0.00431860509055575,6167,0.16645523495910822,745,0.020108504952900213,1674,0.04518340575993954
2021-05-25,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8893,381,132,404,651,2261,5748,2564,336,6822,8079,2071,814,249,0.027999550208028787,-247,-0.02777465422242213,-3487,-0.39210615090520634,2228,0.2505341279658158,1257,0.14134712695378387
2021-06-01,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7318,228,145,407,619,2081,4949,2144,269,5418,6540,1900,778,83,0.011341896693085543,-212,-0.02896966384257994,-2868,-0.3919103580213173,1875,0.25621754577753486,1122,0.15332057939327684
2021-06-01,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,13050,0,28,210,0,3375,6993,2273,2818,8107,12088,4943,962,-28,-0.002145593869731801,210,0.016091954022988506,-3618,-0.2772413793103448,-545,-0.04176245210727969,3981,0.30505747126436783
2021-06-08,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,21144,0,941,210,0,5892,9010,2564,2994,15837,20116,5307,1028,-941,-0.04450435111615588,210,0.009931895573212259,-3118,-0.14746500189178963,-430,-0.02033673855467272,4279,0.20237419598940598
2021-06-08,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7566,235,181,382,739,2507,4964,1915,233,5663,6741,1903,825,54,0.007137192704203013,-357,-0.0471847739888977,-2457,-0.3247422680412371,1682,0.22231033571239756,1078,0.14247951361353423
2021-06-15,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,18230,0,561,210,0,1993,5699,2813,1925,13857,17026,4373,1204,-561,-0.03077345035655513,210,0.01151947339550192,-3706,-0.20329127811300055,888,0.04871091607240812,3169,0.17383433900164563
2021-06-15,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7528,227,153,517,629,2603,5090,1604,199,5677,6797,1851,731,74,0.009829968119022316,-112,-0.01487778958554729,-2487,-0.33036663124335813,1405,0.1866365568544102,1120,0.1487778958554729
2021-06-22,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,28720,214,1273,60,0,9516,10915,2570,4988,22851,27667,5869,1053,-1059,-0.03687325905292479,60,0.0020891364902506965,-1399,-0.0487116991643454,-2418,-0.08419220055710307,4816,0.16768802228412255
2021-06-22,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7914,255,145,419,739,2563,4927,1910,361,6001,7026,1913,888,110,0.01389941875157948,-320,-0.04043467273186758,-2364,-0.2987111448066717,1549,0.19572908769269648,1025,0.12951731109426334
2021-06-29,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15481,0,124,0,0,8095,12974,2128,652,11035,14562,4446,919,-124,-0.008009818487177831,0,0.0,-4879,-0.31516051934629546,1476,0.09534267812156838,3527,0.2278276597119049
2021-06-29,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6788,248,120,542,613,2291,4357,1389,180,5173,5973,1615,815,128,0.01885680612846199,-71,-0.010459634649381261,-2066,-0.30436063641720684,1209,0.17810842663523865,800,0.11785503830288745
2021-07-06,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16228,130,543,0,0,8448,13747,2483,380,11707,15316,4521,912,-413,-0.025449839783090955,0,0.0,-5299,-0.3265343850135568,2103,0.12959083066305152,3609,0.22239339413359627
2021-07-06,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6889,280,117,504,497,2412,4603,1384,184,5286,6107,1603,782,163,0.02366090869502105,7,0.0010161126433444621,-2191,-0.31804325736681666,1200,0.17419073885905065,821,0.1191754971694005
2021-07-13,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7129,295,102,546,496,2696,4923,1484,226,5587,6313,1542,816,193,0.02707252069013887,50,0.0070136063964090336,-2227,-0.3123860288960584,1258,0.1764623369336513,726,0.10183756487585917
2021-07-13,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,17959,110,72,0,0,9232,15269,3296,666,13388,16757,4571,1202,38,0.00211593073110975,0,0.0,-6037,-0.3361545743081463,2630,0.146444679547859,3369,0.18759396402917758
2021-07-20,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8283,341,120,560,602,3738,5724,1373,262,6719,7415,1564,868,221,0.026681154171194012,-42,-0.0050706265845708075,-1986,-0.2397681999275625,1111,0.1341301460823373,696,0.08402752625860195
2021-07-20,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19719,100,5553,0,0,10470,10830,3119,954,14616,18264,5103,1455,-5453,-0.2765353212637558,0,0.0,-360,-0.018256503879507075,2165,0.1097925858309245,3648,0.18499923931233836
2021-07-27,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7802,195,105,494,165,2800,4841,984,306,6110,7054,1692,748,90,0.011535503716995642,329,0.04216867469879518,-2041,-0.26159958984875675,678,0.08690079466803384,944,0.12099461676493208
2021-07-27,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19506,0,1321,0,0,8571,13721,3730,538,15202,18481,4304,1025,-1321,-0.06772275197375166,0,0.0,-5150,-0.2640213267712499,3192,0.16364195632113196,3279,0.16810212242386957
2021-08-03,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,14072,69,84,39,0,3222,11303,5546,527,10281,13319,3791,753,-15,-0.0010659465605457647,39,0.002771461057418988,-8081,-0.5742609437180216,5019,0.35666571915861284,3038,0.21588971006253554
2021-08-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6408,232,74,643,234,1969,4782,1571,169,4803,5647,1605,761,158,0.024656679151061175,409,0.06382646691635456,-2813,-0.4389825218476904,1402,0.21878901373283396,844,0.1317103620474407
2021-08-10,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19439,346,0,36,0,4836,14503,6668,480,15192,18289,4247,1150,346,0.017799269509748444,36,0.0018519471166212253,-9667,-0.49729924378826074,6188,0.318329132157004,3097,0.15931889500488708
2021-08-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6769,281,51,629,275,1995,5113,1749,231,4995,6011,1774,758,230,0.033978431082877826,354,0.05229723740582065,-3118,-0.46062933963657854,1518,0.22425764514699364,1016,0.1500960260008864
2021-08-17,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,24067,240,0,72,0,5531,15832,6851,398,19611,23147,4456,920,240,0.009972161050400963,72,0.002991648315120289,-10301,-0.42801346241741806,6453,0.2681264802426559,3536,0.14692317280924086
2021-08-17,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7363,288,52,672,311,2292,5542,1845,239,5500,6547,1863,816,236,0.03205215265516773,361,0.04902892842591335,-3250,-0.44139617003938614,1606,0.2181176151025397,1047,0.1421974738557653
2021-08-24,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22285,704,0,53,0,4781,15326,6574,505,17455,21174,4830,1111,704,0.03159075611397801,53,0.0023782813551716402,-10545,-0.47318824321292347,6069,0.272335651783711,3719,0.16688355396006282
2021-08-24,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7515,252,110,695,311,2016,5302,1864,247,5592,6735,1923,780,142,0.01889554224883566,384,0.05109780439121756,-3286,-0.4372588157019295,1617,0.2151696606786427,1143,0.15209580838323353
2021-08-31,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,14637,0,231,78,0,4361,10933,3112,312,9967,13892,4670,745,-231,-0.015781922525107604,78,0.005328960852633737,-6572,-0.4489991118398579,2800,0.1912960306073649,3925,0.26815604290496686
2021-08-31,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6362,326,139,702,370,1810,4797,1586,247,4642,5771,1720,591,187,0.029393272555800064,332,0.05218484753222257,-2987,-0.4695064445143037,1339,0.2104684061615844,1129,0.17745991826469665
2021-09-07,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22540,1860,0,79,0,9052,18951,4098,924,17087,21873,5453,667,1860,0.08251996450754215,79,0.0035048802129547473,-9899,-0.43917480035492457,3174,0.14081632653061224,4786,0.21233362910381545
2021-09-07,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6659,302,161,621,378,1684,4990,1923,210,4809,6018,1850,641,141,0.02117435050307854,243,0.03649196576062472,-3306,-0.49647094158282024,1713,0.25724583270761375,1209,0.18155879261150323
2021-09-14,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,25482,3396,0,91,0,8508,20288,4641,827,20168,24647,5314,835,3396,0.1332705439133506,91,0.003571148261517934,-11780,-0.46228710462287104,3814,0.14967427988383958,4479,0.17577113256416294
2021-09-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6620,357,195,502,451,1780,4496,1612,210,4809,5910,1811,710,162,0.02447129909365559,51,0.00770392749244713,-2716,-0.41027190332326285,1402,0.21178247734138972,1101,0.16631419939577038
2021-09-21,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,25615,2532,0,40,0,7039,21448,8369,564,20586,24618,5029,997,2532,0.09884833105602187,40,0.0015615850087839158,-14409,-0.5625219597891861,7805,0.30470427483896156,4032,0.1574077688854187
2021-09-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7348,360,145,519,471,1971,4939,1916,210,5503,6502,1845,846,215,0.029259662493195428,48,0.0065323897659227,-2968,-0.40391943385955364,1706,0.2321720195971693,999,0.1359553620032662
2021-09-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7039,479,144,559,413,1338,4956,2642,210,5559,6264,1480,775,335,0.04759198749822418,146,0.02074158261116636,-3618,-0.5139934649808211,2432,0.34550362267367524,705,0.10015627219775536
2021-09-28,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,26423,222,0,125,0,4893,23752,15795,533,21936,25186,4487,1237,222,0.008401771184195586,125,0.004730727018128146,-18859,-0.7137342466790296,15262,0.5776028460053741,3250,0.1229989024713318
2021-10-05,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,36142,3195,0,105,0,15014,28709,7897,899,31635,35032,4507,1110,3195,0.08840130595982514,105,0.002905207238116319,-13695,-0.378922029771457,6998,0.1936251452603619,3397,0.09399037131315367
2021-10-05,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8886,503,533,487,399,1710,5994,3472,210,7128,8092,1758,794,-30,-0.00337609723160027,88,0.00990321854602746,-4284,-0.48210668467251855,3262,0.36709430564933604,964,0.10848525770875535
2021-10-12,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,50937,3665,0,117,0,26822,43164,9840,1107,45945,49772,4992,1165,3665,0.07195162651903332,117,0.002296955062135579,-16342,-0.3208276891061507,8733,0.1714470816891454,3827,0.07513202583583642
2021-10-12,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10918,485,1010,696,320,2148,6863,4204,211,9167,10038,1751,880,-525,-0.04808572998717714,376,0.03443854185748305,-4715,-0.4318556512181718,3993,0.36572632350247297,871,0.07977651584539293
2021-10-19,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13605,490,1264,839,354,2072,8317,4153,219,9737,12337,3868,1268,-774,-0.05689084895259096,485,0.0356486585814039,-6245,-0.4590224182285924,3934,0.28915839764792356,2600,0.19110621095185593
2021-10-19,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,61604,2290,0,162,0,36531,53345,11418,1446,55665,60055,5939,1549,2290,0.037172910849944805,162,0.0026296993701707683,-16814,-0.27293682228426724,9972,0.16187260567495618,4390,0.0712616063891955
2021-10-26,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16671,530,1485,1794,514,3185,9423,2498,414,11861,15690,4810,981,-955,-0.05728510587247316,1280,0.07678003719033051,-6238,-0.3741827124947514,2084,0.12500749805050687,3829,0.22968028312638714
2021-10-26,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,65656,1463,0,158,0,40491,57278,12420,1700,59896,64342,5760,1314,1463,0.022282807359571097,158,0.0024064822712318752,-16787,-0.25568112586816133,10720,0.16327525283294747,4446,0.06771658340441086
2021-11-02,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,21425,58,63,165,0,9606,14543,4027,4200,15417,20367,6008,1058,-5,-0.00023337222870478414,165,0.007701283547257876,-4937,-0.23043173862310384,-173,-0.008074679113185532,4950,0.2310385064177363
2021-11-02,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13512,554,1429,4807,691,2957,8642,1471,218,11569,12760,1943,752,-875,-0.06475725281231498,4116,0.3046181172291297,-5685,-0.42073712255772644,1253,0.09273238602723505,1191,0.08814387211367673
2021-11-09,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13821,586,1422,4980,750,2620,8676,1638,220,11750,12994,2071,827,-836,-0.060487663700166415,4230,0.30605600173648795,-6056,-0.4381737935026409,1418,0.10259749656320093,1244,0.09000795890311844
2021-11-09,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,24109,495,179,216,0,11689,13901,3633,7472,17427,22946,6682,1163,316,0.013107138413040773,216,0.00895930980131901,-2212,-0.09174996889128541,-3839,-0.1592351404039985,5519,0.22891866108092412
2021-11-16,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,28752,645,42,253,0,15839,14962,4116,11137,22188,27476,6564,1276,603,0.02097245409015025,253,0.008799387868670006,877,0.03050222593210907,-7021,-0.2441917084028937,5288,0.18391764051196438
2021-11-16,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13648,629,1176,5139,779,2236,8182,1280,268,11640,12761,2008,887,-547,-0.040079132473622506,4360,0.3194607268464244,-5946,-0.4356682297772567,1012,0.07415005861664713,1121,0.08213657678780774
2021-11-23,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,39611,1182,441,244,0,20107,11400,4201,19546,32767,38420,6844,1191,741,0.01870692484410896,244,0.006159905076872586,8707,0.2198126782964328,-15345,-0.3873923910024993,5653,0.14271288278508495
2021-11-23,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14357,617,1334,5395,750,2414,7063,1590,300,12263,11694,2094,2663,-717,-0.04994079543080031,4645,0.323535557567737,-4649,-0.32381416730514734,1290,0.089851640314829,-569,-0.03963223514661837
2021-11-30,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16817,338,196,252,0,2284,5797,3719,5287,11165,15852,5652,965,142,0.008443836593922817,252,0.01498483677231373,-3513,-0.20889576024261164,-1568,-0.0932389843610632,4687,0.2787060712374383
2021-11-30,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13197,587,1336,5726,702,2374,7811,1662,1494,11386,12380,1811,817,-749,-0.05675532317951049,5024,0.3806925816473441,-5437,-0.4119875729332424,168,0.012730165946806092,994,0.0753201485186027
2021-12-07,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,36875,1848,41,142,70,14831,23873,3714,1551,30828,35828,6047,1047,1807,0.049003389830508476,72,0.001952542372881356,-9042,-0.24520677966101695,2163,0.05865762711864407,5000,0.13559322033898305
2021-12-07,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13242,479,1082,5826,718,1997,8095,1735,933,11574,12365,1668,877,-603,-0.04553692795650204,5108,0.3857423349947138,-6098,-0.46050445552031416,802,0.06056486935508231,791,0.05973417912702009
2021-12-14,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,41265,1456,89,34,0,18401,26761,3973,1290,35685,39961,5580,1304,1367,0.03312734763116443,34,0.0008239428086756331,-8360,-0.20259299648612625,2683,0.0650187810493154,4276,0.1036229249969708
2021-12-14,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13518,443,870,5759,778,2198,7824,1816,1259,11953,12468,1565,1050,-427,-0.03158751294570203,4981,0.36847166740642107,-5626,-0.41618582630566653,557,0.04120432016570499,515,0.03809735167924249
2021-12-21,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,42418,1585,304,96,0,23274,29011,3686,3773,36764,41211,5654,1207,1281,0.0301994436324202,96,0.002263190155122825,-5737,-0.135249186666038,-87,-0.0020510160780800603,4447,0.10483756895657503
2021-12-21,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12852,431,573,5630,751,1893,7571,1048,946,11097,11936,1755,916,-142,-0.01104886399004046,4879,0.37962962962962965,-5678,-0.4417989417989418,102,0.007936507936507936,839,0.06528166822284469
2021-12-28,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,41281,1578,107,76,0,23128,27637,3934,5740,35399,40167,5882,1114,1471,0.0356338266999346,76,0.0018410406724643298,-4509,-0.10922700515975872,-1806,-0.04374894019040237,4768,0.11550107797776217
2021-12-28,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12468,459,540,5554,859,2453,8104,697,426,10862,11628,1606,840,-81,-0.0064966313763233875,4695,0.3765640038498556,-5651,-0.4532402951555983,271,0.02173564324671158,766,0.06143727943535451
2022-01-04,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16821,466,345,183,0,4317,5353,3864,6956,11948,15772,4873,1049,121,0.007193389215861126,183,0.010879258070269307,-1036,-0.06158967956720766,-3092,-0.18381784673919505,3824,0.22733487902027227
2022-01-04,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10563,463,401,5541,900,1451,6807,749,793,9065,9762,1498,801,62,0.0058695446369402635,4641,0.4393638170974155,-5356,-0.5070529205718073,-44,-0.0041654832907318,697,0.06598504212818328
2022-01-11,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,30142,1180,87,184,0,18542,18179,3728,9614,24685,28931,5457,1211,1093,0.036261694645345365,184,0.006104438988786411,363,0.012042996483312321,-5886,-0.19527569504346096,4246,0.14086656492601685
2022-01-11,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10855,404,264,5419,968,1464,7159,1085,540,9414,9973,1441,882,140,0.012897282358360202,4451,0.4100414555504376,-5695,-0.5246430216490097,545,0.05020727775218793,559,0.05149700598802395
2022-01-18,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11468,414,244,5417,1043,1496,7339,1445,717,10061,10632,1407,836,170,0.014823857690966167,4374,0.38140913847227065,-5843,-0.5095047087547959,728,0.0634809905824904,571,0.049790722009068714
2022-01-18,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,30778,950,1018,164,0,19869,19450,3478,7712,25562,29281,5216,1497,-68,-0.002209370329456105,164,0.0053284813828059,419,0.013613620118266294,-4234,-0.13756579374878158,3719,0.1208330625771655
2022-01-25,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11756,300,288,5525,1004,1565,7612,1573,571,10287,10799,1469,957,12,0.0010207553589656345,4521,0.38456958149030285,-6047,-0.5143756379720994,1002,0.08523307247363049,512,0.04355222864920041
2022-01-25,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,31706,1255,1206,133,0,20804,16039,3051,11482,26566,30050,5140,1656,49,0.0015454488109506088,133,0.004194789629723081,4765,0.1502870119220337,-8431,-0.2659118147984609,3484,0.10988456443575348
2022-02-01,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9948,384,228,5536,703,1248,6716,1120,991,8716,9066,1232,882,156,0.015681544028950542,4833,0.48582629674306393,-5468,-0.5496582227583434,129,0.012967430639324488,350,0.03518295134700442
2022-02-01,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12153,104,858,187,0,1844,8752,5783,891,8357,10940,3796,1213,-754,-0.062042294083765326,187,0.015387147206451082,-6908,-0.5684193203324283,4892,0.4025343536575331,2583,0.21254011355220934
2022-02-08,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12929,566,0,236,78,2990,8192,3235,1830,8671,11744,4258,1185,566,0.04377755433521541,158,0.012220589372727976,-5202,-0.40235130327171476,1405,0.10867043081444815,3073,0.23768272874932322
2022-02-08,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9886,362,280,5856,655,1045,6361,864,1339,8412,8920,1474,966,82,0.00829455796075258,5201,0.5260975116326118,-5316,-0.5377301234068379,-475,-0.04804774428484726,508,0.051385798098320855
2022-02-15,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16663,158,338,182,91,6390,9865,3313,3130,11943,15324,4720,1339,-180,-0.010802376522835024,91,0.005461201464322151,-3475,-0.2085458800936206,183,0.01098241613154894,3381,0.20290463902058453
2022-02-15,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10646,355,353,6118,718,1103,6396,1100,1637,9282,9710,1364,936,2,0.00018786398647379298,5400,0.5072327634792411,-5293,-0.4971820402028931,-537,-0.050441480368213415,428,0.0402028931053917
2022-02-22,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16623,797,998,162,92,4978,8483,3708,2869,12359,15156,4264,1467,-201,-0.01209168020212958,70,0.0042110329062142815,-3505,-0.21085243337544365,839,0.05047223726162546,2797,0.1682608434097335
2022-02-22,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11007,335,317,6025,821,1365,7243,1098,981,9669,10208,1338,799,18,0.001635322976287817,5204,0.47279004270009994,-5878,-0.5340238030344326,117,0.01062959934587081,539,0.04896883801217407
