Date,cot_source_report_date,Market_and_Exchange_Names,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Dealer_Net_All,Dealer_Net_Ratio_All,Asset_Mgr_Net_All,Asset_Mgr_Net_Ratio_All,Lev_Money_Net_All,Lev_Money_Net_Ratio_All,Other_Rept_Net_All,Other_Rept_Net_Ratio_All,NonRept_Net_All,NonRept_Net_Ratio_All,cot_age_days
2018-02-05,2018-01-30,BITCOIN-USD - CBOE FUTURES EXCHANGE,5738.0,55.0,0.0,0.0,0.0,895.0,2974.0,1753.0,1868.0,2788.0,4927.0,2950.0,811.0,55.0,0.00958522133147438,0.0,0.0,-2079.0,-0.3623213663297316,-115.0,-0.020041826420355523,2139.0,0.37277797141861274,6.0
2018-02-06,2018-02-06,BITCOIN-USD - CBOE FUTURES EXCHANGE,6932.0,55.0,0.0,0.0,0.0,814.0,3572.0,2766.0,2103.0,3788.0,5828.0,3144.0,1104.0,55.0,0.007934218118869013,0.0,0.0,-2758.0,-0.397864974033468,663.0,0.09564339296018465,2040.0,0.2942873629544143,0.0
2018-02-07,2018-02-06,BITCOIN-USD - CBOE FUTURES EXCHANGE,6932.0,55.0,0.0,0.0,0.0,814.0,3572.0,2766.0,2103.0,3788.0,5828.0,3144.0,1104.0,55.0,0.007934218118869013,0.0,0.0,-2758.0,-0.397864974033468,663.0,0.09564339296018465,2040.0,0.2942873629544143,1.0
2018-02-08,2018-02-06,BITCOIN-USD - CBOE FUTURES EXCHANGE,6932.0,55.0,0.0,0.0,0.0,814.0,3572.0,2766.0,2103.0,3788.0,5828.0,3144.0,1104.0,55.0,0.007934218118869013,0.0,0.0,-2758.0,-0.397864974033468,663.0,0.09564339296018465,2040.0,0.2942873629544143,2.0
2018-02-09,2018-02-06,BITCOIN-USD - CBOE FUTURES EXCHANGE,6932.0,55.0,0.0,0.0,0.0,814.0,3572.0,2766.0,2103.0,3788.0,5828.0,3144.0,1104.0,55.0,0.007934218118869013,0.0,0.0,-2758.0,-0.397864974033468,663.0,0.09564339296018465,2040.0,0.2942873629544143,3.0
2018-02-10,2018-02-06,BITCOIN-USD - CBOE FUTURES EXCHANGE,6932.0,55.0,0.0,0.0,0.0,814.0,3572.0,2766.0,2103.0,3788.0,5828.0,3144.0,1104.0,55.0,0.007934218118869013,0.0,0.0,-2758.0,-0.397864974033468,663.0,0.09564339296018465,2040.0,0.2942873629544143,4.0
2018-02-11,2018-02-06,BITCOIN-USD - CBOE FUTURES EXCHANGE,6932.0,55.0,0.0,0.0,0.0,814.0,3572.0,2766.0,2103.0,3788.0,5828.0,3144.0,1104.0,55.0,0.007934218118869013,0.0,0.0,-2758.0,-0.397864974033468,663.0,0.09564339296018465,2040.0,0.2942873629544143,5.0
2018-02-12,2018-02-06,BITCOIN-USD - CBOE FUTURES EXCHANGE,6932.0,55.0,0.0,0.0,0.0,814.0,3572.0,2766.0,2103.0,3788.0,5828.0,3144.0,1104.0,55.0,0.007934218118869013,0.0,0.0,-2758.0,-0.397864974033468,663.0,0.09564339296018465,2040.0,0.2942873629544143,6.0
2018-02-13,2018-02-13,BITCOIN-USD - CBOE FUTURES EXCHANGE,5704.0,55.0,0.0,0.0,119.0,619.0,2861.0,2091.0,1660.0,2935.0,4810.0,2769.0,894.0,55.0,0.009642356241234221,-119.0,-0.020862552594670406,-2242.0,-0.39305750350631136,431.0,0.0755610098176718,1875.0,0.3287166900420757,0.0
2018-02-14,2018-02-13,BITCOIN-USD - CBOE FUTURES EXCHANGE,5704.0,55.0,0.0,0.0,119.0,619.0,2861.0,2091.0,1660.0,2935.0,4810.0,2769.0,894.0,55.0,0.009642356241234221,-119.0,-0.020862552594670406,-2242.0,-0.39305750350631136,431.0,0.0755610098176718,1875.0,0.3287166900420757,1.0
2018-02-15,2018-02-13,BITCOIN-USD - CBOE FUTURES EXCHANGE,5704.0,55.0,0.0,0.0,119.0,619.0,2861.0,2091.0,1660.0,2935.0,4810.0,2769.0,894.0,55.0,0.009642356241234221,-119.0,-0.020862552594670406,-2242.0,-0.39305750350631136,431.0,0.0755610098176718,1875.0,0.3287166900420757,2.0
2018-02-16,2018-02-13,BITCOIN-USD - CBOE FUTURES EXCHANGE,5704.0,55.0,0.0,0.0,119.0,619.0,2861.0,2091.0,1660.0,2935.0,4810.0,2769.0,894.0,55.0,0.009642356241234221,-119.0,-0.020862552594670406,-2242.0,-0.39305750350631136,431.0,0.0755610098176718,1875.0,0.3287166900420757,3.0
2018-02-17,2018-02-13,BITCOIN-USD - CBOE FUTURES EXCHANGE,5704.0,55.0,0.0,0.0,119.0,619.0,2861.0,2091.0,1660.0,2935.0,4810.0,2769.0,894.0,55.0,0.009642356241234221,-119.0,-0.020862552594670406,-2242.0,-0.39305750350631136,431.0,0.0755610098176718,1875.0,0.3287166900420757,4.0
2018-02-18,2018-02-13,BITCOIN-USD - CBOE FUTURES EXCHANGE,5704.0,55.0,0.0,0.0,119.0,619.0,2861.0,2091.0,1660.0,2935.0,4810.0,2769.0,894.0,55.0,0.009642356241234221,-119.0,-0.020862552594670406,-2242.0,-0.39305750350631136,431.0,0.0755610098176718,1875.0,0.3287166900420757,5.0
2018-02-19,2018-02-13,BITCOIN-USD - CBOE FUTURES EXCHANGE,5704.0,55.0,0.0,0.0,119.0,619.0,2861.0,2091.0,1660.0,2935.0,4810.0,2769.0,894.0,55.0,0.009642356241234221,-119.0,-0.020862552594670406,-2242.0,-0.39305750350631136,431.0,0.0755610098176718,1875.0,0.3287166900420757,6.0
2018-02-20,2018-02-20,BITCOIN-USD - CBOE FUTURES EXCHANGE,6050.0,55.0,0.0,0.0,255.0,1107.0,3407.0,2468.0,1576.0,3638.0,5246.0,2412.0,804.0,55.0,0.00909090909090909,-255.0,-0.04214876033057851,-2300.0,-0.38016528925619836,892.0,0.14743801652892563,1608.0,0.26578512396694215,0.0
2018-02-21,2018-02-20,BITCOIN-USD - CBOE FUTURES EXCHANGE,6050.0,55.0,0.0,0.0,255.0,1107.0,3407.0,2468.0,1576.0,3638.0,5246.0,2412.0,804.0,55.0,0.00909090909090909,-255.0,-0.04214876033057851,-2300.0,-0.38016528925619836,892.0,0.14743801652892563,1608.0,0.26578512396694215,1.0
2018-02-22,2018-02-20,BITCOIN-USD - CBOE FUTURES EXCHANGE,6050.0,55.0,0.0,0.0,255.0,1107.0,3407.0,2468.0,1576.0,3638.0,5246.0,2412.0,804.0,55.0,0.00909090909090909,-255.0,-0.04214876033057851,-2300.0,-0.38016528925619836,892.0,0.14743801652892563,1608.0,0.26578512396694215,2.0
