context_feature_set,context_dim,context_features,modulation_scale,context_method,seed_count,collapse_warning_count,num_samples_mean,num_samples_std,num_samples_count,accuracy_mean,accuracy_std,accuracy_count,majority_class_accuracy_mean,majority_class_accuracy_std,majority_class_accuracy_count,roc_auc_mean,roc_auc_std,roc_auc_count,average_precision_mean,average_precision_std,average_precision_count,f1_mean,f1_std,f1_count,brier_score_mean,brier_score_std,brier_score_count,predicted_positive_rate_mean,predicted_positive_rate_std,predicted_positive_rate_count,stage2_correct_context_wrong_mean,stage2_correct_context_wrong_std,stage2_correct_context_wrong_count,stage2_wrong_context_correct_mean,stage2_wrong_context_correct_std,stage2_wrong_context_correct_count,net_correction_mean,net_correction_std,net_correction_count,long_flat_sharpe_net_mean,long_flat_sharpe_net_std,long_flat_sharpe_net_count,long_short_sharpe_net_mean,long_short_sharpe_net_std,long_short_sharpe_net_count,long_flat_annualized_return_net_mean,long_flat_annualized_return_net_std,long_flat_annualized_return_net_count,long_short_annualized_return_net_mean,long_short_annualized_return_net_std,long_short_annualized_return_net_count,num_trainable_parameters_mean,num_trainable_parameters_std,num_trainable_parameters_count,num_frozen_parameters_mean,num_frozen_parameters_std,num_frozen_parameters_count
n13_5a_combo6,6,"combo_news_svd_60d_09,combo_news_svd_20d_18,combo_fg_mean_60,combo_fg_delta_60,combo_ofr_fsi_std_60,combo_riskoff_dollar_return_20",0.02,film_full_bounded_last_block,5,0,1441.0,0.0,5,0.5793199167244969,0.01833690104925007,5,0.5412907702984039,0.0,5,0.5848659761821637,0.0230037753056524,5,0.6112883990692219,0.01922994980560374,5,0.6502022806265947,0.006622766288151101,5,0.2741353522255377,0.008674157585391962,5,0.6613462873004858,0.04755036089694908,5,2.6,1.816590212458495,5,2.6,1.3416407864998738,5,0.0,0.7071067811865476,5,3.421315898490694,0.3799515854962032,5,2.3550432556347656,0.509568248500363,5,7.988317511017063,0.7289239099873082,5,6.847621471147475,1.4579944440998616,5,35072.0,0.0,5,2952962.0,0.0,5
