n12_variant,svd_dim,context_method,modulation_scale,freeze_classifier,seed_count,context_dim_mean,context_dim_std,context_dim_count,modulation_scale_mean,modulation_scale_std,modulation_scale_count,num_samples_mean,num_samples_std,num_samples_count,accuracy_mean,accuracy_std,accuracy_count,majority_class_accuracy_mean,majority_class_accuracy_std,majority_class_accuracy_count,accuracy_minus_majority_class_accuracy_mean,accuracy_minus_majority_class_accuracy_std,accuracy_minus_majority_class_accuracy_count,roc_auc_mean,roc_auc_std,roc_auc_count,f1_mean,f1_std,f1_count,brier_score_mean,brier_score_std,brier_score_count,positive_rate_mean,positive_rate_std,positive_rate_count,predicted_positive_rate_mean,predicted_positive_rate_std,predicted_positive_rate_count,long_flat_sharpe_net_mean,long_flat_sharpe_net_std,long_flat_sharpe_net_count,long_short_sharpe_net_mean,long_short_sharpe_net_std,long_short_sharpe_net_count,long_flat_annualized_return_net_mean,long_flat_annualized_return_net_std,long_flat_annualized_return_net_count,long_short_annualized_return_net_mean,long_short_annualized_return_net_std,long_short_annualized_return_net_count,num_trainable_parameters_mean,num_trainable_parameters_std,num_trainable_parameters_count,num_frozen_parameters_mean,num_frozen_parameters_std,num_frozen_parameters_count
n12b_confidence_gated_news_film,32,film_full_confidence_gated_last_block,0.02,True,5,102.0,0.0,5,0.02,0.0,5,1441.0,0.0,5,0.5793199167244969,0.018218333738359908,5,0.5412907702984039,0.0,5,,,0,0.5849210597773381,0.02328069224955566,5,0.6510711809366792,0.006972443111511886,5,0.274246840166426,0.008937732616379632,5,0.5412907702984039,0.0,5,0.6643997224149896,0.04859125408998831,5,3.4423121472519123,0.3737403793781096,5,2.407759221482054,0.5029006587929385,5,8.063840574406473,0.7185106306534962,5,6.998667597926297,1.4371733473082318,5,38144.0,0.0,5,2952962.0,0.0,5
n12b_confidence_gated_news_film,32,film_full_confidence_gated_last_block,0.05,True,5,102.0,0.0,5,0.05,0.0,5,1441.0,0.0,5,0.5793199167244969,0.018218333738359908,5,0.5412907702984039,0.0,5,,,0,0.5850674967997207,0.023319785432991586,5,0.6510711809366792,0.006972443111511886,5,0.2741246085760797,0.008915084527270202,5,0.5412907702984039,0.0,5,0.6643997224149896,0.04859125408998831,5,3.4423121472519123,0.3737403793781096,5,2.407759221482054,0.5029006587929385,5,8.063840574406473,0.7185106306534962,5,6.998667597926297,1.4371733473082318,5,38144.0,0.0,5,2952962.0,0.0,5
