bucket_family,bucket,transition_type,rank_reason,run_seed,sample_index,Date_stage2,future_return_stage2,prob_up_stage2,prob_up_stage4,prob_up_delta,pred_class_stage2,pred_class_stage4,correct_stage2,correct_stage4,context__funding_rate_mean_20_normalized,context__funding_rate_max_7_normalized,context__cot_open_interest_change_20_normalized,context__cot_open_interest_zscore_60_normalized,context__cot_lev_money_net_ratio_normalized
funding_mean_20_low20,yes,correction,largest_abs_prob_up_delta,42,1684,2022-12-08T00:00:00,-0.0392931996446836,0.5039600133895874,0.4898424446582794,-0.014117568731307983,1,0,False,True,-0.2427210937851898,-0.5081047145983825,-2.759836687106325,-1.340832666777632,0.1986427685302682
funding_mean_20_low20,yes,regression,largest_abs_prob_up_delta,43,1149,2021-06-21T00:00:00,0.0838389657606251,0.5070498585700989,0.4854420125484466,-0.021607846021652277,1,0,True,False,-0.7311449144225417,-0.5081047145983825,-2.759836687106325,-0.10070226838468,-0.6385361199146621
funding_mean_20_low20,yes,regression,largest_abs_prob_up_delta,43,1665,2022-11-19T00:00:00,0.0256205136557314,0.5013471245765686,0.4809154272079468,-0.020431697368621826,1,0,True,False,-0.9930829111821844,-0.5081047145983825,3.3873391643454656,2.380596496189446,0.4799776322021301
funding_mean_20_low20,yes,regression,largest_abs_prob_up_delta,43,1666,2022-11-20T00:00:00,0.0520422623021912,0.5003551244735718,0.4812772870063782,-0.019077837467193604,1,0,True,False,-0.9892571371301944,-0.5081047145983825,3.3873391643454656,2.1278146070938244,0.4799776322021301
funding_mean_20_low20,yes,regression,largest_abs_prob_up_delta,43,1782,2023-03-16T00:00:00,0.1268553905430585,0.5038511753082275,0.4870243370532989,-0.016826838254928644,1,0,True,False,-0.5633209593419625,-0.5081047145983825,-2.759836687106325,-1.144467812845237,-0.1599603937371581
funding_mean_20_low20,yes,regression,largest_abs_prob_up_delta,42,1603,2022-09-18T00:00:00,9.167611754734573e-05,0.5073465704917908,0.4922337830066681,-0.01511278748512268,1,0,True,False,-0.3755392162901238,-0.5081047145983825,-2.759836687106325,-0.6037530179575188,-0.9144177005632922
funding_max_7_high20,yes,correction,largest_abs_prob_up_delta,42,1084,2021-04-17T00:00:00,-0.0448601871858891,0.5032231211662292,0.472791463136673,-0.030431658029556274,1,0,False,True,2.1884945533534554,3.811967670243965,-0.3313827504847471,-0.3206527861008317,-2.435941644374247
funding_max_7_high20,yes,correction,largest_abs_prob_up_delta,43,1079,2021-04-12T00:00:00,-0.0548244236551954,0.5087913870811462,0.479749470949173,-0.029041916131973267,1,0,False,True,1.5634268361591854,3.811967670243965,0.2383727351003093,-0.2399596707010164,-2.463738670193471
funding_max_7_high20,yes,correction,largest_abs_prob_up_delta,42,1079,2021-04-12T00:00:00,-0.0548244236551954,0.5227197408676147,0.4971711933612823,-0.025548547506332453,1,0,False,True,1.5634268361591854,3.811967670243965,0.2383727351003093,-0.2399596707010164,-2.463738670193471
funding_max_7_high20,yes,correction,largest_abs_prob_up_delta,43,2171,2024-04-08T00:00:00,-0.1187012007819044,0.5031680464744568,0.4779429733753204,-0.025225073099136408,1,0,False,True,0.7294080928253545,0.596891363126222,-2.759836687106325,-0.8581663059975484,-1.664931803876669
funding_max_7_high20,yes,correction,largest_abs_prob_up_delta,43,1077,2021-04-10T00:00:00,-0.0347145759023094,0.502491295337677,0.4795008897781372,-0.022990405559539795,1,0,False,True,1.2273963485927453,1.7227645597282146,0.2383727351003093,-0.2303118959964304,-2.463738670193471
