date,news_count,unique_source_count,sources,headline_text_chars,headline_text_hash
2021-03-08,16,7,ACCESSWIRE | Benzinga | CoinDesk | ETF Trends | Fortune | GlobeNewswire | Reuters,1259,8597e083da1f0326
2021-03-09,14,7,Benzinga | CoinDesk | FX Empire | GlobeNewswire | Kiplinger | Reuters | Yahoo Finance UK,1146,2cb1cae318b5dc52
2021-03-10,14,5,Benzinga | Coin Rivet | CoinDesk | GlobeNewswire | MoneyShow,1054,131eb1bb544485ba
2021-03-11,16,5,ACCESSWIRE | Benzinga | CoinDesk | FX Empire | Yahoo Finance,1296,a4959a9e2e8cd37e
2021-03-12,19,6,Benzinga | CoinDesk | Fortune | InvestorPlace | The Telegraph | Yahoo Finance UK,1462,49978d45fe262989
2021-03-13,8,5,Benzinga | CoinDesk | Moneywise | Reuters | Yahoo Finance UK,437,3ef0f18aaf55db2b
2021-03-14,3,2,Reuters | Sportico,159,ae2a3518dfb41233
2021-03-15,23,10,Benzinga | Bloomberg | CoinDesk | GOBankingRates | GlobeNewswire | Investing.com | Reuters | TipRanks | Yahoo Finance UK | Zacks,1782,0b33168b03dd9d28
2021-03-16,15,6,ACCESSWIRE | Benzinga | CoinDesk | Entrepreneur | The Telegraph | Yahoo Finance UK,1102,b93b9b378ca04aef
2021-03-17,23,9,Benzinga | Coin Rivet | CoinDesk | Complex | Engadget | Fortune | GlobeNewswire | GuruFocus.com | TipRanks,1521,8282c3c352a8deb0
2021-03-18,28,8,ACCESSWIRE | Benzinga | CoinDesk | FX Empire | GOBankingRates | GlobeNewswire | The Telegraph | Zacks,2192,12362340f749b5ba
2021-03-19,21,6,ACCESSWIRE | Benzinga | Coin Rivet | CoinDesk | GlobeNewswire | National Review,1747,23f9edcaaa2cd5e5
2021-03-21,3,3,CoinDesk | Time | Yahoo Finance UK,271,52e28e70bace9a0f
2021-03-22,18,5,Associated Press | Benzinga | CoinDesk | FX Empire | Miami Herald,1387,8b1e6c58ef24ef94
2021-03-23,14,6,Benzinga | Bloomberg | CoinDesk | Entrepreneur | FX Empire | GuruFocus.com,1078,a8ada92809ee5d45
2021-03-24,28,11,Benzinga | CoinDesk | Engadget | FX Empire | Fortune | GOBankingRates | GlobeNewswire | Reuters | Robb Report | The Independent | Yahoo Finance UK,2224,676cb12dad0730ee
2021-03-25,19,7,Benzinga | CoinDesk | FX Empire | Insider Monkey | Investing.com | Newsfile | The Independent,1406,0c5af5d6323b8d93
2021-03-26,21,9,Benzinga | CoinDesk | ETF Trends | GOBankingRates | GlobeNewswire | Kiplinger | Quartz | Worth | Yahoo Finance UK,1596,3ea23c345359cb58
2021-03-27,1,1,Moneywise,66,831f903b7eedd1d2
2021-03-28,2,2,Benzinga | GOBankingRates,147,a190fec0581df46d
2021-03-29,20,7,Benzinga | CoinDesk | FX Empire | GOBankingRates | GlobeNewswire | Quartz | Yahoo Finance UK,1557,57d9766c54c08031
2021-03-30,18,6,BeInCrypto | Benzinga | CoinDesk | Fortune | GlobeNewswire | Newsfile,1539,8c1447e90188143b
2021-03-31,20,5,ACCESSWIRE | BeInCrypto | Benzinga | CoinDesk | Zacks,1486,23e937f83bd716b1
2021-04-01,25,7,ACCESSWIRE | BeInCrypto | Benzinga | CoinDesk | FX Empire | GOBankingRates | GlobeNewswire,1957,e6d64791ac7e0b4c
2021-04-02,12,5,BeInCrypto | Benzinga | Coin Rivet | CoinDesk | InvestorPlace,944,7ec336dc92a7ff0f
2021-04-03,1,1,BeInCrypto,74,a72dbc2f3022b8c6
2021-04-04,1,1,CoinDesk,82,0c7bb2d5211ef500
2021-04-05,23,6,BeInCrypto | CoinDesk | FX Empire | GlobeNewswire | SmartAsset | Yahoo Money,1663,6abd1463161b079b
2021-04-06,21,8,ACCESSWIRE | BeInCrypto | Benzinga | CoinDesk | Entrepreneur | GlobeNewswire | Investing.com | Newsfile,1834,0ef9890a47949172
2021-04-07,17,6,BeInCrypto | CoinDesk | GlobeNewswire | The Independent | The Week | Zacks,1360,bc6653d4ee1178e0
2021-04-08,19,5,ACCESSWIRE | BeInCrypto | CoinDesk | FX Empire | GlobeNewswire,1421,2304c902ce17afe0
2021-04-09,13,4,BeInCrypto | CoinDesk | GOBankingRates | SmartAsset,966,e5ca53ba2d402c6b
2021-04-10,5,3,BeInCrypto | CoinDesk | Yahoo Finance UK,370,dbdafc17f8678564
2021-04-11,3,3,Benzinga | CoinDesk | Reuters,235,ac2086e2b71bef9e
2021-04-12,15,6,Coin Rivet | CoinDesk | FX Empire | GlobeNewswire | TipRanks | etf.com,1112,df3ab4b54d755f93
2021-04-13,24,8,BeInCrypto | Coin Rivet | CoinDesk | Entrepreneur | GlobeNewswire | Newsfile | Reuters | Yahoo Finance UK,1805,db3118c638828a72
2021-04-14,14,8,ACCESSWIRE | BeInCrypto | Benzinga | CoinDesk | Entrepreneur | GOBankingRates | GlobeNewswire | Yahoo Finance UK,1117,44cdc39ba445b178
2021-04-15,17,8,BeInCrypto | CoinDesk | Fortune | GlobeNewswire | Newsfile | SlickDeals | The Telegraph | Zacks,1169,cf49dec3f9a36140
2021-04-16,21,8,BeInCrypto | Benzinga | CoinDesk | Exec Edge | GOBankingRates | GlobeNewswire | Reuters | Yahoo Finance UK,1613,0fde66392067e54b
2021-04-17,5,4,BeInCrypto | CoinDesk | ETF Trends | Insider Monkey,347,aa20e9eec30ced9e
2021-04-18,9,6,BeInCrypto | Benzinga | CoinDesk | Reuters | The Telegraph | Yahoo Finance UK,562,b73a1bb11e4c2e0c
2021-04-19,23,9,BeInCrypto | Benzinga | Bloomberg | CoinDesk | FX Empire | GlobeNewswire | Reuters | Robb Report | USA TODAY,1748,79bb3dd0d33e6cf9
2021-04-20,20,11,ACCESSWIRE | Associated Press | BeInCrypto | CoinDesk | GOBankingRates | News Direct | Newsfile | The Independent | USA TODAY | Yahoo Finance UK | Zacks,1527,947a76c249a75c7e
2021-04-21,16,5,ACCESSWIRE | BeInCrypto | Coin Rivet | CoinDesk | GlobeNewswire,1411,faf215a9d313e875
2021-04-22,18,6,BeInCrypto | CoinDesk | FX Empire | GlobeNewswire | Yahoo Finance UK | Yahoo Money,1283,97fa8bca83b68f10
2021-04-23,29,12,BeInCrypto | CoinDesk | Fortune | GOBankingRates | GlobeNewswire | Investing.com | InvestorPlace | Reuters | TechCrunch | The Independent | The Telegraph | Yahoo Finance UK,2249,103122acd58ebbb4
2021-04-24,3,2,Associated Press | Reuters,140,01d2a693de9f92d7
2021-04-25,4,3,BeInCrypto | Benzinga | CoinDesk,251,4dccc2c2369ffe57
2021-04-26,21,13,BeInCrypto | Benzinga | Bloomberg | CoinDesk | Entrepreneur | GuruFocus.com | Insider Monkey | Investing.com | Reuters | The Telegraph | USA TODAY | Yahoo Finance UK | Zacks,1421,782ea481888abcf9
2021-04-27,22,6,BeInCrypto | CoinDesk | FX Empire | GlobeNewswire | Yahoo Finance UK | etf.com,1561,942c655421b204bb
2021-04-28,19,9,BeInCrypto | Bloomberg | Coin Rivet | CoinDesk | Fortune | GOBankingRates | GlobeNewswire | Newsfile | Reuters,1291,10d112a27b0365dc
2021-04-29,20,5,BeInCrypto | CoinDesk | Fortune | GOBankingRates | GlobeNewswire,1405,0138a72c7bcd6fce
2021-04-30,10,6,ACCESSWIRE | BeInCrypto | CoinDesk | Fortune | Investing.com | Reuters,712,c441969a47c32c59
2021-05-01,5,4,BeInCrypto | Benzinga | Coin Rivet | Deadline,422,77379faea1ba72b3
2021-05-02,8,4,BeInCrypto | CoinDesk | GOBankingRates | Yahoo Finance UK,567,eaba49cf8ada2248
2021-05-03,15,8,BeInCrypto | Benzinga | Bloomberg | CoinDesk | ETF Trends | Fortune | GlobeNewswire | Insider Monkey,1014,710b238df26164b7
2021-05-04,10,5,BeInCrypto | GOBankingRates | Reuters | SmartAsset | The Independent,679,aa877dbc4a1497c4
2021-05-05,11,8,BeInCrypto | Coin Rivet | CoinDesk | Entrepreneur | Fortune | GlobeNewswire | Reuters | Yahoo Finance,866,8df40355e5c547c6
2021-05-06,11,6,BeInCrypto | FX Empire | GlobeNewswire | SmarterAnalyst | Yahoo Money | Zacks,822,110792b28ed9eef0
2021-05-07,3,3,InvestorPlace | Yahoo Finance UK | Zacks,199,83c92273e89cf015
2021-05-08,1,1,BeInCrypto,61,123abd7fe21e173c
2021-05-10,6,5,BeInCrypto | Benzinga | FX Empire | GlobeNewswire | TipRanks,454,3b33daf5f9a30c64
2021-05-11,9,7,BeInCrypto | Bloomberg | Fortune | GlobeNewswire | Newsfile | Reuters | Yahoo Sports,657,71c05fa6744a8dd5
2021-05-12,17,10,ACCESSWIRE | BeInCrypto | Benzinga | Bloomberg | CoinDesk | Engadget | Entrepreneur | FX Empire | GlobeNewswire | Yahoo Finance UK,1378,01c0e6b303d7dc35
2021-05-13,42,18,ACCESSWIRE | Associated Press | BeInCrypto | Bloomberg | Coin Rivet | CoinDesk | Engadget | FX Empire | Fortune | Investing.com | LA Times | Reuters | Robb Report | The Independent | The Telegraph | Yahoo Finance | Zacks | etf.com,3058,7d37662d7633d2cd
2021-05-14,20,11,BeInCrypto | Benzinga | CoinDesk | FX Empire | GOBankingRates | GlobeNewswire | Investing.com | The Independent | TipRanks | Yahoo Finance | Yahoo Finance UK,1602,a0a120720b84c7f9
2021-05-15,3,2,BeInCrypto | CoinDesk,206,9bcf0705a21d727a
2021-05-16,6,4,BeInCrypto | Bloomberg | CoinDesk | Reuters,356,2dae7e88b7963374
2021-05-17,32,13,ACCESSWIRE | BeInCrypto | Bloomberg | Coin Rivet | CoinDesk | FX Empire | Fortune | GOBankingRates | Investing.com | Reuters | The Daily Beast | The Independent | Yahoo Finance UK,2342,65578148a7e40baf
2021-05-18,28,10,BeInCrypto | Benzinga | CoinDesk | FX Empire | GlobeNewswire | Moneywise | The Independent | The Telegraph | Yahoo Finance Canada | Yahoo Finance UK,1965,5faae42cff3a4485
2021-05-19,28,10,BeInCrypto | CoinDesk | Entrepreneur | FX Empire | Fortune | Reuters | TechCrunch | The Independent | USA TODAY | Yahoo Finance,2138,70cfacced0c041cc
2021-05-20,22,11,BeInCrypto | CoinDesk | FX Empire | Fortune | GOBankingRates | GlobeNewswire | Reuters | The Independent | Yahoo Finance | Yahoo Finance UK | Zacks,1535,c991eb135d327c4d
2021-05-21,24,12,ACCESSWIRE | BeInCrypto | Benzinga | CoinDesk | Fortune | Investing.com | InvestorPlace | Poets & Quants | Reuters | The Independent | TipRanks | Yahoo Finance UK,1736,b61ca7dae1be776e
2021-05-22,7,4,BeInCrypto | CoinDesk | InvestorPlace | The Independent,534,efc844c0bebe6cc8
2021-05-23,11,8,BeInCrypto | Benzinga | CoinDesk | FX Empire | Pitchbook | Reuters | The Telegraph | Yahoo Finance UK,738,f29eaac4bcc41309
2021-05-24,33,12,BeInCrypto | CoinDesk | FX Empire | Fortune | GOBankingRates | GlobeNewswire | Investing.com | Reuters | The Independent | The Telegraph | Yahoo Finance | Yahoo Finance UK,2617,125b84f1dd00daff
2021-05-25,21,11,BeInCrypto | Benzinga | CoinDesk | Engadget | FX Empire | Fortune | GOBankingRates | GuruFocus.com | Insider Monkey | Newsfile | Yahoo Finance UK,1753,7f39e838592e589c
2021-05-26,26,13,BeInCrypto | Bloomberg | CoinDesk | ETF Trends | Entrepreneur | FX Empire | GlobeNewswire | Investing.com | Newsfile | Reuters | The Independent | The Telegraph | Yahoo Finance UK,1951,e8ceae443408361e
2021-05-27,20,8,BeInCrypto | Benzinga | CoinDesk | FX Empire | InvestorPlace | TipRanks | Yahoo Finance UK | Zacks,1371,f337ca3223d12183
2021-05-28,20,11,ACCESSWIRE | BeInCrypto | CoinDesk | Engadget | FX Empire | GlobeNewswire | Investing.com | InvestorPlace | Reuters | The Telegraph | Yahoo Finance UK,1651,e2d54cc2288a599a
2021-05-29,4,3,CoinDesk | InvestorPlace | Reuters,221,4d55e7bd2d087eb2
2021-05-30,6,6,BeInCrypto | Benzinga | FX Empire | Moneywise | Reuters | The Independent,418,1fc2658b09ee0f90
2021-05-31,11,4,ACCESSWIRE | BeInCrypto | CoinDesk | FX Empire,770,ee5e96a5095eca35
2021-06-01,20,8,ACCESSWIRE | BeInCrypto | CoinDesk | FX Empire | GOBankingRates | GlobeNewswire | The Independent | Yahoo Finance,1545,8269d4919375186b
2021-06-02,9,5,ACCESSWIRE | BeInCrypto | CoinDesk | FX Empire | GlobeNewswire,696,49ae0588276df894
2021-06-03,25,8,ACCESSWIRE | BeInCrypto | Benzinga | CoinDesk | Entrepreneur | FX Empire | Reuters | The Independent,1844,b786f904cc39ff1c
2021-06-04,19,12,ACCESSWIRE | BeInCrypto | Bloomberg | CoinDesk | Engadget | FX Empire | GOBankingRates | GlobeNewswire | Investing.com | InvestorPlace | Miami Herald | The Independent,1400,57211f58c94f976d
2021-06-05,7,4,BeInCrypto | Coin Rivet | CoinDesk | GlobeNewswire,578,1bb4d24463d68759
2021-06-06,10,6,Associated Press | BeInCrypto | Bloomberg | CoinDesk | Engadget | Yahoo Finance UK,751,7e0db6550b6942f0
2021-06-07,34,12,ACCESSWIRE | BeInCrypto | CoinDesk | Engadget | FX Empire | GOBankingRates | GlobeNewswire | Moneywise | Politico | Reuters | The Independent | Yahoo Finance UK,2525,4c98da8dc167678e
2021-06-08,28,12,BeInCrypto | Bloomberg | Coin Rivet | CoinDesk | FX Empire | GOBankingRates | GlobeNewswire | Reuters | SmarterAnalyst | The Independent | U.S.News & World Report | Yahoo Finance UK,2236,0947a4819ff15d01
2021-06-09,27,10,BeInCrypto | CoinDesk | Dirt | Engadget | Evening Standard | FX Empire | GOBankingRates | Insider Monkey | The Independent | Yahoo Finance UK,2029,d16dc3b5bd1e3934
2021-06-10,28,10,ACCESSWIRE | BeInCrypto | CoinDesk | Engadget | FX Empire | Fortune | Investing.com | The Independent | Yahoo Finance UK | Yahoo Money,1984,894f0a3ebfa3f3a4
2021-06-11,25,11,Associated Press | BeInCrypto | Benzinga | CoinDesk | FX Empire | Investing.com | InvestorPlace | Miami Herald | Reuters | Yahoo Finance | Yahoo Finance UK,1787,4d3263170098cd71
2021-06-12,8,5,BeInCrypto | CoinDesk | InvestorPlace | Reuters | The Independent,469,4732f1a201f7fb8c
2021-06-13,6,3,BeInCrypto | CoinDesk | Reuters,367,c6545ef32c0ef703
2021-06-14,35,12,BeInCrypto | Benzinga | CoinDesk | FX Empire | GOBankingRates | GlobeNewswire | Investing.com | Reuters | The Independent | Washington Examiner | Yahoo Finance UK | etf.com,2642,69cdd41476acb297
2021-06-15,19,11,ACCESSWIRE | BeInCrypto | Benzinga | CoinDesk | FX Empire | GOBankingRates | GlobeNewswire | Investing.com | The Independent | Yahoo Finance | Yahoo Finance UK,1461,99d7f6073127f5c5
2021-06-16,10,5,BeInCrypto | CoinDesk | Investing.com | TipRanks | Yahoo Finance UK,673,17d142020d53e2e1
2021-06-17,20,8,ACCESSWIRE | BeInCrypto | CoinDesk | FX Empire | GOBankingRates | GlobeNewswire | Moneywise | Yahoo Finance UK,1557,7a0f86ccac3a9a7a
2021-06-18,22,8,BeInCrypto | Coin Rivet | CoinDesk | Fortune | GlobeNewswire | Investing.com | Reuters | The Independent,1609,2f29b64e29e6d485
2021-06-19,3,2,BeInCrypto | CoinDesk,175,7a20c02833c7000c
2021-06-20,3,2,BeInCrypto | Bloomberg,203,6c761a0b53abb963
2021-06-21,35,15,BeInCrypto | Benzinga | Bloomberg | Coin Rivet | CoinDesk | FX Empire | Fortune | GOBankingRates | Investing.com | Newsfile | Reuters | SmarterAnalyst | The Independent | Washington Examiner | Yahoo Finance UK,2596,ffca54539da77b24
2021-06-22,37,16,BeInCrypto | Benzinga | CoinDesk | FX Empire | Fortune | GOBankingRates | Reuters | SmarterAnalyst | The Independent | The Telegraph | USA TODAY | Washington Examiner | Yahoo Finance | Yahoo Finance Canada | Yahoo Finance UK | Zacks,2595,3f49fdc4c5c80af1
2021-06-23,25,12,BeInCrypto | Bloomberg | CoinDesk | ETF Trends | Engadget | FX Empire | Investing.com | Moneywise | Reuters | TechCrunch | Yahoo Finance UK | Zacks,1579,f2bebcefca3d8a86
2021-06-24,22,7,BeInCrypto | CoinDesk | FX Empire | Fortune | GOBankingRates | The Independent | Yahoo Finance UK,1573,f2a0da4d9370da76
2021-06-25,25,9,BeInCrypto | Benzinga | Coin Rivet | CoinDesk | FX Empire | Reuters | South China Morning Post | The Independent | Yahoo Finance UK,1765,203396f3ef1e7926
2021-06-26,6,4,BeInCrypto | Coin Rivet | GlobeNewswire | InvestorPlace,430,49d386bebfc94eb8
2021-06-27,5,4,ACCESSWIRE | BeInCrypto | CoinDesk | The Telegraph,432,a5dd9491867ea23f
2021-06-28,22,13,Associated Press | BeInCrypto | Coin Rivet | CoinDesk | Evening Standard | FX Empire | Fortune | Investing.com | Newsfile | Reuters | TipRanks | Yahoo Finance | Yahoo Finance UK,1654,523a99697025b683
2021-06-29,20,6,ACCESSWIRE | BeInCrypto | CoinDesk | FX Empire | The Independent | Yahoo Finance UK,1456,14cfd256850d3390
2021-06-30,23,7,BeInCrypto | CoinDesk | FX Empire | Investing.com | Kiplinger | Reuters | Yahoo Finance UK,1560,5c9a4c0079cb00d6
2021-07-01,20,10,BeInCrypto | Coin Rivet | CoinDesk | Evening Standard | FX Empire | GlobeNewswire | Reuters | TechCrunch | Yahoo Finance UK | Zacks,1411,b674be17c817085f
2021-07-02,17,9,ACCESSWIRE | BeInCrypto | Coin Rivet | CoinDesk | FX Empire | GlobeNewswire | Investing.com | Yahoo Finance UK | Zacks,1233,5d29fe510759242c
2021-07-03,4,2,BeInCrypto | CoinDesk,292,611b29bd8a77fc7d
2021-07-04,3,2,BeInCrypto | CoinDesk,219,4689eab0d0d628f0
2021-07-05,14,5,BeInCrypto | CoinDesk | FX Empire | The Independent | Yahoo Finance UK,1024,66e2ed5b84bef23e
2021-07-06,17,6,BeInCrypto | CoinDesk | FX Empire | GlobeNewswire | The Independent | Worth,1332,09c3ebb089771068
2021-07-07,13,5,BeInCrypto | CoinDesk | Newsfile | The Independent | Yahoo Finance,948,f3623003052b1629
2021-07-08,17,9,ACCESSWIRE | BeInCrypto | CoinDesk | FX Empire | Fortune | SmartAsset | TipRanks | Washington Post | Yahoo Finance UK,1100,5620ae131ec0eb14
2021-07-09,19,7,BeInCrypto | CoinDesk | Entrepreneur | Evening Standard | FX Empire | Fortune | GOBankingRates,1281,e66d130ced4932e8
2021-07-10,3,3,BeInCrypto | Coin Rivet | InvestorPlace,202,dc21a035e2ae3142
2021-07-11,3,3,BeInCrypto | ETF Trends | TipRanks,211,8e7994892e5d418b
2021-07-12,13,6,ACCESSWIRE | BeInCrypto | CoinDesk | FX Empire | GOBankingRates | Yahoo Finance UK,996,91d41ee1760d27b7
2021-07-13,17,6,BeInCrypto | Bloomberg | CoinDesk | FX Empire | GlobeNewswire | Yahoo Finance UK,1171,ddd86b7771f276d2
2021-07-14,15,5,BeInCrypto | CoinDesk | FX Empire | Fortune | GlobeNewswire,1007,0891b258a3e2f380
2021-07-15,22,10,ACCESSWIRE | Bloomberg | Coin Rivet | CoinDesk | FX Empire | Fortune | GlobeNewswire | NY Daily News | The Telegraph | Washington Examiner,1565,a507a199f1abea7f
2021-07-16,17,9,Benzinga | Coin Rivet | CoinDesk | FX Empire | Fortune | GlobeNewswire | InvestorPlace | Newsfile | Zacks,1312,d6885e15684b675e
2021-07-18,3,2,Benzinga | TipRanks,203,a14b516b77ba075f
2021-07-19,13,5,ACCESSWIRE | CoinDesk | FX Empire | Reuters | The Independent,964,c69c255ae5a84ac6
2021-07-20,21,13,ACCESSWIRE | BeInCrypto | Coin Rivet | CoinDesk | FX Empire | Fortune | GOBankingRates | GlobeNewswire | Investing.com | Reuters | The Independent | Washington Examiner | Yahoo Finance UK,1446,bf5c80dff56c60ff
2021-07-21,15,7,BeInCrypto | CoinDesk | FX Empire | GOBankingRates | Reuters | The Telegraph | Yahoo Finance UK,965,809bd8f118aaec37
2021-07-22,21,6,BeInCrypto | Benzinga | CoinDesk | FX Empire | Fortune | Investing.com,1599,7b31b6a12bd1b755
2021-07-23,13,6,BeInCrypto | CoinDesk | Entrepreneur | FX Empire | InvestorPlace | Yahoo Finance UK,798,ed9724fec07dcccc
2021-07-24,2,2,BeInCrypto | Benzinga,143,322fce838892a78a
2021-07-25,3,3,BeInCrypto | Benzinga | TipRanks,173,39a03b7c7aa99fbd
2021-07-26,38,15,ACCESSWIRE | BeInCrypto | Benzinga | Bloomberg | Business Insider | Coin Rivet | CoinDesk | FX Empire | Fortune | GOBankingRates | Investing.com | Reuters | The Independent | Yahoo Finance | Yahoo Finance UK,2765,ad79643f7a16f97f
2021-07-27,16,8,Benzinga | CoinDesk | Entrepreneur | FX Empire | Fortune | Newsfile | Yahoo Finance UK | Zacks,1092,0ed046863a5c0164
2021-07-28,21,10,BeInCrypto | Benzinga | Coin Rivet | CoinDesk | ETF Trends | FX Empire | GlobeNewswire | Reuters | Yahoo Finance | Yahoo Finance UK,1515,4602bc7e619237ec
2021-07-29,17,5,BeInCrypto | CoinDesk | FX Empire | GOBankingRates | GlobeNewswire,1243,31c335ae2a915e1a
2021-07-30,11,6,ACCESSWIRE | BeInCrypto | CoinDesk | FX Empire | GlobeNewswire | Yahoo Finance,788,2b00c519c81602a8
2021-07-31,8,3,BeInCrypto | Benzinga | CoinDesk,559,977ed9346b3c5c7d
2021-08-01,2,2,BeInCrypto | CoinDesk,155,5275f27bb3285c70
2021-08-02,19,8,BeInCrypto | Benzinga | Coin Rivet | CoinDesk | FX Empire | Fortune | GOBankingRates | GlobeNewswire,1298,6dedb78c53eb56da
2021-08-03,19,8,ACCESSWIRE | CoinDesk | FX Empire | GOBankingRates | GlobeNewswire | Investing.com | Yahoo Finance | Yahoo Finance UK,1361,cc4f7705924af114
2021-08-04,14,8,BeInCrypto | Benzinga | CoinDesk | FX Empire | GlobeNewswire | Investing.com | Newsfile | Yahoo Finance UK,1035,b94350157e0fa0fd
2021-08-05,15,6,BeInCrypto | Benzinga | CoinDesk | FX Empire | GlobeNewswire | Zacks,1152,9ee5c2f3f8935393
2021-08-06,9,4,BeInCrypto | CoinDesk | Entrepreneur | FX Empire,627,03b585d381080540
2021-08-07,1,1,BeInCrypto,59,a26e9755cbcf7d60
2021-08-08,2,2,Business Insider | GlobeNewswire,125,7575fe4414efe31e
2021-08-09,19,8,BeInCrypto | CoinDesk | Deadline | FX Empire | Investing.com | InvestorPlace | Reuters | Yahoo Finance UK,1324,698abeb8d1ae3242
2021-08-10,17,11,ACCESSWIRE | BeInCrypto | Coin Rivet | CoinDesk | Engadget | Entrepreneur | FX Empire | GOBankingRates | Kiplinger | Miami Herald | MoneyShow,1224,5bb93ba603d653af
2021-08-11,12,5,Benzinga | Coin Rivet | CoinDesk | FX Empire | GlobeNewswire,907,d50375d2505c61af
2021-08-12,13,9,BeInCrypto | CoinDesk | FX Empire | Fortune | GlobeNewswire | Investing.com | Kiplinger | Newsfile | etf.com,933,5767912783b8555c
2021-08-13,12,5,ACCESSWIRE | BeInCrypto | CoinDesk | FX Empire | GlobeNewswire,884,05c1d8eff0f8d3fd
2021-08-15,1,1,Bloomberg,63,5d5bae9744a63373
2021-08-16,13,6,ACCESSWIRE | Benzinga | CoinDesk | FX Empire | Fortune | GOBankingRates,944,5881f4754fd178e7
2021-08-17,17,6,BeInCrypto | Benzinga | Business Insider | CoinDesk | FX Empire | Yahoo Finance,1408,9f2223d7ae966270
2021-08-18,17,6,BeInCrypto | Benzinga | CoinDesk | FX Empire | Newsfile | Yahoo Finance UK,1361,120c6c0c229be190
2021-08-19,16,8,BeInCrypto | Benzinga | Coin Rivet | CoinDesk | FX Empire | Fortune | Investing.com | TipRanks,1174,aa10557cc3e8ab4a
2021-08-20,20,8,BeInCrypto | Benzinga | Coin Rivet | CoinDesk | Entrepreneur | FX Empire | Reuters | Zacks,1390,83eb112493dbb9f3
2021-08-21,7,4,BeInCrypto | Benzinga | CoinDesk | ETF Trends,468,04d0d585d703b52c
2021-08-22,4,4,BeInCrypto | Benzinga | Bloomberg | CoinDesk,295,a7401ddab3fc1393
2021-08-23,23,8,BeInCrypto | Benzinga | CoinDesk | FX Empire | GlobeNewswire | Investing.com | Reuters | Yahoo Finance UK,1620,3868bb97302d2f12
2021-08-24,23,11,BeInCrypto | Benzinga | Coin Rivet | CoinDesk | Entrepreneur | FX Empire | The Independent | Washington Examiner | Yahoo Finance | Yahoo Finance UK | Zacks,1577,75804593e1b8fcd2
2021-08-25,23,12,BeInCrypto | Benzinga | Chicago Tribune | CoinDesk | FX Empire | GOBankingRates | GlobeNewswire | Moneywise | Newsfile | The Independent | Yahoo Finance UK | Zacks,1831,a79f06f31ab43f8f
2021-08-26,10,5,Benzinga | CoinDesk | FX Empire | Newsfile | The Independent,729,ed01d7c7b1b1c7c2
2021-08-27,14,9,ACCESSWIRE | BeInCrypto | Benzinga | FX Empire | Investing.com | Reuters | The Independent | Yahoo Finance | Yahoo Finance UK,1112,64e27afad15bbb6d
2021-08-28,2,2,BeInCrypto | Newsfile,181,a2d20eeca5a7dce0
2021-08-30,5,4,BeInCrypto | Benzinga | FX Empire | GlobeNewswire,382,2f450453980627b3
2021-08-31,13,6,ACCESSWIRE | BeInCrypto | Benzinga | Coin Rivet | FX Empire | Investing.com,1238,c4bc8b93c7b064e9
2021-09-01,11,6,BeInCrypto | Benzinga | Coin Rivet | FX Empire | GOBankingRates | GlobeNewswire,798,fc9373980a8c296f
2021-09-02,13,8,BeInCrypto | Benzinga | FX Empire | GlobeNewswire | Investing.com | InvestorPlace | Yahoo Finance UK | etf.com,948,01908a738e536a0b
2021-09-03,9,6,BeInCrypto | Benzinga | Business Insider | FX Empire | GOBankingRates | GlobeNewswire,804,84e14a634c43c943
2021-09-05,2,2,BeInCrypto | Reuters,110,38d9714ce0c907a7
2021-09-06,11,8,Associated Press | BeInCrypto | Business Insider | Coin Rivet | FX Empire | Fortune | Investing.com | Yahoo Finance UK,845,d298985e1b7d8cac
2021-09-07,23,16,Associated Press | BeInCrypto | Benzinga | Business Insider | Engadget | Evening Standard | FX Empire | Fortune | GlobeNewswire | Investing.com | Newsfile | Reuters | The Independent | Washington Examiner | Yahoo Finance | Yahoo Finance UK,1949,da16824929f77183
2021-09-08,24,13,ACCESSWIRE | BeInCrypto | Bloomberg | Business Insider | FX Empire | GOBankingRates | GlobeNewswire | Investing.com | Newsfile | Reuters | The Independent | Yahoo Finance | Yahoo Finance UK,2209,58f7feac6f353e2e
2021-09-09,20,12,BeInCrypto | Benzinga | Coin Rivet | FX Empire | Fortune | GOBankingRates | GlobeNewswire | Investing.com | Moneywise | Reuters | The Telegraph | Washington Examiner,1409,d94bf202e17dd29b
2021-09-10,13,7,BeInCrypto | Coin Rivet | FX Empire | GlobeNewswire | Investing.com | Yahoo Finance | Yahoo Finance UK,899,12b469a3bdc77a5b
2021-09-11,4,4,BeInCrypto | Moneywise | Newsfile | The Conversation,310,dd508441e9d76b84
2021-09-13,9,5,BeInCrypto | Benzinga | FX Empire | GlobeNewswire | The Daily Beast,711,89b3814632269a2c
2021-09-14,7,3,BeInCrypto | FX Empire | GOBankingRates,526,895badffcbe303a8
2021-09-15,11,4,ACCESSWIRE | BeInCrypto | Benzinga | FX Empire,698,fb070e6b2d6cdf8c
2021-09-16,11,7,BeInCrypto | Coin Rivet | Engadget | FX Empire | GlobeNewswire | Newsfile | Reuters,884,dd90f394b380e220
2021-09-17,6,5,BeInCrypto | ETF Trends | FX Empire | GOBankingRates | Yahoo Finance UK,490,12297a2b07ddecbe
2021-09-18,1,1,Business Insider,81,2d2c8b548a5943e1
2021-09-19,3,2,BeInCrypto | Benzinga,234,8396c900a37f08ec
