date,news_count,unique_source_count,sources,headline_text_chars,headline_text_hash
2018-09-13,10,5,Bitcoin Magazine | CCN | CoinDesk | Fox Business | Investing.com,735,254f445ab529e9c3
2018-09-14,10,5,Bitcoin Magazine | CCN | CoinDesk | InvestorPlace | Motley Fool,708,9f1c0f8a86c11259
2018-09-15,7,2,CCN | FX Empire,482,acfff0efeaf603ec
2018-09-16,10,4,Bitcoin Magazine | CCN | FX Empire | The Telegraph,690,0208015461731ef6
2018-09-17,7,5,CCN | CoinDesk | FX Empire | Investing.com | Motley Fool,415,92a12da41958507c
2018-09-19,3,2,CCN | Fortune,248,a744ee417191206c
2018-09-20,6,5,Benzinga | Bitcoin Magazine | CCN | CoinDesk | The Independent,413,3a10b0495adb86de
2018-09-21,10,6,Bitcoin Magazine | CCN | FX Empire | GuruFocus.com | Investing.com | Motley Fool,730,b511aa15f18d3cbd
2018-09-22,6,3,Bitcoin Magazine | CCN | Motley Fool,371,e1f40780219d7c7b
2018-09-23,7,2,CCN | FX Empire,499,fcbfdf19141d7e42
2018-09-24,9,3,Bitcoin Magazine | CCN | CoinDesk,664,d35e0997a6f33d88
2018-09-25,3,2,CCN | FX Empire,225,2401d28d1061ec9d
2018-09-26,4,3,ACCESSWIRE | CCN | Investing.com,241,d7924dff0e68f010
2018-09-27,5,2,CCN | Market Exclusive,387,6889fe836d125748
2018-09-28,9,5,Benzinga | Bitcoin Magazine | CCN | Investing.com | Zacks,666,80599409aed2887a
2018-09-29,5,2,Bitcoin Magazine | CCN,364,4782a9ca435b5ab3
2018-09-30,4,2,CCN | FX Empire,311,b7d1ecbac9827899
2018-10-01,4,3,CCN | CoinDesk | FX Empire,285,8dd21207a17fa636
2018-10-02,5,2,CCN | FX Empire,324,f08492f293eeb878
2018-10-03,3,3,CCN | CNBC | FX Empire,206,86965661c3ad95ce
2018-10-04,2,1,CCN,134,b9982b58d3df1d6a
2018-10-05,3,3,CCN | Cointelegraph | Investing.com,231,c3c73ca17501234d
2018-10-06,7,2,CCN | FX Empire,534,6485c7e13ee93072
2018-10-07,5,3,CCN | FX Empire | Motley Fool,366,a1125a60f0b3988a
2018-10-08,1,1,CoinDesk,56,cb7036556348f060
2018-10-09,4,3,Bitcoin Magazine | CCN | U.S.News & World Report,284,012d476c4187c10c
2018-10-10,1,1,Market Exclusive,84,2f2e5bf4889e46a3
2018-10-11,7,4,Business Insider | CCN | CoinDesk | The Telegraph,504,2e25b7f1ff9d4995
2018-10-12,4,1,CCN,325,eb3a68bbd6d91709
2018-10-13,1,1,CCN,51,9aba7702752b8c22
2018-10-14,3,1,CCN,216,53b81ac569c7a4d6
2018-10-15,1,1,CCN,86,f93f26eb6677c8f6
2018-10-16,2,1,CCN,131,1bbb175411000938
2018-10-18,2,2,Bitcoin Magazine | CCN,151,b789039609ef06a0
2018-10-19,1,1,CCN,67,221361509fbc09df
2018-10-20,2,2,CCN | FX Empire,129,1ca5cbac39b07f76
2018-10-21,5,2,CCN | FX Empire,362,e854b7b01a790469
2018-10-22,5,2,CCN | Market Exclusive,416,bbd298976bce1baa
2018-10-23,2,1,CCN,126,5e7c9c5534ad3474
2018-10-24,4,3,CCN | FX Empire | Investing.com,282,fb6094abc10a64c7
2018-10-25,2,1,CCN,127,e4da726cd4ee8adc
2018-10-26,2,2,Bitcoin Magazine | CCN,142,a0e11f943641d7bd
2018-10-27,4,3,CCN | FX Empire | Motley Fool,266,55574edfe24ee01c
2018-10-28,5,2,CCN | FX Empire,339,1d1e7903c856aa30
2018-10-29,8,6,CCN | FX Empire | InvestorPlace | Market Exclusive | The Telegraph | Time,593,e899cc7acb294bfc
2018-10-30,8,4,Bitcoin Magazine | CCN | Investing.com | Market Exclusive,598,7e4faf226918921e
2018-10-31,12,6,Benzinga | CCN | CoinDesk | Cointelegraph | The Independent | Yahoo Finance UK,907,8ae35b546255cc34
2018-11-01,3,2,Bitcoin Magazine | CCN,221,c6684e4ca075a7c1
2018-11-02,14,6,Benzinga | CCN | CoinDesk | FX Empire | Investing.com | Market Exclusive,1046,364f0cc9d9c08957
2018-11-03,5,3,CCN | FX Empire | The Telegraph,358,2aea542c2f14503a
2018-11-04,7,2,CCN | FX Empire,425,a9d278eb66331198
2018-11-05,4,2,Cointelegraph | Market Exclusive,289,df3eef4537e91943
2018-11-06,8,6,CCN | Esquire | FX Empire | Market Exclusive | Mashable | Reuters,534,4e73a2d23176325d
2018-11-07,6,4,Bitcoin Magazine | CCN | CoinDesk | Investing.com,462,d1f636b663f35f4b
2018-11-08,10,6,Bitcoin Magazine | CCN | CoinDesk | Investing.com | Market Exclusive | Newsfile,741,42718814b34a5a99
2018-11-09,10,2,CCN | Cointelegraph,834,acaa5af9bc97cc46
2018-11-10,6,3,CCN | Cointelegraph | FX Empire,395,b54ebbee3a9c0cb4
2018-11-11,5,2,CCN | FX Empire,346,f479e40b9932c30a
2018-11-12,6,4,Bitcoin Magazine | CCN | Cointelegraph | Investing.com,468,c762057deb00532c
2018-11-13,8,5,CCN | Cointelegraph | FX Empire | Investing.com | InvestorPlace,562,c00fd0926fae5265
2018-11-14,10,6,Benzinga | CCN | Cointelegraph | Market Exclusive | Motley Fool | Reuters,804,b08a5b01553c6976
2018-11-15,10,6,Bitcoin Magazine | CCN | CNBC | Cointelegraph | FX Empire | Motley Fool,754,280a49ce4f3d19a7
2018-11-16,7,5,ACCESSWIRE | Bitcoin Magazine | CCN | CoinDesk | FX Empire,591,1d66cfed1c154635
2018-11-17,7,2,CCN | Cointelegraph,599,6598e2c0111952bf
2018-11-18,5,2,CCN | Cointelegraph,332,14f43af113875949
2018-11-19,14,10,Bitcoin Magazine | CCN | CoinDesk | FX Empire | Market Exclusive | Motley Fool | Reuters | The Independent | The Telegraph | Zacks,1009,3fc2cfd526ca1e20
2018-11-20,19,8,CCN | CoinDesk | Cointelegraph | Investing.com | Market Exclusive | Popular Mechanics | Reuters | Zacks,1353,2b06a166885400e4
2018-11-21,10,5,Bitcoin Magazine | CCN | Cointelegraph | Investing.com | Reuters,788,b221c1f905a21e86
2018-11-22,12,4,Bitcoin Magazine | CCN | Cointelegraph | Investing.com,886,63ff835ec7528d08
2018-11-23,18,6,Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | Investing.com | The Independent,1419,8eb5ac12551c6a93
2018-11-24,16,4,CCN | CoinDesk | Cointelegraph | Investing.com,1176,41d2f2359f9f6b1a
2018-11-25,12,4,CCN | Cointelegraph | Fortune | Investing.com,820,e204907dc0f417b5
2018-11-26,11,7,Bitcoin Magazine | CCN | CoinDesk | Investing.com | Market Exclusive | Motley Fool | Reuters,718,6a53cc34772d9c0a
2018-11-27,14,7,CCN | Cointelegraph | Investing.com | Market Exclusive | The Telegraph | Yahoo Finance | Yahoo Finance UK,1060,b5837affba645c3d
2018-11-28,8,6,Bitcoin Magazine | CCN | CoinDesk | Investing.com | Market Exclusive | Reuters,554,908dfa8aad7141ff
2018-11-29,8,4,CCN | CoinDesk | Investing.com | Market Exclusive,599,473d0f87323388a2
2018-11-30,13,8,Bitcoin Magazine | CCN | CNBC | CoinDesk | Cointelegraph | Investing.com | Reuters | Yahoo Finance,970,18aa4303894d0f43
2018-12-01,8,3,Bitcoin Magazine | CCN | Cointelegraph,656,b42fa63eb4f85f00
2018-12-02,2,1,CCN,174,ea41e49c9c675ad0
2018-12-03,8,3,CCN | Cointelegraph | Investing.com,580,950bc6be91bc4d23
2018-12-04,10,5,CCN | CoinDesk | Cointelegraph | FX Empire | Motley Fool,759,1fe47c718dd6d08b
2018-12-05,6,4,Bitcoin Magazine | CCN | FX Empire | Investing.com,428,985c16fd4c87e3fd
2018-12-06,10,3,CCN | CoinDesk | FX Empire,774,22e7e657fae4e51e
2018-12-07,8,5,Benzinga | CCN | CoinDesk | FX Empire | Fortune,537,a233c25740739147
2018-12-08,6,2,CCN | FX Empire,440,fc78cb548478153f
2018-12-09,8,3,Bitcoin Magazine | CCN | FX Empire,590,1972370ce14d8d2f
2018-12-10,12,4,CCN | CoinDesk | FX Empire | Investing.com,871,afd1d6090053d032
2018-12-11,19,6,Bitcoin Magazine | CCN | CoinDesk | FX Empire | Fox Business | Investing.com,1393,3ec8c4159ffd501a
2018-12-12,12,5,Bitcoin Magazine | CCN | CoinDesk | FX Empire | Investing.com,929,bb7235c73e389a63
2018-12-13,8,5,Bloomberg | CCN | FX Empire | Fortune | Investing.com,550,29ee3e354ecc55b2
2018-12-14,11,6,Bitcoin Magazine | CCN | FX Empire | Investing.com | Motley Fool | Reuters,820,e0dcc40968aa7573
2018-12-15,9,4,CCN | FX Empire | GOBankingRates | Motley Fool,631,a898a704ad47ecec
2018-12-16,6,3,CCN | FX Empire | Market Exclusive,500,3b72962ef5e5aa18
2018-12-17,17,9,Benzinga | Bitcoin Magazine | CCN | CNBC | CoinDesk | FX Empire | Fortune | Investing.com | Reuters,1228,51d96c19c02d6d68
2018-12-18,11,6,Bitcoin Magazine | CCN | CoinDesk | FX Empire | Investing.com | etf.com,791,6b0d18acfd3565b4
2018-12-19,15,4,Bitcoin Magazine | CCN | FX Empire | The Telegraph,1157,caf0a96b84d01c1e
2018-12-20,9,5,Bitcoin Magazine | CCN | CoinDesk | Engadget | Market Exclusive,642,75c4e1ab897ffec3
2018-12-21,13,4,Bitcoin Magazine | CCN | CoinDesk | Investing.com,960,fc5c105af30dc607
2018-12-22,6,2,CCN | FX Empire,468,c8c2df6a4baa7ed4
2018-12-23,9,3,CCN | FX Empire | Market Exclusive,622,a1d78c6b042bafdd
2018-12-24,8,2,CCN | FX Empire,689,c02b65c545c66205
2018-12-25,7,2,CCN | FX Empire,467,f158368f9f5f9235
2018-12-26,10,3,CCN | FX Empire | Investing.com,782,8ed1e64655769f4e
2018-12-27,14,5,Benzinga | Bitcoin Magazine | CCN | FX Empire | Investing.com,1142,6bca444c8297f15f
2018-12-28,13,7,ACCESSWIRE | Benzinga | Bitcoin Magazine | CCN | CoinDesk | FX Empire | Time,1065,f2bfa04da36cc531
2018-12-29,8,2,CCN | FX Empire,626,3743ff86d24537f7
2018-12-30,11,2,CCN | FX Empire,843,692fdf765f447a89
2018-12-31,10,4,Bitcoin Magazine | CCN | CoinDesk | FX Empire,755,9d5f482d50dfe0fe
2019-01-01,8,3,CCN | FX Empire | The Telegraph,573,07d543db76f3a851
2019-01-02,14,4,CCN | CoinDesk | FX Empire | U.S.News & World Report,974,037dc665c43c72d8
2019-01-03,13,4,Bitcoin Magazine | CCN | CoinDesk | FX Empire,998,0a0c95a860f626e8
2019-01-04,8,5,CCN | CoinDesk | FX Empire | Investing.com | Yahoo Finance UK,603,1cb251822ad954ca
2019-01-05,2,1,FX Empire,130,f54a0d905906f4bd
2019-01-06,3,2,FX Empire | Market Exclusive,186,5c11bfc1380bacef
2019-01-07,6,2,CoinDesk | FX Empire,389,d8eeda759a7a596f
2019-01-08,7,4,Benzinga | CCN | CoinDesk | FX Empire,551,64240bf9d161babf
2019-01-09,16,7,Benzinga | Bitcoin Magazine | Bloomberg | CCN | CoinDesk | Cointelegraph | FX Empire,1278,0c1a3280e6b0d1b1
2019-01-10,15,5,Benzinga | CCN | CoinDesk | FX Empire | Fortune,1166,34becc12fea57dcf
2019-01-11,19,7,Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire | InvestorPlace | Motley Fool,1474,6e5816058ba704a0
2019-01-12,8,3,CCN | Cointelegraph | FX Empire,598,4233f7832e24e821
2019-01-13,8,4,CCN | Cointelegraph | ETF Trends | FX Empire,559,7c6d1dbc02c7153c
2019-01-14,21,8,Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire | Fortune | Investing.com | Market Exclusive,1639,b88132bc78df33e0
2019-01-15,12,5,Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire,931,798064809e1ef51a
2019-01-16,6,5,CoinDesk | Cointelegraph | FX Empire | Investing.com | Zacks,484,3fce716f3e061e53
2019-01-17,13,8,Benzinga | Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire | Fortune | Investing.com,980,875ca287abfa9f88
2019-01-18,11,5,Benzinga | Bitcoin Magazine | CCN | Cointelegraph | FX Empire,896,e440b45b80203cb9
2019-01-19,9,3,CCN | Cointelegraph | FX Empire,735,d3ef1eb7ea41c741
2019-01-20,11,3,CCN | Cointelegraph | FX Empire,822,be7ee0101a953ab8
2019-01-21,18,7,Benzinga | Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire | Investing.com,1467,d31fb125fa3eb116
2019-01-22,17,7,Benzinga | Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | ETF Trends | FX Empire,1274,01133d863d482f51
2019-01-23,19,6,CCN | CNBC | CoinDesk | Cointelegraph | Fortune | Investing.com,1565,8a8f25d74a646785
2019-01-24,19,8,Benzinga | Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | ETF Trends | FX Empire | Investing.com,1453,09d51efa71933971
2019-01-25,14,5,Benzinga | CCN | CoinDesk | Cointelegraph | FX Empire,1251,78580f310e50a076
2019-01-26,12,5,CCN | CoinDesk | Cointelegraph | FX Empire | Motley Fool,954,e4b394c0d27ee4df
2019-01-27,5,3,CCN | Cointelegraph | FX Empire,369,9069724e50439a80
2019-01-28,12,4,CCN | CoinDesk | Cointelegraph | FX Empire,982,a44c54205a33e8ce
2019-01-29,11,6,Benzinga | CCN | CoinDesk | Cointelegraph | FX Empire | Investing.com,930,a45e08d5d3c6a5a5
2019-01-30,8,5,CCN | CNBC | CoinDesk | Cointelegraph | FX Empire,664,38ecce7ec0186484
2019-01-31,6,4,CCN | Cointelegraph | FX Empire | Mashable,459,2957cb1fc99132f6
2019-02-01,14,6,Benzinga | Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire,1207,69f57752a644cf96
2019-02-02,7,3,CCN | Cointelegraph | FX Empire,501,952fccc1f7d9f07a
2019-02-03,11,3,CCN | Cointelegraph | FX Empire,911,3b09234dbd6069af
2019-02-04,15,7,Benzinga | Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire | Motley Fool,1205,44a403fe78d88596
2019-02-05,12,4,Bitcoin Magazine | CCN | CoinDesk | FX Empire,1035,39804ecfea3ef14a
2019-02-06,25,7,Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | ETF Trends | FX Empire | The Telegraph,2075,4305737b79863733
2019-02-07,15,5,Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire,1297,c19016504bf0bc53
2019-02-08,16,6,Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire | The Independent,1292,4cc72fde0187c8c1
2019-02-09,11,3,CCN | Cointelegraph | FX Empire,892,54f3d963fa04d489
2019-02-10,7,3,CCN | Cointelegraph | FX Empire,620,25ce14bc603fe6e4
2019-02-11,14,6,Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire | Motley Fool,1045,601bd7dab7e7cff8
2019-02-12,15,5,Benzinga | CCN | CoinDesk | Cointelegraph | FX Empire,1357,ce0bd24551d29ed3
2019-02-13,20,5,CCN | CoinDesk | Cointelegraph | ETF Trends | FX Empire,1710,8f821bbe8674dcdc
2019-02-14,13,4,Bitcoin Magazine | Bloomberg | CCN | CoinDesk,1014,7eab4bb350d11818
2019-02-15,13,6,BGR News | Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire,1072,48cbbc452802cdd2
2019-02-16,5,3,CCN | Cointelegraph | FX Empire,438,3d776f2ac31c0a02
2019-02-17,9,4,CCN | CoinDesk | Cointelegraph | FX Empire,742,dbde932074345c2f
2019-02-18,15,5,Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire,1302,db4c17db16d161ed
2019-02-19,16,6,Bitcoin Magazine | Bloomberg | CCN | CoinDesk | Cointelegraph | FX Empire,1317,0829ee844bb03f88
2019-02-20,13,5,CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire,1087,80b20978b7fdc45c
2019-02-21,17,6,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire,1322,92c7f22b7c97395f
2019-02-22,15,6,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire,1314,6674a0098bffcb20
2019-02-23,9,4,CCN | Coin Rivet | Cointelegraph | FX Empire,689,651a5eb27091fced
2019-02-24,8,4,CCN | CoinDesk | Cointelegraph | FX Empire,611,cb398e1882c3561f
2019-02-25,22,8,Bitcoin Magazine | Bloomberg | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Investing.com,1740,1214e2767a3cbcfd
2019-02-26,12,6,CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Investing.com,768,dff087bfcdb42300
2019-02-27,16,5,CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire,1248,f497b804fa435191
2019-02-28,13,5,CCN | CoinDesk | Cointelegraph | Engadget | FX Empire,1019,1d1a2add4539fc13
2019-03-01,19,6,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire,1534,73a43cf9ee7aa1c3
2019-03-02,10,5,CCN | Coin Rivet | Cointelegraph | FX Empire | InvestorPlace,730,6da805f74ad49609
2019-03-03,7,3,CCN | Cointelegraph | FX Empire,534,5e26e36934a415f5
2019-03-04,18,7,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Investing.com,1410,c70ce5d70140ab7a
2019-03-05,14,4,CCN | Coin Rivet | CoinDesk | Cointelegraph,1089,95bf03af989cc4a5
2019-03-06,16,5,CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire,1176,10618a276de53ee2
2019-03-07,15,5,CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire,1136,ea40db0ed418371a
2019-03-08,16,7,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | Engadget | FX Empire,1266,0129011c1b015c71
2019-03-09,5,3,Coin Rivet | Cointelegraph | FX Empire,379,67b5bf5b4e9444d1
2019-03-10,6,3,Cointelegraph | FX Empire | The Block,466,3caaa0df69b19f0c
2019-03-11,3,3,CCN | CoinDesk | Cointelegraph,260,66cc18848ebd17a2
2019-03-12,8,5,Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire,601,1b2c73a7fa49ec0f
2019-03-13,9,7,Benzinga | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Mashable,673,c33dce6ff969c816
2019-03-14,7,6,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | The Block,504,9102c795f3b645f3
2019-03-15,3,3,CCN | Coin Rivet | CoinDesk,205,34cae2920ad0e4e0
2019-03-16,1,1,CCN,71,c0a0d0bbde045d30
2019-03-17,5,3,Cointelegraph | FX Empire | The Telegraph,376,a56db03d1e9d2d71
2019-03-18,8,4,CCN | Coin Rivet | CoinDesk | Cointelegraph,633,6c22992fb731e6ba
2019-03-19,9,5,Benzinga | Bitcoin Magazine | CCN | Coin Rivet | CoinDesk,672,fd0b1bbaa952fcdf
2019-03-20,12,6,CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | The Block,979,bded30e8b6270889
2019-03-21,6,4,CCN | Coin Rivet | CoinDesk | The Block,450,10c9ba787a6eee34
2019-03-22,4,3,Benzinga | CoinDesk | The Block,260,f81d4668a562714f
2019-03-23,4,4,Coin Rivet | Cointelegraph | Motley Fool | The Block,274,82a89b5b321bbeee
2019-03-24,4,2,CCN | FX Empire,295,895e1c52f6f4d858
2019-03-25,4,3,Coin Rivet | Cointelegraph | Motley Fool,284,73cf58eb07f764e5
2019-03-26,9,6,CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Investing.com,668,5ea49f33c556ece4
2019-03-27,11,5,CCN | Coin Rivet | FX Empire | The Block | Zacks,759,a0239c91d79606d5
2019-03-28,16,6,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | FX Empire | The Block,1277,32ec85e18d215fd0
2019-03-29,11,6,Bitcoin Magazine | Bloomberg | CCN | Coin Rivet | Cointelegraph | FX Empire,821,a347be751202e97a
2019-03-30,3,1,CCN,218,01046c7100a5d8df
2019-03-31,5,3,CCN | Cointelegraph | FX Empire,332,20e2e84412be65f0
2019-04-01,10,6,Bloomberg | CCN | Coin Rivet | CoinDesk | Cointelegraph | The Block,790,f36b59cb4b28a607
2019-04-02,27,12,Bloomberg | CCN | Coin Rivet | CoinDesk | FX Empire | Fortune | Investing.com | Motley Fool | Reuters | The Block | Yahoo Finance | Yahoo Finance UK,1884,f046aff32533f1f3
2019-04-03,13,6,CCN | CoinDesk | Cointelegraph | FX Empire | The Independent | Zacks,964,9b1dbd646feb54f9
2019-04-04,21,7,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | The Block,1593,cda4bc0d0b7f0420
2019-04-05,15,6,Bitcoin Magazine | Bloomberg | CCN | Coin Rivet | Cointelegraph | FX Empire,1092,7d8355e9041ed610
2019-04-06,4,3,CCN | CoinDesk | FX Empire,271,0a99ea7e76bcd2cd
2019-04-07,8,4,CCN | Coin Rivet | Cointelegraph | FX Empire,591,b93e84f9c93f2ce8
2019-04-08,14,6,Bitcoin Magazine | CCN | Coin Rivet | Cointelegraph | FX Empire | The Block,1079,ba776382d60b0478
2019-04-09,14,5,CCN | CoinDesk | Cointelegraph | Fortune | Mashable,1081,00930373ffe5f09b
2019-04-10,15,7,ACCESSWIRE | Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire,1216,4b88b0a2a82326ab
2019-04-11,15,6,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire,1112,b0d3c52a1fe061ef
2019-04-12,13,6,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire,926,d893c1ec5a713bf1
2019-04-13,6,4,CCN | CoinDesk | Cointelegraph | FX Empire,395,cfe56db64e76a397
2019-04-14,10,4,CCN | Coin Rivet | Cointelegraph | FX Empire,688,4743702cce5f156a
2019-04-15,18,7,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | The Block,1428,e4c1cdb25a3cb6da
2019-04-16,17,6,CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Fortune,1279,316fc6782e8ac806
2019-04-17,8,3,CCN | FX Empire | The Block,642,f7b15bab8a6f9162
2019-04-18,17,7,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | The Block,1271,6b8e22bb15ea3af9
2019-04-19,22,6,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire,1747,54307497ab2747d9
2019-04-20,9,6,CCN | Coin Rivet | Cointelegraph | FX Empire | The Block | The Independent,666,4eab4ffd76590249
2019-04-21,7,4,CCN | Coin Rivet | Cointelegraph | FX Empire,529,bcb377eb15d4d202
2019-04-22,9,4,CCN | Coin Rivet | CoinDesk | Cointelegraph,707,022f46415735d241
2019-04-23,17,6,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | The Block,1314,ea2fd136a662645b
2019-04-24,20,7,ALM Media | CCN | Coin Rivet | CoinDesk | FX Empire | Fortune | Investing.com,1411,6d59416f265aed0a
2019-04-25,17,8,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | InvestorPlace | The Block,1211,adf3bfd9a07f489f
2019-04-26,21,10,ALM Media | Benzinga | Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Fortune | The Block,1619,c18a21e3da381dd6
2019-04-27,8,4,CCN | Cointelegraph | FX Empire | The Block,520,0a27f8414f5e343a
2019-04-28,10,5,CCN | CNBC | Coin Rivet | Cointelegraph | FX Empire,695,b6ca632156712e7c
2019-04-29,15,6,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | Fortune,1181,05c53f257e98eae6
2019-04-30,16,9,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Fortune | Investing.com | Newsfile,1266,4062080706cd1642
2019-05-01,17,6,Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | Fortune | The Block,1337,39bc3f289cf29912
2019-05-02,12,6,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | InvestorPlace | The Block,842,1c551c7c0f79c183
2019-05-03,22,7,BGR News | Benzinga | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire,1625,ff39aa7a30b0c5a3
2019-05-04,7,5,CCN | Coin Rivet | Cointelegraph | Simply Wall St. | Yahoo Finance,516,67c0724192b471ac
2019-05-05,7,4,CCN | Coin Rivet | CoinDesk | FX Empire,481,5ef8306f9be75a16
2019-05-06,26,7,Bitcoin Magazine | CCN | CoinDesk | Cointelegraph | FX Empire | Motley Fool | The Block,2067,bd5787fae01b74d9
2019-05-07,26,10,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Fortune | Investing.com | Mashable | Motley Fool,1911,3a3def13eb070168
2019-05-08,18,6,Bitcoin Magazine | Bloomberg | CCN | CoinDesk | Cointelegraph | The Block,1346,2183b459cede77fb
2019-05-09,13,6,Bloomberg | CCN | Coin Rivet | CoinDesk | Cointelegraph | Quartz,1023,3e4fe1c42ecdf451
2019-05-10,20,8,Benzinga | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Motley Fool | The Block,1478,ddf14766695b04fc
2019-05-11,13,5,CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire,964,399732387e71a6d2
2019-05-12,11,6,CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | The Block,816,0cab44ac259b05a4
2019-05-13,32,12,Bitcoin Magazine | Bloomberg | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Fortune | Motley Fool | Reuters | The Block | etf.com,2187,5c7f782077206129
2019-05-14,23,11,Benzinga | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Fortune | Investing.com | Motley Fool | Newsfile | Yahoo Finance,1601,67737556deac8433
2019-05-15,19,9,Bloomberg | CCN | CoinDesk | Cointelegraph | Fortune | Motley Fool | Newsfile | The Block | etf.com,1459,70389692a0c1cc0f
2019-05-16,17,5,CCN | Coin Rivet | Cointelegraph | FX Empire | The Block,1289,acd57b733e8784e5
2019-05-17,21,9,CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Fortune | Fox Business | Reuters | Yahoo Finance UK,1577,7ae4a01c5d3c29f2
2019-05-18,5,3,CCN | Coin Rivet | FX Empire,376,da7b3ea8ddc661e5
2019-05-19,7,4,CCN | CoinDesk | Cointelegraph | FX Empire,526,99cff0ac9508bc8a
2019-05-20,18,9,Benzinga | Bitcoin Magazine | Bloomberg | CCN | CoinDesk | Cointelegraph | FX Empire | Investing.com | The Block,1382,9f3ca87d187e74c9
2019-05-21,26,11,ACCESSWIRE | Bitcoin Magazine | Bloomberg | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Fortune | Investing.com | The Block,2048,c08eef5d0878c389
2019-05-22,24,9,Benzinga | Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | IPO-Edge.com | The Block | Zacks,1873,2b296abd4e1a1e8b
2019-05-23,23,9,ACCESSWIRE | Benzinga | Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | The Block,1622,b7d29a78571f9c36
2019-05-24,31,9,Bitcoin Magazine | CCN | Coin Rivet | CoinDesk | Cointelegraph | FX Empire | Investing.com | Newsfile | The Block,2288,03e6c4a6a0d4abe9
2019-05-25,10,5,CCN | Coin Rivet | Cointelegraph | FX Empire | The Block,722,643f05c8d7da6742
