run_seed,sample_index,Date_stage2,label_stage2,future_return_stage2,entry_close_stage2,exit_close_stage2,prob_down_stage2,prob_up_stage2,pred_class_stage2,correct_stage2,logit_down_stage2,logit_up_stage2,Date_stage4,label_stage4,future_return_stage4,entry_close_stage4,exit_close_stage4,prob_down_stage4,prob_up_stage4,pred_class_stage4,correct_stage4,logit_down_stage4,logit_up_stage4,label,Date,future_return,stage2_correct,stage4_correct,stage2_margin,stage4_margin,prob_up_delta_stage4_minus_stage2,stage2_true_prob,stage4_true_prob,true_prob_delta_stage4_minus_stage2,transition,funding_missing,activity_missing,cftc_missing,funding_rate_mean_7_missing,funding_rate_sum_7_missing,funding_rate_abs_mean_7_missing,funding_rate_min_7_missing,funding_rate_max_7_missing,funding_rate_mean_20_missing,funding_rate_sum_20_missing,funding_rate_abs_mean_20_missing,funding_rate_min_20_missing,funding_rate_max_20_missing,funding_rate_mean_60_missing,funding_rate_sum_60_missing,funding_rate_abs_mean_60_missing,funding_rate_min_60_missing,funding_rate_max_60_missing,bitmex_trades_mean_7_missing,bitmex_trades_mean_20_missing,bitmex_trades_mean_60_missing,bitmex_volume_mean_7_missing,bitmex_volume_mean_20_missing,bitmex_volume_mean_60_missing,bitmex_turnover_mean_7_missing,bitmex_turnover_mean_20_missing,bitmex_turnover_mean_60_missing,bitmex_homenotional_mean_20_missing,bitmex_homenotional_mean_60_missing,bitmex_foreignnotional_mean_20_missing,bitmex_foreignnotional_mean_60_missing,cot_open_interest_missing,cot_lev_money_net_ratio_missing,cot_asset_mgr_net_ratio_missing,cot_dealer_net_ratio_missing,cot_other_rept_net_ratio_missing,cot_nonrept_net_ratio_missing,cot_age_days_missing,cot_open_interest_change_20_missing,cot_open_interest_pct_change_20_missing,cot_open_interest_change_60_missing,cot_open_interest_pct_change_60_missing,cot_open_interest_zscore_60_missing,cot_lev_money_net_ratio_change_20_missing,cot_lev_money_net_ratio_change_60_missing,cot_asset_mgr_net_ratio_change_20_missing,cot_asset_mgr_net_ratio_change_60_missing,cot_dealer_net_ratio_change_20_missing,cot_dealer_net_ratio_change_60_missing,funding_rate_mean_7_normalized,funding_rate_sum_7_normalized,funding_rate_abs_mean_7_normalized,funding_rate_min_7_normalized,funding_rate_max_7_normalized,funding_rate_mean_20_normalized,funding_rate_sum_20_normalized,funding_rate_abs_mean_20_normalized,funding_rate_min_20_normalized,funding_rate_max_20_normalized,funding_rate_mean_60_normalized,funding_rate_sum_60_normalized,funding_rate_abs_mean_60_normalized,funding_rate_min_60_normalized,funding_rate_max_60_normalized,context_features_path,context_features_available,selection_score
43,1030,2021-02-22T00:00:00,1,0.0902357228551349,54087.67,58968.31,0.4944466352462768,0.5055533647537231,1,1,0.5464193820953369,0.5686337351799011,2021-02-22T00:00:00,1,0.0902357228551349,54087.67,58968.31,0.5181013941764832,0.481898546218872,0,0,0.5962854027748108,0.5238480567932129,1,2021-02-22T00:00:00,0.0902357228551349,True,False,0.0055533647537231445,0.018101453781127985,-0.02365481853485113,0.5055533647537231,0.481898546218872,-0.02365481853485113,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.079225193238629,3.079225193238542,3.093793488007579,0.8387712634986899,2.2566223138785637,2.537022569489749,2.537022569489708,2.4607742526104794,1.0409365737576746,1.4093913588797304,2.4257579933544005,2.425757993354364,1.638800458267954,0.9646841150341322,0.6468285710762035,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_only/seed_43/context_features.csv,True,0.02365481853485113
46,1085,2021-04-18T00:00:00,1,0.0482999023508634,56150.01,58862.05,0.4943440556526184,0.5056559443473816,1,1,-0.137010172009468,-0.1143854334950447,2021-04-18T00:00:00,1,0.0482999023508634,56150.01,58862.05,0.5165372490882874,0.483462780714035,0,0,-0.0905241295695304,-0.1566972136497497,1,2021-04-18T00:00:00,0.0482999023508634,True,False,0.005655944347381592,0.01653721928596502,-0.022193163633346613,0.5056559443473816,0.483462780714035,-0.022193163633346613,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.2092826705151425,2.209282670515182,1.962262898340421,0.8387712634986899,1.879342951308624,2.1884945533534554,2.1884945533534528,1.9547848453582168,1.0409365737576746,2.591181273412805,2.375462653922685,2.3754626539226837,1.1944766543683534,1.226898159222681,1.627379179209812,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_only/seed_46/context_features.csv,True,0.022193163633346613
44,1026,2021-02-18T00:00:00,1,0.0833903624647447,51552.6,55851.59,0.4883349537849426,0.5116650462150574,1,1,-0.013305596075952,0.033362977206707,2021-02-18T00:00:00,1,0.0833903624647447,51552.6,55851.59,0.5064679980278015,0.4935320019721985,0,0,0.0239357948303222,-0.0019375912379473,1,2021-02-18T00:00:00,0.0833903624647447,True,False,0.011665046215057373,0.006467998027801514,-0.018133044242858887,0.5116650462150574,0.4935320019721985,-0.018133044242858887,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.356137405706777,2.356137405706713,2.1532762363097246,0.8387712634986899,1.9389918623868752,1.9811375997356009,1.9811375997355845,1.653746142031501,1.0048684232342506,1.2847538798781597,2.4144941531905624,2.414494153190613,1.2961786857797757,0.9646841150341322,0.5434147964887663,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_only/seed_44/context_features.csv,True,0.018133044242858887
46,1018,2021-02-10T00:00:00,1,0.0810815937839088,44807.58,48440.65,0.4869500398635864,0.5130499601364136,1,1,-0.0134541438892483,0.0387576036155223,2021-02-10T00:00:00,1,0.0810815937839088,44807.58,48440.65,0.5001433491706848,0.4998566508293152,0,0,0.0148256672546267,0.0142522705718874,1,2021-02-10T00:00:00,0.0810815937839088,True,False,0.013049960136413574,0.00014334917068481445,-0.013193309307098389,0.5130499601364136,0.4998566508293152,-0.013193309307098389,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8067504855885943,1.8067504855885912,1.4386909741356746,0.8387712634986899,2.092587808413372,1.0037160923530413,1.0037160923530533,0.3580392753448652,0.5558821356840448,1.2847538798781597,2.0165354919044423,2.0165354919045124,0.8047393673280947,0.9646841150341322,0.5434147964887663,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_only/seed_46/context_features.csv,True,0.013193309307098389
45,1039,2021-03-03T00:00:00,1,0.0792764636379759,50349.37,54340.89,0.4973638355731964,0.5026361346244812,1,1,-0.7756785154342651,-0.765133798122406,2021-03-03T00:00:00,1,0.0792764636379759,50349.37,54340.89,0.5096505284309387,0.4903494715690613,0,0,-0.7508018612861633,-0.789408802986145,1,2021-03-03T00:00:00,0.0792764636379759,True,False,0.002636134624481201,0.00965052843093872,-0.012286663055419922,0.5026361346244812,0.4903494715690613,-0.012286663055419922,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2189935227341842,0.2189935227342025,-0.62649784638804,0.8387712634986899,-0.3664385507875357,1.9792884756104985,1.9792884756104625,1.6510616025491989,1.0409365737576746,1.4093913588797304,2.4257579933544005,2.425757993354364,1.460139069753639,0.9646841150341322,0.6468285710762035,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_only/seed_45/context_features.csv,True,0.012286663055419922
43,1782,2023-03-16T00:00:00,1,0.1268553905430585,24998.78,28170.01,0.4961488246917724,0.5038511753082275,1,1,0.3445158898830414,0.359920859336853,2023-03-16T00:00:00,1,0.1268553905430585,24998.78,28170.01,0.5073718428611755,0.4926281869411468,0,0,0.36781907081604,0.3383296728134155,1,2023-03-16T00:00:00,0.1268553905430585,True,False,0.003851175308227539,0.007371813058853205,-0.011222988367080744,0.5038511753082275,0.4926281869411468,-0.011222988367080744,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.4742303881359238,-1.4742303881358778,0.9336176212901648,-2.5195010169092398,-0.5081047145983825,-0.5633209593419625,-0.5633209593419592,-0.17053729168953,-1.5124397374350476,-0.6913166962921962,-0.1879310604996565,-0.1879310604996708,-0.8746696513707869,-0.5441807828397669,-0.8742940405826446,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_only/seed_43/context_features.csv,True,0.011222988367080744
44,1056,2021-03-20T00:00:00,1,0.0006929160094921,58102.28,58142.54,0.494829386472702,0.5051706433296204,1,1,0.3942677676677704,0.4149509966373443,2021-03-20T00:00:00,1,0.0006929160094921,58102.28,58142.54,0.5059611797332764,0.4940388202667236,0,0,0.4161033928394317,0.3922575414180755,1,2021-03-20T00:00:00,0.0006929160094921,True,False,0.005170643329620361,0.005961179733276423,-0.011131823062896784,0.5051706433296204,0.4940388202667236,-0.011131823062896784,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2063878739296023,1.2063878739295997,0.6578018438309622,0.8387712634986899,1.153117458930915,0.9710694871093992,0.9710694871094196,0.187339592400652,1.0409365737576746,0.5709210455964371,2.209546255784506,2.2095462557845127,1.0430884409442172,0.9646841150341322,0.6468285710762035,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_only/seed_44/context_features.csv,True,0.011131823062896784
42,1056,2021-03-20T00:00:00,1,0.0006929160094921,58102.28,58142.54,0.4913755357265472,0.5086244940757751,1,1,0.2061675190925598,0.2406687885522842,2021-03-20T00:00:00,1,0.0006929160094921,58102.28,58142.54,0.5022174715995789,0.4977824985980987,0,0,0.2281553447246551,0.2192853242158889,1,2021-03-20T00:00:00,0.0006929160094921,True,False,0.008624494075775146,0.0022175014019013006,-0.010841995477676447,0.5086244940757751,0.4977824985980987,-0.010841995477676447,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2063878739296023,1.2063878739295997,0.6578018438309622,0.8387712634986899,1.153117458930915,0.9710694871093992,0.9710694871094196,0.187339592400652,1.0409365737576746,0.5709210455964371,2.209546255784506,2.2095462557845127,1.0430884409442172,0.9646841150341322,0.6468285710762035,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_only/seed_42/context_features.csv,True,0.010841995477676447
44,1001,2021-01-24T00:00:00,1,0.4616812203385627,32259.9,47153.69,0.4945725500583648,0.5054274797439575,1,1,-0.1170246750116348,-0.0953139960765838,2021-01-24T00:00:00,1,0.4616812203385627,32259.9,47153.69,0.5051882266998291,0.4948118031024933,0,0,-0.0962088704109191,-0.1169624328613281,1,2021-01-24T00:00:00,0.4616812203385627,True,False,0.0054274797439575195,0.005188196897506714,-0.010615676641464233,0.5054274797439575,0.4948118031024933,-0.010615676641464233,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6579597442479415,0.6579597442480001,0.0579492939082118,0.3660285995737549,0.8474167896548772,1.6586248471528011,1.6586248471528535,1.2360688267145108,0.6814987978518309,1.08986618543934,1.724905139874118,1.7249051398741817,0.4130339130133895,1.0563229332453552,0.3817132580429557,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_only/seed_44/context_features.csv,True,0.010615676641464233
45,1061,2021-03-25T00:00:00,1,0.2274301094596655,51293.78,62959.53,0.4993178844451904,0.5006821155548096,1,1,-0.4786602556705475,-0.4759318232536316,2021-03-25T00:00:00,1,0.2274301094596655,51293.78,62959.53,0.5081800818443298,0.4918199181556701,0,0,-0.460766077041626,-0.4934893548488617,1,2021-03-25T00:00:00,0.2274301094596655,True,False,0.0006821155548095703,0.00818008184432989,-0.00886219739913946,0.5006821155548096,0.4918199181556701,-0.00886219739913946,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5347551731569402,0.5347551731569417,-0.2157879923869346,0.6931861524629832,0.5074179965088452,0.9887318106494262,0.988731810649439,0.2129815729730836,0.9302446635306154,0.5709210455964371,2.156691100525836,2.156691100525836,0.9558865806779048,0.9646841150341322,0.6468285710762035,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_only/seed_45/context_features.csv,True,0.00886219739913946
