run_seed,column,raw_name,feature_type
44,context__cot_open_interest_change_60,cot_open_interest_change_60,raw_or_metadata
44,context__cot_open_interest_pct_change_60,cot_open_interest_pct_change_60,raw_or_metadata
44,context__cot_open_interest_zscore_60,cot_open_interest_zscore_60,raw_or_metadata
44,context__cot_lev_money_net_ratio_change_20,cot_lev_money_net_ratio_change_20,raw_or_metadata
44,context__cot_lev_money_net_ratio_change_60,cot_lev_money_net_ratio_change_60,raw_or_metadata
44,context__cot_asset_mgr_net_ratio_change_20,cot_asset_mgr_net_ratio_change_20,raw_or_metadata
44,context__cot_asset_mgr_net_ratio_change_60,cot_asset_mgr_net_ratio_change_60,raw_or_metadata
44,context__cot_dealer_net_ratio_change_20,cot_dealer_net_ratio_change_20,raw_or_metadata
44,context__cot_dealer_net_ratio_change_60,cot_dealer_net_ratio_change_60,raw_or_metadata
44,context__funding_rate_mean_7_missing,funding_rate_mean_7_missing,missing_indicator
44,context__funding_rate_sum_7_missing,funding_rate_sum_7_missing,missing_indicator
44,context__funding_rate_abs_mean_7_missing,funding_rate_abs_mean_7_missing,missing_indicator
44,context__funding_rate_min_7_missing,funding_rate_min_7_missing,missing_indicator
44,context__funding_rate_max_7_missing,funding_rate_max_7_missing,missing_indicator
44,context__funding_rate_mean_20_missing,funding_rate_mean_20_missing,missing_indicator
44,context__funding_rate_sum_20_missing,funding_rate_sum_20_missing,missing_indicator
44,context__funding_rate_abs_mean_20_missing,funding_rate_abs_mean_20_missing,missing_indicator
44,context__funding_rate_min_20_missing,funding_rate_min_20_missing,missing_indicator
44,context__funding_rate_max_20_missing,funding_rate_max_20_missing,missing_indicator
44,context__funding_rate_mean_60_missing,funding_rate_mean_60_missing,missing_indicator
44,context__funding_rate_sum_60_missing,funding_rate_sum_60_missing,missing_indicator
44,context__funding_rate_abs_mean_60_missing,funding_rate_abs_mean_60_missing,missing_indicator
44,context__funding_rate_min_60_missing,funding_rate_min_60_missing,missing_indicator
44,context__funding_rate_max_60_missing,funding_rate_max_60_missing,missing_indicator
44,context__bitmex_trades_mean_7_missing,bitmex_trades_mean_7_missing,missing_indicator
44,context__bitmex_trades_mean_20_missing,bitmex_trades_mean_20_missing,missing_indicator
44,context__bitmex_trades_mean_60_missing,bitmex_trades_mean_60_missing,missing_indicator
44,context__bitmex_volume_mean_7_missing,bitmex_volume_mean_7_missing,missing_indicator
44,context__bitmex_volume_mean_20_missing,bitmex_volume_mean_20_missing,missing_indicator
44,context__bitmex_volume_mean_60_missing,bitmex_volume_mean_60_missing,missing_indicator
44,context__bitmex_turnover_mean_7_missing,bitmex_turnover_mean_7_missing,missing_indicator
44,context__bitmex_turnover_mean_20_missing,bitmex_turnover_mean_20_missing,missing_indicator
44,context__bitmex_turnover_mean_60_missing,bitmex_turnover_mean_60_missing,missing_indicator
44,context__bitmex_homenotional_mean_20_missing,bitmex_homenotional_mean_20_missing,missing_indicator
44,context__bitmex_homenotional_mean_60_missing,bitmex_homenotional_mean_60_missing,missing_indicator
44,context__bitmex_foreignnotional_mean_20_missing,bitmex_foreignnotional_mean_20_missing,missing_indicator
44,context__bitmex_foreignnotional_mean_60_missing,bitmex_foreignnotional_mean_60_missing,missing_indicator
44,context__cot_open_interest_missing,cot_open_interest_missing,missing_indicator
44,context__cot_lev_money_net_ratio_missing,cot_lev_money_net_ratio_missing,missing_indicator
44,context__cot_asset_mgr_net_ratio_missing,cot_asset_mgr_net_ratio_missing,missing_indicator
44,context__cot_dealer_net_ratio_missing,cot_dealer_net_ratio_missing,missing_indicator
44,context__cot_other_rept_net_ratio_missing,cot_other_rept_net_ratio_missing,missing_indicator
44,context__cot_nonrept_net_ratio_missing,cot_nonrept_net_ratio_missing,missing_indicator
44,context__cot_age_days_missing,cot_age_days_missing,missing_indicator
44,context__cot_open_interest_change_20_missing,cot_open_interest_change_20_missing,missing_indicator
44,context__cot_open_interest_pct_change_20_missing,cot_open_interest_pct_change_20_missing,missing_indicator
44,context__cot_open_interest_change_60_missing,cot_open_interest_change_60_missing,missing_indicator
44,context__cot_open_interest_pct_change_60_missing,cot_open_interest_pct_change_60_missing,missing_indicator
44,context__cot_open_interest_zscore_60_missing,cot_open_interest_zscore_60_missing,missing_indicator
44,context__cot_lev_money_net_ratio_change_20_missing,cot_lev_money_net_ratio_change_20_missing,missing_indicator
44,context__cot_lev_money_net_ratio_change_60_missing,cot_lev_money_net_ratio_change_60_missing,missing_indicator
44,context__cot_asset_mgr_net_ratio_change_20_missing,cot_asset_mgr_net_ratio_change_20_missing,missing_indicator
44,context__cot_asset_mgr_net_ratio_change_60_missing,cot_asset_mgr_net_ratio_change_60_missing,missing_indicator
44,context__cot_dealer_net_ratio_change_20_missing,cot_dealer_net_ratio_change_20_missing,missing_indicator
44,context__cot_dealer_net_ratio_change_60_missing,cot_dealer_net_ratio_change_60_missing,missing_indicator
44,context__ma_column,ma_column,raw_or_metadata
44,context__funding_rate_mean_7_imputed_clipped,funding_rate_mean_7_imputed_clipped,imputed_clipped
44,context__funding_rate_mean_7_normalized,funding_rate_mean_7_normalized,normalized
44,context__funding_rate_sum_7_imputed_clipped,funding_rate_sum_7_imputed_clipped,imputed_clipped
44,context__funding_rate_sum_7_normalized,funding_rate_sum_7_normalized,normalized
44,context__funding_rate_abs_mean_7_imputed_clipped,funding_rate_abs_mean_7_imputed_clipped,imputed_clipped
44,context__funding_rate_abs_mean_7_normalized,funding_rate_abs_mean_7_normalized,normalized
44,context__funding_rate_min_7_imputed_clipped,funding_rate_min_7_imputed_clipped,imputed_clipped
44,context__funding_rate_min_7_normalized,funding_rate_min_7_normalized,normalized
44,context__funding_rate_max_7_imputed_clipped,funding_rate_max_7_imputed_clipped,imputed_clipped
44,context__funding_rate_max_7_normalized,funding_rate_max_7_normalized,normalized
44,context__funding_rate_mean_20_imputed_clipped,funding_rate_mean_20_imputed_clipped,imputed_clipped
44,context__funding_rate_mean_20_normalized,funding_rate_mean_20_normalized,normalized
44,context__funding_rate_sum_20_imputed_clipped,funding_rate_sum_20_imputed_clipped,imputed_clipped
44,context__funding_rate_sum_20_normalized,funding_rate_sum_20_normalized,normalized
44,context__funding_rate_abs_mean_20_imputed_clipped,funding_rate_abs_mean_20_imputed_clipped,imputed_clipped
44,context__funding_rate_abs_mean_20_normalized,funding_rate_abs_mean_20_normalized,normalized
44,context__funding_rate_min_20_imputed_clipped,funding_rate_min_20_imputed_clipped,imputed_clipped
44,context__funding_rate_min_20_normalized,funding_rate_min_20_normalized,normalized
44,context__funding_rate_max_20_imputed_clipped,funding_rate_max_20_imputed_clipped,imputed_clipped
44,context__funding_rate_max_20_normalized,funding_rate_max_20_normalized,normalized
44,context__funding_rate_mean_60_imputed_clipped,funding_rate_mean_60_imputed_clipped,imputed_clipped
44,context__funding_rate_mean_60_normalized,funding_rate_mean_60_normalized,normalized
44,context__funding_rate_sum_60_imputed_clipped,funding_rate_sum_60_imputed_clipped,imputed_clipped
44,context__funding_rate_sum_60_normalized,funding_rate_sum_60_normalized,normalized
44,context__funding_rate_abs_mean_60_imputed_clipped,funding_rate_abs_mean_60_imputed_clipped,imputed_clipped
44,context__funding_rate_abs_mean_60_normalized,funding_rate_abs_mean_60_normalized,normalized
44,context__funding_rate_min_60_imputed_clipped,funding_rate_min_60_imputed_clipped,imputed_clipped
44,context__funding_rate_min_60_normalized,funding_rate_min_60_normalized,normalized
44,context__funding_rate_max_60_imputed_clipped,funding_rate_max_60_imputed_clipped,imputed_clipped
44,context__funding_rate_max_60_normalized,funding_rate_max_60_normalized,normalized
44,context__cot_open_interest_imputed_clipped,cot_open_interest_imputed_clipped,imputed_clipped
44,context__cot_open_interest_normalized,cot_open_interest_normalized,normalized
44,context__cot_lev_money_net_ratio_imputed_clipped,cot_lev_money_net_ratio_imputed_clipped,imputed_clipped
44,context__cot_lev_money_net_ratio_normalized,cot_lev_money_net_ratio_normalized,normalized
44,context__cot_asset_mgr_net_ratio_imputed_clipped,cot_asset_mgr_net_ratio_imputed_clipped,imputed_clipped
44,context__cot_asset_mgr_net_ratio_normalized,cot_asset_mgr_net_ratio_normalized,normalized
44,context__cot_dealer_net_ratio_imputed_clipped,cot_dealer_net_ratio_imputed_clipped,imputed_clipped
44,context__cot_dealer_net_ratio_normalized,cot_dealer_net_ratio_normalized,normalized
44,context__cot_other_rept_net_ratio_imputed_clipped,cot_other_rept_net_ratio_imputed_clipped,imputed_clipped
44,context__cot_other_rept_net_ratio_normalized,cot_other_rept_net_ratio_normalized,normalized
44,context__cot_nonrept_net_ratio_imputed_clipped,cot_nonrept_net_ratio_imputed_clipped,imputed_clipped
44,context__cot_nonrept_net_ratio_normalized,cot_nonrept_net_ratio_normalized,normalized
44,context__cot_age_days_imputed_clipped,cot_age_days_imputed_clipped,imputed_clipped
44,context__cot_age_days_normalized,cot_age_days_normalized,normalized
44,context__cot_open_interest_change_20_imputed_clipped,cot_open_interest_change_20_imputed_clipped,imputed_clipped
44,context__cot_open_interest_change_20_normalized,cot_open_interest_change_20_normalized,normalized
44,context__cot_open_interest_pct_change_20_imputed_clipped,cot_open_interest_pct_change_20_imputed_clipped,imputed_clipped
44,context__cot_open_interest_pct_change_20_normalized,cot_open_interest_pct_change_20_normalized,normalized
44,context__cot_open_interest_change_60_imputed_clipped,cot_open_interest_change_60_imputed_clipped,imputed_clipped
44,context__cot_open_interest_change_60_normalized,cot_open_interest_change_60_normalized,normalized
44,context__cot_open_interest_pct_change_60_imputed_clipped,cot_open_interest_pct_change_60_imputed_clipped,imputed_clipped
44,context__cot_open_interest_pct_change_60_normalized,cot_open_interest_pct_change_60_normalized,normalized
44,context__cot_open_interest_zscore_60_imputed_clipped,cot_open_interest_zscore_60_imputed_clipped,imputed_clipped
44,context__cot_open_interest_zscore_60_normalized,cot_open_interest_zscore_60_normalized,normalized
44,context__cot_lev_money_net_ratio_change_20_imputed_clipped,cot_lev_money_net_ratio_change_20_imputed_clipped,imputed_clipped
44,context__cot_lev_money_net_ratio_change_20_normalized,cot_lev_money_net_ratio_change_20_normalized,normalized
44,context__cot_lev_money_net_ratio_change_60_imputed_clipped,cot_lev_money_net_ratio_change_60_imputed_clipped,imputed_clipped
44,context__cot_lev_money_net_ratio_change_60_normalized,cot_lev_money_net_ratio_change_60_normalized,normalized
44,context__cot_asset_mgr_net_ratio_change_20_imputed_clipped,cot_asset_mgr_net_ratio_change_20_imputed_clipped,imputed_clipped
44,context__cot_asset_mgr_net_ratio_change_20_normalized,cot_asset_mgr_net_ratio_change_20_normalized,normalized
44,context__cot_asset_mgr_net_ratio_change_60_imputed_clipped,cot_asset_mgr_net_ratio_change_60_imputed_clipped,imputed_clipped
44,context__cot_asset_mgr_net_ratio_change_60_normalized,cot_asset_mgr_net_ratio_change_60_normalized,normalized
44,context__cot_dealer_net_ratio_change_20_imputed_clipped,cot_dealer_net_ratio_change_20_imputed_clipped,imputed_clipped
44,context__cot_dealer_net_ratio_change_20_normalized,cot_dealer_net_ratio_change_20_normalized,normalized
44,context__cot_dealer_net_ratio_change_60_imputed_clipped,cot_dealer_net_ratio_change_60_imputed_clipped,imputed_clipped
44,context__cot_dealer_net_ratio_change_60_normalized,cot_dealer_net_ratio_change_60_normalized,normalized
45,context__split,split,raw_or_metadata
45,context__Date,Date,raw_or_metadata
45,context__image_end_date,image_end_date,raw_or_metadata
45,context__start_index,start_index,raw_or_metadata
45,context__end_index,end_index,raw_or_metadata
45,context__label_end_index,label_end_index,raw_or_metadata
45,context__label_end_date,label_end_date,raw_or_metadata
45,context__image_window,image_window,raw_or_metadata
45,context__return_horizon,return_horizon,raw_or_metadata
45,context__entry_close,entry_close,raw_or_metadata
45,context__exit_close,exit_close,raw_or_metadata
45,context__future_return,future_return,raw_or_metadata
45,context__label,label,raw_or_metadata
45,context__derivatives_asof_date,derivatives_asof_date,raw_or_metadata
45,context__funding_source_date,funding_source_date,raw_or_metadata
45,context__activity_source_date,activity_source_date,raw_or_metadata
45,context__cot_source_report_date,cot_source_report_date,raw_or_metadata
45,context__cot_available_date,cot_available_date,raw_or_metadata
45,context__funding_age_days,funding_age_days,raw_or_metadata
45,context__activity_age_days,activity_age_days,raw_or_metadata
45,context__cot_age_days,cot_age_days,raw_or_metadata
45,context__funding_missing,funding_missing,missing_indicator
45,context__activity_missing,activity_missing,missing_indicator
45,context__cftc_missing,cftc_missing,missing_indicator
45,context__funding_rate_mean_7,funding_rate_mean_7,raw_or_metadata
45,context__funding_rate_sum_7,funding_rate_sum_7,raw_or_metadata
45,context__funding_rate_abs_mean_7,funding_rate_abs_mean_7,raw_or_metadata
45,context__funding_rate_min_7,funding_rate_min_7,raw_or_metadata
45,context__funding_rate_max_7,funding_rate_max_7,raw_or_metadata
45,context__funding_rate_mean_20,funding_rate_mean_20,raw_or_metadata
45,context__funding_rate_sum_20,funding_rate_sum_20,raw_or_metadata
45,context__funding_rate_abs_mean_20,funding_rate_abs_mean_20,raw_or_metadata
45,context__funding_rate_min_20,funding_rate_min_20,raw_or_metadata
45,context__funding_rate_max_20,funding_rate_max_20,raw_or_metadata
45,context__funding_rate_mean_60,funding_rate_mean_60,raw_or_metadata
45,context__funding_rate_sum_60,funding_rate_sum_60,raw_or_metadata
45,context__funding_rate_abs_mean_60,funding_rate_abs_mean_60,raw_or_metadata
45,context__funding_rate_min_60,funding_rate_min_60,raw_or_metadata
45,context__funding_rate_max_60,funding_rate_max_60,raw_or_metadata
45,context__bitmex_trades_mean_7,bitmex_trades_mean_7,raw_or_metadata
45,context__bitmex_trades_mean_20,bitmex_trades_mean_20,raw_or_metadata
45,context__bitmex_trades_mean_60,bitmex_trades_mean_60,raw_or_metadata
45,context__bitmex_volume_mean_7,bitmex_volume_mean_7,raw_or_metadata
45,context__bitmex_volume_mean_20,bitmex_volume_mean_20,raw_or_metadata
45,context__bitmex_volume_mean_60,bitmex_volume_mean_60,raw_or_metadata
45,context__bitmex_turnover_mean_7,bitmex_turnover_mean_7,raw_or_metadata
45,context__bitmex_turnover_mean_20,bitmex_turnover_mean_20,raw_or_metadata
45,context__bitmex_turnover_mean_60,bitmex_turnover_mean_60,raw_or_metadata
45,context__bitmex_homenotional_mean_20,bitmex_homenotional_mean_20,raw_or_metadata
45,context__bitmex_homenotional_mean_60,bitmex_homenotional_mean_60,raw_or_metadata
45,context__bitmex_foreignnotional_mean_20,bitmex_foreignnotional_mean_20,raw_or_metadata
45,context__bitmex_foreignnotional_mean_60,bitmex_foreignnotional_mean_60,raw_or_metadata
45,context__cot_open_interest,cot_open_interest,raw_or_metadata
45,context__cot_lev_money_net_ratio,cot_lev_money_net_ratio,raw_or_metadata
45,context__cot_asset_mgr_net_ratio,cot_asset_mgr_net_ratio,raw_or_metadata
45,context__cot_dealer_net_ratio,cot_dealer_net_ratio,raw_or_metadata
45,context__cot_other_rept_net_ratio,cot_other_rept_net_ratio,raw_or_metadata
45,context__cot_nonrept_net_ratio,cot_nonrept_net_ratio,raw_or_metadata
45,context__cot_open_interest_change_20,cot_open_interest_change_20,raw_or_metadata
45,context__cot_open_interest_pct_change_20,cot_open_interest_pct_change_20,raw_or_metadata
