svd_dim,context_method,seed_count,context_dim_mean,context_dim_std,context_dim_count,num_samples_mean,num_samples_std,num_samples_count,accuracy_mean,accuracy_std,accuracy_count,majority_class_accuracy_mean,majority_class_accuracy_std,majority_class_accuracy_count,accuracy_minus_majority_class_accuracy_mean,accuracy_minus_majority_class_accuracy_std,accuracy_minus_majority_class_accuracy_count,roc_auc_mean,roc_auc_std,roc_auc_count,f1_mean,f1_std,f1_count,brier_score_mean,brier_score_std,brier_score_count,positive_rate_mean,positive_rate_std,positive_rate_count,predicted_positive_rate_mean,predicted_positive_rate_std,predicted_positive_rate_count,long_flat_sharpe_net_mean,long_flat_sharpe_net_std,long_flat_sharpe_net_count,long_short_sharpe_net_mean,long_short_sharpe_net_std,long_short_sharpe_net_count,long_flat_annualized_return_net_mean,long_flat_annualized_return_net_std,long_flat_annualized_return_net_count,long_short_annualized_return_net_mean,long_short_annualized_return_net_std,long_short_annualized_return_net_count
8,concat,5,30.0,0.0,5,1441.0,0.0,5,0.540735600277585,0.06694742486981384,5,0.5412907702984039,0.0,5,,,0,0.5816969238527484,0.016451507971672278,5,0.4371654682378946,0.30678816469932557,5,0.26577623383842947,0.017193043344956943,5,0.5412907702984039,0.0,5,0.4215128383067316,0.3377589828976313,5,2.8944241269476843,1.3180760318502405,5,0.8752983115876752,3.066667205058533,5,5.82411598075052,4.442611246493859,5,2.519218410614392,8.885377788837127,5
16,concat,5,54.0,0.0,5,1441.0,0.0,5,0.5347675225537821,0.04511717188023731,5,0.5412907702984039,0.0,5,,,0,0.5608328484425308,0.01573238098237865,5,0.5279099591421624,0.2970087153754739,5,0.25757650631914053,0.012671735385731159,5,0.5412907702984039,0.0,5,0.6262317834836918,0.375325832612301,5,2.346508371111966,1.618338490066586,5,1.0815365349904749,2.5062669632432417,5,6.140694562968817,3.6287752549600674,5,3.1523755750509834,7.257765510596755,5
