modulation_scale,context_method,seed_count,num_samples_mean,num_samples_std,num_samples_count,accuracy_mean,accuracy_std,accuracy_count,majority_class_accuracy_mean,majority_class_accuracy_std,majority_class_accuracy_count,roc_auc_mean,roc_auc_std,roc_auc_count,average_precision_mean,average_precision_std,average_precision_count,f1_mean,f1_std,f1_count,brier_score_mean,brier_score_std,brier_score_count,predicted_positive_rate_mean,predicted_positive_rate_std,predicted_positive_rate_count,long_flat_sharpe_net_mean,long_flat_sharpe_net_std,long_flat_sharpe_net_count,long_short_sharpe_net_mean,long_short_sharpe_net_std,long_short_sharpe_net_count,long_flat_annualized_return_net_mean,long_flat_annualized_return_net_std,long_flat_annualized_return_net_count,long_short_annualized_return_net_mean,long_short_annualized_return_net_std,long_short_annualized_return_net_count,num_trainable_parameters_mean,num_trainable_parameters_std,num_trainable_parameters_count,num_frozen_parameters_mean,num_frozen_parameters_std,num_frozen_parameters_count
0.02,film_full_bounded_last_block,5,1441.0,0.0,5,0.5802914642609299,0.017972155697997115,5,0.5412907702984039,0.0,5,0.5849295938554637,0.023108945750632312,5,0.611271862347178,0.019255649227473515,5,0.6508144715377929,0.0069356063601160025,5,0.27400421333445585,0.00864891285310914,5,0.6606523247744622,0.045286039911604334,5,3.4445149189608215,0.3638942021910958,5,2.3933701589521745,0.48346454805963435,5,8.043477042452931,0.6910874444993339,5,6.957940534019211,1.3823292778957528,5,35008.0,0.0,5,2952962.0,0.0,5
0.05,film_full_bounded_last_block,5,1441.0,0.0,5,0.5793199167244969,0.01700137374780443,5,0.5412907702984039,0.0,5,0.584921059777338,0.022943164319498065,5,0.6113315682152394,0.01915021025113437,5,0.6488287360875884,0.005767389675773907,5,0.2738376188514321,0.008435733991697236,5,0.6566273421235254,0.0440007266604564,5,3.4219784274000546,0.3526996833952223,5,2.3342271249728066,0.44725717074618815,5,7.959168489332924,0.6404114282858386,5,6.7893234277792,1.2809727899424368,5,35008.0,0.0,5,2952962.0,0.0,5
