run_seed,stage2_accuracy,stage2_roc_auc,stage2_f1,stage2_brier_score,stage2_predicted_positive_rate,n9a_accuracy,n9a_roc_auc,n9a_f1,n9a_brier_score,n9a_predicted_positive_rate,n9grid32_accuracy,n9grid32_roc_auc,n9grid32_f1,n9grid32_brier_score,n9grid32_predicted_positive_rate,n9a_accuracy_delta_vs_stage2,n9a_roc_auc_delta_vs_stage2,n9a_f1_delta_vs_stage2,n9a_brier_score_delta_vs_stage2,n9a_predicted_positive_rate_delta_vs_stage2,n9grid32_accuracy_delta_vs_stage2,n9grid32_roc_auc_delta_vs_stage2,n9grid32_f1_delta_vs_stage2,n9grid32_brier_score_delta_vs_stage2,n9grid32_predicted_positive_rate_delta_vs_stage2
42,0.6030534351145038,0.61694984289538,0.657074340527578,0.2587921191308433,0.6162387231089521,0.6051353226925746,0.6174618875829163,0.6574352799518363,0.2585053023328241,0.611380985426787,0.6037473976405274,0.6175200744792273,0.6562311860325105,0.2585009341695567,0.611380985426787,0.002081887578070818,0.000512044687536295,0.0003609394242582997,-0.0002868167980192293,-0.004857737682165131,0.000693962526023606,0.0005702315838472805,-0.0008431544950674441,-0.00029118496128660576,-0.004857737682165131
43,0.5746009715475364,0.5833469102758059,0.6526912181303116,0.2807029335434596,0.6835530881332408,0.5725190839694656,0.5841169168703209,0.648,0.279451595125267,0.6731436502428869,0.57529493407356,0.583591295240312,0.6522727272727272,0.2800990521224279,0.6800832755031229,-0.002081887578070818,0.0007700065945149825,-0.004691218130311592,-0.0012513384181925824,-0.010409437890353868,0.000693962526023606,0.0002443849645060725,-0.000418490857584386,-0.0006038814210316823,-0.003469812630117919
44,0.5628036086051353,0.5609691997362195,0.6564885496183206,0.2800487764703684,0.7314365024288688,0.563497571131159,0.5618643081578029,0.6515235457063712,0.2782477851702311,0.7113115891741846,0.5648854961832062,0.5611699445284922,0.6556836902800658,0.2791985992156052,0.7224149895905622,0.000693962526023606,0.0008951084215833571,-0.004965003911949428,-0.0018009913001373334,-0.02012491325468424,0.002081887578070818,0.00020074479227272235,-0.0008048593382548042,-0.000850177254763218,-0.009021512838306656
45,0.5628036086051353,0.5651324721672679,0.64,0.2762765366139343,0.6731436502428869,0.5641915336571826,0.5661895341169169,0.6382488479262672,0.2753115456262396,0.6634281748785565,0.5648854961832062,0.5660712207610845,0.6394479585968948,0.2754662102532408,0.6655100624566274,0.001387925052047212,0.0010570619496489408,-0.0017511520737327757,-0.0009649909876947027,-0.009715475364330373,0.002081887578070818,0.0009387485938165963,-0.0005520414031051635,-0.0008103263606935029,-0.007633587786259555
46,0.5933379597501734,0.5979110904224368,0.6491017964071857,0.2758634450271591,0.6176266481609993,0.5919500346981263,0.5987160091547383,0.6423357664233577,0.2753193420102821,0.5995836224843858,0.5898681471200555,0.5984105279491059,0.6429003021148036,0.275557944817179,0.6072172102706453,-0.001387925052047101,0.000804918732301485,-0.006766029983828026,-0.0005441030168770178,-0.018043025676613533,-0.003469812630117919,0.0004994375266690332,-0.006201494292382037,-0.00030550020998010297,-0.010409437890353979
