split,window_days,feature,mean,std,min,max
train,60,news_svd_60d_25,0.008259210870581252,0.06133322537031994,-0.1789060830866918,0.2046827400623013
train,60,news_svd_60d_26,-0.0017990458164221094,0.039455710868193564,-0.10070137056530036,0.088943614414381
train,60,news_svd_60d_27,0.003342801184541159,0.047975898665535,-0.15508998167195362,0.15304061646439934
train,60,news_svd_60d_28,-0.011657764954482725,0.03390973581496025,-0.09842255641162125,0.06279610147429925
train,60,news_svd_60d_29,-0.00407579114220362,0.0328499406401684,-0.07902062145117124,0.088864939382766
train,60,news_svd_60d_30,0.0008119117295868295,0.034188694379353346,-0.0732635040996008,0.09384811320406573
train,60,news_svd_60d_31,0.0020120826189206622,0.030933585245939893,-0.09745271132842176,0.07116156541009894
validation,7,news_svd_7d_00,0.2748035353014914,0.05440385901116119,0.09818816257294108,0.41057168046671566
validation,7,news_svd_7d_01,-0.005341166696266997,0.14006218045831936,-0.18331318207564737,0.28767821739982036
validation,7,news_svd_7d_02,0.015421700665456024,0.11271154685439086,-0.2230786659685004,0.21667932436368437
validation,7,news_svd_7d_03,-0.009101752599933201,0.10184531635952317,-0.19883807283095628,0.21710062054219081
validation,7,news_svd_7d_04,0.014697688150668587,0.10093428562362186,-0.20559914508935398,0.21007804011392323
validation,7,news_svd_7d_05,-0.010354494021370503,0.09277372817668289,-0.2228214633332159,0.2232256398461249
validation,7,news_svd_7d_06,-0.00043845427993671906,0.08623267507952563,-0.2173949450010286,0.23707446432067728
validation,7,news_svd_7d_07,-0.0036216013716153187,0.08971932825091634,-0.1799978942652873,0.209860040847619
validation,7,news_svd_7d_08,-0.001628930143502029,0.09645865222184646,-0.20238117677294493,0.2513475304405585
validation,7,news_svd_7d_09,0.009765714645691377,0.09242119356372919,-0.21333147431482477,0.2367563440151282
validation,7,news_svd_7d_10,-8.981000511369546e-06,0.08818073982128817,-0.2316837672853675,0.18583914104232815
validation,7,news_svd_7d_11,0.0011364158939486104,0.08702949962376706,-0.1578329207749654,0.17814423817250744
validation,7,news_svd_7d_12,-0.0001052367053554249,0.07840816517218974,-0.22840809642792495,0.24588932871992925
validation,7,news_svd_7d_13,0.00640978402981236,0.07574095592135771,-0.2346990065142402,0.1802423748964914
validation,7,news_svd_7d_14,0.007196896124432533,0.0857217035304584,-0.21604381366670108,0.2781677269887522
validation,7,news_svd_7d_15,0.011917328040438158,0.080679372312059,-0.18968871525774053,0.2207047004695844
validation,7,news_svd_7d_16,0.00950080296996962,0.08513860768307421,-0.1940105740449432,0.1996970775267212
validation,7,news_svd_7d_17,0.0013254159682929486,0.07452802795100127,-0.1890872912244147,0.23447231446842848
validation,7,news_svd_7d_18,0.0074690763957271835,0.07923226633021935,-0.1782712134958894,0.1985976532205819
