context_method,seed_count,num_samples_mean,num_samples_std,num_samples_count,accuracy_mean,accuracy_std,accuracy_count,majority_class_accuracy_mean,majority_class_accuracy_std,majority_class_accuracy_count,accuracy_minus_majority_mean,accuracy_minus_majority_std,accuracy_minus_majority_count,roc_auc_mean,roc_auc_std,roc_auc_count,average_precision_mean,average_precision_std,average_precision_count,f1_mean,f1_std,f1_count,brier_score_mean,brier_score_std,brier_score_count,positive_rate_mean,positive_rate_std,positive_rate_count,predicted_positive_rate_mean,predicted_positive_rate_std,predicted_positive_rate_count,long_flat_sharpe_net_mean,long_flat_sharpe_net_std,long_flat_sharpe_net_count,long_short_sharpe_net_mean,long_short_sharpe_net_std,long_short_sharpe_net_count,long_flat_annualized_return_net_mean,long_flat_annualized_return_net_std,long_flat_annualized_return_net_count,long_short_annualized_return_net_mean,long_short_annualized_return_net_std,long_short_annualized_return_net_count,accuracy_mean_minus_stage2_ohlc_mean,roc_auc_mean_minus_stage2_ohlc_mean
film_full,5,1441.0,0.0,5,0.5523941707147814,0.03971078905223078,5,0.5412907702984039,0.0,5,0.011103400416377496,0.03971078905223077,5,0.5465266302028783,0.06890043288351745,5,0.57392346201399,0.05025364717704212,5,0.6413028075214533,0.01856445337292922,5,0.2621371592884115,0.013047381382599784,5,0.5412907702984039,0.0,5,0.7107564191533657,0.14502936862562618,5,3.2134083049382562,0.5704716273867583,5,2.197411338673204,0.4924353991519199,5,7.762529529843374,0.7099131780338057,5,6.396146827328897,1.4198263560676099,5,-0.00569082928521869,-0.01369136979712171
