context_method,seed_count,num_samples_mean,num_samples_std,num_samples_count,accuracy_mean,accuracy_std,accuracy_count,majority_class_accuracy_mean,majority_class_accuracy_std,majority_class_accuracy_count,accuracy_minus_majority_mean,accuracy_minus_majority_std,accuracy_minus_majority_count,roc_auc_mean,roc_auc_std,roc_auc_count,average_precision_mean,average_precision_std,average_precision_count,f1_mean,f1_std,f1_count,brier_score_mean,brier_score_std,brier_score_count,positive_rate_mean,positive_rate_std,positive_rate_count,predicted_positive_rate_mean,predicted_positive_rate_std,predicted_positive_rate_count,long_flat_sharpe_net_mean,long_flat_sharpe_net_std,long_flat_sharpe_net_count,long_short_sharpe_net_mean,long_short_sharpe_net_std,long_short_sharpe_net_count,long_flat_annualized_return_net_mean,long_flat_annualized_return_net_std,long_flat_annualized_return_net_count,long_short_annualized_return_net_mean,long_short_annualized_return_net_std,long_short_annualized_return_net_count,accuracy_mean_minus_stage2_ohlc_ma_vb_mean,roc_auc_mean_minus_stage2_ohlc_ma_vb_mean,accuracy_mean_minus_p7_film_full_mean,roc_auc_mean_minus_p7_film_full_mean
film_full_bounded_last_block,5,1441.0,0.0,5,0.5425399028452464,0.05897742505990886,5,0.5412907702984039,0.0,5,0.0012491325468424685,0.05897742505990886,5,0.576280111718841,0.02224283349899847,5,0.6033116975794892,0.018109035975408156,5,0.45036875620962447,0.3119780525323946,5,0.2643132872109379,0.010954647545208904,5,0.5412907702984039,0.0,5,0.4541290770298404,0.3656223085157165,5,2.6054259847733965,1.564936638654008,5,0.7553156381376794,2.982828098195863,5,5.656511987424793,4.322315628343811,5,2.1840104239629325,8.644796999513137,5,-0.0367800971547535,-0.008581888281159022,-0.009860097154753555,0.029780111718840985
