priority,experiment_name,image_window,image_spec,return_horizon,context_window,context_feature_set_name,context_scope,context_features,context_method,run_seed,status,error,classification_available,trading_available,stage2_ohlc_baseline_accuracy_mean,stage2_ohlc_baseline_roc_auc_mean,stage2_ohlc_ma_vb_baseline_accuracy_mean,stage2_ohlc_ma_vb_baseline_roc_auc_mean,stage4_v2_p7_ohlc_ma_vb_fg_only_film_full_accuracy_mean,stage4_v2_p7_ohlc_ma_vb_fg_only_film_full_roc_auc_mean,bounded_film_scale,num_samples,accuracy,majority_class_accuracy,accuracy_minus_majority,roc_auc,average_precision,f1,brier_score,positive_rate,predicted_positive_rate,long_flat_sharpe_net,long_flat_annualized_return_net,long_short_sharpe_net,long_short_annualized_return_net,accuracy_minus_stage2_ohlc_ma_vb_mean,roc_auc_minus_stage2_ohlc_ma_vb_mean,accuracy_minus_p7_film_full_mean,roc_auc_minus_p7_film_full_mean
4-V7,stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_fg_only,60,ohlc_ma_vb,20,60,fg_only,fear_greed_only,"fg_value,fg_mean_60,fg_delta_60,fg_std_60",film_full_bounded_last_block,42,skipped_completed,,True,True,0.558085,0.560218,0.57932,0.584862,0.5524,0.5465,0.1,1441,0.5870922970159611,0.5412907702984039,0.04580152671755722,0.5939136506458745,0.6195169476047862,0.668523676880223,0.2742721011582165,0.5412907702984039,0.7043719639139486,3.721357834929386,8.955197238044276,3.0324132510949835,8.7814822437307,0.00777229701596116,0.009051650645874543,0.034692297015961104,0.04741365064587455
4-V7,stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_fg_only,60,ohlc_ma_vb,20,60,fg_only,fear_greed_only,"fg_value,fg_mean_60,fg_delta_60,fg_std_60",film_full_bounded_last_block,43,skipped_completed,,True,True,0.558085,0.560218,0.57932,0.584862,0.5524,0.5465,0.1,1441,0.501734906315059,0.5412907702984039,-0.039555863983344874,0.5831645913340315,0.6200396954223961,0.24421052631578946,0.2498531686485622,0.5412907702984039,0.1179736294240111,2.277427737532084,2.0207314734604473,-1.742239882162291,-5.087449285436955,-0.07758509368494093,-0.0016974086659684584,-0.05066509368494099,0.03666459133403155
4-V7,stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_fg_only,60,ohlc_ma_vb,20,60,fg_only,fear_greed_only,"fg_value,fg_mean_60,fg_delta_60,fg_std_60",film_full_bounded_last_block,44,skipped_completed,,True,True,0.558085,0.560218,0.57932,0.584862,0.5524,0.5465,0.1,1441,0.4587092297015961,0.5412907702984039,-0.08258154059680778,0.5377807517747004,0.5758741556455973,0.0,0.25561662078984665,0.5412907702984039,0.0,0.0,0.0,-3.1558553607984026,-9.12941882500185,-0.12061077029840384,-0.04708124822529958,-0.09369077029840389,-0.00871924822529957
4-V7,stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_fg_only,60,ohlc_ma_vb,20,60,fg_only,fear_greed_only,"fg_value,fg_mean_60,fg_delta_60,fg_std_60",film_full_bounded_last_block,45,skipped_completed,,True,True,0.558085,0.560218,0.57932,0.584862,0.5524,0.5465,0.1,1441,0.5863983344899375,0.5412907702984039,0.04510756419153361,0.5877817215563055,0.6013982894539875,0.6570771001150748,0.2687887166656369,0.5412907702984039,0.6648160999306038,3.4733301236533314,8.07381866130616,2.412682147768606,7.018725090254469,0.007078334489937554,0.002919721556305488,0.0339983344899375,0.041281721556305495
4-V7,stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_fg_only,60,ohlc_ma_vb,20,60,fg_only,fear_greed_only,"fg_value,fg_mean_60,fg_delta_60,fg_std_60",film_full_bounded_last_block,46,skipped_completed,,True,True,0.558085,0.560218,0.57932,0.584862,0.5524,0.5465,0.1,1441,0.5787647467036781,0.5412907702984039,0.03747397640527417,0.5787598432832926,0.5997293997706785,0.6820324777370351,0.27303582879242716,0.5412907702984039,0.7834836918806385,3.5550142277521792,9.232812564313077,3.2295780347855017,9.336712896268299,-0.0005552532963218892,-0.006102156716707441,0.026364746703678055,0.032259843283292566
