run_seed,sample_index,Date_stage2,label_stage2,future_return_stage2,entry_close_stage2,exit_close_stage2,prob_down_stage2,prob_up_stage2,pred_class_stage2,correct_stage2,logit_down_stage2,logit_up_stage2,Date_stage4,label_stage4,future_return_stage4,entry_close_stage4,exit_close_stage4,prob_down_stage4,prob_up_stage4,pred_class_stage4,correct_stage4,logit_down_stage4,logit_up_stage4,label,Date,future_return,stage2_correct,stage4_correct,stage2_margin,stage4_margin,prob_up_delta_stage4_minus_stage2,stage2_true_prob,stage4_true_prob,true_prob_delta_stage4_minus_stage2,transition,funding_missing,activity_missing,cftc_missing,funding_rate_mean_7_missing,funding_rate_sum_7_missing,funding_rate_abs_mean_7_missing,funding_rate_min_7_missing,funding_rate_max_7_missing,funding_rate_mean_20_missing,funding_rate_sum_20_missing,funding_rate_abs_mean_20_missing,funding_rate_min_20_missing,funding_rate_max_20_missing,funding_rate_mean_60_missing,funding_rate_sum_60_missing,funding_rate_abs_mean_60_missing,funding_rate_min_60_missing,funding_rate_max_60_missing,bitmex_trades_mean_7_missing,bitmex_trades_mean_20_missing,bitmex_trades_mean_60_missing,bitmex_volume_mean_7_missing,bitmex_volume_mean_20_missing,bitmex_volume_mean_60_missing,bitmex_turnover_mean_7_missing,bitmex_turnover_mean_20_missing,bitmex_turnover_mean_60_missing,bitmex_homenotional_mean_20_missing,bitmex_homenotional_mean_60_missing,bitmex_foreignnotional_mean_20_missing,bitmex_foreignnotional_mean_60_missing,cot_open_interest_missing,cot_lev_money_net_ratio_missing,cot_asset_mgr_net_ratio_missing,cot_dealer_net_ratio_missing,cot_other_rept_net_ratio_missing,cot_nonrept_net_ratio_missing,cot_age_days_missing,cot_open_interest_change_20_missing,cot_open_interest_pct_change_20_missing,cot_open_interest_change_60_missing,cot_open_interest_pct_change_60_missing,cot_open_interest_zscore_60_missing,cot_lev_money_net_ratio_change_20_missing,cot_lev_money_net_ratio_change_60_missing,cot_asset_mgr_net_ratio_change_20_missing,cot_asset_mgr_net_ratio_change_60_missing,cot_dealer_net_ratio_change_20_missing,cot_dealer_net_ratio_change_60_missing,funding_rate_mean_7_normalized,funding_rate_sum_7_normalized,funding_rate_abs_mean_7_normalized,funding_rate_min_7_normalized,funding_rate_max_7_normalized,funding_rate_mean_20_normalized,funding_rate_sum_20_normalized,funding_rate_abs_mean_20_normalized,funding_rate_min_20_normalized,funding_rate_max_20_normalized,funding_rate_mean_60_normalized,funding_rate_sum_60_normalized,funding_rate_abs_mean_60_normalized,funding_rate_min_60_normalized,funding_rate_max_60_normalized,cot_open_interest_normalized,cot_lev_money_net_ratio_normalized,cot_asset_mgr_net_ratio_normalized,cot_dealer_net_ratio_normalized,cot_other_rept_net_ratio_normalized,cot_nonrept_net_ratio_normalized,cot_age_days_normalized,cot_open_interest_change_20_normalized,cot_open_interest_pct_change_20_normalized,cot_open_interest_change_60_normalized,cot_open_interest_pct_change_60_normalized,cot_open_interest_zscore_60_normalized,cot_lev_money_net_ratio_change_20_normalized,cot_lev_money_net_ratio_change_60_normalized,cot_asset_mgr_net_ratio_change_20_normalized,cot_asset_mgr_net_ratio_change_60_normalized,cot_dealer_net_ratio_change_20_normalized,cot_dealer_net_ratio_change_60_normalized,context_features_path,context_features_available,selection_score,analysis_group
43,2234,2024-06-10T00:00:00,0,-0.0973251366120218,69540.0,62772.01,0.4745441377162933,0.5254558324813843,1,0,0.7515404224395752,0.8534519672393799,2024-06-10T00:00:00,0,-0.0973251366120218,69540.0,62772.01,0.5124290585517883,0.4875709116458893,0,1,0.8307169079780579,0.780990481376648,0,2024-06-10T00:00:00,-0.0973251366120218,False,True,0.025455832481384277,0.012429088354110718,-0.037884920835494995,0.4745441377162933,0.5124290585517883,0.03788492083549505,stage2_wrong_to_stage4_correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2047714645927052,0.2047714645926928,-0.6449964177473598,0.8387712634986899,-0.4991573779366448,0.2652779374181714,0.2652779374181606,-0.8373213568994087,1.0409365737576746,-0.6357963647369512,0.1896986949177204,0.1896986949177044,-1.1620220734552174,1.0272888522279378,-1.0500974573812876,2.556624089605518,-2.463738670193471,1.873695395246621,2.2077482378909217,0.9921705594448584,-2.0191923945475825,0.0373674544964028,3.3873391643454656,0.1836871607863663,2.7334667189655195,0.038701820998069,0.0911294732802851,-1.5874217887710076,-1.4088397238373855,0.9846158679540338,-0.9276833202269252,2.76865495004456,2.2956578764335656,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.03788492083549505,stage2_wrong_to_stage4_correct
42,1084,2021-04-17T00:00:00,0,-0.0448601871858891,60006.66,57314.75,0.4967768788337707,0.5032231211662292,1,0,0.6372184157371521,0.6501110792160034,2021-04-17T00:00:00,0,-0.0448601871858891,60006.66,57314.75,0.5272085666656494,0.472791463136673,0,1,0.699793815612793,0.5908520221710205,0,2021-04-17T00:00:00,-0.0448601871858891,False,True,0.003223121166229248,0.027208536863327026,-0.030431658029556274,0.4967768788337707,0.5272085666656494,0.030431687831878718,stage2_wrong_to_stage4_correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.743488742055245,2.743488742055271,2.6571024944566424,0.8387712634986899,3.811967670243965,2.1884945533534554,2.188494553353453,1.954784845358216,1.0409365737576746,2.591181273412805,2.4257579933544005,2.425757993354364,1.3159406918835037,1.226898159222681,1.627379179209812,1.4099933071734247,-2.435941644374247,0.1122052740413298,1.4596132541631333,2.538743767677306,0.2149823048129797,-0.9655750241870484,-0.3313827504847471,-0.384910932641377,-1.0999948340611825,-0.8719072319649415,-0.3206527861008317,-0.1032954495330348,0.0526048284977732,0.3151003917308106,-0.1727994623553018,-0.5280356334977211,1.5156147151293615,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_42/context_features.csv,True,0.030431687831878718,stage2_wrong_to_stage4_correct
43,1079,2021-04-12T00:00:00,0,-0.0548244236551954,59860.0,56578.21,0.4912086129188537,0.5087913870811462,1,0,0.2204248309135437,0.2555940151214599,2021-04-12T00:00:00,0,-0.0548244236551954,59860.0,56578.21,0.5202505588531494,0.479749470949173,0,1,0.2822117209434509,0.2011652290821075,0,2021-04-12T00:00:00,-0.0548244236551954,False,True,0.00879138708114624,0.020250529050827026,-0.029041916131973267,0.4912086129188537,0.5202505588531494,0.02904194593429571,stage2_wrong_to_stage4_correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.7455476960583045,1.7455476960583052,1.3590847625554798,0.8387712634986899,3.811967670243965,1.5634268361591854,1.5634268361591797,1.0473179300100472,0.997406047263887,2.591181273412805,2.382716007536652,2.38271600753664,1.203433823801534,1.226898159222681,1.627379179209812,1.4807194421386862,-2.463738670193471,-0.3225397474413409,1.4048645429403577,2.734584900008897,-0.0807501448070861,0.0373674544964028,0.2383727351003093,-0.0097212717584803,-0.1547980659607406,-0.3866139332448117,-0.2399596707010164,-0.0116917880051239,-0.3894678852436944,-0.0107432175501098,-0.3011641331219091,-0.1273484956159982,1.00491806842973,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.02904194593429571,stage2_wrong_to_stage4_correct
43,2229,2024-06-05T00:00:00,0,-0.1308149575293918,71108.0,61806.01,0.4818126261234283,0.518187403678894,1,0,0.8892084360122681,0.9619900584220886,2024-06-05T00:00:00,0,-0.1308149575293918,71108.0,61806.01,0.5087365508079529,0.4912634491920471,0,1,0.9445553421974182,0.9096055626869202,0,2024-06-05T00:00:00,-0.1308149575293918,False,True,0.018187403678894043,0.00873655080795288,-0.026923954486846924,0.4818126261234283,0.5087365508079529,0.02692392468452459,stage2_wrong_to_stage4_correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2038126741561989,0.2038126741561857,-0.646243512445744,0.8387712634986899,-0.5081047145983825,0.2133111732119732,0.2133111732119653,-0.8877721851014674,0.8207964826319502,-0.6357963647369512,0.1889505911817514,0.1889505911817354,-1.1620220734552174,1.0272888522279378,-1.0500974573812876,2.556624089605518,-2.0155994202039813,1.873695395246621,-0.3642770780912998,0.750690975196477,-2.135414772471925,1.0403099331798542,3.3873391643454656,1.4681848124971677,2.7334667189655195,0.6089498661628411,1.0701561687236347,-0.8249962656376914,-0.2753268109207363,-1.4258134045228747,-2.06376264837797,2.76865495004456,2.2956578764335656,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.02692392468452459,stage2_wrong_to_stage4_correct
42,1079,2021-04-12T00:00:00,0,-0.0548244236551954,59860.0,56578.21,0.4772802591323852,0.5227197408676147,1,0,0.1900747865438461,0.2810163497924804,2021-04-12T00:00:00,0,-0.0548244236551954,59860.0,56578.21,0.5028287768363953,0.4971711933612823,0,1,0.2434321343898773,0.2321168035268783,0,2021-04-12T00:00:00,-0.0548244236551954,False,True,0.022719740867614746,0.002828806638717707,-0.025548547506332453,0.4772802591323852,0.5028287768363953,0.025548517704010065,stage2_wrong_to_stage4_correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.7455476960583045,1.7455476960583052,1.3590847625554798,0.8387712634986899,3.811967670243965,1.5634268361591854,1.5634268361591797,1.0473179300100472,0.997406047263887,2.591181273412805,2.382716007536652,2.38271600753664,1.203433823801534,1.226898159222681,1.627379179209812,1.4807194421386862,-2.463738670193471,-0.3225397474413409,1.4048645429403577,2.734584900008897,-0.0807501448070861,0.0373674544964028,0.2383727351003093,-0.0097212717584803,-0.1547980659607406,-0.3866139332448117,-0.2399596707010164,-0.0116917880051239,-0.3894678852436944,-0.0107432175501098,-0.3011641331219091,-0.1273484956159982,1.00491806842973,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_42/context_features.csv,True,0.025548517704010065,stage2_wrong_to_stage4_correct
43,2171,2024-04-08T00:00:00,0,-0.1187012007819044,71620.0,63118.62,0.496832013130188,0.5031680464744568,1,0,0.9099298715591432,0.922602117061615,2024-04-08T00:00:00,0,-0.1187012007819044,71620.0,63118.62,0.522057056427002,0.4779429733753204,0,1,0.9632675647735596,0.8749821186065674,0,2024-04-08T00:00:00,-0.1187012007819044,False,True,0.003168046474456787,0.02205702662467962,-0.025225073099136408,0.496832013130188,0.522057056427002,0.025225043296813965,stage2_wrong_to_stage4_correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4363193550089554,0.4363193550089465,-0.3438230480876839,0.8175060225608901,0.596891363126222,0.7294080928253545,0.7294080928253819,-0.1635019468393624,1.0247680924885534,0.1482866849820203,1.2686594396812152,1.268659439681285,-0.1723151011096821,1.226898159222681,0.0395076766808908,2.556624089605518,-1.664931803876669,1.873695395246621,-2.157596342979589,0.7638783756818193,-1.591891033632168,0.0373674544964028,-2.759836687106325,-1.7667300860190651,2.7334667189655195,0.6029778617221223,-0.8581663059975484,-2.2500138163492447,-0.934416974336848,2.163779191927525,2.350668243196308,2.76865495004456,-1.1792932349324243,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.025225043296813965,stage2_wrong_to_stage4_correct
43,2226,2024-06-02T00:00:00,0,-0.0517020206260903,67765.63,64262.01,0.493853896856308,0.5061460733413696,1,0,0.6276100277900696,0.6521955728530884,2024-06-02T00:00:00,0,-0.0517020206260903,67765.63,64262.01,0.5185103416442871,0.4814895987510681,0,1,0.6809150576591492,0.606839656829834,0,2024-06-02T00:00:00,-0.0517020206260903,False,True,0.006146073341369629,0.018510401248931885,-0.024656474590301514,0.493853896856308,0.5185103416442871,0.024656444787979126,stage2_wrong_to_stage4_correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2116427960543181,0.2116427960543213,-0.6360589057422957,0.8387712634986899,-0.4350347985275246,0.199665912426542,0.1996659124265349,-0.907582235074386,0.8207964826319502,-0.6357963647369512,0.1888530124335816,0.1888530124335656,-1.1620220734552174,1.0272888522279378,-1.0500974573812876,2.556624089605518,-2.0155994202039813,1.873695395246621,-0.3642770780912998,0.750690975196477,-2.135414772471925,-0.4641037848453228,3.3873391643454656,1.4681848124971677,-3.1218642944566826,-1.494714598420575,0.844477829060228,-0.8249962656376914,-2.346797369128631,-1.4258134045228747,2.350668243196308,2.76865495004456,2.2956578764335656,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.024656444787979126,stage2_wrong_to_stage4_correct
43,1657,2022-11-11T00:00:00,0,-0.0054445408431365,17070.31,16977.37,0.4901643991470337,0.5098356008529663,1,0,0.0904304012656211,0.1297778040170669,2022-11-11T00:00:00,0,-0.0054445408431365,17070.31,16977.37,0.5147894620895386,0.485210508108139,0,1,0.1431031972169876,0.0839279443025589,0,2022-11-11T00:00:00,-0.0054445408431365,False,True,0.009835600852966309,0.014789491891861017,-0.024625092744827326,0.4901643991470337,0.5147894620895386,0.024625062942504883,stage2_wrong_to_stage4_correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.0058612599026064,-1.0058612599025545,0.5281039951990755,-3.4110053485323863,-0.5081047145983825,-0.3736900921650144,-0.3736900921649962,-0.4565796020460827,-2.1902722214097348,-0.6913166962921962,-0.3623693359779987,-0.3623693359779934,-1.0928148854133484,-1.038667475167653,-1.0961635933338731,2.556624089605518,0.172890633406062,1.873695395246621,-2.157596342979589,0.7422503808088597,-2.216051034868378,-1.467046263528774,-1.1344877049722104,-0.4391770392116598,0.7241613312939528,-0.3279335171432078,-0.297868494831528,0.703422119310896,1.0648125825974328,0.2578649356874297,0.535629176872766,0.5167209156459479,-0.2326289922089609,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.024625062942504883,stage2_wrong_to_stage4_correct
43,1077,2021-04-10T00:00:00,0,-0.0347145759023094,59769.13,57694.27,0.4975086748600006,0.502491295337677,1,0,0.6230800747871399,0.6330454349517822,2021-04-10T00:00:00,0,-0.0347145759023094,59769.13,57694.27,0.5204991102218628,0.4795008897781372,0,1,0.6711824536323547,0.5891399383544922,0,2021-04-10T00:00:00,-0.0347145759023094,False,True,0.002491295337677002,0.020499110221862793,-0.022990405559539795,0.4975086748600006,0.5204991102218628,0.022990435361862183,stage2_wrong_to_stage4_correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0648064861388002,1.064806486138837,0.4736475267028944,0.8387712634986899,1.7227645597282146,1.2273963485927453,1.2273963485927384,0.5594723068452137,0.9302446635306154,1.003753018129164,2.380113907585462,2.3801139075854434,1.200220489475745,1.226898159222681,0.6468285710762035,1.4807194421386862,-2.463738670193471,-0.3225397474413409,1.4048645429403577,2.734584900008897,-0.0807501448070861,-0.9655750241870484,0.2383727351003093,-0.0097212717584803,-0.1547980659607406,-0.3866139332448117,-0.2303118959964304,-0.0116917880051239,-0.3894678852436944,-0.0107432175501098,-0.3011641331219091,-0.1273484956159982,1.00491806842973,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.022990435361862183,stage2_wrong_to_stage4_correct
43,1087,2021-04-20T00:00:00,0,-0.010790607000443,56425.0,55816.14,0.4880871474742889,0.5119128227233887,1,0,-0.2061410397291183,-0.1584806144237518,2021-04-20T00:00:00,0,-0.010790607000443,56425.0,55816.14,0.5110170841217041,0.4889829456806183,0,1,-0.1564581841230392,-0.2005336433649063,0,2021-04-20T00:00:00,-0.010790607000443,False,True,0.011912822723388672,0.011017054319381714,-0.022929877042770386,0.4880871474742889,0.5110170841217041,0.022929936647415217,stage2_wrong_to_stage4_correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3067412729505676,1.306741272950592,0.8024648288434553,0.6195757030629069,1.879342951308624,2.039799468532776,2.039799468532781,1.745205625083976,0.8742768437528889,2.591181273412805,2.112455401355494,2.112455401355506,0.8724202215652875,1.1969567631734694,1.627379179209812,1.4099933071734247,-2.435941644374247,0.1122052740413298,1.4596132541631333,2.538743767677306,0.2149823048129797,0.5388386938381285,-0.3313827504847471,-0.384910932641377,-1.295027092662553,-0.953494814012197,-0.2591379227626088,-0.1032954495330348,0.0149876467923974,0.3151003917308106,-0.0258580152175874,-0.5280356334977211,1.5549690246938976,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.022929936647415217,stage2_wrong_to_stage4_correct
