run_seed,num_samples,stage2_accuracy,stage4_accuracy,accuracy_delta_stage4_minus_stage2,stage2_predicted_positive_rate,stage4_predicted_positive_rate,mean_true_prob_delta_stage4_minus_stage2,stage2_wrong_to_stage4_correct,stage2_correct_to_stage4_wrong,both_correct,both_wrong
42,1441,0.6030534351145038,0.6030534351145038,0.0,0.6162387231089521,0.6190145732130465,0.00015347474755552723,2,2,867,570
43,1441,0.5746009715475364,0.5732130464954892,-0.001387925052047212,0.6835530881332408,0.6766134628730048,-0.00044169382300126924,4,6,822,609
44,1441,0.5628036086051353,0.563497571131159,0.000693962526023606,0.7314365024288688,0.714087439278279,-0.0006317333030688273,13,12,799,617
45,1441,0.5628036086051353,0.5621096460791117,-0.000693962526023606,0.6731436502428869,0.6655100624566274,-0.00030173032850254537,5,6,805,625
46,1441,0.5933379597501734,0.5919500346981263,-0.001387925052047101,0.6176266481609993,0.6176266481609993,7.4500738953995775e-06,3,5,850,583
