context_method,seed_count,num_samples_mean,num_samples_std,num_samples_count,accuracy_mean,accuracy_std,accuracy_count,majority_class_accuracy_mean,majority_class_accuracy_std,majority_class_accuracy_count,accuracy_minus_majority_class_accuracy_mean,accuracy_minus_majority_class_accuracy_std,accuracy_minus_majority_class_accuracy_count,roc_auc_mean,roc_auc_std,roc_auc_count,f1_mean,f1_std,f1_count,brier_score_mean,brier_score_std,brier_score_count,positive_rate_mean,positive_rate_std,positive_rate_count,predicted_positive_rate_mean,predicted_positive_rate_std,predicted_positive_rate_count,long_flat_sharpe_net_mean,long_flat_sharpe_net_std,long_flat_sharpe_net_count,long_short_sharpe_net_mean,long_short_sharpe_net_std,long_short_sharpe_net_count,long_flat_annualized_return_net_mean,long_flat_annualized_return_net_std,long_flat_annualized_return_net_count,long_short_annualized_return_net_mean,long_short_annualized_return_net_std,long_short_annualized_return_net_count
concat,5,1441.0,0.0,5,0.5478140180430258,0.05274480428568011,5,0.5412907702984039,0.0,5,,,0,0.5644437332712673,0.04180147234167339,5,0.5283223299803435,0.29636721235383207,5,0.26522516357570297,0.016527320074733513,5,0.5412907702984039,0.0,5,0.5884802220680083,0.3627413218472895,5,2.7438411728893257,1.545500628849313,5,1.4626211870687442,2.6078908809161394,5,6.691159634902699,3.776955524816562,5,4.253305718918749,7.554135416402561,5
