context_feature_set_key,context_feature_set,context_dim,context_features,modulation_scale,context_method,seed_count,collapse_warning_count,num_samples_mean,num_samples_std,num_samples_count,accuracy_mean,accuracy_std,accuracy_count,majority_class_accuracy_mean,majority_class_accuracy_std,majority_class_accuracy_count,roc_auc_mean,roc_auc_std,roc_auc_count,average_precision_mean,average_precision_std,average_precision_count,f1_mean,f1_std,f1_count,brier_score_mean,brier_score_std,brier_score_count,predicted_positive_rate_mean,predicted_positive_rate_std,predicted_positive_rate_count,stage2_correct_context_wrong_mean,stage2_correct_context_wrong_std,stage2_correct_context_wrong_count,stage2_wrong_context_correct_mean,stage2_wrong_context_correct_std,stage2_wrong_context_correct_count,net_correction_mean,net_correction_std,net_correction_count,long_flat_sharpe_net_mean,long_flat_sharpe_net_std,long_flat_sharpe_net_count,long_short_sharpe_net_mean,long_short_sharpe_net_std,long_short_sharpe_net_count,long_flat_annualized_return_net_mean,long_flat_annualized_return_net_std,long_flat_annualized_return_net_count,long_short_annualized_return_net_mean,long_short_annualized_return_net_std,long_short_annualized_return_net_count,num_trainable_parameters_mean,num_trainable_parameters_std,num_trainable_parameters_count,num_frozen_parameters_mean,num_frozen_parameters_std,num_frozen_parameters_count
roro_2,public_roro_pca_lag1_w20_60_roro_2,2,"roro_proxy_mean_60,roro_proxy_delta_60",0.02,film_full_bounded_last_block,5,0,1441.0,0.0,5,0.5791811242192921,0.018206434538741798,5,0.5412907702984039,0.0,5,0.5847988672950851,0.023247639697507344,5,0.6111716139798198,0.019312882316992228,5,0.6506809819095625,0.006900117090234248,5,0.27425372125146696,0.008880991671293898,5,0.6634281748785565,0.04792613930310598,5,1.0,0.7071067811865476,5,0.8,0.4472135954999579,5,-0.2,0.8366600265340756,5,3.427885687311028,0.37643844297876666,5,2.3758429776632424,0.5013234445325753,5,8.018203096806124,0.7171301747390334,5,6.9073926427256,1.4344146620570342,5,34944.0,0.0,5,2952962.0,0.0,5
roro_3,public_roro_pca_lag1_w20_60_roro_3,3,"roro_proxy_mean_60,roro_proxy_delta_60,roro_proxy_std_60",0.02,film_full_bounded_last_block,5,0,1441.0,0.0,5,0.5793199167244969,0.018435124626549892,5,0.5412907702984039,0.0,5,0.5847484386516155,0.02331281576853743,5,0.6111538988434766,0.019345311027875074,5,0.6509242427849132,0.0071795033831112045,5,0.2742778838026269,0.00887539292607879,5,0.6638445523941707,0.04740480314259446,5,0.8,0.8366600265340756,5,0.8,0.4472135954999579,5,0.0,1.0,5,3.4365550776319678,0.39042512073549873,5,2.3945921586087175,0.5343289347640338,5,8.044632126321911,0.7635171265389891,5,6.9602507017571735,1.5271835749066334,5,34976.0,0.0,5,2952962.0,0.0,5
roro_proxy_all,public_roro_pca_lag1_w20_60_roro_proxy_all,6,"roro_proxy_value,roro_proxy_mean_20,roro_proxy_mean_60,roro_proxy_delta_20,roro_proxy_delta_60,roro_proxy_std_60",0.02,film_full_bounded_last_block,5,0,1441.0,0.0,5,0.5791811242192921,0.018364456606820442,5,0.5412907702984039,0.0,5,0.5848721827844369,0.023233973763474438,5,0.6112221182189985,0.01929290513416495,5,0.6503815130096144,0.006867868976910655,5,0.27412090888858887,0.008783842103965758,5,0.6623178348369188,0.04595006720893963,5,1.8,1.9235384061671348,5,1.6,1.9493588689617927,5,-0.2,0.8366600265340756,5,3.4312599744252195,0.3860615484819874,5,2.3821306003460174,0.5279980027723721,5,8.026873260198967,0.7546860018469947,5,6.924732969511284,1.5095200927498293,5,35072.0,0.0,5,2952962.0,0.0,5
