split,feature,feature_group,num_rows,raw_missing_rate,raw_mean,raw_std,raw_min,raw_max,normalized_mean,normalized_std,normalized_min,normalized_max
test,ofr_fsi_value,ofr_fsi_trailing,1441,0.0,-1.1325890889090382,1.8488788896285537,-4.364,3.470481380884345,0.1702811469613411,0.7722944266649281,-1.0602901665541007,2.0972731318736177
test,ofr_fsi_mean_20,ofr_fsi_trailing,1441,0.0,-1.1430573873447376,1.8201734172680177,-4.0419,3.111409260970662,0.155888138681864,0.7801558175668692,-1.0093284512704856,1.985788432090593
test,ofr_fsi_mean_60,ofr_fsi_trailing,1441,0.0,-1.1653621819553748,1.781798050790946,-3.890133333333333,2.251664171648067,0.18091499524230456,0.8986168262921779,-1.0894100142276222,1.923403110292527
test,ofr_fsi_delta_20,ofr_fsi_trailing,1441,0.0,0.03481541173089408,0.8934762045358615,-3.677,4.211,0.03898736518025987,0.4372814347342224,-1.7776340070178362,2.082878382313627
test,ofr_fsi_delta_60,ofr_fsi_trailing,1441,0.0,0.052721100165434576,1.2228103872348997,-4.238,3.966,0.005689126151310258,0.35127405328257144,-1.2268968970737553,1.129848157772282
test,ofr_fsi_std_60,ofr_fsi_trailing,1441,0.0,0.518348649801879,0.2734616442719584,0.12447507001515007,1.364984384194889,-0.4271256723395048,0.22996532351350266,-0.6631633886066758,0.3047159133863738
train,ofr_fsi_value,ofr_fsi_trailing,671,0.0,-1.5246393442622952,2.4430839129153794,-4.242,10.266,4.235724207213712e-17,1.0000000000000004,-1.0602901665541007,4.152056541550214
train,ofr_fsi_mean_20,ofr_fsi_trailing,671,0.0,-1.4979760804769,2.328498448583875,-3.8866499999999995,7.97695,-1.2707172621641136e-16,0.9999999999999994,-1.0093284512704856,3.9967932148281617
train,ofr_fsi_mean_60,ofr_fsi_trailing,671,0.0,-1.4968436413313462,1.949535454447336,-3.6391500000000003,4.9024833333333335,-8.471448414427424e-17,1.0000000000000002,-1.0894100142276222,3.2692632189102624
train,ofr_fsi_delta_20,ofr_fsi_trailing,671,0.0,-0.02784202682563342,2.1914307384566873,-5.618,13.832,1.588396577705142e-17,0.9999999999999991,-1.9037075353509731,5.192333176225685
train,ofr_fsi_delta_60,ofr_fsi_trailing,671,0.0,0.03525782414307012,3.5554769367811603,-10.014000000000001,14.156,5.1622888775417116e-17,1.0000000000000004,-2.3323321293449686,3.50460490385903
train,ofr_fsi_std_60,ofr_fsi_trailing,671,0.0,1.0163387339148273,1.144995679016476,0.23512885592501034,5.290437132196355,0.0,1.0000000000000004,-0.6631633886066758,3.7049032201323726
validation,ofr_fsi_value,ofr_fsi_trailing,287,0.0,-1.711317073170732,2.2464929494522057,-4.139,9.84,-0.07549821538829617,0.9305723509546211,-1.0602901665541007,4.152056541550214
validation,ofr_fsi_mean_20,ofr_fsi_trailing,287,0.0,-1.7148435540069686,2.1098000108838155,-3.88585,8.04765,-0.09308547416606047,0.906670244697652,-1.0093284512704856,3.9967932148281617
validation,ofr_fsi_mean_60,ofr_fsi_trailing,287,0.0,-1.7487475609756098,1.6441897422896947,-3.6391500000000003,4.8987,-0.12924115480330248,0.8434303281411185,-1.0894100142276222,3.2692632189102624
validation,ofr_fsi_delta_20,ofr_fsi_trailing,287,0.0,-0.042536585365853675,2.0398111200441904,-5.618,13.166,0.0006130287228201372,0.944990367933974,-1.9037075353509731,5.192333176225685
validation,ofr_fsi_delta_60,ofr_fsi_trailing,287,0.0,0.023167247386759522,3.243116422872768,-9.566,13.738,-0.0015651923707983748,0.9182027820031751,-2.3323321293449686,3.50460490385903
validation,ofr_fsi_std_60,ofr_fsi_trailing,287,0.0,0.9165018651152311,1.045082841873518,0.2338971491673298,5.287338886329176,-0.08721904317538003,0.9128675299526869,-0.6631633886066758,3.7049032201323726
