modulation_scale,context_method,seed_count,num_samples_mean,num_samples_std,num_samples_count,accuracy_mean,accuracy_std,accuracy_count,majority_class_accuracy_mean,majority_class_accuracy_std,majority_class_accuracy_count,roc_auc_mean,roc_auc_std,roc_auc_count,average_precision_mean,average_precision_std,average_precision_count,f1_mean,f1_std,f1_count,brier_score_mean,brier_score_std,brier_score_count,predicted_positive_rate_mean,predicted_positive_rate_std,predicted_positive_rate_count,long_flat_sharpe_net_mean,long_flat_sharpe_net_std,long_flat_sharpe_net_count,long_short_sharpe_net_mean,long_short_sharpe_net_std,long_short_sharpe_net_count,long_flat_annualized_return_net_mean,long_flat_annualized_return_net_std,long_flat_annualized_return_net_count,long_short_annualized_return_net_mean,long_short_annualized_return_net_std,long_short_annualized_return_net_count,num_trainable_parameters_mean,num_trainable_parameters_std,num_trainable_parameters_count,num_frozen_parameters_mean,num_frozen_parameters_std,num_frozen_parameters_count
0.02,film_full_bounded_last_block,5,1441.0,0.0,5,0.579736294240111,0.018047028862480094,5,0.5412907702984039,0.0,5,0.584777532099771,0.02345156153956817,5,0.6112473922991437,0.01947647300744021,5,0.6508336832352363,0.006647575771072061,5,0.2742182177896106,0.008879072003805605,5,0.6623178348369188,0.04630503630986345,5,3.4381181551650535,0.3677681773880591,5,2.3886518022201817,0.48540538472961725,5,8.036720334871838,0.6941496239280753,5,6.944427118857027,1.3884517231250464,5,35008.0,0.0,5,2952962.0,0.0,5
0.05,film_full_bounded_last_block,5,1441.0,0.0,5,0.5793199167244969,0.018039021602367335,5,0.5412907702984039,0.0,5,0.5846840451530315,0.023675031961866592,5,0.6112290407287572,0.0196572389409278,5,0.6499204696243017,0.006204535061915528,5,0.2740684738332616,0.008790560136552548,5,0.660235947258848,0.04241297759651299,5,3.431739184055348,0.3759188269510164,5,2.3714475448705903,0.5049966528762893,5,8.011856376675057,0.7220581231033015,5,6.894699202463468,1.444256586328341,5,35008.0,0.0,5,2952962.0,0.0,5
