run_seed,sample_index,Date_stage2,label_stage2,future_return_stage2,entry_close_stage2,exit_close_stage2,prob_down_stage2,prob_up_stage2,pred_class_stage2,correct_stage2,logit_down_stage2,logit_up_stage2,Date_stage4,label_stage4,future_return_stage4,entry_close_stage4,exit_close_stage4,prob_down_stage4,prob_up_stage4,pred_class_stage4,correct_stage4,logit_down_stage4,logit_up_stage4,label,Date,future_return,stage2_correct,stage4_correct,stage2_margin,stage4_margin,prob_up_delta_stage4_minus_stage2,stage2_true_prob,stage4_true_prob,true_prob_delta_stage4_minus_stage2,transition,funding_missing,activity_missing,cftc_missing,funding_rate_mean_7_missing,funding_rate_sum_7_missing,funding_rate_abs_mean_7_missing,funding_rate_min_7_missing,funding_rate_max_7_missing,funding_rate_mean_20_missing,funding_rate_sum_20_missing,funding_rate_abs_mean_20_missing,funding_rate_min_20_missing,funding_rate_max_20_missing,funding_rate_mean_60_missing,funding_rate_sum_60_missing,funding_rate_abs_mean_60_missing,funding_rate_min_60_missing,funding_rate_max_60_missing,bitmex_trades_mean_7_missing,bitmex_trades_mean_20_missing,bitmex_trades_mean_60_missing,bitmex_volume_mean_7_missing,bitmex_volume_mean_20_missing,bitmex_volume_mean_60_missing,bitmex_turnover_mean_7_missing,bitmex_turnover_mean_20_missing,bitmex_turnover_mean_60_missing,bitmex_homenotional_mean_20_missing,bitmex_homenotional_mean_60_missing,bitmex_foreignnotional_mean_20_missing,bitmex_foreignnotional_mean_60_missing,cot_open_interest_missing,cot_lev_money_net_ratio_missing,cot_asset_mgr_net_ratio_missing,cot_dealer_net_ratio_missing,cot_other_rept_net_ratio_missing,cot_nonrept_net_ratio_missing,cot_age_days_missing,cot_open_interest_change_20_missing,cot_open_interest_pct_change_20_missing,cot_open_interest_change_60_missing,cot_open_interest_pct_change_60_missing,cot_open_interest_zscore_60_missing,cot_lev_money_net_ratio_change_20_missing,cot_lev_money_net_ratio_change_60_missing,cot_asset_mgr_net_ratio_change_20_missing,cot_asset_mgr_net_ratio_change_60_missing,cot_dealer_net_ratio_change_20_missing,cot_dealer_net_ratio_change_60_missing,funding_rate_mean_7_normalized,funding_rate_sum_7_normalized,funding_rate_abs_mean_7_normalized,funding_rate_min_7_normalized,funding_rate_max_7_normalized,funding_rate_mean_20_normalized,funding_rate_sum_20_normalized,funding_rate_abs_mean_20_normalized,funding_rate_min_20_normalized,funding_rate_max_20_normalized,funding_rate_mean_60_normalized,funding_rate_sum_60_normalized,funding_rate_abs_mean_60_normalized,funding_rate_min_60_normalized,funding_rate_max_60_normalized,cot_open_interest_normalized,cot_lev_money_net_ratio_normalized,cot_asset_mgr_net_ratio_normalized,cot_dealer_net_ratio_normalized,cot_other_rept_net_ratio_normalized,cot_nonrept_net_ratio_normalized,cot_age_days_normalized,cot_open_interest_change_20_normalized,cot_open_interest_pct_change_20_normalized,cot_open_interest_change_60_normalized,cot_open_interest_pct_change_60_normalized,cot_open_interest_zscore_60_normalized,cot_lev_money_net_ratio_change_20_normalized,cot_lev_money_net_ratio_change_60_normalized,cot_asset_mgr_net_ratio_change_20_normalized,cot_asset_mgr_net_ratio_change_60_normalized,cot_dealer_net_ratio_change_20_normalized,cot_dealer_net_ratio_change_60_normalized,context_features_path,context_features_available,selection_score
43,2373,2024-10-27T00:00:00,1,0.331735607901596,68021.7,90586.92,0.4772317409515381,0.5227682590484619,1,1,0.2653726041316986,0.3565086722373962,2024-10-27T00:00:00,1,0.331735607901596,68021.7,90586.92,0.506992757320404,0.4930072724819183,0,0,0.3286114633083343,0.300638735294342,1,2024-10-27T00:00:00,0.331735607901596,True,False,0.022768259048461914,0.0069927275180817206,-0.029760986566543635,0.5227682590484619,0.4930072724819183,-0.029760986566543635,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2038126741561989,0.2038126741561857,-0.646243512445744,0.8387712634986899,-0.5081047145983825,0.207381223431395,0.2073812234313811,-0.866573580223896,0.7797534147949509,-0.6913166962921962,0.131509234759094,0.1315092347590748,-1.1620220734552174,1.0254742221643491,-1.0961635933338731,2.556624089605518,-2.463738670193471,1.873695395246621,2.2077482378909217,1.0925993226609405,-2.0455682273843028,-0.4641037848453228,3.3873391643454656,1.0475728197703091,-3.1218642944566826,-1.2548818108871405,0.0371902216544903,0.431399451548724,-2.0292143206383138,-1.3955899827392295,-0.7839490932459642,2.76865495004456,2.2956578764335656,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.029760986566543635
43,2379,2024-11-02T00:00:00,1,0.4254756125932868,69374.74,98892.0,0.4975341260433197,0.5024659037590027,1,1,0.0960997641086578,0.1059633567929267,2024-11-02T00:00:00,1,0.4254756125932868,69374.74,98892.0,0.5266636610031128,0.4733363687992096,0,0,0.1580291241407394,0.0512733161449432,1,2024-11-02T00:00:00,0.4254756125932868,True,False,0.0024659037590026855,0.026663631200790405,-0.02912953495979309,0.5024659037590027,0.4733363687992096,-0.02912953495979309,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3012897018676612,0.3012897018676596,-0.5194555514433989,0.8387712634986899,-0.1681059214523502,0.3006663473990794,0.3006663473990666,-0.7859448254275874,1.0409365737576746,-0.432977194361668,0.2169882181558975,0.2169882181558767,-1.1620220734552174,1.0254742221643491,-0.8818150423708218,2.556624089605518,-1.698739224182915,1.873695395246621,2.2077482378909217,1.093564753337767,-2.18496883113175,-0.9655750241870484,3.3873391643454656,2.016573052154788,-3.1218642944566826,-0.7698453361875803,1.3171953729491768,1.882086124438567,-0.4458730819187472,-2.0669557578982825,-1.6802827376169025,2.76865495004456,2.2956578764335656,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.02912953495979309
43,2375,2024-10-29T00:00:00,1,0.2437246705295641,72736.42,90464.08,0.4928376376628876,0.5071623921394348,1,1,0.9466727375984192,0.9753242135047911,2024-10-29T00:00:00,1,0.2437246705295641,72736.42,90464.08,0.5201195478439331,0.4798804223537445,0,0,1.0055192708969116,0.9249975085258484,1,2024-10-29T00:00:00,0.2437246705295641,True,False,0.0071623921394348145,0.020119577646255493,-0.027281969785690308,0.5071623921394348,0.4798804223537445,-0.027281969785690308,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2038126741561989,0.2038126741561857,-0.646243512445744,0.8387712634986899,-0.5081047145983825,0.2145864312293095,0.2145864312292952,-0.8585199617769618,0.7797534147949509,-0.6913166962921962,0.1530741381046354,0.153074138104615,-1.1620220734552174,1.0254742221643491,-1.0961635933338731,2.556624089605518,-2.463738670193471,1.873695395246621,2.2077482378909217,1.0925993226609405,-2.0455682273843028,0.5388386938381285,3.3873391643454656,1.0475728197703091,-3.1218642944566826,-1.175846314646628,0.1200890844950297,0.431399451548724,-1.6043797887863829,-1.3955899827392295,-1.1827992526007576,2.76865495004456,2.2956578764335656,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.027281969785690308
43,1030,2021-02-22T00:00:00,1,0.0902357228551349,54087.67,58968.31,0.4944466352462768,0.5055533647537231,1,1,0.5464193820953369,0.5686337351799011,2021-02-22T00:00:00,1,0.0902357228551349,54087.67,58968.31,0.5216054320335388,0.4783945977687835,0,0,0.6036274433135986,0.5171518921852112,1,2021-02-22T00:00:00,0.0902357228551349,True,False,0.0055533647537231445,0.021605402231216486,-0.02715876698493963,0.5055533647537231,0.4783945977687835,-0.02715876698493963,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.079225193238629,3.079225193238542,3.093793488007579,0.8387712634986899,2.2566223138785637,2.537022569489749,2.537022569489708,2.4607742526104794,1.0409365737576746,1.4093913588797304,2.4257579933544005,2.425757993354364,1.638800458267954,0.9646841150341322,0.6468285710762035,2.00149065289705,-2.396257284145168,0.0496198535425563,-0.2572427031347777,2.7208017552306574,0.5456658759968606,0.0373674544964028,0.3186096187292125,0.0016243134729157,-0.9817138146937746,-0.7757068185277268,-0.1217830151082931,-0.5491114623456546,0.025987926259813,-0.2177096254154217,-0.9148751016020888,0.0623913159383424,-0.2460678593495043,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.02715876698493963
43,1240,2021-09-20T00:00:00,1,0.2706779537293662,43015.62,54659.0,0.482006698846817,0.5179932713508606,1,1,0.1233352124691009,0.195339560508728,2021-09-20T00:00:00,1,0.2706779537293662,43015.62,54659.0,0.5085519552230835,0.4914480745792389,0,0,0.1807780712842941,0.146567016839981,1,2021-09-20T00:00:00,0.2706779537293662,True,False,0.017993271350860596,0.008551925420761108,-0.026545196771621704,0.5179932713508606,0.4914480745792389,-0.026545196771621704,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.1924873729330898,-0.1924873729330652,-0.5751591146379436,0.1190246471423874,-0.5081047145983825,0.0505882502006439,0.0505882502006641,-0.751138382484599,0.392953593664441,-0.4986951378352234,0.1186938924994413,0.1186938924994325,-1.1241448950899036,0.8458258458690806,-0.9363423053351068,2.556624089605518,-2.207940026552597,0.1511371390837966,2.2077482378909217,1.8746382902674412,-0.537108836075088,0.0373674544964028,1.5427741827188104,0.0846077084621895,2.7334667189655195,0.2975668386597808,0.7286436591932982,0.1607463367172984,-0.7956709215919456,-0.2798500754390844,-0.0326400949987,2.76865495004456,2.2956578764335656,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.026545196771621704
43,1544,2022-07-21T00:00:00,1,0.034634304573347,23152.19,23954.05,0.4791861474514007,0.5208138227462769,1,1,0.6152731776237488,0.6985766291618347,2022-07-21T00:00:00,1,0.034634304573347,23152.19,23954.05,0.5043035745620728,0.4956963956356048,0,0,0.6680465340614319,0.6508317589759827,1,2022-07-21T00:00:00,0.034634304573347,True,False,0.020813822746276855,0.004303604364395197,-0.025117427110672053,0.5208138227462769,0.4956963956356048,-0.025117427110672053,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0128535788853521,0.0128535788853499,-0.7392559920335657,0.4936200452005539,-0.5081047145983825,-0.0018886172124607,-0.0018886172124631,-0.909461412712041,0.5484197597136813,-0.6913166962921962,-0.2484298843649569,-0.2484298843649807,-1.1620220734552174,0.8957281726177663,-1.0961635933338731,2.556624089605518,-2.231057411053561,1.873695395246621,0.1383854752109251,2.734584900008897,-2.216051034868378,1.5417811725215798,3.3873391643454656,0.5771542618087708,1.0132927119698387,-0.26795307868917,0.2945971029149757,-1.1625986517422464,0.4032432312354121,-1.044887845607048,-0.7800669492828908,2.484332063828408,-1.99664580845422,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.025117427110672053
42,1086,2021-04-19T00:00:00,1,0.0468731407215194,55633.14,58240.84,0.4777222275733948,0.5222777724266052,1,1,0.4521161019802093,0.541286289691925,2021-04-19T00:00:00,1,0.0468731407215194,55633.14,58240.84,0.5010992288589478,0.4989007413387298,0,0,0.4998176097869873,0.4954206049442291,1,2021-04-19T00:00:00,0.0468731407215194,True,False,0.022277772426605225,0.0010992586612701971,-0.02337703108787542,0.5222777724266052,0.4989007413387298,-0.02337703108787542,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.783899313518542,1.7838993135185568,1.423102290405833,0.6195757030629069,1.879342951308624,2.150364338635288,2.1503643386352875,1.905722572060801,0.8742768437528889,2.591181273412805,2.26623950847121,2.2662395084712137,1.0623282802199268,1.1969567631734694,1.627379179209812,1.4099933071734247,-2.435941644374247,0.1122052740413298,1.4596132541631333,2.538743767677306,0.2149823048129797,0.0373674544964028,-0.3313827504847471,-0.384910932641377,-1.0999948340611825,-0.8719072319649415,-0.2839043630599761,-0.1032954495330348,0.0526048284977732,0.3151003917308106,-0.1727994623553018,-0.5280356334977211,1.5156147151293615,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_42/context_features.csv,True,0.02337703108787542
43,1149,2021-06-21T00:00:00,1,0.0838389657606251,31608.93,34258.99,0.4929500818252563,0.5070498585700989,1,1,0.9950814247131348,1.0232828855514526,2021-06-21T00:00:00,1,0.0838389657606251,31608.93,34258.99,0.5145580172538757,0.4854420125484466,0,0,1.0399105548858645,0.9816620349884032,1,2021-06-21T00:00:00,0.0838389657606251,True,False,0.007049858570098877,0.0145579874515534,-0.021607846021652277,0.5070498585700989,0.4854420125484466,-0.021607846021652277,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.6579801298568081,-0.6579801298568863,-0.254447928036961,-0.3357243513736398,-0.5081047145983825,-0.7311449144225417,-0.7311449144225803,-0.2932855452600714,-0.0547889645573709,-0.6913166962921962,-0.3035293508315602,-0.3035293508315647,-0.6493345817742776,-1.0631649810260988,-0.6129392284434853,2.556624089605518,-0.6385361199146621,0.1372121416858859,-0.3279958773641005,1.192683278540026,-0.6557987319968531,0.0373674544964028,-2.759836687106325,-1.7667300860190651,2.7334667189655195,3.297901955432723,-0.10070226838468,-2.2500138163492447,1.729979509489992,0.1229372929622117,-0.05816205751095,2.76865495004456,-1.43436310777969,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.021607846021652277
43,2404,2024-11-27T00:00:00,1,0.1071385019743258,95863.11,106133.74,0.4962850213050842,0.5037149786949158,1,1,0.4834296703338623,0.4982898533344269,2024-11-27T00:00:00,1,0.1071385019743258,95863.11,106133.74,0.5169323086738586,0.4830676615238189,0,0,0.5263385772705078,0.4585832953453064,1,2024-11-27T00:00:00,0.1071385019743258,True,False,0.0037149786949157715,0.016932338476181086,-0.020647317171096857,0.5037149786949158,0.4830676615238189,-0.020647317171096857,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3607347089310545,0.3607347089310498,-0.4421356801435958,0.8387712634986899,0.0794370595223924,0.5369716580102868,0.5369716580103058,-0.4428791936536526,1.0409365737576746,0.1448874810092502,0.574679382697218,0.5746793826972096,-0.9926793544856604,1.1107618351530122,-0.4023511783745223,2.556624089605518,-1.281820192968358,1.873695395246621,2.2077482378909217,1.0211366626947056,-2.216051034868378,1.0403099331798542,3.3873391643454656,1.4318977367213614,2.7334667189655195,1.6645617665572798,1.0194098454839415,0.5335825821285997,0.8565463609620746,-1.1097265350232308,-1.4576504303482662,0.3079100484150182,2.2956578764335656,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.020647317171096857
43,1665,2022-11-19T00:00:00,1,0.0256205136557314,16700.68,17128.56,0.4986529052257538,0.5013471245765686,1,1,0.6894078850746155,0.6947963237762451,2022-11-19T00:00:00,1,0.0256205136557314,16700.68,17128.56,0.5190845727920532,0.4809154272079468,0,0,0.7332287430763245,0.6568533182144165,1,2022-11-19T00:00:00,0.0256205136557314,True,False,0.0013471245765686035,0.019084572792053223,-0.020431697368621826,0.5013471245765686,0.4809154272079468,-0.020431697368621826,stage2_correct_to_stage4_wrong,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.5224710814973247,-0.5224710814973301,-0.1596687309596997,-0.7037765983740217,-0.5081047145983825,-0.9930829111821844,-0.9930829111821512,0.3956228280972706,-2.2101718906640384,-0.6913166962921962,-0.5855644592918766,-0.5855644592918653,-0.7636087837353912,-1.053184515676362,-1.0961635933338731,2.556624089605518,0.4799776322021301,1.594971063635895,-2.157596342979589,0.9326690802543496,-2.216051034868378,-0.9655750241870484,3.3873391643454656,0.4961304421519422,2.7334667189655195,0.6050652547679243,2.380596496189446,0.7894180047224575,1.353754478205353,-0.971214258344742,-0.6333156400360469,0.1705767425689074,0.3478011431754632,/kaggle/working/stage4_film_conditioning/outputs/stage4/context/stage4_derivatives_context_i60_ohlc_vb_r20_n16d_funding_plus_cftc_oi/seed_43/context_features.csv,True,0.020431697368621826
