run_seed,num_samples,stage2_accuracy,stage4_accuracy,accuracy_delta_stage4_minus_stage2,stage2_predicted_positive_rate,stage4_predicted_positive_rate,mean_true_prob_delta_stage4_minus_stage2,stage2_wrong_to_stage4_correct,stage2_correct_to_stage4_wrong,both_correct,both_wrong
42,1441,0.5947258848022207,0.5975017349063151,0.002775850104094424,0.8105482303955587,0.7980569049271339,-0.00033803744335955476,11,7,850,573
43,1441,0.5641915336571826,0.5648854961832062,0.000693962526023606,0.7536433032616239,0.7390700902151284,-0.0004404163108279023,11,10,803,617
44,1441,0.5468424705065926,0.5440666204024983,-0.002775850104094313,0.6210964607911172,0.6169326856349757,-0.00015615297017372204,1,5,783,652
45,1441,0.5628036086051353,0.563497571131159,0.000693962526023606,0.945176960444136,0.9417071478140181,-0.00016541159624527217,3,2,809,627
46,1441,0.5683553088133241,0.5683553088133241,0.0,0.5746009715475364,0.5732130464954892,-0.00013664142486537908,3,3,816,619
