run_seed,num_samples,stage2_accuracy,stage4_accuracy,accuracy_delta_stage4_minus_stage2,stage2_predicted_positive_rate,stage4_predicted_positive_rate,mean_true_prob_delta_stage4_minus_stage2,stage2_wrong_to_stage4_correct,stage2_correct_to_stage4_wrong,both_correct,both_wrong
42,1441,0.6030534351145038,0.6016655100624566,-0.001387925052047212,0.6162387231089521,0.6106870229007634,-0.00043581375732014676,3,5,864,569
43,1441,0.5746009715475364,0.5739070090215128,-0.000693962526023606,0.6835530881332408,0.6675919500346982,-0.0006513634097479963,11,12,816,602
44,1441,0.5628036086051353,0.563497571131159,0.000693962526023606,0.7314365024288688,0.7182512144344205,-0.0007777328032284118,10,9,802,620
45,1441,0.5628036086051353,0.5641915336571826,0.001387925052047212,0.6731436502428869,0.6620402498265093,-0.0006341770960898289,9,7,804,621
46,1441,0.5933379597501734,0.5933379597501734,0.0,0.6176266481609993,0.6106870229007634,0.0002656690233453624,5,5,850,581
