context_method,run_seed,predictions_available,num_predictions,predicted_positive_rate,true_positive_rate,correct_rate,prob_up_mean,prob_up_std,prob_up_q05,prob_up_q50,prob_up_q95,correct_up_count,incorrect_up_count,correct_down_count,incorrect_down_count
film_full,42,True,1441,0.7598889659958362,0.5412907702984039,0.5843164469118668,0.6700386362697084,0.23129121991483695,0.2303211390972137,0.7170004844665527,0.957050085067749,638,457,204,142
film_full,43,True,1441,0.7002081887578071,0.5412907702984039,0.5759888965995836,0.6145979611075106,0.22644117041290726,0.1899694800376892,0.6453689336776733,0.9192225337028505,589,420,241,191
film_full,44,True,1441,0.7987508674531575,0.5412907702984039,0.5690492713393477,0.6632400277270408,0.19441535781764555,0.2793058156967163,0.6978523135185242,0.91694438457489,655,496,165,125
film_full,45,True,1441,0.0,0.5412907702984039,0.4587092297015961,0.47692047546589894,0.006523760547344817,0.4657541513442993,0.4768922328948974,0.487283855676651,0,0,661,780
film_full,46,True,1441,0.8077723802914643,0.5412907702984039,0.5669673837612769,0.6654737908069993,0.18072082922742655,0.3258129954338074,0.6946463584899902,0.9090487360954284,660,504,157,120
