context_method,run_seed,modulation_available,block1_gamma_mean_sample_mean,block1_gamma_std_sample_mean,block1_gamma_min_sample_mean,block1_gamma_max_sample_mean,block1_gamma_l2_sample_mean,block1_delta_gamma_mean_sample_mean,block1_delta_gamma_std_sample_mean,block1_delta_gamma_min_sample_mean,block1_delta_gamma_max_sample_mean,block1_delta_gamma_l2_sample_mean,block1_beta_mean_sample_mean,block1_beta_std_sample_mean,block1_beta_min_sample_mean,block1_beta_max_sample_mean,block1_beta_l2_sample_mean,block2_gamma_mean_sample_mean,block2_gamma_std_sample_mean,block2_gamma_min_sample_mean,block2_gamma_max_sample_mean,block2_gamma_l2_sample_mean,block2_delta_gamma_mean_sample_mean,block2_delta_gamma_std_sample_mean,block2_delta_gamma_min_sample_mean,block2_delta_gamma_max_sample_mean,block2_delta_gamma_l2_sample_mean,block2_beta_mean_sample_mean,block2_beta_std_sample_mean,block2_beta_min_sample_mean,block2_beta_max_sample_mean,block2_beta_l2_sample_mean,block3_gamma_mean_sample_mean,block3_gamma_std_sample_mean,block3_gamma_min_sample_mean,block3_gamma_max_sample_mean,block3_gamma_l2_sample_mean,block3_delta_gamma_mean_sample_mean,block3_delta_gamma_std_sample_mean,block3_delta_gamma_min_sample_mean,block3_delta_gamma_max_sample_mean,block3_delta_gamma_l2_sample_mean,block3_beta_mean_sample_mean,block3_beta_std_sample_mean,block3_beta_min_sample_mean,block3_beta_max_sample_mean,block3_beta_l2_sample_mean,block4_gamma_mean_sample_mean,block4_gamma_std_sample_mean,block4_gamma_min_sample_mean,block4_gamma_max_sample_mean,block4_gamma_l2_sample_mean,block4_delta_gamma_mean_sample_mean,block4_delta_gamma_std_sample_mean,block4_delta_gamma_min_sample_mean,block4_delta_gamma_max_sample_mean,block4_delta_gamma_l2_sample_mean,block4_beta_mean_sample_mean,block4_beta_std_sample_mean,block4_beta_min_sample_mean,block4_beta_max_sample_mean,block4_beta_l2_sample_mean
film_full,42,True,1.000150744104758,0.0015337221724548,0.9964392483234406,1.0036654472351074,8.001217002297567,0.00015074462169192534,0.00153372148318745,-0.003560757875675275,0.0036654392897616504,0.012331492088737076,2.0153377846554577e-06,0.001841316423870425,-0.0044406662345863246,0.0035152650962117504,0.014731623460829,1.0000038091093302,0.001423355955315825,0.9968041181564331,1.0035381615161896,11.313765332526124,3.808993447762532e-06,0.0014233536943793748,-0.0031958845793269,0.00353817164432255,0.016103871746458373,5.3618796009393045e-05,0.001580940364154025,-0.0028689033642876503,0.003497719997540075,0.017898468017892702,1.0000639645149931,0.0014612623205855252,0.9968829303979874,1.0035560727119446,16.0010441523106,6.396554428977907e-05,0.00146126300814455,-0.0031170792062766247,0.0035560685792005997,0.023403397816390326,-6.008142621372059e-05,0.001467757746066075,-0.0032809915428515246,0.0033726026886142253,0.023505513571643703,0.9995688253256958,0.0014190742945241498,0.9965086281299591,1.0027459561824799,22.617689320490484,-0.00043117505126395,0.00141907310799945,-0.003491367271635625,0.0027459335979074,0.03363471476343398,-0.00042826153032787497,0.001389214199444325,-0.003159737185342175,0.0021988140069879,0.0330095559973079
film_full,45,True,1.0000140289776027,0.000123484366228725,0.9997262060642242,1.0002526938915253,8.00011229386713,1.4028225384876691e-05,0.00012348604547715,-0.00027379272069082497,0.000252681125857575,0.0009944315295225999,1.7546015915748114e-05,0.00012940072631720002,-0.0002602625827421,0.00029249404178695,0.0010447852836551,1.0000087891239673,0.0001277509242456,0.9997216016054153,1.000278651714325,11.313808030849199,8.78725596098473e-06,0.000127751094782025,-0.00027840168331745,0.000278663923381775,0.0014492776504572,4.020453027719917e-06,0.00012091895596424999,-0.0002730173509917,0.00030461245114560005,0.0013689695243085998,1.0000070493551902,0.00011215362184631521,0.9997215420007706,1.0002618432044983,16.00011289220154,7.048493492978203e-06,0.00011215422659758307,-0.00027845810473077503,0.00026187610637855004,0.0017980914858821999,4.8373519304645285e-06,0.00011115630583534181,-0.0003054539338336,0.0002654672825883,0.001780217377772,0.9999601638119203,0.00010066598507405814,0.999719649553299,1.0002414882183075,22.6265157253306,-3.9835475377059115e-05,0.00010066591885238514,-0.0002803427560138,0.000241482855926675,0.0024502733897075,-2.8064368222821545e-05,9.978301580703869e-05,-0.00029884969990230003,0.00022803539468435,0.0023456848890953
