image_window,return_horizon,image_spec,adapter_dim,num_samples_mean,num_samples_std,num_samples_count,accuracy_mean,accuracy_std,accuracy_count,majority_class_accuracy_mean,majority_class_accuracy_std,majority_class_accuracy_count,accuracy_minus_majority_mean,accuracy_minus_majority_std,accuracy_minus_majority_count,roc_auc_mean,roc_auc_std,roc_auc_count,average_precision_mean,average_precision_std,average_precision_count,f1_mean,f1_std,f1_count,precision_mean,precision_std,precision_count,recall_mean,recall_std,recall_count,brier_score_mean,brier_score_std,brier_score_count,log_loss_mean,log_loss_std,log_loss_count,positive_rate_mean,positive_rate_std,positive_rate_count,predicted_positive_rate_mean,predicted_positive_rate_std,predicted_positive_rate_count,probability_return_pearson_mean,probability_return_pearson_std,probability_return_pearson_count,long_flat_mean_trade_return_gross_mean,long_flat_mean_trade_return_gross_std,long_flat_mean_trade_return_gross_count,long_flat_mean_trade_return_net_mean,long_flat_mean_trade_return_net_std,long_flat_mean_trade_return_net_count,long_flat_annualized_return_gross_mean,long_flat_annualized_return_gross_std,long_flat_annualized_return_gross_count,long_flat_annualized_return_net_mean,long_flat_annualized_return_net_std,long_flat_annualized_return_net_count,long_flat_annualized_volatility_mean,long_flat_annualized_volatility_std,long_flat_annualized_volatility_count,long_flat_sharpe_gross_mean,long_flat_sharpe_gross_std,long_flat_sharpe_gross_count,long_flat_sharpe_net_mean,long_flat_sharpe_net_std,long_flat_sharpe_net_count,long_flat_max_drawdown_gross_mean,long_flat_max_drawdown_gross_std,long_flat_max_drawdown_gross_count,long_flat_max_drawdown_net_mean,long_flat_max_drawdown_net_std,long_flat_max_drawdown_net_count,long_flat_turnover_mean_mean,long_flat_turnover_mean_std,long_flat_turnover_mean_count,long_flat_mean_prob_up_mean,long_flat_mean_prob_up_std,long_flat_mean_prob_up_count,long_short_mean_trade_return_gross_mean,long_short_mean_trade_return_gross_std,long_short_mean_trade_return_gross_count,long_short_mean_trade_return_net_mean,long_short_mean_trade_return_net_std,long_short_mean_trade_return_net_count,long_short_annualized_return_gross_mean,long_short_annualized_return_gross_std,long_short_annualized_return_gross_count,long_short_annualized_return_net_mean,long_short_annualized_return_net_std,long_short_annualized_return_net_count,long_short_annualized_volatility_mean,long_short_annualized_volatility_std,long_short_annualized_volatility_count,long_short_sharpe_gross_mean,long_short_sharpe_gross_std,long_short_sharpe_gross_count,long_short_sharpe_net_mean,long_short_sharpe_net_std,long_short_sharpe_net_count,long_short_max_drawdown_gross_mean,long_short_max_drawdown_gross_std,long_short_max_drawdown_gross_count,long_short_max_drawdown_net_mean,long_short_max_drawdown_net_std,long_short_max_drawdown_net_count,long_short_turnover_mean_mean,long_short_turnover_mean_std,long_short_turnover_mean_count,long_short_mean_prob_up_mean,long_short_mean_prob_up_std,long_short_mean_prob_up_count
5,5,ohlc,128,16.0,,1,0.5,,1,0.5625,,1,-0.0625,,1,0.5396825396825398,,1,0.5871642246642247,,1,0.42857142857142855,,1,0.42857142857142855,,1,0.42857142857142855,,1,0.2514030037736318,,1,0.6960621091289856,,1,0.4375,,1,0.4375,,1,-0.19549491380229306,,1,-0.002606791572959169,,1,-0.0029192915729591693,,1,-0.9514789241300967,,1,-1.065541424130097,,1,1.0059738698028255,,1,-0.9458286668187413,,1,-1.0608339761968748,,1,-0.18903516022433386,,1,-0.1906853790078994,,1,0.3125,,1,0.4935903698205948,,1,-0.04027057259957678,,1,-0.040958072599576775,,1,-14.698758998845525,,1,-14.949696498845523,,1,2.6172064616351745,,1,-5.616201554714966,,1,-5.722814251328783,,1,-0.5544664754146067,,1,-0.5544664754146067,,1,0.6875,,1,0.4935903698205948,,1
