experiment_name,image_window,return_horizon,image_spec,run_seed,adapter_dim,classification_available,num_samples,accuracy,majority_class_accuracy,accuracy_minus_majority,roc_auc,average_precision,f1,precision,recall,brier_score,log_loss,positive_rate,predicted_positive_rate,probability_return_pearson,trading_available,long_flat_mean_trade_return_gross,long_flat_mean_trade_return_net,long_flat_annualized_return_gross,long_flat_annualized_return_net,long_flat_annualized_volatility,long_flat_sharpe_gross,long_flat_sharpe_net,long_flat_max_drawdown_gross,long_flat_max_drawdown_net,long_flat_turnover_mean,long_flat_mean_prob_up,long_short_mean_trade_return_gross,long_short_mean_trade_return_net,long_short_annualized_return_gross,long_short_annualized_return_net,long_short_annualized_volatility,long_short_sharpe_gross,long_short_sharpe_net,long_short_max_drawdown_gross,long_short_max_drawdown_net,long_short_turnover_mean,long_short_mean_prob_up
stage3_linear_i5_ohlc_r5_a128,5,5,ohlc,42,128,True,16,0.5,0.5625,-0.0625,0.5396825396825398,0.5871642246642247,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2514030037736318,0.6960621091289856,0.4375,0.4375,-0.19549491380229306,True,-0.002606791572959169,-0.0029192915729591693,-0.9514789241300967,-1.065541424130097,1.0059738698028255,-0.9458286668187413,-1.0608339761968748,-0.18903516022433386,-0.1906853790078994,0.3125,0.4935903698205948,-0.04027057259957678,-0.040958072599576775,-14.698758998845525,-14.949696498845523,2.6172064616351745,-5.616201554714966,-5.722814251328783,-0.5544664754146067,-0.5544664754146067,0.6875,0.4935903698205948
