experiment_name,image_window,return_horizon,image_spec,run_seed,classification_available,num_samples,accuracy,majority_class_accuracy,accuracy_minus_majority,roc_auc,average_precision,f1,precision,recall,brier_score,log_loss,positive_rate,predicted_positive_rate,probability_return_pearson,trading_available,long_flat_mean_trade_return_gross,long_flat_mean_trade_return_net,long_flat_annualized_return_gross,long_flat_annualized_return_net,long_flat_annualized_volatility,long_flat_sharpe_gross,long_flat_sharpe_net,long_flat_max_drawdown_gross,long_flat_max_drawdown_net,long_flat_turnover_mean,long_flat_mean_prob_up,long_short_mean_trade_return_gross,long_short_mean_trade_return_net,long_short_annualized_return_gross,long_short_annualized_return_net,long_short_annualized_volatility,long_short_sharpe_gross,long_short_sharpe_net,long_short_max_drawdown_gross,long_short_max_drawdown_net,long_short_turnover_mean,long_short_mean_prob_up
stage2_i5_ohlc_ma_r60,5,60,ohlc_ma,42,True,1401,0.5160599571734475,0.5431834403997144,-0.0271234832262668,0.5233584510512483,0.5701959938582299,0.5725094577553593,0.5503030303030303,0.5965834428383706,0.2494406929487754,0.6920299069671219,0.5431834403997144,0.588865096359743,0.0169982437154894,True,0.0436452706832951,0.0432105811758005,15.93052379940274,15.771862129167197,4.111741214809816,3.874398452418068,3.835461814685391,-1.0,-1.0,0.4346895074946467,0.5084911720145182,0.0142409966852532,0.0133709038943895,5.197963790117421,4.88037992145218,5.445056235093063,0.9546207726224852,0.8961662457377079,-1.0,-1.0,0.8700927908636689,0.5084911720145182
stage2_i5_ohlc_ma_vb_r60,5,60,ohlc_ma_vb,42,True,1401,0.516773733047823,0.5431834403997144,-0.0264097073518914,0.5272339027595269,0.5633227224034352,0.5301873698820264,0.5617647058823529,0.5019710906701709,0.2498888990084672,0.6929405565648641,0.5431834403997144,0.4853675945753034,0.0335087494036307,True,0.0391305725644049,0.0387130136778953,14.282658986007805,14.130249992431784,3.772257314537197,3.786236673454521,3.7457847787689,-0.999999999999991,-0.9999999999999928,0.4175588865096359,0.4996438044084131,0.0052116004474727,0.004375768898579,1.9022341633275504,1.5971556479813689,5.450944294086022,0.3489733265833171,0.2929834952639582,-1.0,-1.0,0.8358315488936474,0.4996438044084131
stage2_i20_ohlc_r5,20,5,ohlc,42,True,1456,0.5096153846153846,0.5260989010989011,-0.0164835164835165,0.5064214628977939,0.5414134509878594,0.6094091903719911,0.524482109227872,0.7271540469973891,0.2518551801396301,0.6969451483345934,0.5260989010989011,0.7293956043956044,0.0074176161748823,True,0.0044952694348423,0.0041903243798972,1.640773343717454,1.5294683986625084,1.203097637652234,1.3637906786346243,1.2711746703429827,-0.995694133992246,-0.996478520277258,0.3049450549450549,0.5347808827492562,0.0026850390742343,0.002075835777531,0.9800392620955346,0.7576800587988316,1.3840191112160891,0.7081110760344981,0.5472095274181834,-0.9976258980007098,-0.9985646462839972,0.6092032967032966,0.5347808827492562
stage2_i20_ohlc_vb_r5,20,5,ohlc_vb,42,True,1456,0.5171703296703297,0.5260989010989011,-0.0089285714285713,0.5134880992923905,0.5330696580124232,0.6143719144267691,0.5298013245033113,0.7310704960835509,0.2497399113729737,0.6926351124828061,0.5260989010989011,0.7259615384615384,0.0369652569845869,True,0.0053810562259179,0.0050452045775663,1.9640855224600688,1.8414996708117173,1.168381736524533,1.6810306606661236,1.57585049615834,-0.9850318588166932,-0.9879067380478982,0.3358516483516483,0.5184524791049105,0.0044566126563856,0.0037842225464955,1.6266636195807656,1.3812412294708754,1.382348639233211,1.1767390464413348,0.9986216928500916,-0.9511465059932198,-0.9643623372811578,0.6723901098901099,0.5184524791049105
stage2_i20_ohlc_ma_r5,20,5,ohlc_ma,42,True,1456,0.5226648351648352,0.5260989010989011,-0.0034340659340659,0.5208385363454043,0.5483956192710537,0.6183415705656232,0.533649289099526,0.7349869451697127,0.2490838175033098,0.6913076059681433,0.5260989010989011,0.7245879120879121,0.0475393122082161,True,0.0055311541957889,0.0052097256243603,2.018871281462957,1.901549852891528,1.1838197558154355,1.705387388194348,1.6061295120914738,-0.9892906353049996,-0.9906459849169,0.3214285714285714,0.5190724255210095,0.0047568085961275,0.0041146382664571,1.7362351375865408,1.5018429672568705,1.381983190202829,1.2563359307805466,1.086324686377182,-0.9837189568030248,-0.9863689513225388,0.6421703296703297,0.5190724255210095
stage2_i20_ohlc_ma_vb_r5,20,5,ohlc_ma_vb,42,True,1456,0.5151098901098901,0.5260989010989011,-0.010989010989011,0.5138390661066333,0.545220445966262,0.624468085106383,0.5269299820466786,0.7663185378590078,0.2494787040674579,0.6921016528702368,0.5260989010989011,0.7651098901098901,0.0315522499367191,True,0.0056845657707056,0.0053720657707056,2.07486650630755,1.9608040063075496,1.208124204236616,1.7174281411062424,1.6227147802636297,-0.9919669533876398,-0.9929026412627971,0.3125,0.522541124557892,0.0050636317459608,0.004437944932774,1.8482255872757276,1.6198499004625408,1.3815849545358825,1.337757465588936,1.1716434128764035,-0.9691276159147484,-0.9771234598950738,0.6256868131868132,0.522541124557892
stage2_i20_ohlc_r20,20,20,ohlc,42,True,1441,0.5239417071478141,0.5412907702984039,-0.0173490631505898,0.4904651072578455,0.5453736633595682,0.6492842535787321,0.5399659863945578,0.8141025641025641,0.2519302167904595,0.6971323480308809,0.5412907702984039,0.8160999306037474,-0.0205010749939306,True,0.0200822183056272,0.0198081031078479,7.330009681553943,7.229957634364491,2.604516558299081,2.8143455867836438,2.7755016489513085,-0.9999999996866924,-0.9999999997205774,0.2741151977793199,0.5485997231655201,0.0151530242039124,0.0146054877708798,5.530853834428039,5.331003036371134,2.9177382815041373,1.8955962806838185,1.8264057975334516,-0.9999999923585484,-0.999999993876298,0.5475364330326162,0.5485997231655201
stage2_i20_ohlc_vb_r20,20,20,ohlc_vb,42,True,1441,0.5454545454545454,0.5412907702984039,0.0041637751561415,0.5309146980100081,0.5842195932086245,0.6604458268532918,0.5543951261966927,0.8166666666666667,0.2476671135842191,0.6884501950163504,0.5412907702984039,0.7973629424011104,0.0533304579031241,True,0.0229992270903651,0.0227216420799556,8.39471788798327,8.293399359183823,2.5566256854436284,3.2835146481470976,3.2430232664426737,-0.999999994550304,-0.9999999952026104,0.2775850104094379,0.5244076765510127,0.0209870417733881,0.0204311777900432,7.660270247286686,7.457379893365798,2.904511316412173,2.6373697372090503,2.566153927141125,-0.9999984498336664,-0.999998807424726,0.5558639833448994,0.5244076765510127
stage2_i20_ohlc_ma_r20,20,20,ohlc_ma,42,True,1441,0.5246356696738376,0.5412907702984039,-0.0166551006245663,0.5099751735909073,0.5546517403773583,0.6481766820749871,0.5407026563838904,0.808974358974359,0.2507719453503106,0.6948151321690443,0.5412907702984039,0.8098542678695351,0.0077957650918375,True,0.0192769693565721,0.0190014662337407,7.036093815148836,6.935535175315388,2.575300545731362,2.732144730373848,2.692962150768848,-0.9999999992767428,-0.9999999993614966,0.2755031228313671,0.5493786145133496,0.0135425263058022,0.0129922140226655,4.943022101617824,4.742158118272925,2.9206294781316298,1.6924509386175028,1.6231604037853922,-0.999999995054542,-0.9999999965570804,0.5503122831367107,0.5493786145133496
stage2_i20_ohlc_ma_vb_r20,20,20,ohlc_ma_vb,42,True,1441,0.5405968077723803,0.5412907702984039,-0.0006939625260236,0.5378476667054579,0.5771940543373488,0.6608606557377049,0.5503412969283277,0.8269230769230769,0.247494078389017,0.6881157821638549,0.5412907702984039,0.813324080499653,0.0733039077455922,True,0.0241803101862697,0.0239055010259643,8.825813217988449,8.725507874476998,2.6005572268768824,3.3938161893817407,3.3543063901938446,-0.9999999956525636,-0.9999999961374324,0.2748091603053435,0.5263445104765114,0.0233492079651973,0.0227988956820606,8.522460907297049,8.321596923952148,2.8979187601966894,2.9408902086401505,2.8698416171323338,-0.9999989795086316,-0.9999991895646936,0.5503122831367107,0.5263445104765114
stage2_i20_ohlc_r60,20,60,ohlc,42,True,1401,0.496074232690935,0.5431834403997144,-0.0471092077087794,0.4945240637319316,0.5354196540696499,0.5324503311258277,0.5367156208277704,0.5282522996057819,0.253451269967101,0.7001931373282817,0.5431834403997144,0.5346181299072091,-0.0163708229267532,True,0.0358980484981523,0.0354740656287732,13.102787701825587,12.94803395450225,3.857384961658046,3.396805823651453,3.3567502586114197,-1.0,-1.0,0.4239828693790149,0.5047442278506329,-0.0012534476850325,-0.0021021271996649,-0.4575084050368781,-0.7672764278777061,5.451801591252328,-0.0839187555488027,-0.1407366171199198,-1.0,-1.0,0.8486795146324054,0.5047442278506329
stage2_i20_ohlc_vb_r60,20,60,ohlc_vb,42,True,1401,0.5124910778015703,0.5431834403997144,-0.0306923625981441,0.5015645532194482,0.5429121994639103,0.5579288025889968,0.5497448979591837,0.5663600525624178,0.2618702149569536,0.7191515626807886,0.5431834403997144,0.5596002855103498,0.0056020011156995,True,0.0429036331339426,0.0424853604715586,15.659826093889055,15.507156572118893,3.989442085615369,3.925317314507033,3.886505788171207,-1.0,-1.0,0.4182726623840114,0.5231753788532145,0.012757721586548,0.0119204624859056,4.656568379090051,4.350968807355575,5.446399253286835,0.854981091641394,0.7987589322027934,-1.0,-1.0,0.8372591006423983,0.5231753788532145
stage2_i20_ohlc_ma_r60,20,60,ohlc_ma,42,True,1401,0.5053533190578159,0.5431834403997144,-0.0378301213418985,0.5017205978975032,0.5538415641207999,0.6055776892430279,0.5341365461847389,0.6990801576872536,0.2496330546928766,0.6924099447848614,0.5431834403997144,0.7109207708779444,0.0104541502967285,True,0.0486127868804553,0.0482537576156445,17.743667211366215,17.612621529710257,4.427548919781237,4.007559833408441,3.977742104919993,-1.0,-1.0,0.3590292648108494,0.5174669186869831,0.0241760290795736,0.0234586843258263,8.824250614044377,8.562419778926602,5.4322395695526,1.624422211329524,1.5758740798710569,-1.0,-1.0,0.7173447537473233,0.5174669186869831
