image_window,return_horizon,image_spec,accuracy_mean,accuracy_minus_majority_mean,roc_auc_mean,f1_mean,brier_score_mean,long_flat_sharpe_net_mean,long_short_sharpe_net_mean
60,20,ohlc_ma_vb,0.6030534351145038,0.0617626648160999,0.61694984289538,0.657074340527578,0.2587921191308433,3.934229311046993,3.1353916212720123
60,20,ohlc_vb,0.5947258848022207,0.0534351145038167,0.5828174095193762,0.7002053388090349,0.249218426871333,3.774682273473761,3.689024395248564
60,20,ohlc_ma,0.5711311589174185,0.0298403886190146,0.5608111253345747,0.6856561546286877,0.2651916258220724,3.563484549255,3.1630900967065165
20,20,ohlc_vb,0.5454545454545454,0.0041637751561415,0.5309146980100081,0.6604458268532918,0.2476671135842191,3.2430232664426737,2.566153927141125
60,60,ohlc,0.5431834403997144,0.0,0.4891312828515112,0.7039777983348751,0.2485418326619948,5.059323210051278,5.059323210051278
