Date,AdrActCnt,TxCnt,HashRate
2018-02-24,690001,153121,21677190.1176029
2018-02-25,526879,143945,25564134.5524835
2018-02-26,688379,191999,21079198.6660828
2018-02-27,699046,215369,23919658.0608032
2018-02-28,817155,190181,23172168.7464031
2018-03-01,821011,236700,24667147.3752033
2018-03-02,752300,192887,23321666.6092831
2018-03-03,934083,179832,26909615.3184037
2018-03-04,792569,154847,22125683.706243
2018-03-05,857168,205776,24020983.5292903
2018-03-06,834323,208778,25517998.1075581
2018-03-07,922143,212833,25681575.018504
2018-03-08,903578,189879,26499459.5732334
2018-03-09,888997,202179,23882228.9980992
2018-03-10,803717,149505,22900767.5324239
2018-03-11,889324,157234,25027267.3747204
2018-03-12,828676,185230,26335882.6622875
2018-03-13,773506,199201,25845151.9294498
2018-03-14,580666,193089,23555075.1762074
2018-03-15,602746,201087,23555075.1762074
2018-03-16,601517,188256,25517998.1075581
2018-03-17,452543,151432,24372959.7309369
2018-03-18,535510,164511,25426608.9713916
2018-03-19,587514,193494,26679206.959874
2018-03-20,567891,193222,21859737.3155097
2018-03-21,586910,199262,26162835.2122636
2018-03-22,577941,180421,24613719.9694322
2018-03-23,619608,177341,22892480.8107306
2018-03-24,543804,159401,26851330.8757442
2018-03-25,454187,137632,23236728.6424709
2018-03-26,582295,187477,25818587.3805233
2018-03-27,598612,185428,26162835.2122636
2018-03-28,552755,181035,23236728.6424709
2018-03-29,559619,189556,26162835.2122636
2018-03-30,571020,183947,27884074.3709651
2018-03-31,475498,149294,22031861.2313799
2018-04-01,425276,133901,28151789.8209148
2018-04-02,485666,167141,27227579.616214
2018-04-03,605514,203600,28449329.9836082
2018-04-04,565002,183926,25656757.7152785
2018-04-05,534893,181407,27227579.616214
2018-04-06,631476,169899,24085935.8143431
2018-04-07,502038,155865,31416438.0187084
2018-04-08,414992,139770,28100258.450067
2018-04-09,535496,174115,25656757.7152785
2018-04-10,569509,188256,28623865.7503788
2018-04-11,533732,179955,28100258.450067
2018-04-12,629328,216526,26878508.0826727
2018-04-13,638968,213311,28798401.5171494
2018-04-14,502546,165043,25934796.2703183
2018-04-15,590187,170677,31109116.9538305
2018-04-16,721332,194303,26910340.4324546
2018-04-17,614295,204094,30918263.4755861
2018-04-18,588686,200441,30536556.5190974
2018-04-19,657714,215282,33971919.1274958
2018-04-20,661833,210669,26146926.5194772
2018-04-21,602722,191121,30345703.0408531
2018-04-22,502665,168980,30536556.5190974
2018-04-23,642298,227377,29200582.1713869
2018-04-24,776436,253956,30345703.0408531
2018-04-25,701507,217684,23474977.8240562
2018-04-26,661663,217258,26910340.4324546
2018-04-27,674680,212647,27882432.4329455
2018-04-28,541764,194970,25592018.8297845
2018-04-29,549120,183812,31590148.2430152
2018-04-30,645424,215603,30990335.3016921
2018-05-01,634217,198167,31590148.2430152
2018-05-02,673769,210896,27991270.5950767
2018-05-03,660104,227954,30190584.7132614
2018-05-04,710689,224579,27591395.3008614
2018-05-05,606625,195965,32189961.1843383
2018-05-06,535825,172671,27391457.6537537
2018-05-07,662775,204816,29990647.0661537
2018-05-08,665870,219628,27791332.9479691
2018-05-09,603396,204710,31990023.5372306
2018-05-10,633729,215367,30790397.6545844
2018-05-11,772234,207053,26155095.4999563
2018-05-12,563749,181270,33988897.1882542
2018-05-13,488836,159530,30487010.8112825
2018-05-14,641192,211328,27191117.7506033
2018-05-15,624136,208197,30075024.1786976
2018-05-16,617403,213978,36872803.6163485
2018-05-17,635676,190427,27191117.7506033
2018-05-18,701918,216419,30487010.8112825
2018-05-19,500408,167502,31722970.7090372
2018-05-20,483041,159863,29663037.5461127
2018-05-21,620329,201185,32340950.6579146
2018-05-22,595706,207023,31104990.7601599
2018-05-23,636565,222546,33370917.2393768
2018-05-24,559734,202902,30032592.1199289
2018-05-25,624713,198774,37681533.9302757
2018-05-26,459370,155834,34684139.1858219
2018-05-27,441802,143384,35112338.4350296
2018-05-28,598556,192951,33399541.4381989
2018-05-29,600021,204915,29759847.8199336
2018-05-30,596173,204891,37253334.681068
2018-05-31,620191,206264,36396936.1826526
2018-06-01,683588,201858,35540537.6842373
2018-06-02,524370,175813,32543142.9397835
2018-06-03,542740,167198,34898238.8104258
2018-06-04,694350,205524,39180231.3025025
2018-06-05,655014,214242,38570079.4652277
2018-06-06,653426,207161,36103754.4868986
2018-06-07,635530,207335,35121339.3988197
2018-06-08,640966,197681,35612546.9428592
2018-06-09,503993,176022,35121339.3988197
2018-06-10,527886,178072,31191679.0465042
2018-06-11,586393,213701,34384528.0827606
2018-06-12,662032,216723,35612546.9428592
2018-06-13,660241,212718,35121339.3988197
2018-06-14,586144,212115,37577377.119017
2018-06-15,613937,201252,37577377.119017
2018-06-16,434955,155858,40770226.1552733
2018-06-17,439145,145540,38559792.2070958
2018-06-18,569167,194397,40279018.6112339
2018-06-19,628857,192770,38748592.0678864
2018-06-20,590701,199288,39122596.1405431
2018-06-21,556428,200306,42908653.8315634
2018-06-22,616964,202454,38112980.756271
2018-06-23,473376,159934,40384615.3708832
2018-06-24,465159,160718,43161057.6776314
2018-06-25,618481,202227,39627403.8326791
2018-06-26,601757,189209,36850961.5259309
2018-06-27,591319,189544,30540865.3742304
2018-06-28,566389,195746,39627403.8326791
2018-06-29,584573,194630,38112980.756271
2018-06-30,560237,177709,35588942.2955908
2018-07-01,476547,153443,37103365.3719989
2018-07-02,662310,206702,36328697.2314513
2018-07-03,655359,217338,30929068.6931176
2018-07-04,594400,201935,35728406.9386013
2018-07-05,555588,202507,36528296.646182
2018-07-06,640591,200485,42660784.4043001
2018-07-07,460458,164668,41594264.7941926
2018-07-08,501981,157910,42127524.5992464
2018-07-09,627774,206977,36261666.7436551
2018-07-10,669373,215433,39727855.4765045
2018-07-11,636817,201326,35995036.8411282
2018-07-12,923421,207840,37594816.2562895
2018-07-13,941540,206358,38128076.0613432
2018-07-14,793757,175324,35461777.0360745
2018-07-15,502106,158295,35461777.0360745
2018-07-16,602482,213849,31995588.3032251
2018-07-17,681518,232829,41051426.467194
2018-07-18,762246,233249,44793365.5190134
2018-07-19,626926,225038,44021066.1135132
2018-07-20,653321,226470,39644702.8156786
2018-07-21,511119,186978,35268339.5178439
2018-07-22,459458,167495,46852830.6003474
2018-07-23,716690,229101,42733900.4376795
2018-07-24,717759,259522,40931868.4915123
2018-07-25,771199,248976,45565664.9245137
2018-07-26,641543,230206,42476467.3025127
2018-07-27,721812,232444,42991333.5728462
2018-07-28,545883,181696,37327804.5991779
2018-07-29,494042,172401,47480188.0482407
2018-07-30,638966,231060,39630250.2088987
2018-07-31,696566,243458,43474975.9754336
2018-08-01,698015,238104,44362220.3830956
2018-08-02,622521,222669,45249464.7907575
2018-08-03,694601,232465,49094190.5572924
2018-08-04,547308,192558,52051671.9161655
2018-08-05,495532,171233,47319701.7419686
2018-08-06,651894,219051,38743005.8012368
2018-08-07,710766,236513,44657968.5189829
2018-08-08,634443,229381,46432457.3343067
2018-08-09,636143,224091,44066472.2472083
2018-08-10,656819,224863,52051671.9161655
2018-08-11,523641,192213,52485702.5441051
2018-08-12,486939,168546,49230273.0794214
2018-08-13,602328,217348,47642199.7542788
2018-08-14,672592,252662,43195594.4438794
2018-08-15,677460,246292,51135961.0695926
2018-08-16,621029,231430,50183117.074507
2018-08-17,650774,235627,48277429.0843358
2018-08-18,498238,189867,50818346.404564
2018-08-19,502449,160808,46054126.4291361
2018-08-20,639365,219696,47642199.7542788
2018-08-21,589991,219552,47006970.4242217
2018-08-22,622189,224396,50818346.404564
2018-08-23,574017,217634,47324585.0892502
2018-08-24,633016,221813,47295605.0753526
2018-08-25,540988,194213,45145645.9144945
2018-08-26,495145,170466,57853309.2089448
2018-08-27,675295,227920,61866255.5124554
2018-08-28,676219,236793,51165065.3697604
2018-08-29,643056,235130,46483294.6823314
2018-08-30,626114,233686,51499477.5617197
2018-08-31,658225,238587,51833889.7536789
2018-09-01,556577,211324,50496240.985842
2018-09-02,491997,184405,48155355.6421275
2018-09-03,616107,224964,48155355.6421275
2018-09-04,646393,239053,42135936.1868616
2018-09-05,644928,239620,44142409.3386169
2018-09-06,659910,251946,50161828.7938828
2018-09-07,694327,230315,52746513.6394839
2018-09-08,541935,204695,52338942.9548858
2018-09-09,506971,189529,56874984.6776426
2018-09-10,620579,222834,47105048.6593973
2018-09-11,642145,235440,49198606.3775927
2018-09-12,602958,234777,58619616.1094721
2018-09-13,618775,238597,51641090.382154
2018-09-14,615099,222661,46058269.8002995
2018-09-15,547938,207837,48849680.0912268
2018-09-16,479019,183118,48500753.8048609
2018-09-17,616149,234503,47105048.6593973
2018-09-18,640750,243846,49547532.6639586
2018-09-19,638350,254819,54432500.6730812
2018-09-20,628755,256241,53860675.976615
2018-09-21,713347,271751,51200543.8778614
2018-09-22,550844,219158,55111696.535198
2018-09-23,524121,207166,53333899.8727723
2018-09-24,601707,232771,52622781.207802
2018-09-25,653042,252662,60089527.1899902
2018-09-26,624467,244200,49422747.2154357
2018-09-27,642476,251227,50844984.5453763
2018-09-28,654875,248966,54756137.2027129
2018-09-29,564628,222847,54045018.5377426
2018-09-30,514766,202606,57956171.1950792
2018-10-01,688212,246557,56178374.5326535
2018-10-02,660448,240379,48711628.5504654
2018-10-03,695230,243276,51556103.2103466
2018-10-04,653916,248357,54987108.4738221
2018-10-05,686857,241297,48176505.2061282
2018-10-06,569596,211031,46323562.6982002
2018-10-07,618542,227911,52623567.2251554
2018-10-08,643328,248404,50029447.7140562
2018-10-09,604271,227800,48176505.2061282
2018-10-10,651334,248451,53364744.2283266
2018-10-11,689144,262974,58923571.7521107
2018-10-12,699176,241875,48917682.2092994
2018-10-13,553344,203529,52252978.7235698
2018-10-14,522288,189268,42247089.1807586
2018-10-15,711826,275017,60035337.2568675
2018-10-16,674140,253557,50029447.7140562
2018-10-17,662174,255908,51141213.218813
2018-10-18,673350,261959,50884200.6681646
2018-10-19,684662,251721,50702736.5834671
2018-10-20,583046,225898,51059798.1087028
2018-10-21,540049,204835,49274490.4825244
2018-10-22,687801,258515,55344536.411531
2018-10-23,688951,259288,54987474.8862954
2018-10-24,630269,249113,40347952.3516322
2018-10-25,664579,258172,48917428.9572887
2018-10-26,681997,252435,51059798.1087028
2018-10-27,578121,234281,48560367.432053
2018-10-28,547630,215502,49988613.5329958
2018-10-29,708860,268291,52130982.6844099
2018-10-30,697640,287764,54987474.8862954
2018-10-31,694833,283381,58201028.6134165
2018-11-01,702856,287126,54989095.6997791
2018-11-02,764821,290925,51070835.0767113
2018-11-03,635423,247512,57499331.799654
2018-11-04,619152,227689,43928060.9401084
2018-11-05,709024,295977,51427973.7835415
2018-11-06,698165,287608,45713754.4742591
2018-11-07,708634,296293,46428031.8879194
2018-11-08,702459,276879,43213783.5264481
2018-11-09,696353,283042,45356615.767429
2018-11-10,583550,247175,46785170.5947495
2018-11-11,601176,252172,52142251.1972018
2018-11-12,680949,298929,49999418.9562209
2018-11-13,637890,273801,42856644.8196179
2018-11-14,734241,298332,48213725.4220701
2018-11-15,709708,291290,45356615.767429
2018-11-16,704543,281416,44814668.5643965
2018-11-17,587644,261511,47956936.4976081
2018-11-18,543353,238029,40680711.6496951
2018-11-19,680899,269543,41672924.128956
2018-11-20,769611,289046,43657349.0874777
2018-11-21,620393,256543,34727436.77413
2018-11-22,653846,264718,40349974.1566082
2018-11-23,624434,273038,41342186.635869
2018-11-24,578522,251955,47295461.5114342
2018-11-25,577253,241502,42003661.622043
2018-11-26,628614,255328,36711861.7326517
2018-11-27,627815,262477,43326611.5943908
2018-11-28,630438,262267,39027024.1842604
2018-11-29,612685,245371,34727436.77413
2018-11-30,597612,248304,33404486.8017821
2018-12-01,579421,242745,41011449.1427821
2018-12-02,502649,221524,37704074.2119126
2018-12-03,586010,241785,34851039.8061178
2018-12-04,671416,268150,38734427.5898648
2018-12-05,609238,256736,36488953.5266842
2018-12-06,655016,280512,37892374.8161721
2018-12-07,658859,256146,31998005.4003231
2018-12-08,531426,231269,35646900.7529915
2018-12-09,518114,237071,35927585.0108891
2018-12-10,600210,253368,34804847.9792988
2018-12-11,635401,255759,35085532.2371964
2018-12-12,616176,258638,33682110.9477085
2018-12-13,638713,266702,36769637.7845818
2018-12-14,701381,278774,40979901.6530454
2018-12-15,594065,263117,41821954.4267381
2018-12-16,539434,225399,32278689.6582207
2018-12-17,682984,296295,44909481.2636114
2018-12-18,656410,269609,35632316.4387212
2018-12-19,701481,302963,37822407.4037366
2018-12-20,641537,282826,34268624.1577479
2018-12-21,656212,280679,35537832.4598867
2018-12-22,551516,251236,44422290.5748584
2018-12-23,520086,249032,44676132.2352862
2018-12-24,583425,278193,38583932.3850198
2018-12-25,481186,259581,40360824.0080142
2018-12-26,536230,281142,39853140.6871587
2018-12-27,624625,302098,44168448.9144307
2018-12-28,644439,312462,42391557.2914363
2018-12-29,572182,265401,35030149.1390311
2018-12-30,514111,259817,44676132.2352862
2018-12-31,557851,262001,40567549.5659183
2019-01-01,433715,235813,41615985.2733756
2019-01-02,578607,271103,42174589.1025484
2019-01-03,598436,287081,43291796.7608941
2019-01-04,580495,283490,41615985.2733756
2019-01-05,519070,269637,45526212.0775854
2019-01-06,498140,251485,39381569.9566843
2019-01-07,613474,288254,39381569.9566843
2019-01-08,607366,317666,47202023.5651039
2019-01-09,619701,320698,45805513.9921718
2019-01-10,634499,322365,43571098.6754805
2019-01-11,623617,308638,41336683.3587892
2019-01-12,521168,288972,38543664.212925
2019-01-13,477843,273864,38264362.2983386
2019-01-14,604549,328198,43489353.9009638
2019-01-15,621686,303591,38609293.9848548
2019-01-16,639811,300170,38901788.6362552
2019-01-17,619396,301704,37146820.7278527
2019-01-18,606378,301071,40364261.8932572
2019-01-19,519467,278030,38901788.6362552
2019-01-20,518578,298153,45921660.2698651
2019-01-21,604061,317864,43874197.7100622
2019-01-22,594573,293737,38024304.6820539
2019-01-23,685141,294680,42704219.1044605
2019-01-24,619376,304938,47384133.5268671
2019-01-25,629078,301170,40364261.8932572
2019-01-26,585285,291468,43874197.7100622
2019-01-27,487233,269916,40071767.2418568
2019-01-28,650793,314000,42053315.6218028
2019-01-29,607365,322797,42201068.2451955
2019-01-30,622377,326328,39310584.1188122
2019-01-31,632855,355308,44802503.9589404
2019-02-01,654356,336300,45669649.1968553
2019-02-02,560738,326634,41622971.4199188
2019-02-03,518121,296555,39888680.9440889
2019-02-04,610696,333136,42490116.6578338
2019-02-05,645414,355590,42490116.6578338
2019-02-06,686774,349372,47403939.6726853
2019-02-07,645404,348678,50294423.7990685
2019-02-08,691966,338602,47114891.260047
2019-02-09,561955,311894,43357261.8957488
2019-02-10,501124,300848,41080343.9102215
2019-02-11,709903,306149,43691361.6410391
2019-02-12,809914,280287,38568926.1382966
2019-02-13,758224,351610,46101919.5246827
2019-02-14,617275,355246,42486082.6992174
2019-02-15,621340,293872,38267606.4028412
2019-02-16,587666,328238,45197960.3183164
2019-02-17,526787,333183,47909837.9374153
2019-02-18,693311,340577,46704558.9955936
2019-02-19,713530,350653,47005878.731049
2019-02-20,690103,314347,39171565.6092075
2019-02-21,643083,294962,35857048.5191977
2019-02-22,728261,348456,48813797.1437817
2019-02-23,581866,332241,43088722.1701283
2019-02-24,558515,319278,41300825.1419887
2019-02-25,679440,336764,43162133.9136362
2019-02-26,702086,366379,48595129.7908771
2019-02-27,668278,346851,42558467.7050539
2019-02-28,688385,363432,45274965.6436743
2019-03-01,727984,358837,48896962.8951683
2019-03-02,616539,333961,39841969.7664334
2019-03-03,553981,355233,44067633.2265097
2019-03-04,687289,298916,41351135.2878892
2019-03-05,701551,286974,44973132.5393832
2019-03-06,734311,276931,38634637.3492687
2019-03-07,689254,284201,42860300.809345
2019-03-08,698786,281209,44067633.2265097
2019-03-09,604793,242010,41652968.3921804
2019-03-10,525757,213175,41044308.6239489
2019-03-11,749756,295205,42839445.3543402
2019-03-12,696573,283351,43141131.5892299
2019-03-13,720085,289611,40727641.7101121
2019-03-14,735928,296141,46761366.4079065
2019-03-15,715166,296890,46157993.938127
2019-03-16,602121,257699,49174856.2870242
2019-03-17,548345,229399,44046190.293899
2019-03-18,720573,295707,48571483.8172448
2019-03-19,739893,299996,52493404.8708111
2019-03-20,745772,309808,48571483.8172448
2019-03-21,705159,299110,43141131.5892299
2019-03-22,726789,300913,48571483.8172448
2019-03-23,566705,243553,43744504.0590093
2019-03-24,569884,225704,47567250.8442935
2019-03-25,715056,331828,46933020.8330363
2019-03-26,688572,364225,42493410.7542356
2019-03-27,778566,382838,47250135.8386649
2019-03-28,765998,391284,46298790.821779
2019-03-29,759323,372063,46615905.8274077
2019-03-30,683748,380746,44078985.7823787
2019-03-31,623888,380878,44078985.7823787
2019-04-01,697929,368694,43127640.7654928
2019-04-02,879271,399631,49787055.8836939
2019-04-03,856707,359553,45030330.7992646
2019-04-04,802957,355050,44396100.7880073
2019-04-05,873077,389172,50104170.8893225
2019-04-06,677458,358555,44084457.1991955
2019-04-07,623548,350634,44809649.5150318
2019-04-08,778923,371209,47034242.0441469
2019-04-09,776284,346875,41949459.1204553
2019-04-10,773468,396407,47034242.0441469
2019-04-11,813510,402681,49894432.4387234
2019-04-12,763723,370652,47987638.842339
2019-04-13,602847,372612,42902855.9186475
2019-04-14,596510,337631,38771469.7931481
2019-04-15,767910,378373,46080845.2459547
2019-04-16,777026,360057,46080845.2459547
2019-04-17,734917,350486,43856252.7168397
2019-04-18,739768,383772,47352040.9768776
2019-04-19,798377,361175,48305437.7750698
2019-04-20,689643,316867,41631660.1877246
2019-04-21,673424,391493,51189192.6714095
2019-04-22,646342,343644,42318655.5416624
2019-04-23,714325,308585,36634060.0211406
2019-04-24,875920,408325,51477170.5469476
2019-04-25,751975,381671,45160953.3019233
2019-04-26,761966,382165,47687440.199933
2019-04-27,619281,360931,43266088.128416
2019-04-28,574359,370571,51477170.5469476
2019-04-29,807672,375559,51477170.5469476
2019-04-30,839425,343390,44213520.7151697
2019-05-01,760187,441332,54003657.4449573
2019-05-02,787748,453346,58109198.654223
2019-05-03,803354,380134,48003251.0621842
2019-05-04,658798,355688,43092854.4112328
2019-05-05,613917,329799,42978500.6950409
2019-05-06,776590,379526,50308167.4802416
2019-05-07,754405,331131,42312167.3509317
2019-05-08,839633,392431,50641334.1522962
2019-05-09,831454,362109,49975000.808187
2019-05-10,775704,322692,41645834.0068226
2019-05-11,773667,342753,43311667.3670955
2019-05-12,819732,335831,52640334.1846237
2019-05-13,882729,395478,55638834.2331149
2019-05-14,896277,365699,50641334.1522962
2019-05-15,879106,367621,49641834.1361325
2019-05-16,882945,376258,48642334.1199687
2019-05-17,903650,360950,50308167.4802416
2019-05-18,845558,356335,50987355.5821806
2019-05-19,750954,349207,54326123.0260991
2019-05-20,836865,382185,53659544.8294598
2019-05-21,888770,381653,50993232.0429028
2019-05-22,862194,394258,55659279.4193776
2019-05-23,825753,386213,52659677.5345009
2019-05-24,862849,375098,50993232.0429028
2019-05-25,701431,336585,46660473.7647477
2019-05-26,670124,378005,54992701.2227383
2019-05-27,884928,397195,55659279.4193776
2019-05-28,944118,387999,54659412.1244187
2019-05-29,887870,405506,57992303.107615
2019-05-30,862822,380276,53851726.7142329
2019-05-31,766989,297215,43386260.5763855
2019-06-01,850116,332532,55994233.7353351
2019-06-02,690143,296672,48577778.935953
2019-06-03,727530,298454,44127906.0563237
2019-06-04,911280,375104,57106701.9552424
2019-06-05,874396,372790,59331638.395057
2019-06-06,812486,364084,58219170.1751497
2019-06-07,864227,350679,58589992.9151188
2019-06-08,617675,289229,45982019.7561692
2019-06-09,580387,303848,54510942.7754586
2019-06-10,809202,353081,58219170.1751497
2019-06-11,835542,342338,53027651.8155822
2019-06-12,795814,327686,48577778.935953
2019-06-13,892695,364181,55994233.7353351
2019-06-14,1041358,366631,62251625.6357354
2019-06-15,860753,328798,53775192.2320143
2019-06-16,689588,290875,47882020.4805607
2019-06-17,805931,324974,48986990.1839583
2019-06-18,950212,395670,60036687.2179338
2019-06-19,892254,393499,65193212.5004558
2019-06-20,839162,335359,53038545.7630826
2019-06-21,842659,340137,48986990.1839583
2019-06-22,848072,348735,51933576.0596851
2019-06-23,875010,379617,66666505.4383192
2019-06-24,978017,389565,65193212.5004558
2019-06-25,911584,362627,53775192.2320143
2019-06-26,1035885,400110,60773333.6868655
2019-06-27,891448,361594,55670540.6800857
2019-06-28,1008973,402045,64293187.5738047
2019-06-29,846946,359234,68631991.6432025
2019-06-30,675915,331336,59954383.5044069
2019-07-01,836709,334925,56404452.9021723
2019-07-02,894242,372380,62321003.9058966
2019-07-03,883931,397650,67843118.1760393
2019-07-04,814107,367092,65870934.5081312
2019-07-05,837154,383936,74548542.6469268
2019-07-06,654703,343762,70209738.577529
2019-07-07,614084,317421,60348820.2379885
2019-07-08,834590,382393,70209738.577529
2019-07-09,815561,360758,66020895.9353463
2019-07-10,802293,319829,58125055.93338185
2019-07-11,778056,324853,58125055.93338185
2019-07-12,899488,358858,73895419.94631507
2019-07-13,645726,304776,63532037.880673245
2019-07-14,592612,303453,65334365.19643704
2019-07-15,757007,349052,65784947.02537798
2019-07-16,794106,363942,72994256.28843316
2019-07-17,739298,325893,59927383.24914565
2019-07-18,740918,316059,54520401.30185428
2019-07-19,732618,295703,53168655.81503144
2019-07-20,702633,316713,79752983.72254743
2019-07-21,558672,290166,67136692.51220085
2019-07-22,708667,319856,71191928.97266938
2019-07-23,702928,318384,64200324.93722811
2019-07-24,733358,297882,62282811.34553916
2019-07-25,764542,332671,67211666.91964662
2019-07-26,750605,321796,74380911.39107564
2019-07-27,587410,285151,68107822.47857523
2019-07-28,521206,270123,78413611.40625447
2019-07-29,738306,336634,75277066.95000428
2019-07-30,737831,325262,63627044.68393211
2019-07-31,786236,365194,76621300.28839722
2019-08-01,752575,333913,63627044.68393211
2019-08-02,775949,351743,75725144.72946858
2019-08-03,612854,321871,77517455.84732585
2019-08-04,583300,298741,74828989.17053996
2019-08-05,807955,339296,70546861.81990622
2019-08-06,850550,371039,79916269.03403816
2019-08-07,819832,370946,75945274.29942758
2019-08-08,815367,337539,70485156.53933802
2019-08-09,749568,340632,72967028.24846964
2019-08-10,596821,296009,74952525.61577493
2019-08-11,550565,273676,75945274.29942758
2019-08-12,660039,303296,66017787.46290111
2019-08-13,873566,372239,77930771.66673285
2019-08-14,750768,360140,75448899.95760125
2019-08-15,701215,347508,77930771.66673285
2019-08-16,706459,329465,72967028.24846964
2019-08-17,565674,288730,63535915.753769495
2019-08-18,526730,272544,62789407.41868819
2019-08-19,711022,333840,82514504.79037575
2019-08-20,743636,329880,77452265.23268399
2019-08-21,784357,310110,68846457.984608
2019-08-22,808723,321501,71377577.76345386
2019-08-23,791057,341649,77452265.23268399
2019-08-24,700721,302706,80995832.92306823
2019-08-25,513916,288354,78464713.14422233
2019-08-26,759470,320470,69352681.94037716
2019-08-27,726784,324695,68340234.02883881
2019-08-28,705437,339895,76439817.32114564
2019-08-29,735396,346467,83526952.7019141
2019-08-30,734849,353926,80995832.92306823
2019-08-31,596235,334787,84033176.65768328
2019-09-01,574358,286147,76105398.3346369
2019-09-02,728155,332061,79786349.93155265
2019-09-03,799532,370996,87818532.81056806
2019-09-04,750620,324650,72825124.76973927
2019-09-05,744004,354399,88354011.66916907
2019-09-06,775304,361399,84605659.65896188
2019-09-07,617013,313050,80321828.79015365
2019-09-08,567664,288498,94779757.97238144
2019-09-09,769573,316630,78179913.35574953
2019-09-10,807975,338913,97457152.26538657
2019-09-11,783950,335304,98528109.9825886
2019-09-12,757805,339021,84605659.65896188
2019-09-13,759154,304604,81990003.47587636
2019-09-14,652357,305924,91618125.62606
2019-09-15,554317,269747,86889448.17439239
2019-09-16,779631,349425,96346803.07772762
2019-09-17,777701,344330,87480532.85585083
2019-09-18,855706,360321,102848734.57377055
2019-09-19,733322,347535,87480532.85585083
2019-09-20,742828,346533,89253786.90022619
2019-09-21,625288,327703,98120057.12210296
2019-09-22,606415,320368,98120057.12210296
2019-09-23,735518,291156,67383653.68626347
2019-09-24,840208,354704,92800294.9889769
2019-09-25,783948,344325,92209210.30751844
2019-09-26,739854,351788,102371761.97619784
2019-09-27,714047,307940,83726816.31844728
2019-09-28,619808,314444,100852756.01994784
2019-09-29,564381,288605,86263992.57052143
2019-09-30,750859,310433,82458228.1924102
2019-10-01,750562,331458,90704051.0116512
2019-10-02,717573,329482,93875521.32674389
2019-10-03,708956,327406,93241227.26372536
2019-10-04,712900,336945,93241227.26372536
2019-10-05,636638,327164,100218461.9569293
2019-10-06,555377,271853,94509815.38976245
2019-10-07,734959,329430,98315579.76787366
2019-10-08,715311,332738,102755638.20900343
2019-10-09,701690,313118,87532580.6965585
2019-10-10,743456,349406,103742972.6980896
2019-10-11,726820,346995,100875176.08460964
2019-10-12,578474,294174,86002553.969571
2019-10-13,555407,286586,91822275.66676004
2019-10-14,694167,304204,87295825.4578352
2019-10-15,712296,343443,98935268.85221332
2019-10-16,733220,333799,92468911.41089214
2019-10-17,730671,335681,96995361.61981696
2019-10-18,673650,336621,103461719.06113812
2019-10-19,643714,309836,91822275.66676004
2019-10-20,546144,281555,94408818.6432885
2019-10-21,749935,356016,102815083.317006
2019-10-22,732596,343436,109281440.7583272
2019-10-23,736263,342228,109314233.41859664
2019-10-24,719988,308626,90520752.85884188
2019-10-25,786680,329616,93923788.68060283
2019-10-26,761194,303527,95285003.00930724
2019-10-27,598714,259835,78269823.90050235
2019-10-28,753434,305938,91201360.02319407
2019-10-29,728736,309538,90520752.85884188
2019-10-30,711325,308902,91201360.02319407
2019-10-31,721957,300632,89840145.69448967
2019-11-01,790414,315875,88478931.36578529
2019-11-02,634816,284358,91201360.02319407
2019-11-03,610943,288785,93923788.68060283
2019-11-04,757129,310329,89840145.69448967
2019-11-05,782184,335704,98007431.66671602
2019-11-06,831199,310101,89840145.69448967
2019-11-07,799136,331125,91495629.00498705
2019-11-08,728522,312840,80936306.11613324
2019-11-09,709807,296119,91053344.3806499
2019-11-10,594556,305653,104964271.99436028
2019-11-11,704180,327772,95479548.62137592
2019-11-12,682025,301363,85362510.35685928
2019-11-13,746140,316690,85362510.35685928
2019-11-14,746968,346544,106861216.66895716
2019-11-15,779428,328438,99905752.862102
2019-11-16,666406,280324,93582603.94677904
2019-11-17,598140,267492,97376493.2959728
2019-11-18,696269,306782,88524084.81452073
2019-11-19,823018,325197,92950289.05524676
2019-11-20,702168,320826,89788714.59758532
2019-11-21,803455,326131,87206195.79641934
2019-11-22,790198,303688,85127203.65307556
2019-11-23,681817,312324,111568229.0301672
2019-11-24,557217,264419,84482300.59509772
2019-11-25,678695,283328,80612882.24723066
2019-11-26,784964,319461,78678173.07329711
2019-11-27,812540,312560,89641525.05892047
2019-11-28,716192,316000,105119198.45038874
2019-11-29,730014,305085,87706815.88498695
2019-11-30,683831,284912,81257785.3052085
2019-12-01,593329,268135,89641525.05892047
2019-12-02,749060,318601,93510943.40678756
2019-12-03,744688,333969,101894683.16049951
2019-12-04,749562,332204,107698810.68230017
2019-12-05,746859,319133,93362398.66941904
2019-12-06,748047,311069,92816137.37716064
2019-12-07,642350,282629,99217250.29972345
2019-12-08,587017,278763,94736471.25392948
2019-12-09,803439,316995,94736471.25392948
2019-12-10,803226,321466,94736471.25392948
2019-12-11,771631,288155,84494690.57782899
2019-12-12,722853,310072,85134801.87008528
2019-12-13,746512,329512,97296916.4229546
2019-12-14,623464,291279,96656805.13069834
2019-12-15,657604,258366,79373800.23977876
2019-12-16,777556,330126,100497472.884236
2019-12-17,875713,314849,90255692.20813552
2019-12-18,751472,318200,85774913.16234156
2019-12-19,725702,319162,100640144.00517271
2019-12-20,708265,332107,100413778.96363248
2019-12-21,610208,305042,113287340.36922646
2019-12-22,589250,282133,108781593.87726855
2019-12-23,727796,313917,92045964.0499964
