Date,AdrActCnt,TxCnt,HashRate
2019-12-24,649535,283750,80459758.78496182
2019-12-25,537049,241535,82390792.9958009
2019-12-26,653003,302825,107494237.73670918
2019-12-27,721861,325259,93333320.1905558
2019-12-28,611206,291276,95908032.4716746
2019-12-29,589993,281440,99770100.89335278
2019-12-30,735877,326626,106850559.66642946
2019-12-31,657164,289968,93333320.1905558
2020-01-01,524360,251867,112929774.50430363
2020-01-02,671016,291935,96717718.31238092
2020-01-03,721747,323153,115924073.72193182
2020-01-04,611397,282301,115238132.457305
2020-01-05,597061,288212,111808426.13417092
2020-01-06,724219,297843,92602070.72462
2020-01-07,775757,347212,120725662.57431954
2020-01-08,754553,318633,97403659.57700774
2020-01-09,773570,322838,107692778.54641
2020-01-10,792103,332463,102205248.42939548
2020-01-11,640445,303555,111808426.13417092
2020-01-12,581504,278853,103577130.9586491
2020-01-13,705443,299786,98089600.84163456
2020-01-14,850757,346978,99850250.9686384
2020-01-15,759192,328833,110915119.3661842
2020-01-16,739283,326587,116791417.08094886
2020-01-17,756728,323884,116791417.08094886
2020-01-18,649187,290970,96958912.29361787
2020-01-19,622774,282105,110180582.1518386
2020-01-20,741539,312967,111649656.58052978
2020-01-21,756250,311835,112384193.79487535
2020-01-22,771727,326380,114587805.43791208
2020-01-23,789764,337280,116791417.08094886
2020-01-24,720051,311823,111649656.58052978
2020-01-25,665971,283292,120464103.15267676
2020-01-26,544915,256739,105038821.65141945
2020-01-27,726725,285400,94755300.65058112
2020-01-28,812560,339784,107492950.68599442
2020-01-29,767507,340075,123011831.71279211
2020-01-30,765495,332584,119936535.91997232
2020-01-31,762130,329369,110710648.541513
2020-02-01,743933,304884,116092416.17894764
2020-02-02,706042,292383,109941824.59330806
2020-02-03,879860,336226,113785944.3343328
2020-02-04,764885,307816,101484761.16305356
2020-02-05,823713,363153,122243007.76458718
2020-02-06,765225,321928,103791233.00766842
2020-02-07,865396,333319,106866528.80048823
2020-02-08,709380,315526,106866528.80048823
2020-02-09,695691,318974,117630064.07535753
2020-02-10,703356,295461,93796521.681004
2020-02-11,885934,361869,114210895.7545908
2020-02-12,822547,350973,109742275.1892226
2020-02-13,815808,336765,108969442.26535484
2020-02-14,741471,329123,104332444.72214828
2020-02-15,736640,316931,109742275.1892226
2020-02-16,655188,299527,109742275.1892226
2020-02-17,773751,337935,121334769.04723918
2020-02-18,783570,327054,115924938.5801648
2020-02-19,792783,340104,108969442.26535484
2020-02-20,766448,311982,97376948.40733844
2020-02-21,768521,341390,119016270.27563588
2020-02-22,660812,300166,114379272.73242924
2020-02-23,622397,289114,109742275.1892226
2020-02-24,758122,328045,108969442.26535484
2020-02-25,743278,339313,111005384.3400511
2020-02-26,778003,328537,104700775.42728595
2020-02-27,777389,338194,113169220.49861053
2020-02-28,778213,361653,121637665.56993525
2020-02-29,679597,309086,107010351.35582905
2020-03-01,674209,312717,136264979.78404152
2020-03-02,829550,341655,114708937.78430596
2020-03-03,840712,346828,117788372.35569674
2020-03-04,857423,350503,128566393.35556456
2020-03-05,793221,350421,125486958.78417374
2020-03-06,804945,338758,119328089.64139213
2020-03-07,682432,313782,120867806.92708752
2020-03-08,654911,304534,121637665.56993525
2020-03-09,809850,347351,120142063.4511651
2020-03-10,807778,329508,108616241.39191228
2020-03-11,728889,290284,97919187.31543608
2020-03-12,909601,346057,124250397.34983888
2020-03-13,786409,279662,102856289.19688664
2020-03-14,772769,276029,105324840.13761193
2020-03-15,629326,224876,97919187.31543608
2020-03-16,725120,269587,97919187.31543608
2020-03-17,765477,279277,101210588.56973644
2020-03-18,633373,233212,82285031.35750929
2020-03-19,709786,265543,88044983.55253497
2020-03-20,734614,282852,89690684.17968515
2020-03-21,637554,238359,102033438.88331154
2020-03-22,579901,215499,104501989.82403682
2020-03-23,667486,256978,92159235.12041044
2020-03-24,736233,280363,108616241.39191228
2020-03-25,587460,219772,75702228.84890854
2020-03-26,889704,286521,111836546.3991491
2020-03-27,807651,273175,107197274.86378048
2020-03-28,627230,241957,93365368.42974424
2020-03-29,591287,234751,104430893.57697324
2020-03-30,770915,278279,101664512.29016598
2020-03-31,816889,288338,109963656.15058772
2020-04-01,824108,285331,105814084.22037683
2020-04-02,798186,300020,105814084.22037683
2020-04-03,750332,276158,91290582.4646388
2020-04-04,657862,255653,108580465.50718407
2020-04-05,596364,237774,121029181.2978167
2020-04-06,780832,282652,88524201.17783155
2020-04-07,938358,310534,116188014.04590404
2020-04-08,760207,283150,103260704.52088556
2020-04-09,730620,289249,112650577.8263946
2020-04-10,735297,286082,119234053.15391116
2020-04-11,634944,249141,116308064.11945938
2020-04-12,618062,232510,111919080.56778164
2020-04-13,764583,281944,125086031.2228148
2020-04-14,843493,303129,122891539.44697596
2020-04-15,926278,309402,123623036.70558888
2020-04-16,880665,321911,112650577.8263946
2020-04-17,844316,287202,92900151.8438449
2020-04-18,847811,285552,115576566.86084642
2020-04-19,718815,254065,111187583.3091687
2020-04-20,842251,307154,117771058.63668528
2020-04-21,818062,311455,116039619.81187668
2020-04-22,762361,283681,103923467.23346885
2020-04-23,935989,327396,112649865.24543951
2020-04-24,893187,317682,114236483.06579782
2020-04-25,813456,278517,107890011.7843646
2020-04-26,724250,257046,108683320.69454376
2020-04-27,876229,311090,111856556.33526036
2020-04-28,926669,326468,122169572.16758937
2020-04-29,911617,330308,115029791.97597696
2020-04-30,947585,320861,107096702.87418544
2020-05-01,955523,330551,111856556.33526036
2020-05-02,970554,292646,117409718.70651443
2020-05-03,909805,283545,133275896.91009754
2020-05-04,889636,324017,125342807.80830598
2020-05-05,970464,327645,126330903.87563804
2020-05-06,972369,334650,123288445.65559772
2020-05-07,1020443,343684,117684425.39852506
2020-05-08,949216,324693,109678682.17413558
2020-05-09,906900,310119,108878107.85169664
2020-05-10,869262,283795,136097634.81462088
2020-05-11,999192,311653,125690168.62291455
2020-05-12,954129,342304,116883851.07608612
2020-05-13,858458,299956,95268344.37023447
2020-05-14,880861,268116,91265472.75803976
2020-05-15,895670,311224,100071790.3048682
2020-05-16,880534,295280,100872364.62730716
2020-05-17,763444,236007,81658580.88877237
2020-05-18,970423,275691,102473513.27218504
2020-05-19,890493,272964,92066047.08047871
2020-05-20,865708,276199,86731596.76375672
2020-05-21,928630,302259,98579623.70355073
2020-05-22,797526,278942,83529299.47400093
2020-05-23,848702,267042,89549429.16582084
2020-05-24,807939,216545,87291880.53138837
2020-05-25,828919,267395,94064526.43468578
2020-05-26,852839,286759,93312010.2232083
2020-05-27,913075,299984,103847237.18389316
2020-05-28,866559,299064,98579623.70355073
2020-05-29,852420,282773,95569558.85764076
2020-05-30,902498,284116,117392528.99048796
2020-05-31,801889,258529,112877431.72162303
2020-06-01,870833,302044,100837172.3379832
2020-06-02,899961,308948,97074591.28059576
2020-06-03,950153,311153,104599753.39537065
2020-06-04,884109,315771,108319274.22458892
2020-06-05,918647,331389,122192367.72521374
2020-06-06,771819,281291,133797229.46448
2020-06-07,690992,254724,108539589.20842996
2020-06-08,986341,316297,110587505.98594747
2020-06-09,910121,328115,109222228.13426912
2020-06-10,909669,324907,111952783.83762586
2020-06-11,1048342,336672,126288201.28024888
2020-06-12,909615,309817,111270144.91178666
2020-06-13,800767,283164,107856950.28259078
2020-06-14,698545,279097,116048617.392661
2020-06-15,867844,292792,94204171.7658072
2020-06-16,986219,343031,106884937.53919552
2020-06-17,918592,330975,108283617.57348618
2020-06-18,854866,283106,96513659.14158548
2020-06-19,947402,345029,112206937.0507864
2020-06-20,760742,281510,107498953.67802612
2020-06-21,710176,256980,114560928.73716654
2020-06-22,850006,307776,112206937.0507864
2020-06-23,1034537,351192,123976895.48268712
2020-06-24,917620,311143,109068281.46894622
2020-06-25,901033,315538,110637609.25986633
2020-06-26,929963,328405,128684878.8554474
2020-06-27,761896,272210,108283617.57348618
2020-06-28,686270,265941,117699584.31900674
2020-06-29,962232,314488,113776264.8417065
2020-06-30,926238,306323,115344545.21897344
2020-07-01,1078007,378081,127111309.03923196
2020-07-02,951042,339419,128680584.45946936
2020-07-03,944676,327948,127895946.74935064
2020-07-04,799989,292761,123188120.4886384
2020-07-05,771473,273114,127895946.74935064
2020-07-06,989688,337284,120834207.3582823
2020-07-07,969354,349022,126326671.32911325
2020-07-08,1024085,347004,118480294.22792618
2020-07-09,1033334,360126,128680584.45946936
2020-07-10,976205,345294,126326671.32911325
2020-07-11,885970,310565,122403482.7785197
2020-07-12,745665,280425,119264931.93804488
2020-07-13,909653,311275,121474836.12740123
2020-07-14,993499,357160,124167138.54257391
2020-07-15,971186,318436,118993507.76996668
2020-07-16,966383,347671,117268964.1790976
2020-07-17,847984,290533,101748071.86127588
2020-07-18,892684,313304,112095333.40649036
2020-07-19,872974,274629,112957605.20192488
2020-07-20,940265,312187,121580323.1562703
2020-07-21,927506,313100,107783974.42931764
2020-07-22,1017627,362798,124167138.54257391
2020-07-23,977856,336506,117268964.1790976
2020-07-24,1083981,369218,138825759.0649611
2020-07-25,972156,290603,122442594.95170484
2020-07-26,999311,301312,136238943.6786575
2020-07-27,1022491,325521,128082098.07778554
2020-07-28,1059084,354433,121437040.3952344
2020-07-29,1039672,348023,123949530.88617031
2020-07-30,968423,329417,113062072.09211469
2020-07-31,1062923,355688,128137015.03773022
2020-08-01,954055,292274,114737065.75273862
2020-08-02,950873,287133,118087053.07398652
2020-08-03,1080975,334722,135674486.51053798
2020-08-04,1003351,331448,121437040.3952344
2020-08-05,957619,291603,108037091.11024292
2020-08-06,1120216,355285,130649505.52866612
2020-08-07,1049182,327415,127299518.20741823
2020-08-08,951540,277399,118924549.9042985
2020-08-09,911571,275199,130649505.52866612
2020-08-10,967780,307280,114926419.49958968
2020-08-11,1086328,348465,129741892.84212302
2020-08-12,1049344,342524,132269332.31307349
2020-08-13,952528,330257,123844534.076572
2020-08-14,1086754,364429,140694130.54957497
2020-08-15,973628,309355,131426852.48942332
2020-08-16,892624,293129,128056933.19482274
2020-08-17,878796,289826,105309977.95626876
2020-08-18,1008612,345122,117947175.31102096
2020-08-19,988648,336660,116262215.6637207
2020-08-20,994559,331546,123002054.25292186
2020-08-21,1095556,313078,130584372.66577318
2020-08-22,950674,308966,114577256.0164204
2020-08-23,906460,287940,132269332.31307349
2020-08-24,944242,334304,128593100.89647324
2020-08-25,951716,301021,111720008.69546545
2020-08-26,1030264,328396,123939384.64653216
2020-08-27,947577,324735,112592821.26339878
2020-08-28,1080096,352344,142268448.5731322
2020-08-29,972062,291205,127430634.91826548
2020-08-30,821271,266126,110847196.12753214
2020-08-31,935410,310357,130921885.18999884
2020-09-01,1074307,371778,134413135.46173215
2020-09-02,1029017,320017,125685009.78239882
2020-09-03,983249,309835,112592821.26339878
2020-09-04,1004854,300021,117829696.6709988
2020-09-05,984198,324594,123066572.0785988
2020-09-06,988383,258964,130921885.18999884
2020-09-07,1086059,328020,151709442.06778005
2020-09-08,974053,329714,133652505.32879294
2020-09-09,968245,321941,128478859.9612268
2020-09-10,1103924,343183,136239328.01257607
2020-09-11,951505,308280,118993843.45402215
2020-09-12,890683,297027,146586618.7477084
2020-09-13,803998,256977,139688424.92428684
2020-09-14,1016193,353963,151760264.11527455
2020-09-15,976024,335248,134514779.55672064
2020-09-16,1064243,340027,133652505.32879294
2020-09-17,1101957,347774,153484812.57112998
2020-09-18,974291,326660,142275247.6080699
2020-09-19,892685,292875,128478859.9612268
2020-09-20,820833,261651,135654384.57842135
2020-09-21,946997,299730,139219832.7594406
2020-09-22,968239,311008,123857644.31701958
2020-09-23,1013565,349540,136339422.42648664
2020-09-24,943668,318555,131538738.53823008
2020-09-25,1140261,345399,162263115.42307213
2020-09-26,952990,281747,144020516.64769718
2020-09-27,784428,258919,145940790.2029998
2020-09-28,884124,297685,123857644.31701958
2020-09-29,998051,345931,135379285.64883533
2020-09-30,1118241,351403,149781337.31360504
2020-10-01,922880,304377,119056960.428763
2020-10-02,996361,315938,130578601.76057877
2020-10-03,1002444,303899,144980653.4253485
2020-10-04,923546,274508,151587945.74942547
2020-10-05,946902,295868,134303836.4311297
2020-10-06,978521,318289,124710705.2574776
2020-10-07,1063425,369576,144856280.72214702
2020-10-08,1033122,329472,155408725.0131643
2020-10-09,1006667,339374,136222462.66586015
2020-10-10,917402,294652,137181775.7832253
2020-10-11,791020,257292,134303836.4311297
2020-10-12,945894,315903,142937654.4874166
2020-10-13,1049377,330320,159245977.48262516
2020-10-14,952949,318750,142937654.4874166
2020-10-15,1035214,337702,144856280.72214702
2020-10-16,973228,319791,148693533.19160783
2020-10-17,851147,278655,152593470.69353917
2020-10-18,744786,234650,119288755.69898535
2020-10-19,930306,303148,124259120.5197764
2020-10-20,1011847,331386,143146506.83878234
2020-10-21,1013298,308240,129229485.34056744
2020-10-22,1048775,341549,136187996.0896749
2020-10-23,977710,321018,130223558.30472566
2020-10-24,1098917,304224,151099090.55204803
2020-10-25,851199,242596,116306536.80651072
2020-10-26,825846,255058,109348026.05740324
2020-10-27,827512,255102,98413223.45166296
2020-10-28,817505,259212,99407296.41582118
2020-10-29,887772,277836,107359880.12908688
2020-10-30,901403,267995,110342099.02156147
2020-10-31,875335,274513,112330244.9498779
2020-11-01,897445,276664,124259120.5197764
2020-11-02,777173,225214,94436931.59503014
2020-11-03,1029970,330051,123534519.48211516
2020-11-04,1175181,319925,132689483.09191573
2020-11-05,1071518,319993,122675182.48120517
2020-11-06,1080743,334639,127682332.7865603
2020-11-07,1055012,273328,121840657.43031262
2020-11-08,920529,243396,115164457.02317227
2020-11-09,1188873,320528,154387134.41512182
2020-11-10,1026623,308276,122675182.48120517
2020-11-11,1004339,318925,122675182.48120517
2020-11-12,1064270,329630,133524008.14280824
2020-11-13,999523,301426,115998982.3411126
2020-11-14,915336,272079,118502557.09321824
2020-11-15,845204,248137,125178757.6338828
2020-11-16,1041491,312340,135735925.23468184
2020-11-17,1142716,350945,137334451.1504863
2020-11-18,1197076,362407,147831351.5740522
2020-11-19,1052034,309724,119839616.50472264
2020-11-20,1177776,346562,146956610.2686377
2020-11-21,1007240,308830,147831351.5740522
2020-11-22,875364,273653,152205060.20050347
2020-11-23,1014814,301519,128587033.61766668
2020-11-24,1052398,330918,118964874.63947392
2020-11-25,1127776,362628,135584967.55994713
2020-11-26,1115848,321713,131211259.21341324
2020-11-27,1099990,323696,134710225.69469845
2020-11-28,1038684,292638,134710225.69469845
2020-11-29,875712,259705,135787629.27682322
2020-11-30,903580,262264,107610727.91731204
2020-12-01,1179012,378285,144750713.6586849
2020-12-02,1015318,327335,124752259.7979457
2020-12-03,1165469,343706,149512250.29219425
2020-12-04,1070208,315591,137132255.04506996
2020-12-05,1077064,283933,137132255.04506996
2020-12-06,906549,256611,129513796.43145505
2020-12-07,1017188,305857,142846099.0052812
2020-12-08,1057637,329557,137132255.04506996
2020-12-09,1059284,323845,132370718.71629883
2020-12-10,995137,311527,123799952.47124384
2020-12-11,1078069,304342,131418411.08485878
2020-12-12,962538,296177,125704567.12464756
2020-12-13,938739,274709,148342069.0427936
2020-12-14,977389,313940,134574370.80097473
2020-12-15,1047043,322798,129933875.82961448
2020-12-16,1098912,313973,132718173.76280424
2020-12-17,1066159,308001,119724785.58585908
2020-12-18,1194851,377227,145711560.75178188
2020-12-19,1158142,339766,146639659.56785923
2020-12-20,1075417,282293,140142965.92487437
2020-12-21,1126710,274086,126221478.78335664
2020-12-22,1095221,322307,132718173.76280424
2020-12-23,1138302,337585,142927263.4125759
2020-12-24,969168,271363,116940488.24665304
2020-12-25,1021183,298020,133646272.28188916
2020-12-26,957062,277615,127149578.49040844
2020-12-27,1049825,304240,137344635.42361856
2020-12-28,1154354,314503,147934525.66917643
2020-12-29,1146131,334580,140537799.38571763
2020-12-30,1221579,340919,159029615.0943647
2020-12-31,1193822,338444,153482070.67763954
2021-01-01,1001890,261318,137764026.73355144
2021-01-02,1140633,297595,139613208.60028526
2021-01-03,1184688,359641,146085344.09831175
2021-01-04,1270082,370865,159954206.02773148
2021-01-05,1230529,355008,145160753.60874835
2021-01-06,1344921,398455,163652569.02152643
2021-01-07,1292297,402123,155331252.39643875
2021-01-08,1237271,358440,136839436.2439882
2021-01-09,1094947,318922,134307072.19635198
2021-01-10,1177151,332604,162879650.92477036
2021-01-11,1211948,333441,157757649.32336253
2021-01-12,1202314,336350,151611247.72948113
2021-01-13,1163164,320071,155708849.33841553
2021-01-14,1167975,338553,150586847.08139154
2021-01-15,1209589,345053,158782049.8075481
2021-01-16,1115276,308421,150586846.5896793
2021-01-17,1002014,268872,136245242.43354535
2021-01-18,1077578,313873,148538046.4408284
2021-01-19,1095890,326366,152635647.7219547
2021-01-20,1107233,315516,144440445.15970212
2021-01-21,1059467,288464,132147640.82461096
2021-01-22,1115180,326671,144440445.15970212
2021-01-23,1128728,303320,160859266.69140872
2021-01-24,1004162,254109,143884925.71895775
2021-01-25,1121794,312958,144920068.40457904
2021-01-26,1182517,335923,166658079.04619855
2021-01-27,1106142,323598,146990355.43205088
2021-01-28,1097896,325159,150095785.47638997
2021-01-29,1208741,339577,157341788.91318125
2021-01-30,1087755,313065,140779494.68088105
2021-01-31,1063553,287082,149060642.12827694
2021-02-01,999221,283467,123182058.42545108
2021-02-02,1202183,363397,158376932.26129428
2021-02-03,1187019,345764,155271502.21695518
2021-02-04,1226684,367536,165622935.5324627
2021-02-05,1257476,360061,174939225.66548
2021-02-06,1147256,328082,169173097.28623727
2021-02-07,1159518,286807,166219497.49211165
2021-02-08,1249543,340919,172612555.61907768
2021-02-09,1174227,359788,152367873.85185272
2021-02-10,1191329,340736,152367873.85185272
2021-02-11,1052110,301861,137450738.2222654
2021-02-12,1157108,347247,151302363.39685816
2021-02-13,1217682,333184,167285007.94710624
2021-02-14,1122976,297041,157695421.52382416
2021-02-15,1140491,312281,161957460.27513483
2021-02-16,989854,293716,128926662.25397788
2021-02-17,1134666,318209,147040324.64554748
2021-02-18,1138881,317446,145974815.72488672
2021-02-19,1248515,340244,163253417.20803392
2021-02-20,1187083,321732,157667240.26214835
2021-02-21,1047141,272006,152267677.5909614
2021-02-22,1094544,284119,143628376.07300296
2021-02-23,1054613,288011,137148899.93453413
2021-02-24,1230122,354258,171706104.4512937
2021-02-25,1217040,328850,168466365.60452223
2021-02-26,1114180,305149,150107852.21147177
2021-02-27,1202477,322758,169546279.0718041
2021-02-28,1033508,252499,141468550.69351333
2021-03-01,1073523,278708,140388638.7813056
2021-03-02,1119669,340722,154427502.970451
2021-03-03,1185450,332985,164146716.40061715
2021-03-04,1042797,290966,138228813.401816
2021-03-05,1154593,315193,160906977.55384567
2021-03-06,1147083,288073,162185767.0079194
2021-03-07,1043256,259265,155665152.0772381
2021-03-08,1164249,294249,165260949.11257932
2021-03-09,1088598,299423,149267953.54190147
2021-03-10,1165773,342661,158863750.57724267
2021-03-11,1084417,293471,140738357.0301135
2021-03-12,1186618,320069,159929951.1007959
2021-03-13,1104466,276253,152466553.57723355
2021-03-14,1155175,305716,167393348.6243582
2021-03-15,1167577,295380,157797551.589017
2021-03-16,1161912,319854,158863750.57724267
2021-03-17,1110541,290856,145003154.51834372
2021-03-18,1219716,335857,162062350.61257476
2021-03-19,1158820,315088,158461331.28345832
2021-03-20,1124513,281882,167389188.3483424
2021-03-21,1112554,240660,169563074.09425303
2021-03-22,1144113,295471,164128360.5120752
2021-03-23,1234149,316687,174997789.2416285
2021-03-24,1153475,301818,165215304.16762933
2021-03-25,1218346,320449,167389188.3483424
2021-03-26,1085835,293636,147824218.20034403
2021-03-27,1149403,286113,172823903.49571785
2021-03-28,1063472,244181,172823903.49571785
2021-03-29,1115525,307500,164128360.5120752
2021-03-30,1154381,323613,158693646.92989737
2021-03-31,1234495,330775,170650017.74980718
2021-04-01,1145125,315091,157606703.2743432
2021-04-02,1103476,302587,160833893.90764642
2021-04-03,1020968,278911,150672055.36305547
2021-04-04,1032167,247000,167924581.38053048
2021-04-05,1229289,289931,179426264.28801888
2021-04-06,1180036,310254,165624244.46778432
2021-04-07,1246138,318898,180576433.5725132
2021-04-08,1092604,280374,154122561.56029594
2021-04-09,1222362,322101,174825592.118769
2021-04-10,1163952,300140,180576433.5725132
2021-04-11,1043812,254567,166774412.09603617
2021-04-12,1126723,291473,165624244.46778432
2021-04-13,1178027,310996,163323907.55503815
2021-04-14,1149773,295564,155272729.1885478
2021-04-15,1366494,358905,198624496.4285958
2021-04-16,933121,218612,120743465.93956694
2021-04-17,828375,195677,106676264.94260553
2021-04-18,1057891,276174,145361065.15215343
2021-04-19,884672,207290,113709865.44108623
2021-04-20,1126908,280365,150050132.1511406
2021-04-21,918079,226747,118398932.44007336
2021-04-22,1114976,269958,167634132.55331036
2021-04-23,1114180,296653,158255998.5553361
2021-04-24,1125210,291934,169978664.36473995
2021-04-25,1026103,241657,165289599.0538168
2021-04-26,943203,241837,133638399.34274958
2021-04-27,1092574,297541,166461864.9595316
2021-04-28,1113474,276370,166461864.9595316
2021-04-29,986056,256358,143016531.6526599
2021-04-30,1122022,292939,169978664.36473995
2021-05-01,1040203,260173,158215613.46069756
2021-05-02,1248724,235137,189527186.1724504
2021-05-03,1268856,288071,181331416.76498824
2021-05-04,1293836,300350,185429300.7311
2021-05-05,1208973,309762,160841991.0334749
2021-05-06,1228892,310841,174160117.98024437
2021-05-07,1187763,306397,176209059.22568092
2021-05-08,1169650,275777,175184588.60296264
2021-05-09,1234486,246707,190551658.27040732
2021-05-10,1315147,305887,184404830.10838172
2021-05-11,1258920,309496,176209059.22568092
2021-05-12,1245595,301570,176209059.22568092
2021-05-13,1187747,274151,186999513.86234707
2021-05-14,1066269,267317,166839066.08152363
2021-05-15,953308,231360,153143321.7171525
2021-05-16,971649,219486,164348930.5795564
2021-05-17,962984,252917,150653186.21518525
2021-05-18,856695,220564,124506764.34097786
2021-05-19,1031147,264932,155633457.21911976
2021-05-20,943686,226451,139447577.35278136
2021-05-21,942736,225921,136957441.8508141
2021-05-22,918673,221219,144427848.35671583
2021-05-23,957018,195260,148163050.713218
2021-05-24,975836,236897,156878524.07365465
2021-05-25,968674,232254,153143321.7171525
2021-05-26,933622,228063,151898253.06972015
2021-05-27,864432,217523,145672915.21125075
2021-05-28,972164,217451,148163050.713218
2021-05-29,863265,192912,144427848.35671583
2021-05-30,990443,182281,150864303.39569443
2021-05-31,977895,229620,147526659.5228379
2021-06-01,914351,231423,148572947.21506172
2021-06-02,1090605,252343,173683868.40164092
2021-06-03,1015474,253523,153804388.68949127
2021-06-04,907519,235300,137063775.06732357
2021-06-05,762659,192819,137063775.06732357
2021-06-06,737174,188480,156943254.7794732
2021-06-07,910652,237064,139156351.95842645
2021-06-08,998834,245071,155896965.58059415
2021-06-09,817282,213689,131832333.59289402
2021-06-10,948298,252966,123462026.02848256
2021-06-11,874050,212379,109860278.49629676
2021-06-12,1013611,223896,138110064.26620263
2021-06-13,799859,182420,136447345.8977942
2021-06-14,972587,248537,133766696.21889952
2021-06-15,963054,242092,129803238.23607774
2021-06-16,954838,254125,121876323.69727892
2021-06-17,865333,236736,128812374.45379467
2021-06-18,825241,224077,122867187.479562
2021-06-19,688095,182467,102059035.21001476
2021-06-20,652470,168027,104040764.20142566
2021-06-21,835557,208474,104040764.20142566
2021-06-22,776432,196802,90168661.26154941
2021-06-23,847730,233460,100077306.21860388
2021-06-24,843836,226845,104040764.20142566
2021-06-25,880813,223011,108995085.96653052
2021-06-26,715801,180868,88186933.69698328
2021-06-27,518219,123967,57470136.4703816
2021-06-28,776365,215492,87196068.48785548
2021-06-29,792995,207236,89177797.47926635
2021-06-30,790273,217133,87196068.48785548
2021-07-01,817115,232056,95122984.45349903
2021-07-02,809016,189904,89177797.47926635
2021-07-03,1027108,234315,97321703.03432867
2021-07-04,843475,169312,82108835.9632785
2021-07-05,902032,223372,94246664.3621258
2021-07-06,853332,232857,101386562.69452158
2021-07-07,811614,220912,87820755.45171146
2021-07-08,802085,228850,99244593.40043193
2021-07-09,818441,223467,93532673.91199897
2021-07-10,726034,193966,114952370.96547714
2021-07-11,690684,160653,89248735.3238197
2021-07-12,838472,225239,89962724.74580109
2021-07-13,807050,227411,97102623.07819687
2021-07-14,817900,235584,121378279.87589152
2021-07-15,828844,224713,91390704.61790931
2021-07-16,764392,223179,107098482.18295453
2021-07-17,640355,181727,101825980.89464508
2021-07-18,651828,163158,97872242.08868937
2021-07-19,845474,228590,115543619.56746826
2021-07-20,822257,228207,82919538.21875685
2021-07-21,815589,237007,98551910.00153977
2021-07-22,780869,223683,103989257.21923248
2021-07-23,803246,234138,91755226.95814627
2021-07-24,712132,196325,104668925.13208283
2021-07-25,641796,172110,103989257.21923248
2021-07-26,958347,269826,101950252.50195892
2021-07-27,903400,251334,115543619.56746826
2021-07-28,868607,255513,106707930.82807882
2021-07-29,880689,261353,108746935.54535235
2021-07-30,841162,250833,112824945.95862192
2021-07-31,720022,204354,112670630.57380445
2021-08-01,695892,190234,110975800.32998534
2021-08-02,899861,236019,103048958.33872564
2021-08-03,820918,246833,121785131.92177844
2021-08-04,842870,237723,98004602.83491194
2021-08-05,854629,249454,115299533.17424172
2021-08-06,894265,258639,114578911.55238023
2021-08-07,724467,207621,120343887.64035964
2021-08-08,740945,197270,113858288.89282292
2021-08-09,934412,254532,109534557.08626235
2021-08-10,875882,259626,118902643.35894084
2021-08-11,866724,261571,105931445.86386745
2021-08-12,842547,252677,108813934.42670503
2021-08-13,917929,256053,108438697.15589663
2021-08-14,724702,211657,126820808.67061576
2021-08-15,750378,181221,140740165.7062498
2021-08-16,978773,270372,124500916.20252626
2021-08-17,953226,254546,133007188.95670392
2021-08-18,876483,247197,104395177.76725549
2021-08-19,888796,254656,119087831.92106985
2021-08-20,984372,272396,123727617.9707974
2021-08-21,787645,216018,131460594.72034328
2021-08-22,715639,191939,126820808.67061576
2021-08-23,973417,271010,152339630.2737944
2021-08-24,945668,263660,119087831.92106985
2021-08-25,867743,264966,131199199.26766804
2021-08-26,818959,254481,127844614.26004224
2021-08-27,864176,260937,127844614.26004224
2021-08-28,726381,212867,123466374.33066265
2021-08-29,685753,196139,136601094.11880136
2021-08-30,910173,249956,118212485.65884729
2021-08-31,930055,273720,126093318.03610376
2021-09-01,954959,277500,119963781.88278574
2021-09-02,1026339,293611,130471557.96548332
2021-09-03,1008068,278164,129595910.48398069
2021-09-04,776022,227677,135725446.63729873
2021-09-05,735688,206820,143606279.0145552
2021-09-06,968860,269949,150611462.64937586
2021-09-07,938525,277913,134093473.52179764
2021-09-08,907794,271871,129989982.27183735
2021-09-09,937415,275020,125412870.50778995
2021-09-10,906178,260963,124497447.36405551
2021-09-11,823454,210848,135482517.1796192
2021-09-12,705573,193569,134567094.03588477
2021-09-13,908372,253041,145552163.85144845
2021-09-14,952892,270910,153790965.55401707
2021-09-15,976201,268455,129989982.27183735
2021-09-16,1021047,270023,124497447.36405551
2021-09-17,943981,273808,134567094.03588477
2021-09-18,819880,227894,141890473.9129272
2021-09-19,714326,199632,146467585.6769746
2021-09-20,1014971,273371,150129275.61549583
2021-09-21,844883,245996,114073685.15409195
2021-09-22,888195,270233,126546634.44445217
2021-09-23,918846,273598,155822347.18556657
2021-09-24,958548,274940,139767924.24494308
2021-09-25,702530,210070,135990412.4848302
2021-09-26,699993,192460,131268523.46464118
2021-09-27,901586,262162,146378569.1451885
2021-09-28,935822,262395,143545436.00505593
2021-09-29,830989,240916,122769122.68433928
2021-09-30,1059608,289577,161488614.82573587
2021-10-01,962201,279255,132212900.72471733
2021-10-02,963528,260972,177543039.12626347
2021-10-03,808347,216090,141656680.1249995
2021-10-04,1015651,265740,147634521.78479335
2021-10-05,1037679,312571,162177735.98974445
2021-10-06,914612,273475,129544410.62214965
2021-10-07,1144142,324741,139433297.74445093
2021-10-08,978503,280844,118666635.49961804
