split,feature,num_rows,missing_rate,mean,std,min,max
validation,finbert_positive_count_20d,287,0.0,31.43554006968641,17.61640183482161,6.0,98.0
validation,finbert_negative_count_20d,287,0.0,40.73867595818815,22.955825676862883,9.0,103.0
validation,finbert_neutral_count_20d,287,0.0,78.91637630662021,43.69114394874784,18.0,213.0
validation,finbert_positive_ratio_20d,287,0.0,0.21353841120564238,0.06928911329460427,0.07692307692307693,0.43636363636363634
validation,finbert_negative_ratio_20d,287,0.0,0.2693593811589819,0.06912285966214607,0.11678832116788321,0.4805194805194805
validation,finbert_neutral_ratio_20d,287,0.0,0.5171022076353757,0.07358824635819125,0.32727272727272727,0.7
validation,finbert_confidence_mean_20d,287,0.0,0.8182088885989414,0.017132033915517503,0.7792653316083916,0.8703674029166667
validation,finbert_confidence_max_20d,287,0.0,0.9708465480836238,0.00408727760222958,0.95100987,0.97640926
validation,finbert_low_confidence_count_20d,287,0.0,4.97212543554007,4.190305579709402,0.0,18.0
validation,finbert_high_confidence_positive_count_20d,287,0.0,16.83275261324042,10.006286856889625,0.0,59.0
validation,finbert_high_confidence_negative_count_20d,287,0.0,26.282229965156795,14.430462555140872,6.0,84.0
validation,finbert_sentiment_mean_20d,287,0.0,-0.035362129521875146,0.10003660305741212,-0.32738807883246757,0.19127915816930693
validation,finbert_sentiment_sum_20d,287,0.0,-6.036484926191022,14.686274503893182,-62.9012242951,30.7679753463
validation,finbert_sentiment_std_20d,287,0.0,0.5346026018310096,0.0450870219910504,0.4219495584613728,0.6678747960087275
validation,finbert_sentiment_abs_mean_20d,287,0.0,0.40919576039030603,0.05747936335657208,0.2817441172316326,0.5826659979620252
validation,finbert_confidence_weighted_sentiment_mean_20d,287,0.0,-0.045125464628876455,0.10655894769017586,-0.34999879022233277,0.19823728101705038
validation,finbert_positive_prob_mean_20d,287,0.0,0.23516061844590816,0.056452397910796495,0.11195338214835167,0.4150646780727273
validation,finbert_negative_prob_mean_20d,287,0.0,0.2705227481076401,0.06034447861740172,0.13755175416569343,0.4645242249376623
validation,finbert_neutral_prob_mean_20d,287,0.0,0.49431663377111174,0.06040973968760117,0.32938602210909096,0.6469837116632652
validation,finbert_count_matches_sample_table_20d,287,0.0,1.0,0.0,1.0,1.0
validation,finbert_news_count_60d,287,0.0,443.9547038327526,211.72848765940267,220.0,1012.0
validation,finbert_missing_60d,287,0.0,0.0,0.0,0.0,0.0
validation,finbert_unique_source_count_60d,287,0.0,22.32404181184669,4.435577757204093,14.0,33.0
validation,finbert_positive_count_60d,287,0.0,92.07317073170732,43.66086177688341,33.0,245.0
validation,finbert_negative_count_60d,287,0.0,118.4808362369338,57.749205927980086,45.0,254.0
validation,finbert_neutral_count_60d,287,0.0,233.4006968641115,118.58517519376723,84.0,551.0
validation,finbert_positive_ratio_60d,287,0.0,0.21354953854718167,0.04884303852344455,0.11643835616438356,0.38095238095238093
validation,finbert_negative_ratio_60d,287,0.0,0.2672855837873851,0.04900583974245875,0.17898832684824903,0.3941908713692946
validation,finbert_neutral_ratio_60d,287,0.0,0.5191648776654334,0.05428616274583164,0.3788546255506608,0.6486486486486487
validation,finbert_confidence_mean_60d,287,0.0,0.8191712909581916,0.012785706101247005,0.796797979955157,0.8496059518637993
validation,finbert_confidence_max_60d,287,0.0,0.9737539132752613,0.001779303683391278,0.96641856,0.97640926
validation,finbert_low_confidence_count_60d,287,0.0,14.369337979094077,10.406233032362493,0.0,43.0
validation,finbert_high_confidence_positive_count_60d,287,0.0,48.62369337979094,24.321086342034654,9.0,141.0
validation,finbert_high_confidence_negative_count_60d,287,0.0,76.42160278745645,32.36342935567631,30.0,162.0
validation,finbert_sentiment_mean_60d,287,0.0,-0.035209649361794285,0.06936549496415835,-0.19323988239919862,0.15448215401354418
validation,finbert_sentiment_sum_60d,287,0.0,-17.326328258313847,29.691529799210972,-92.93296084705,48.10155519942
validation,finbert_sentiment_std_60d,287,0.0,0.5364991539471327,0.03542998743037315,0.48378396514317923,0.6474988208682046
validation,finbert_sentiment_abs_mean_60d,287,0.0,0.4059908582766883,0.04324347480945074,0.32479015293120517,0.5389547646730396
validation,finbert_confidence_weighted_sentiment_mean_60d,287,0.0,-0.0460654708039076,0.07390754455484343,-0.21754692880951487,0.15846910914638504
validation,finbert_positive_prob_mean_60d,287,0.0,0.23400124043936443,0.04037668257406864,0.15257435322431506,0.36893675466883114
validation,finbert_negative_prob_mean_60d,287,0.0,0.2692108899437126,0.0425246054986621,0.19788344952335957,0.38182402985139446
validation,finbert_neutral_prob_mean_60d,287,0.0,0.4967878701683916,0.04544958979669267,0.3754176516629956,0.5995946525946844
validation,finbert_count_matches_sample_table_60d,287,0.0,1.0,0.0,1.0,1.0
validation,finbert_sentiment_mean_z_7d,287,0.0,-0.02892356885109712,1.0434591120729235,-3.4485579499156636,2.475836312249581
validation,finbert_news_fg_proxy_7d,287,0.0,49.52077179804793,31.91452201665286,0.10096757032285097,99.29780850212208
validation,finbert_weighted_sentiment_z_7d,287,0.0,-0.09468885235605964,1.0966852012229675,-3.6402037106234797,2.5999536233857743
validation,finbert_weighted_news_fg_proxy_7d,287,0.0,47.84207787746467,32.281097046078784,0.06884305688974734,99.45131949972244
validation,finbert_sentiment_mean_z_20d,287,0.0,-0.04670485159983263,0.969758467647664,-2.87761502309242,2.1503640325860456
validation,finbert_news_fg_proxy_20d,287,0.0,49.12488838931685,30.103946011071375,0.31561851156877907,98.66226948386634
validation,finbert_weighted_sentiment_z_20d,287,0.0,-0.14135097714912173,1.0329863136882669,-3.096804081494125,2.217816328488769
validation,finbert_weighted_news_fg_proxy_20d,287,0.0,46.61912980782833,30.61280246339313,0.20382808968727062,98.82911532693944
validation,finbert_sentiment_mean_z_60d,287,0.0,-0.010995242737009367,0.9145261271597508,-2.0944919015372703,2.489932781844009
validation,finbert_news_fg_proxy_60d,287,0.0,49.923518883738744,29.953181415866396,1.4935240896784023,99.31719559689601
validation,finbert_weighted_sentiment_z_60d,287,0.0,-0.15412018325280177,0.9744092581556881,-2.414960010757927,2.5424974559471876
validation,finbert_weighted_news_fg_proxy_60d,287,0.0,45.99922313230851,30.357049099292595,0.7923870817001273,99.38491485387945
validation,finbert_sentiment_delta_20d_7d,287,0.0,0.0005358860958475043,0.10641750078974177,-0.295803372879413,0.3325602321998946
