run_seed,sample_index,Date,label,stage2_prob_up,film_prob_up,prob_up_delta,stage2_pred_class,film_pred_class,stage2_correct,film_correct,transition
42,1029,2021-02-21T00:00:00,1,0.6010778546333313,0.5744494199752808,-0.026628434658050537,1,1,1,1,both_correct
42,1030,2021-02-22T00:00:00,1,0.6415579915046692,0.616319477558136,-0.025238513946533203,1,1,1,1,both_correct
42,1031,2021-02-23T00:00:00,1,0.9228073954582214,0.9144790768623352,-0.00832831859588623,1,1,1,1,both_correct
42,1032,2021-02-24T00:00:00,1,0.8608710169792175,0.847432553768158,-0.01343846321105957,1,1,1,1,both_correct
42,1033,2021-02-25T00:00:00,1,0.9510446786880492,0.9456892609596252,-0.005355417728423961,1,1,1,1,both_correct
42,1034,2021-02-26T00:00:00,1,0.8758910298347473,0.8640973567962646,-0.011793673038482666,1,1,1,1,both_correct
42,1035,2021-02-27T00:00:00,1,0.8801807761192322,0.8688504695892334,-0.01133030652999878,1,1,1,1,both_correct
42,1036,2021-02-28T00:00:00,1,0.8361266851425171,0.8208112716674805,-0.015315413475036621,1,1,1,1,both_correct
42,1037,2021-03-01T00:00:00,1,0.9748141169548036,0.9722365736961364,-0.0025775432586672142,1,1,1,1,both_correct
42,1038,2021-03-02T00:00:00,1,0.9548909068107604,0.9504034519195556,-0.004487454891204834,1,1,1,1,both_correct
42,1039,2021-03-03T00:00:00,1,0.8165124654769897,0.8019152879714966,-0.014597177505493164,1,1,1,1,both_correct
42,1040,2021-03-04T00:00:00,1,0.8324267864227295,0.8195590376853943,-0.012867748737335205,1,1,1,1,both_correct
42,1041,2021-03-05T00:00:00,1,0.9088190793991088,0.9011018872261048,-0.007717192173003928,1,1,1,1,both_correct
42,1042,2021-03-06T00:00:00,1,0.6536070108413696,0.6330588459968567,-0.02054816484451294,1,1,1,1,both_correct
42,1043,2021-03-07T00:00:00,1,0.6047927141189575,0.5835392475128174,-0.021253466606140137,1,1,1,1,both_correct
42,1044,2021-03-08T00:00:00,1,0.7781310677528381,0.7626231908798218,-0.015507876873016357,1,1,1,1,both_correct
42,1045,2021-03-09T00:00:00,1,0.806362509727478,0.7934727072715759,-0.0128898024559021,1,1,1,1,both_correct
42,1046,2021-03-10T00:00:00,1,0.7367202639579773,0.7201331853866577,-0.01658707857131958,1,1,1,1,both_correct
42,1047,2021-03-11T00:00:00,1,0.7183581590652466,0.7014436721801758,-0.0169144868850708,1,1,1,1,both_correct
42,1048,2021-03-12T00:00:00,1,0.9614303708076476,0.9584519267082214,-0.0029784440994261585,1,1,1,1,both_correct
42,1049,2021-03-13T00:00:00,0,0.7640098333358765,0.7486360669136047,-0.015373766422271729,1,1,0,0,both_wrong
42,1050,2021-03-14T00:00:00,0,0.7469092607498169,0.7300041913986206,-0.01690506935119629,1,1,0,0,both_wrong
42,1051,2021-03-15T00:00:00,1,0.7431118488311768,0.7259694933891296,-0.01714235544204712,1,1,1,1,both_correct
42,1052,2021-03-16T00:00:00,1,0.7433339357376099,0.7277815341949463,-0.015552401542663574,1,1,1,1,both_correct
42,1053,2021-03-17T00:00:00,0,0.8068774938583374,0.7946476340293884,-0.012229859828948975,1,1,0,0,both_wrong
42,1054,2021-03-18T00:00:00,0,0.8371890783309937,0.8271955847740173,-0.009993493556976318,1,1,0,0,both_wrong
42,1055,2021-03-19T00:00:00,1,0.7003785967826843,0.6840441823005676,-0.0163344144821167,1,1,1,1,both_correct
42,1056,2021-03-20T00:00:00,1,0.2850047945976257,0.2696642279624939,-0.01534056663513178,0,0,0,0,both_wrong
42,1057,2021-03-21T00:00:00,1,0.5712828040122986,0.5526114106178284,-0.018671393394470215,1,1,1,1,both_correct
42,1058,2021-03-22T00:00:00,1,0.69847172498703,0.6834071278572083,-0.015064597129821777,1,1,1,1,both_correct
42,1059,2021-03-23T00:00:00,1,0.6195521354675293,0.6030511856079102,-0.01650094985961914,1,1,1,1,both_correct
42,1060,2021-03-24T00:00:00,1,0.449002206325531,0.4331541657447815,-0.01584804058074951,0,0,0,0,both_wrong
42,1061,2021-03-25T00:00:00,1,0.7957925796508789,0.784178614616394,-0.011613965034484863,1,1,1,1,both_correct
42,1062,2021-03-26T00:00:00,1,0.3917164504528045,0.3738590180873871,-0.017857432365417425,0,0,0,0,both_wrong
42,1063,2021-03-27T00:00:00,1,0.1413370072841644,0.1315478235483169,-0.009789183735847501,0,0,0,0,both_wrong
42,1064,2021-03-28T00:00:00,1,0.3133088052272796,0.295470654964447,-0.017838150262832586,0,0,0,0,both_wrong
42,1065,2021-03-29T00:00:00,0,0.3433214128017425,0.3256256878376007,-0.01769572496414179,0,0,1,1,both_correct
42,1066,2021-03-30T00:00:00,0,0.4807609915733337,0.4601235091686249,-0.020637482404708807,0,0,1,1,both_correct
42,1067,2021-03-31T00:00:00,0,0.4051832854747772,0.384239912033081,-0.020943373441696223,0,0,1,1,both_correct
42,1068,2021-04-01T00:00:00,0,0.3683379888534546,0.348773717880249,-0.019564270973205566,0,0,1,1,both_correct
42,1069,2021-04-02T00:00:00,0,0.5828945636749268,0.5606632828712463,-0.02223128080368042,1,1,0,0,both_wrong
42,1070,2021-04-03T00:00:00,0,0.4109552204608917,0.3891816139221191,-0.02177360653877264,0,0,1,1,both_correct
42,1071,2021-04-04T00:00:00,0,0.2443182319402694,0.2280540317296981,-0.01626420021057129,0,0,1,1,both_correct
42,1072,2021-04-05T00:00:00,0,0.3170008361339569,0.2981753051280975,-0.01882553100585943,0,0,1,1,both_correct
42,1073,2021-04-06T00:00:00,0,0.5176882743835449,0.4950651824474334,-0.022623091936111506,1,0,0,1,correction
42,1074,2021-04-07T00:00:00,0,0.1338827908039093,0.123019278049469,-0.010863512754440308,0,0,1,1,both_correct
42,1075,2021-04-08T00:00:00,0,0.5322117209434509,0.5091587901115417,-0.02305293083190918,1,1,0,0,both_wrong
42,1076,2021-04-09T00:00:00,0,0.3807211518287658,0.3573924005031585,-0.0233287513256073,0,0,1,1,both_correct
42,1077,2021-04-10T00:00:00,0,0.5321676731109619,0.5080910325050354,-0.024076640605926514,1,1,0,0,both_wrong
42,1078,2021-04-11T00:00:00,0,0.5388544201850891,0.5147374868392944,-0.024116933345794678,1,1,0,0,both_wrong
42,1079,2021-04-12T00:00:00,0,0.8954148292541504,0.8862454891204834,-0.009169340133666992,1,1,0,0,both_wrong
42,1080,2021-04-13T00:00:00,0,0.4596307277679443,0.4379003047943115,-0.021730422973632757,0,0,1,1,both_correct
42,1081,2021-04-14T00:00:00,0,0.8038425445556641,0.7903074026107788,-0.013535141944885254,1,1,0,0,both_wrong
42,1082,2021-04-15T00:00:00,0,0.7512249946594238,0.7354984879493713,-0.01572650671005249,1,1,0,0,both_wrong
42,1083,2021-04-16T00:00:00,0,0.4120275676250458,0.3918775618076324,-0.020150005817413386,0,0,1,1,both_correct
42,1084,2021-04-17T00:00:00,0,0.42387256026268,0.4018178582191467,-0.022054702043533325,0,0,1,1,both_correct
42,1085,2021-04-18T00:00:00,1,0.4428326189517975,0.4201117753982544,-0.02272084355354309,0,0,0,0,both_wrong
42,1086,2021-04-19T00:00:00,1,0.308146983385086,0.2908656001091003,-0.017281383275985718,0,0,0,0,both_wrong
42,1087,2021-04-20T00:00:00,0,0.6519878506660461,0.6326542496681213,-0.019333600997924805,1,1,0,0,both_wrong
42,1088,2021-04-21T00:00:00,1,0.3363924622535705,0.3166998028755188,-0.019692659378051702,0,0,0,0,both_wrong
42,1089,2021-04-22T00:00:00,0,0.7782054543495178,0.764125406742096,-0.014080047607421875,1,1,0,0,both_wrong
42,1090,2021-04-23T00:00:00,0,0.470982015132904,0.4516597688198089,-0.019322246313095093,0,0,1,1,both_correct
42,1091,2021-04-24T00:00:00,0,0.6257981657981873,0.6049576997756958,-0.020840466022491455,1,1,0,0,both_wrong
42,1092,2021-04-25T00:00:00,0,0.2390829920768737,0.2235123068094253,-0.015570685267448398,0,0,1,1,both_correct
42,1093,2021-04-26T00:00:00,0,0.3001920878887176,0.2832788527011871,-0.016913235187530518,0,0,1,1,both_correct
42,1094,2021-04-27T00:00:00,0,0.2445779293775558,0.2309623062610626,-0.013615623116493197,0,0,1,1,both_correct
42,1095,2021-04-28T00:00:00,0,0.3289368450641632,0.312381237745285,-0.01655560731887823,0,0,1,1,both_correct
42,1096,2021-04-29T00:00:00,0,0.320100337266922,0.3036093413829803,-0.016490995883941706,0,0,1,1,both_correct
42,1097,2021-04-30T00:00:00,0,0.6873825788497925,0.6720275282859802,-0.015355050563812256,1,1,0,0,both_wrong
42,1098,2021-05-01T00:00:00,0,0.7980486154556274,0.7864007949829102,-0.011647820472717285,1,1,0,0,both_wrong
42,1099,2021-05-02T00:00:00,0,0.8036857843399048,0.7911511659622192,-0.012534618377685547,1,1,0,0,both_wrong
42,1100,2021-05-03T00:00:00,0,0.7354984879493713,0.7204346060752869,-0.015063881874084473,1,1,0,0,both_wrong
42,1101,2021-05-04T00:00:00,0,0.8078117370605469,0.7951939702033997,-0.012617766857147217,1,1,0,0,both_wrong
42,1102,2021-05-05T00:00:00,0,0.9108726382255554,0.9041560292243958,-0.006716609001159668,1,1,0,0,both_wrong
42,1103,2021-05-06T00:00:00,0,0.3890584409236908,0.3702520132064819,-0.018806427717208918,0,0,1,1,both_correct
42,1104,2021-05-07T00:00:00,0,0.6377602815628052,0.6191099286079407,-0.018650352954864502,1,1,0,0,both_wrong
42,1105,2021-05-08T00:00:00,0,0.7497324347496033,0.734746515750885,-0.014985918998718262,1,1,0,0,both_wrong
42,1106,2021-05-09T00:00:00,0,0.4484145641326904,0.4289107620716095,-0.019503802061080877,0,0,1,1,both_correct
42,1107,2021-05-10T00:00:00,0,0.7978101968765259,0.7861722707748413,-0.01163792610168457,1,1,0,0,both_wrong
42,1108,2021-05-11T00:00:00,0,0.617027759552002,0.5996931195259094,-0.01733464002609253,1,1,0,0,both_wrong
42,1109,2021-05-12T00:00:00,0,0.569870114326477,0.5527708530426025,-0.01709926128387451,1,1,0,0,both_wrong
42,1110,2021-05-13T00:00:00,0,0.4266992211341858,0.4103700518608093,-0.016329169273376465,0,0,1,1,both_correct
42,1111,2021-05-14T00:00:00,0,0.3679320514202118,0.3534724712371826,-0.014459580183029175,0,0,1,1,both_correct
42,1112,2021-05-15T00:00:00,0,0.163065493106842,0.1540379375219345,-0.009027555584907504,0,0,1,1,both_correct
42,1113,2021-05-16T00:00:00,0,0.1412304490804672,0.1328829675912857,-0.00834748148918149,0,0,1,1,both_correct
42,1114,2021-05-17T00:00:00,0,0.0769297778606414,0.0726658478379249,-0.0042639300227164945,0,0,1,1,both_correct
42,1115,2021-05-18T00:00:00,0,0.1514991521835327,0.1419645547866821,-0.009534597396850586,0,0,1,1,both_correct
42,1116,2021-05-19T00:00:00,0,0.6963252425193787,0.6817205548286438,-0.014604687690734863,1,1,0,0,both_wrong
42,1117,2021-05-20T00:00:00,0,0.6236875653266907,0.6063944101333618,-0.017293155193328857,1,1,0,0,both_wrong
42,1118,2021-05-21T00:00:00,0,0.7781239748001099,0.7670193314552307,-0.01110464334487915,1,1,0,0,both_wrong
42,1119,2021-05-22T00:00:00,0,0.4820439219474792,0.4647496342658996,-0.01729428768157959,0,0,1,1,both_correct
42,1120,2021-05-23T00:00:00,1,0.6378185153007507,0.6220619082450867,-0.015756607055664062,1,1,1,1,both_correct
42,1121,2021-05-24T00:00:00,1,0.6228615045547485,0.6050556898117065,-0.017805814743041992,1,1,1,1,both_correct
42,1122,2021-05-25T00:00:00,1,0.7162836790084839,0.7029624581336975,-0.013321220874786377,1,1,1,1,both_correct
42,1123,2021-05-26T00:00:00,1,0.7515766620635986,0.7385328412055969,-0.013043820858001709,1,1,1,1,both_correct
42,1124,2021-05-27T00:00:00,0,0.7781742811203003,0.7660102844238281,-0.012163996696472168,1,1,0,0,both_wrong
42,1125,2021-05-28T00:00:00,1,0.5054764747619629,0.4888376593589782,-0.016638815402984675,1,0,1,0,regression
42,1126,2021-05-29T00:00:00,1,0.7148066759109497,0.7014040946960449,-0.013402581214904785,1,1,1,1,both_correct
42,1127,2021-05-30T00:00:00,0,0.7552536129951477,0.7430002093315125,-0.012253403663635254,1,1,0,0,both_wrong
42,1128,2021-05-31T00:00:00,0,0.4812224805355072,0.4638100862503052,-0.017412394285202026,0,0,1,1,both_correct
42,1129,2021-06-01T00:00:00,0,0.8217341899871826,0.8119218945503235,-0.00981229543685913,1,1,0,0,both_wrong
42,1130,2021-06-02T00:00:00,0,0.8400025963783264,0.8314839601516724,-0.008518636226654053,1,1,0,0,both_wrong
42,1131,2021-06-03T00:00:00,0,0.7865021228790283,0.7781147956848145,-0.008387327194213867,1,1,0,0,both_wrong
42,1132,2021-06-04T00:00:00,0,0.6148330569267273,0.6020957827568054,-0.012737274169921875,1,1,0,0,both_wrong
42,1133,2021-06-05T00:00:00,0,0.6917580366134644,0.6800616383552551,-0.011696398258209229,1,1,0,0,both_wrong
42,1134,2021-06-06T00:00:00,0,0.8386277556419373,0.8313066363334656,-0.00732111930847168,1,1,0,0,both_wrong
42,1135,2021-06-07T00:00:00,1,0.9121747612953186,0.9079619646072388,-0.004212796688079834,1,1,1,1,both_correct
42,1136,2021-06-08T00:00:00,1,0.6928321123123169,0.6802681684494019,-0.012563943862915039,1,1,1,1,both_correct
42,1137,2021-06-09T00:00:00,0,0.6843740344047546,0.6727333664894104,-0.011640667915344238,1,1,0,0,both_wrong
42,1138,2021-06-10T00:00:00,0,0.7591356039047241,0.7468506693840027,-0.012284934520721436,1,1,0,0,both_wrong
42,1139,2021-06-11T00:00:00,0,0.7350847721099854,0.7222217917442322,-0.012862980365753174,1,1,0,0,both_wrong
42,1140,2021-06-12T00:00:00,0,0.4863443076610565,0.4698013663291931,-0.016542941331863403,0,0,1,1,both_correct
42,1141,2021-06-13T00:00:00,0,0.898353636264801,0.8917419910430908,-0.006611645221710205,1,1,0,0,both_wrong
42,1142,2021-06-14T00:00:00,0,0.8695008158683777,0.8616893887519836,-0.007811427116394043,1,1,0,0,both_wrong
42,1143,2021-06-15T00:00:00,0,0.6995652914047241,0.6842344999313354,-0.015330791473388672,1,1,0,0,both_wrong
42,1144,2021-06-16T00:00:00,0,0.7612003087997437,0.7484123110771179,-0.012787997722625732,1,1,0,0,both_wrong
42,1145,2021-06-17T00:00:00,0,0.6681202054023743,0.6548998355865479,-0.013220369815826416,1,1,0,0,both_wrong
42,1146,2021-06-18T00:00:00,0,0.7363747358322144,0.724841833114624,-0.011532902717590332,1,1,0,0,both_wrong
42,1147,2021-06-19T00:00:00,0,0.7219422459602356,0.7092998623847961,-0.012642383575439453,1,1,0,0,both_wrong
42,1148,2021-06-20T00:00:00,0,0.4008238911628723,0.3866963982582092,-0.014127492904663141,0,0,1,1,both_correct
42,1149,2021-06-21T00:00:00,1,0.6323172450065613,0.6191022992134094,-0.013214945793151855,1,1,1,1,both_correct
42,1150,2021-06-22T00:00:00,1,0.6175040006637573,0.6040379405021667,-0.013466060161590576,1,1,1,1,both_correct
42,1151,2021-06-23T00:00:00,0,0.3739032745361328,0.3564937114715576,-0.017409563064575195,0,0,1,1,both_correct
42,1152,2021-06-24T00:00:00,0,0.2651887536048889,0.2510610520839691,-0.0141277015209198,0,0,1,1,both_correct
42,1153,2021-06-25T00:00:00,1,0.6080845594406128,0.5895829200744629,-0.018501639366149902,1,1,1,1,both_correct
42,1154,2021-06-26T00:00:00,0,0.5060004591941833,0.4868965148925781,-0.019103944301605225,1,0,0,1,correction
42,1155,2021-06-27T00:00:00,0,0.4560001194477081,0.4373983740806579,-0.01860174536705017,0,0,1,1,both_correct
42,1156,2021-06-28T00:00:00,0,0.4481519162654876,0.4297770261764526,-0.018374890089035034,0,0,1,1,both_correct
42,1157,2021-06-29T00:00:00,0,0.5403079390525818,0.5239787697792053,-0.016329169273376465,1,1,0,0,both_wrong
42,1158,2021-06-30T00:00:00,0,0.5951271057128906,0.5791230797767639,-0.01600402593612671,1,1,0,0,both_wrong
42,1159,2021-07-01T00:00:00,0,0.3027968406677246,0.2903551459312439,-0.012441694736480713,0,0,1,1,both_correct
42,1160,2021-07-02T00:00:00,0,0.6593797206878662,0.6456782817840576,-0.013701438903808594,1,1,0,0,both_wrong
42,1161,2021-07-03T00:00:00,0,0.3573062419891357,0.3437668979167938,-0.013539344072341863,0,0,1,1,both_correct
42,1162,2021-07-04T00:00:00,0,0.3815872371196747,0.3684530258178711,-0.013134211301803589,0,0,1,1,both_correct
42,1163,2021-07-05T00:00:00,1,0.4348027110099792,0.4204885959625244,-0.014314115047454778,0,0,0,0,both_wrong
42,1164,2021-07-06T00:00:00,1,0.5746111869812012,0.5620868802070618,-0.012524306774139404,1,1,1,1,both_correct
42,1165,2021-07-07T00:00:00,1,0.3504939079284668,0.3393375277519226,-0.01115638017654419,0,0,0,0,both_wrong
42,1166,2021-07-08T00:00:00,1,0.5218490958213806,0.5094164609909058,-0.012432634830474854,1,1,1,1,both_correct
42,1167,2021-07-09T00:00:00,1,0.5447888970375061,0.53177410364151,-0.013014793395996094,1,1,1,1,both_correct
42,1168,2021-07-10T00:00:00,1,0.2486901432275772,0.239613339304924,-0.009076803922653198,0,0,0,0,both_wrong
42,1169,2021-07-11T00:00:00,1,0.1436969190835952,0.1378491222858429,-0.005847796797752297,0,0,0,0,both_wrong
42,1170,2021-07-12T00:00:00,1,0.5989982485771179,0.5886733531951904,-0.01032489538192749,1,1,1,1,both_correct
42,1171,2021-07-13T00:00:00,1,0.5400833487510681,0.5297871232032776,-0.010296225547790527,1,1,1,1,both_correct
42,1172,2021-07-14T00:00:00,1,0.6548516750335693,0.6450772881507874,-0.009774386882781982,1,1,1,1,both_correct
42,1173,2021-07-15T00:00:00,1,0.7094246745109558,0.701722264289856,-0.0077024102210998535,1,1,1,1,both_correct
42,1174,2021-07-16T00:00:00,1,0.4034069776535034,0.3938292860984802,-0.009577691555023193,0,0,0,0,both_wrong
42,1175,2021-07-17T00:00:00,1,0.9174336791038512,0.9140996932983398,-0.0033339858055113636,1,1,1,1,both_correct
42,1176,2021-07-18T00:00:00,1,0.7493640184402466,0.7409147620201111,-0.008449256420135498,1,1,1,1,both_correct
42,1177,2021-07-19T00:00:00,1,0.7821469902992249,0.7748461961746216,-0.0073007941246032715,1,1,1,1,both_correct
42,1178,2021-07-20T00:00:00,1,0.9753658771514891,0.9743932485580444,-0.0009726285934447132,1,1,1,1,both_correct
42,1179,2021-07-21T00:00:00,1,0.9287164211273192,0.9256603121757508,-0.0030561089515683815,1,1,1,1,both_correct
42,1180,2021-07-22T00:00:00,1,0.6624773740768433,0.652062177658081,-0.010415196418762207,1,1,1,1,both_correct
42,1181,2021-07-23T00:00:00,1,0.3726673126220703,0.3622625172138214,-0.010404795408248901,0,0,0,0,both_wrong
42,1182,2021-07-24T00:00:00,1,0.5914523005485535,0.5805527567863464,-0.010899543762207031,1,1,1,1,both_correct
42,1183,2021-07-25T00:00:00,1,0.8815780878067017,0.8767418265342712,-0.00483626127243042,1,1,1,1,both_correct
42,1184,2021-07-26T00:00:00,1,0.8059317469596863,0.7984816431999207,-0.007450103759765625,1,1,1,1,both_correct
42,1185,2021-07-27T00:00:00,1,0.7563573122024536,0.7447801828384399,-0.011577129364013672,1,1,1,1,both_correct
42,1186,2021-07-28T00:00:00,1,0.8210983276367188,0.8120247721672058,-0.00907355546951294,1,1,1,1,both_correct
42,1187,2021-07-29T00:00:00,1,0.6504805088043213,0.6366108655929565,-0.013869643211364746,1,1,1,1,both_correct
42,1188,2021-07-30T00:00:00,1,0.4686864614486694,0.4538792073726654,-0.014807254076003973,0,0,0,0,both_wrong
42,1189,2021-07-31T00:00:00,1,0.6956567168235779,0.6833425164222717,-0.012314200401306152,1,1,1,1,both_correct
42,1190,2021-08-01T00:00:00,1,0.6360291838645935,0.6222617030143738,-0.013767480850219727,1,1,1,1,both_correct
42,1191,2021-08-02T00:00:00,1,0.8908585906028748,0.885007381439209,-0.0058512091636657715,1,1,1,1,both_correct
42,1192,2021-08-03T00:00:00,1,0.7418431639671326,0.7323535084724426,-0.009489655494689941,1,1,1,1,both_correct
42,1193,2021-08-04T00:00:00,1,0.7102773785591125,0.6990258693695068,-0.011251509189605713,1,1,1,1,both_correct
42,1194,2021-08-05T00:00:00,1,0.8398686647415161,0.8335825800895691,-0.0062860846519470215,1,1,1,1,both_correct
42,1195,2021-08-06T00:00:00,1,0.8714043498039246,0.8660331964492798,-0.005371153354644775,1,1,1,1,both_correct
42,1196,2021-08-07T00:00:00,1,0.751991331577301,0.742569088935852,-0.009422242641448975,1,1,1,1,both_correct
42,1197,2021-08-08T00:00:00,1,0.3709962964057922,0.3585285246372223,-0.01246777176856989,0,0,0,0,both_wrong
42,1198,2021-08-09T00:00:00,1,0.3249948620796203,0.3137769103050232,-0.011217951774597112,0,0,0,0,both_wrong
42,1199,2021-08-10T00:00:00,1,0.6115010380744934,0.5997825264930725,-0.011718511581420898,1,1,1,1,both_correct
42,1200,2021-08-11T00:00:00,1,0.6026114225387573,0.5899536609649658,-0.012657761573791504,1,1,1,1,both_correct
42,1201,2021-08-12T00:00:00,1,0.7854564189910889,0.7765327095985413,-0.008923709392547607,1,1,1,1,both_correct
42,1202,2021-08-13T00:00:00,1,0.7750498056411743,0.7657551765441895,-0.009294629096984863,1,1,1,1,both_correct
