experiment_name,feature_set_name,feature_source,fg_features,finbert_run_id,modulation_scale,seed_count,num_samples_mean,num_samples_std,num_samples_count,accuracy_mean,accuracy_std,accuracy_count,majority_class_accuracy_mean,majority_class_accuracy_std,majority_class_accuracy_count,roc_auc_mean,roc_auc_std,roc_auc_count,average_precision_mean,average_precision_std,average_precision_count,f1_mean,f1_std,f1_count,brier_score_mean,brier_score_std,brier_score_count,positive_rate_mean,positive_rate_std,positive_rate_count,predicted_positive_rate_mean,predicted_positive_rate_std,predicted_positive_rate_count,long_flat_sharpe_net_mean,long_flat_sharpe_net_std,long_flat_sharpe_net_count,long_short_sharpe_net_mean,long_short_sharpe_net_std,long_short_sharpe_net_count,long_flat_annualized_return_net_mean,long_flat_annualized_return_net_std,long_flat_annualized_return_net_count,long_short_annualized_return_net_mean,long_short_annualized_return_net_std,long_short_annualized_return_net_count
stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_stage5_finbert_fg_sentiment_v1_pretrained_frozen_s0p02,stage5_finbert_fg_sentiment_v1,finbert_fg,"fg_value,fg_mean_60,fg_delta_60,fg_std_60",finbert_prosusai_headline_v1,0.02,5,1441.0,0.0,5,0.5805690492713393,0.016659437325752802,5,0.5412907702984039,0.0,5,0.5858429341712246,0.02351858977673952,5,0.6118993205001054,0.019549689517692044,5,0.6447643282642483,0.005605699053066967,5,0.2727007025863255,0.008270069936124677,5,0.5412907702984039,0.0,5,0.6392782789729355,0.03812185723642457,5,3.4436743605956144,0.3580561741988664,5,2.319575507831058,0.47361903240897296,5,7.937869258280419,0.6776683513940617,5,6.746724965674187,1.3554839221889659,5
