experiment_name,feature_set_name,feature_source,finbert_run_id,modulation_scale,seed_count,num_samples_mean,num_samples_std,num_samples_count,accuracy_mean,accuracy_std,accuracy_count,majority_class_accuracy_mean,majority_class_accuracy_std,majority_class_accuracy_count,roc_auc_mean,roc_auc_std,roc_auc_count,average_precision_mean,average_precision_std,average_precision_count,f1_mean,f1_std,f1_count,brier_score_mean,brier_score_std,brier_score_count,positive_rate_mean,positive_rate_std,positive_rate_count,predicted_positive_rate_mean,predicted_positive_rate_std,predicted_positive_rate_count,long_flat_sharpe_net_mean,long_flat_sharpe_net_std,long_flat_sharpe_net_count,long_short_sharpe_net_mean,long_short_sharpe_net_std,long_short_sharpe_net_count,long_flat_annualized_return_net_mean,long_flat_annualized_return_net_std,long_flat_annualized_return_net_count,long_short_annualized_return_net_mean,long_short_annualized_return_net_std,long_short_annualized_return_net_count
stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_stage5_finbert_sentiment_v1_pretrained_frozen_s0p02,stage5_finbert_sentiment_v1,finbert,finbert_prosusai_headline_v1,0.02,5,1441.0,0.0,5,0.5784871616932686,0.015776013588766517,5,0.5412907702984039,0.0,5,0.5860723844990109,0.023241588334616713,5,0.6119425476886922,0.019316627218562955,5,0.6423202863951282,0.003967395908837033,5,0.27273877213621406,0.008262175068749907,5,0.5412907702984039,0.0,5,0.6371963913948647,0.04316647732363526,5,3.4002525968330417,0.34171384461397614,5,2.2338013872851072,0.4079697443474341,5,7.8154931861916905,0.5851789074532867,5,6.5019728214967305,1.1704931931891154,5
