run_seed,sample_index,Date,label,transition,stage2_prob_up,film_prob_up,prob_up_delta,true_prob_stage2,true_prob_film,true_prob_delta,fg_value,fg_mean_60,fg_delta_60,fg_std_60,finbert_news_count_20d,finbert_sentiment_mean_20d,finbert_confidence_weighted_sentiment_mean_20d,finbert_news_fg_proxy_20d,finbert_positive_ratio_20d,finbert_negative_ratio_20d
45,1069,2021-04-02T00:00:00,0,correction,0.5088379979133606,0.4812641739845276,-0.027573823928833,0.4911620020866394,0.5187358260154724,0.027573823928833008,74.0,77.48333333333333,-3.0,12.087861220617034,310,0.0749089763483225,0.0651306970897087,88.53941960624138,0.2516129032258064,0.1967741935483871
45,2414,2024-12-07T00:00:00,0,correction,0.5195327401161194,0.4930250942707062,-0.0265076458454132,0.4804672598838806,0.5069749057292938,0.026507645845413208,75.0,73.96666666666667,26.0,11.71319294167471,323,0.2330534371931888,0.2375070952157027,99.40040129594672,0.4210526315789473,0.1517027863777089
45,1089,2021-04-22T00:00:00,0,correction,0.5193130970001221,0.495812177658081,-0.023500919342041,0.48068690299987793,0.504187822341919,0.023500919342041016,65.0,72.45,-26.0,8.603148648412024,279,0.096530324329319,0.0891734723696578,92.15597758463409,0.2939068100358423,0.2293906810035842
45,1888,2023-06-30T00:00:00,0,correction,0.508373498916626,0.4850663244724273,-0.0233071744441986,0.491626501083374,0.5149336755275726,0.02330717444419861,56.0,52.56666666666667,-7.0,5.791852515003849,294,0.1092273051897959,0.1064169768861692,93.76083441593067,0.3333333333333333,0.2210884353741496
45,1440,2022-04-08T00:00:00,0,correction,0.5166752338409424,0.493514746427536,-0.0231604874134063,0.4833247661590576,0.506485253572464,0.023160487413406372,37.0,36.45,-8.0,12.691762420299556,276,0.1454742718681159,0.1502953060550611,96.8097844970124,0.3007246376811594,0.1847826086956521
45,1021,2021-02-13T00:00:00,1,regression,0.5250939726829529,0.4956498742103576,-0.0294440984725952,0.5250939726829529,0.4956498742103576,-0.02944409847259527,92.0,85.06666666666666,1.0,10.22230676293592,282,0.1892025355650709,0.1840400617157341,98.60807620982168,0.3191489361702128,0.1205673758865248
45,1086,2021-04-19T00:00:00,1,regression,0.517297089099884,0.4930011332035064,-0.0242959558963776,0.517297089099884,0.4930011332035064,-0.02429595589637762,74.0,73.51666666666667,-17.0,9.510505886766984,283,0.1226011466133568,0.1193053878468818,95.11628401301068,0.3003533568904594,0.1943462897526501
45,1317,2021-12-06T00:00:00,1,regression,0.5127992033958435,0.491475760936737,-0.0213234424591065,0.5127992033958435,0.491475760936737,-0.0213234424591065,16.0,61.31666666666667,-60.0,19.45035703756854,333,-0.0044450581183483,-0.031587144470445,62.38713001392386,0.2492492492492492,0.2762762762762762
45,2378,2024-11-01T00:00:00,1,regression,0.5046664476394653,0.4925700724124908,-0.0120963752269745,0.5046664476394653,0.4925700724124908,-0.012096375226974543,75.0,52.31666666666667,49.0,16.257810088966092,131,0.2369803330038168,0.2385886248866406,99.44411284286076,0.4274809160305343,0.183206106870229
45,1474,2022-05-12T00:00:00,1,regression,0.5070433020591736,0.4960645139217376,-0.0109787881374359,0.5070433020591736,0.4960645139217376,-0.010978788137435969,12.0,30.78333333333333,-9.0,12.382907125908742,275,-0.1056551542970909,-0.1455874789365471,18.90406313911381,0.2254545454545454,0.3636363636363636
