run_seed,sample_index,Date,label,transition,stage2_prob_up,film_prob_up,prob_up_delta,true_prob_stage2,true_prob_film,true_prob_delta,fg_value,fg_mean_60,fg_delta_60,fg_std_60,finbert_news_count_20d,finbert_sentiment_mean_20d,finbert_confidence_weighted_sentiment_mean_20d,finbert_news_fg_proxy_20d,finbert_positive_ratio_20d,finbert_negative_ratio_20d,target_class,target_class_name,gradcam_panel,gradcam_panel_label,gradcam_sample_fallback
45,1317,2021-12-06T00:00:00,1,regression,0.5127992033958435,0.491475760936737,-0.0213234424591065,0.5127992033958435,0.491475760936737,-0.0213234424591065,16.0,61.31666666666667,-60.0,19.45035703756854,333,-0.0044450581183483,-0.031587144470445,62.38713001392386,0.2492492492492492,0.2762762762762762,1,Up,regression,Stage2 correct -> N10 wrong,False
45,2378,2024-11-01T00:00:00,1,regression,0.5046664476394653,0.4925700724124908,-0.0120963752269745,0.5046664476394653,0.4925700724124908,-0.0120963752269745,75.0,52.31666666666667,49.0,16.257810088966092,131,0.2369803330038168,0.2385886248866406,99.44411284286076,0.4274809160305343,0.183206106870229,1,Up,regression,Stage2 correct -> N10 wrong,False
46,1285,2021-11-04T00:00:00,0,correction,0.5225634574890137,0.4939266741275787,-0.0286367833614349,0.4774365425109863,0.5060733258724213,0.0286367833614349,73.0,57.6,0.0,19.875613198087805,387,0.1942057047244703,0.185667149536209,98.73512588190913,0.3617571059431524,0.1498708010335917,0,Down,correction,Stage2 wrong -> N10 correct,False
46,2413,2024-12-06T00:00:00,0,correction,0.5015149116516113,0.4730126857757568,-0.0285022258758545,0.4984850883483886,0.5269873142242432,0.0285022258758544,72.0,73.53333333333333,22.0,12.140107998787794,309,0.2394472426453074,0.2430780181534536,99.46993674726676,0.4271844660194174,0.1488673139158576,0,Down,correction,Stage2 wrong -> N10 correct,False
46,1300,2021-11-19T00:00:00,0,correction,0.5000835061073303,0.4722552895545959,-0.0278282165527344,0.4999164938926697,0.527744710445404,0.0278282165527343,34.0,62.516666666666666,-16.0,19.305864106247416,359,0.1454758525200557,0.138683996849825,96.80987914337612,0.3398328690807799,0.1977715877437326,0,Down,correction,Stage2 wrong -> N10 correct,False
46,1267,2021-10-17T00:00:00,0,correction,0.517670214176178,0.4903567433357239,-0.0273134708404541,0.482329785823822,0.5096432566642761,0.0273134708404541,79.0,57.43333333333333,6.0,19.681943219329007,297,0.2445351511595959,0.2525149770323975,99.51948922857798,0.4107744107744108,0.1346801346801346,0,Down,correction,Stage2 wrong -> N10 correct,False
46,1026,2021-02-18T00:00:00,1,regression,0.5000693798065186,0.4749457240104675,-0.025123655796051,0.5000693798065186,0.4749457240104675,-0.025123655796051,91.0,85.15,-1.0,10.293727863769432,294,0.2246532525593537,0.2248474048473713,99.29509431635292,0.3571428571428571,0.1258503401360544,1,Up,regression,Stage2 correct -> N10 wrong,False
46,1741,2023-02-03T00:00:00,1,regression,0.5074078440666199,0.4890819191932678,-0.018325924873352,0.5074078440666199,0.4890819191932678,-0.018325924873352,60.0,36.21666666666667,34.0,12.376175589503278,225,0.1701157307264444,0.168412058504776,97.997233933469,0.4488888888888889,0.2444444444444444,1,Up,regression,Stage2 correct -> N10 wrong,False
46,1190,2021-08-01T00:00:00,1,regression,0.5011968016624451,0.4868821501731872,-0.0143146514892578,0.5011968016624451,0.4868821501731872,-0.0143146514892578,60.0,25.216666666666665,37.0,10.300633745335734,286,0.0563083954977622,0.045449369027673,84.34209389080101,0.3146853146853147,0.2552447552447552,1,Up,regression,Stage2 correct -> N10 wrong,False
46,1014,2021-02-06T00:00:00,1,regression,0.5042421817779541,0.4899743795394897,-0.0142678022384644,0.5042421817779541,0.4899743795394897,-0.0142678022384644,84.0,85.11666666666666,-11.0,10.20472385167275,239,0.0861903183269874,0.0792732541497289,90.5788023432572,0.2635983263598326,0.1924686192468619,1,Up,regression,Stage2 correct -> N10 wrong,False
