experiment_name,context_method,feature_set_name,context_name,feature_source,finbert_run_id,modulation_scale,run_seed,status,error,classification_available,trading_available,num_samples,accuracy,majority_class_accuracy,roc_auc,average_precision,f1,brier_score,positive_rate,predicted_positive_rate,long_flat_sharpe_net,long_flat_annualized_return_net,long_short_sharpe_net,long_short_annualized_return_net
stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_stage5_finbert_sentiment_v1_pretrained_frozen_s0p02,film_full_bounded_last_block,stage5_finbert_sentiment_v1,stage5_finbert_context_i60_ohlc_ma_vb_r20_finbert_sentiment_v1,finbert,finbert_prosusai_headline_v1,0.02,42,ok,,True,True,1441,0.5981956974323387,0.5412907702984039,0.6181678885914892,0.6340199767186606,0.6445672191528545,0.25815404282703797,0.5412907702984039,0.5891741845940319,3.8299981570497774,8.635491458585333,2.8066030740171963,8.142070684812815
stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_stage5_finbert_sentiment_v1_pretrained_frozen_s0p02,film_full_bounded_last_block,stage5_finbert_sentiment_v1,stage5_finbert_context_i60_ohlc_ma_vb_r20_finbert_sentiment_v1,finbert,finbert_prosusai_headline_v1,0.02,43,ok,,True,True,1441,0.5766828591256072,0.5412907702984039,0.5852379844059118,0.6117762507891511,0.6415981198589895,0.27753213156474815,0.5412907702984039,0.6398334489937544,3.6111956295116605,8.127414588408566,2.4501768145944554,7.1259169444592825
stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_stage5_finbert_sentiment_v1_pretrained_frozen_s0p02,film_full_bounded_last_block,stage5_finbert_sentiment_v1,stage5_finbert_context_i60_ohlc_ma_vb_r20_finbert_sentiment_v1,finbert,finbert_prosusai_headline_v1,0.02,44,ok,,True,True,1441,0.5614156835530881,0.5412907702984039,0.5613658404127391,0.5936369838027491,0.6465324384787472,0.27785720862411506,0.5412907702984039,0.6995142262317835,3.1030665815203387,7.361509436267275,1.9176147203927478,5.5941066401767
stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_stage5_finbert_sentiment_v1_pretrained_frozen_s0p02,film_full_bounded_last_block,stage5_finbert_sentiment_v1,stage5_finbert_context_i60_ohlc_ma_vb_r20_finbert_sentiment_v1,finbert,finbert_prosusai_headline_v1,0.02,45,ok,,True,True,1441,0.5655794587092297,0.5412907702984039,0.5670157880445323,0.591925839074369,0.6360465116279069,0.27472382845534754,0.5412907702984039,0.6523247744621791,3.015688410475092,7.190041818711489,1.798556117826836,5.250664812421132
stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_stage5_finbert_sentiment_v1_pretrained_frozen_s0p02,film_full_bounded_last_block,stage5_finbert_sentiment_v1,stage5_finbert_context_i60_ohlc_ma_vb_r20_finbert_sentiment_v1,finbert,finbert_prosusai_headline_v1,0.02,46,ok,,True,True,1441,0.5905621096460791,0.5412907702984039,0.5985744210403818,0.6283536880585311,0.6428571428571429,0.27542664920982163,0.5412907702984039,0.6051353226925746,3.44131420560834,7.763008628985788,2.1960562095942993,6.397105025613724
