experiment_name,context_method,feature_set_name,context_name,feature_source,fg_features,finbert_run_id,modulation_scale,run_seed,status,error,classification_available,trading_available,num_samples,accuracy,majority_class_accuracy,roc_auc,average_precision,f1,brier_score,positive_rate,predicted_positive_rate,long_flat_sharpe_net,long_flat_annualized_return_net,long_short_sharpe_net,long_short_annualized_return_net
stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_stage5_finbert_fg_sentiment_v1_pretrained_frozen_s0p02,film_full_bounded_last_block,stage5_finbert_fg_sentiment_v1,stage5_finbert_fg_context_i60_ohlc_ma_vb_r20_stage5_finbert_fg_sentiment_v1,finbert_fg,"fg_value,fg_mean_60,fg_delta_60,fg_std_60",finbert_prosusai_headline_v1,0.02,42,ok,,True,True,1441,0.6023594725884802,0.5412907702984039,0.61827844369448,0.6342361532177343,0.6525166767738023,0.25811207074030684,0.5412907702984039,0.6030534351145038,3.909782851369784,8.949441593537475,3.028305562086882,8.7699709547171
stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_stage5_finbert_fg_sentiment_v1_pretrained_frozen_s0p02,film_full_bounded_last_block,stage5_finbert_fg_sentiment_v1,stage5_finbert_fg_context_i60_ohlc_ma_vb_r20_stage5_finbert_fg_sentiment_v1,finbert_fg,"fg_value,fg_mean_60,fg_delta_60,fg_std_60",finbert_prosusai_headline_v1,0.02,43,ok,,True,True,1441,0.5739070090215128,0.5412907702984039,0.584543620776601,0.6114247989356567,0.6413551401869159,0.2779850786963965,0.5412907702984039,0.6467730742539903,3.603453889772386,8.131683636493662,2.4532031213791003,7.134455040629475
stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_stage5_finbert_fg_sentiment_v1_pretrained_frozen_s0p02,film_full_bounded_last_block,stage5_finbert_fg_sentiment_v1,stage5_finbert_fg_context_i60_ohlc_ma_vb_r20_stage5_finbert_fg_sentiment_v1,finbert_fg,"fg_value,fg_mean_60,fg_delta_60,fg_std_60",finbert_prosusai_headline_v1,0.02,44,ok,,True,True,1441,0.5669673837612769,0.5412907702984039,0.5607413010590016,0.5932036358742618,0.6478555304740407,0.27740885836335666,0.5412907702984039,0.6884108258154059,3.193604020990563,7.544066956923799,2.044188797662693,5.959221681489746
stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_stage5_finbert_fg_sentiment_v1_pretrained_frozen_s0p02,film_full_bounded_last_block,stage5_finbert_fg_sentiment_v1,stage5_finbert_fg_context_i60_ohlc_ma_vb_r20_stage5_finbert_fg_sentiment_v1,finbert_fg,"fg_value,fg_mean_60,fg_delta_60,fg_std_60",finbert_prosusai_headline_v1,0.02,45,ok,,True,True,1441,0.5655794587092297,0.5412907702984039,0.5668499553900461,0.5919440205587346,0.638150289017341,0.27478124538745846,0.5412907702984039,0.659264399722415,2.9941592960782146,7.150186954343144,1.7710056566017813,5.170955083684444
stage4_film_full_bounded_last_block_i60_ohlc_ma_vb_r20_c60_stage5_finbert_fg_sentiment_v1_pretrained_frozen_s0p02,film_full_bounded_last_block,stage5_finbert_fg_sentiment_v1,stage5_finbert_fg_context_i60_ohlc_ma_vb_r20_stage5_finbert_fg_sentiment_v1,finbert_fg,"fg_value,fg_mean_60,fg_delta_60,fg_std_60",finbert_prosusai_headline_v1,0.02,46,ok,,True,True,1441,0.594031922276197,0.5412907702984039,0.5988013499359944,0.6286879939141394,0.6439440048691418,0.27521625974410907,0.5412907702984039,0.5988896599583623,3.5173717447671238,7.913967150104012,2.301174401424832,6.699022067850173
